"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GD1","GE1","GF1","MA1","REM"
"72530699999","2022-12-13T08:00:00","4","42.083","-87.817","199.0","GLENVIEW NAS, IL US","FM-15","99999","V020","360,1,N,0057,1","01250,1,9,N","016093,1,9,9","+0094,1","+0017,1","10238,1","4,99,1,+01250,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01250,1,99,9,99,9","10234,1,99999,9","MET081METAR KNBU 130800Z AUTO 36011KT 10SM OVC041 09/02 A3022 RMK AO2 SLP238 T00940017="
