"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GA1","GD1","MA1","REM"
"99999914855","2022-12-13T08:00:00","6","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","FM-15","KNBU ","V020","360,5,N,0057,5","01250,5,M,N","016093,5,N,5","+0094,5","+0017,5","10238,5","08,5,+01250,5,99,9","4,99,1,+01250,5,9","10234,5,09995,5","MET09312/13/22 02:00:02 METAR KNBU 130800Z 36011KT 10SM OVC041 09/02 A3022 RMK AO2 SLP238 T00940017"
