"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","OD1","REM"
"99849999999","2022-01-01T00:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","340,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0050,1","+0039,1","99999,9",,,"5,99,0036,1,999","SYN062CNII2 46/// /3404 10050 20039 90000 333 91207 555 11004 22004="
"99849999999","2022-01-01T00:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","SHEF ","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+0033,1","+9999,9","99999,9","240,M,+0050,1","240,N,+0000,1",,
"99849999999","2022-01-01T01:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","340,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0049,1","+0037,1","99999,9",,,"5,99,0046,1,999","SYN062CNII2 46/// /3407 10049 20037 90100 333 91209 555 11007 22008="
"99849999999","2022-01-01T02:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","330,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0049,1","+0037,1","99999,9",,,"5,99,0046,1,999","SYN062CNII2 46/// /3306 10049 20037 90145 333 91209 555 11006 22007="
"99849999999","2022-01-01T03:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","330,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0048,1","+0036,1","99999,9",,,"5,99,0046,1,999","SYN062CNII2 46/// /3308 10048 20036 90245 333 91209 555 11008 22009="
"99849999999","2022-01-01T04:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","340,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0045,1","+0034,1","99999,9",,,"5,99,0062,1,999","SYN062CNII2 46/// /3410 10045 20034 90345 333 91212 555 11010 22011="
"99849999999","2022-01-01T05:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","350,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0037,1","+0028,1","99999,9",,,"5,99,0067,1,999","SYN062CNII2 46/// /3510 10037 20028 90445 333 91213 555 11010 22011="
"99849999999","2022-01-01T06:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","350,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0034,1","+0026,1","99999,9",,,"5,99,0072,1,999","SYN062CNII2 46/// /3513 10034 20026 90545 333 91214 555 11013 22014="
"99849999999","2022-01-01T07:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","350,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0030,1","+0022,1","99999,9",,,"5,99,0077,1,999","SYN062CNII2 46/// /3513 10030 20022 90645 333 91215 555 11013 22014="
"99849999999","2022-01-01T08:00:00","4","41.856","-87.609","190.0","NORTHERLY ISLAND, IL US","FM-13","99999","V020","360,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0027,1","+0019,1","99999,9",,,"5,99,0082,1,999","SYN062CNII2 46/// /3611 10027 20019 90745 333 91216 555 11011 22012="
