year,county,saifi,saidi,caidi,svi
2022,Jasper,3.98388,348.88913,87.57525,0.22770
2022,Jefferson,0.93114,164.37671,176.53228,0.96040
2022,Jersey,1.44895,220.62322,152.26415,0.03960
2022,Jo Daviess,3.87559,357.28781,92.18933,0.11880
2022,Johnson,0.91015,82.12385,90.23073,0.52480
2022,Kane,0.63894,96.43997,150.93648,0.75250
2022,Kankakee,0.47040,56.45032,120.00410,0.94060
2022,Kendall,0.30060,28.40039,94.47886,0.20790
2022,Knox,1.47411,217.18151,147.33026,0.87130
2022,LaSalle,0.75454,82.87359,109.83291,0.51490
2022,Lake,0.19355,23.98211,123.90556,0.70300
2022,Lawrence,2.11018,315.99474,149.74743,0.82180
2022,Lee,0.50353,87.20164,173.18192,0.47520
2022,Livingston,0.91906,89.16280,97.01538,0.45540
2022,Logan,1.96101,287.74291,146.73233,0.36630
2022,Macon,0.91297,127.22947,139.35850,0.79210
2022,Macoupin,1.90164,374.26228,196.81056,0.24750
2022,Madison,1.69815,243.31765,143.28393,0.37620
2022,Marion,1.89622,375.32296,197.93229,0.89110
2022,Marshall,1.35049,222.83709,165.00421,0.16830
2022,Mason,0.98907,150.42707,152.09011,0.27720
2022,Massac,0.27498,12.84037,46.69484,0.86140
2022,McDonough,0.44308,46.46763,104.87515,0.67330
2022,McHenry,0.60608,91.15969,150.40768,0.21780
2022,McLean,0.80790,81.21109,100.52075,0.32670
2022,Menard,0.84065,79.03528,94.01656,0.04950
2022,Mercer,1.62338,206.92042,127.46241,0.12870
2022,Monroe,0.69066,106.99577,154.91826,0.00000
2022,Montgomery,2.07367,621.45447,299.68881,0.42570
2022,Morgan,0.80947,133.55375,164.98991,0.66340
2022,Moultrie,2.03343,273.86091,134.67957,0.52480
2022,Ogle,0.30527,60.23305,197.31372,0.43560
2022,Peoria,0.71103,119.07819,167.47354,0.91090
2022,Perry,0.92367,120.22797,130.16273,0.81190
2022,Piatt,3.66737,407.68136,111.16446,0.01980
2022,Pike,0.85426,163.76343,191.70171,0.49500
2022,Pope,0.79642,119.45440,149.98978,0.38610
2022,Pulaski,1.33935,155.32846,115.97280,0.85150
2022,Putnam,1.36186,188.77449,138.61568,0.00990
2022,Randolph,1.60775,408.87876,254.31756,0.64360
2022,Richland,2.32177,338.03107,145.59199,0.62380
2022,Rock Island,0.70342,68.12386,96.84614,0.97030
2022,Saline,1.28426,124.07419,96.61142,0.92080
2022,Sangamon,0.58012,52.81040,91.03371,0.54460
2022,Schuyler,1.99192,159.04636,79.84571,0.71290
2022,Scott,0.82201,193.11373,234.92970,0.13860
2022,Shelby,3.02628,516.33322,170.61653,0.14850
2022,St. Clair,0.85840,147.13258,171.40399,0.79210
2022,Stark,1.17964,304.93539,258.49853,0.17820
2022,Stephenson,0.72053,130.12206,180.59320,0.83170
2022,Tazewell,0.65066,79.03144,121.46369,0.18810
2022,Union,1.36012,136.58363,100.41995,0.90100
2022,Vermilion,0.96513,108.44586,112.36393,0.93070
2022,Wabash,0.19846,42.03689,211.81208,0.65350
2022,Warren,0.59437,103.48071,174.10102,0.77230
2022,Washington,1.88289,261.95682,139.12476,0.06930
2022,Wayne,2.56968,201.57295,78.44268,0.72280
2022,White,1.07138,96.51935,90.08873,0.61390
2022,Whiteside,0.42330,61.05824,144.24501,0.48510
2022,Will,0.38423,49.46842,128.74645,0.39600
2022,Williamson,0.99742,90.86360,91.09887,0.57430
2022,Winnebago,0.48457,59.07496,121.91155,0.98020
2022,Woodford,0.84194,80.58513,95.71323,0.02970
