year,county,saifi,saidi,caidi,svi
2022,Adams,1.13032,128.19569,113.41528,0.40590
2022,Alexander,0.70162,126.38635,180.13541,1.00000
2022,Bond,3.37866,495.06799,146.52786,0.74260
2022,Boone,0.42309,96.21622,227.41325,0.69310
2022,Brown,2.67177,184.95843,69.22704,0.63370
2022,Bureau,0.72996,104.24767,142.81195,0.56440
2022,Calhoun,2.27614,364.75335,160.25088,0.10890
2022,Carroll,0.80834,124.62105,154.16863,0.35640
2022,Cass,0.51207,55.78610,108.94129,0.68320
2022,Champaign,0.78836,83.18982,105.52261,0.58420
2022,Christian,1.52123,275.95498,181.40255,0.29700
2022,Clark,1.87866,237.03602,126.17317,0.09900
2022,Clay,0.45548,55.57677,122.01909,0.88120
2022,Clinton,2.99952,320.15283,106.73473,0.23760
2022,Coles,0.62085,62.38479,100.48212,0.78220
2022,Cook,0.27268,82.50285,302.56038,0.95050
2022,Crawford,1.75626,220.53376,125.56995,0.31680
2022,Cumberland,1.99371,232.56847,116.65106,0.05940
2022,De Witt,2.33203,328.53263,140.87821,0.08910
2022,DeKalb,0.21903,27.81820,127.00453,0.73270
2022,Douglas,2.16333,306.57926,141.71659,0.55450
2022,DuPage,0.42050,57.61038,137.00582,0.33660
2022,Edgar,0.96467,88.57250,91.81618,0.44550
2022,Edwards,2.12460,149.73036,70.47462,0.50500
2022,Effingham,1.66676,172.81153,103.68133,0.30690
2022,Fayette,3.83687,697.20288,181.71115,0.84160
2022,Ford,1.83083,120.99140,66.08550,0.59410
2022,Franklin,1.02098,132.34034,129.62139,0.76240
2022,Fulton,1.23315,99.30255,80.52735,0.28710
2022,Gallatin,3.59560,295.31594,82.13265,0.60400
2022,Greene,0.87692,229.60962,261.83553,0.26730
2022,Grundy,0.24498,40.46888,165.19596,0.19800
2022,Hamilton,0.61961,62.21152,100.40356,0.46530
2022,Hancock,0.84639,146.31243,172.86585,0.15840
2022,Hardin,1.61361,145.61780,90.24335,0.34650
2022,Henderson,1.73676,168.49157,97.01465,0.07920
2022,Henry,0.83435,77.23913,92.57400,0.25740
2022,Iroquois,1.07302,124.29319,115.83465,0.41580
2022,Jackson,0.97321,158.64405,163.01085,0.99010
