year,county,saifi,saidi,caidi,svi
2021,Adams,0.94940,102.69994,108.17332,0.28290
2021,Alexander,1.62562,184.77129,113.66234,0.92300
2021,Bond,1.69020,170.51255,100.88293,0.43350
2021,Boone,0.59297,131.78607,222.24598,0.41530
2021,Brown,1.32458,217.25806,164.02084,0.45540
2021,Bureau,0.81284,142.07193,174.78420,0.27210
2021,Calhoun,2.75442,532.39142,193.28596,0.03090
2021,Carroll,1.58710,212.50886,133.89719,0.14700
2021,Cass,0.71431,95.79842,134.11339,0.55320
2021,Champaign,0.66765,80.29144,120.25952,0.56050
2021,Christian,2.08075,363.44363,174.66981,0.18080
2021,Clark,1.73483,229.79372,132.45877,0.07100
2021,Clay,0.29598,63.80407,215.56713,0.39970
2021,Clinton,0.75355,93.96631,124.69818,0.13210
2021,Coles,1.13474,154.52668,136.17838,0.54070
2021,Cook,0.32372,93.54140,288.95359,0.80040
2021,Crawford,1.25538,118.01419,94.00663,0.41570
2021,Cumberland,2.19619,232.03287,105.65266,0.01750
2021,De Witt,3.84126,707.28882,184.12936,0.04390
2021,DeKalb,0.43571,83.51598,191.67924,0.49520
2021,Douglas,2.08052,168.42734,80.95432,0.53530
2021,DuPage,0.64495,115.35472,178.85814,0.21990
2021,Edgar,1.62635,274.61738,168.85481,0.25210
2021,Edwards,0.67397,99.03472,146.94191,0.23490
2021,Effingham,1.01902,110.18982,108.13360,0.21290
2021,Fayette,2.41919,344.18780,142.27391,0.47260
2021,Ford,2.30941,339.98810,147.21857,0.24280
2021,Franklin,1.46765,176.05685,119.95808,0.54710
2021,Fulton,0.93818,330.70015,352.49259,0.23300
2021,Gallatin,2.03465,203.09009,99.81567,0.48280
2021,Greene,0.64000,99.63462,155.67909,0.05440
2021,Grundy,0.68296,124.76907,182.68870,0.07990
2021,Hamilton,0.78242,117.55467,150.24488,0.31190
2021,Hancock,1.46548,134.19256,91.56884,0.08910
2021,Hardin,2.33037,313.08377,134.34958,0.30490
2021,Henderson,3.65868,796.41526,217.67825,0.02710
2021,Henry,0.91232,115.78493,126.91280,0.11680
2021,Iroquois,2.01375,247.50000,122.90516,0.38130
2021,Jackson,0.99519,174.47280,175.31592,0.78900
2021,Jasper,1.25420,144.94810,115.57052,0.21580
2021,Jefferson,1.92655,184.51456,95.77436,0.71740
2021,Jersey,1.35139,154.62555,114.41994,0.03410
2021,Jo Daviess,2.67515,330.53497,123.55777,0.08940
2021,Johnson,1.00538,145.02462,144.24790,0.29120
2021,Kane,0.81485,220.92554,271.12567,0.49400
2021,Kankakee,0.53763,62.09018,115.48930,0.69700
2021,Kendall,0.35050,52.89048,150.90114,0.12220
2021,Knox,1.83391,380.82853,207.65930,0.64230
2021,LaSalle,0.93289,181.92378,195.01073,0.38260
2021,Lake,0.34013,112.54663,330.89004,0.46630
2021,Lawrence,0.96139,96.92278,100.81521,0.48060
2021,Lee,1.75231,320.52776,182.91742,0.31890
2021,Livingston,0.79640,169.08479,212.31258,0.38060
2021,Logan,3.15827,305.02064,96.57835,0.18140
2021,Macon,1.19298,141.12805,118.29863,0.52580
2021,Macoupin,1.30408,195.30188,149.76181,0.13880
2021,Madison,1.17211,176.16888,150.30055,0.25810
2021,Marion,1.71117,249.68098,145.91223,0.55470
2021,Marshall,1.30673,274.67114,210.19746,0.06810
2021,Mason,0.86796,247.82649,285.52769,0.14930
2021,Massac,0.32073,67.01835,208.95309,0.58560
2021,McDonough,0.72648,82.69361,113.82763,0.46120
2021,McHenry,1.10537,457.27440,413.68617,0.11520
2021,McLean,1.23557,303.61788,245.73044,0.20050
2021,Menard,1.66283,173.44852,104.30942,0.01650
2021,Mercer,2.77474,317.42254,114.39707,0.05980
2021,Monroe,0.63696,94.33507,148.10102,0.00160
2021,Montgomery,1.27804,153.39472,120.02383,0.25050
2021,Morgan,1.13751,158.54860,139.38172,0.52450
2021,Moultrie,1.13309,219.03420,193.30750,0.35580
2021,Ogle,0.67163,131.28970,195.47878,0.34850
