year,county,saifi,saidi,caidi,svi
2021,Peoria,0.69663,131.17457,188.29909,0.67850
2021,Perry,1.35641,248.04927,182.87201,0.60310
2021,Piatt,2.80449,370.90843,132.25525,0.00350
2021,Pike,0.87369,115.39379,132.07582,0.37840
2021,Pope,1.60098,578.95765,361.62767,0.50860
2021,Pulaski,2.17746,171.55199,78.78539,0.52710
2021,Putnam,3.53419,548.39064,155.16744,0.01620
2021,Randolph,1.05284,196.79760,186.92088,0.41630
2021,Richland,0.56483,102.68471,181.79883,0.30650
2021,Rock Island,0.98386,92.43682,93.95359,0.68910
2021,Saline,0.54176,44.40310,81.96085,0.74120
2021,Sangamon,0.74419,89.05694,119.66929,0.43030
2021,Schuyler,0.84475,98.57218,116.68815,0.41090
2021,Scott,0.84512,150.18031,177.70241,0.01780
2021,Shelby,4.19727,741.55781,176.67635,0.06400
2021,St. Clair,1.41387,205.14795,145.09643,0.55440
2021,Stark,1.58210,388.34069,245.45916,0.01940
2021,Stephenson,1.20020,208.46546,173.69286,0.55160
2021,Tazewell,0.97234,287.23930,295.41003,0.09480
2021,Union,0.83273,101.98161,122.46611,0.51720
2021,Vermilion,0.91568,95.73987,104.55561,0.65820
2021,Wabash,0.14232,43.20184,303.56371,0.40960
2021,Warren,1.64313,261.67394,159.25292,0.53280
2021,Washington,1.50246,171.64321,114.24147,0.05090
2021,Wayne,0.56565,45.53633,80.50297,0.43860
2021,White,0.83656,106.88459,127.76715,0.43830
2021,Whiteside,0.37605,69.78479,185.57290,0.25490
2021,Will,0.42580,65.33832,153.44894,0.24120
2021,Williamson,1.09466,108.24135,98.88168,0.43000
2021,Winnebago,0.67731,108.38698,160.02487,0.76290
2021,Woodford,1.27811,295.39348,231.11658,0.02260
