year,county,saifi,saidi,caidi,svi
2015,Adams,2.47541,1469.12768,593.48879,0.28290
2015,Alexander,1.34166,329.64110,245.69630,0.92300
2015,Bond,0.59344,141.17155,237.88484,0.43350
2015,Boone,0.81129,97.51680,120.20006,0.41530
2015,Brown,1.06352,116.30861,109.36210,0.45540
2015,Bureau,0.80227,164.56630,205.12470,0.27210
2015,Calhoun,3.26166,993.69169,304.65806,0.03090
2015,Carroll,0.43184,75.33533,174.45076,0.14700
2015,Cass,0.80286,86.11138,107.25599,0.55320
2015,Champaign,0.56598,55.78914,98.57088,0.56050
2015,Christian,1.75769,159.76757,90.89650,0.18080
2015,Clark,0.25061,41.58385,165.93272,0.07100
2015,Clay,0.28553,34.69565,121.51503,0.39970
2015,Clinton,0.34473,62.00120,179.85688,0.13210
2015,Coles,0.57473,58.02494,100.96051,0.54070
2015,Cook,0.41221,50.05407,121.42950,0.80040
2015,Crawford,0.34667,41.07534,118.48434,0.41570
2015,Cumberland,0.14202,54.18746,381.55714,0.01750
2015,De Witt,0.85881,133.37734,155.30398,0.04390
2015,DeKalb,0.41310,42.33779,102.48686,0.49520
2015,Douglas,1.17953,143.78075,121.89694,0.53530
2015,DuPage,0.80542,74.65219,92.68704,0.21990
2015,Edgar,0.30081,62.01956,206.17827,0.25210
2015,Edwards,0.69490,66.48978,95.68214,0.23490
2015,Effingham,0.73392,60.18712,82.00799,0.21290
2015,Fayette,0.45785,86.05826,187.96257,0.47260
2015,Ford,0.95112,153.97657,161.89028,0.24280
2015,Franklin,0.84091,83.56075,99.36898,0.54710
2015,Fulton,0.87056,165.41036,190.00533,0.23300
2015,Gallatin,2.27354,226.92621,99.81173,0.48280
2015,Greene,2.17308,255.47885,117.56549,0.05440
2015,Grundy,0.86757,183.08648,211.03461,0.07990
2015,Hamilton,0.13011,54.87876,421.77205,0.31190
2015,Hancock,1.65128,314.01443,190.16467,0.08910
2015,Henderson,7.85241,1984.14818,252.68014,0.02710
