,fips_code,county,state,customers_out,run_start_time
331,17001,Adams,Illinois,1.0,2014-11-04 05:15:00
332,17001,Adams,Illinois,1.0,2014-11-04 05:00:00
333,17001,Adams,Illinois,1.0,2014-11-03 20:00:00
334,17001,Adams,Illinois,1.0,2014-11-04 04:45:00
335,17001,Adams,Illinois,1.0,2014-11-03 21:45:00
336,17001,Adams,Illinois,1.0,2014-11-03 21:30:00
337,17001,Adams,Illinois,1.0,2014-11-03 21:15:00
338,17001,Adams,Illinois,1.0,2014-11-03 21:00:00
339,17001,Adams,Illinois,1.0,2014-11-03 20:30:00
340,17001,Adams,Illinois,1.0,2014-11-03 20:15:00
341,17001,Adams,Illinois,1.0,2014-11-23 18:45:00
342,17001,Adams,Illinois,1.0,2014-11-23 18:30:00
343,17001,Adams,Illinois,1.0,2014-11-23 18:15:00
344,17001,Adams,Illinois,1.0,2014-11-04 04:30:00
345,17001,Adams,Illinois,1.0,2014-11-20 15:00:00
346,17001,Adams,Illinois,6.0,2014-11-20 20:00:00
347,17001,Adams,Illinois,1.0,2014-11-01 06:45:00
348,17001,Adams,Illinois,1.0,2014-12-05 17:45:00
349,17001,Adams,Illinois,1.0,2014-11-07 22:15:00
350,17001,Adams,Illinois,1.0,2014-11-01 07:00:00
351,17001,Adams,Illinois,1.0,2014-12-05 17:30:00
352,17001,Adams,Illinois,1.0,2014-12-05 17:15:00
353,17001,Adams,Illinois,1.0,2014-11-01 07:15:00
354,17001,Adams,Illinois,1.0,2014-11-07 22:00:00
355,17001,Adams,Illinois,1.0,2014-12-05 16:45:00
356,17001,Adams,Illinois,1.0,2014-12-05 17:00:00
357,17003,Alexander,Illinois,1.0,2014-12-03 18:45:00
358,17003,Alexander,Illinois,20.0,2014-12-05 11:30:00
359,17003,Alexander,Illinois,20.0,2014-12-05 11:45:00
360,17003,Alexander,Illinois,20.0,2014-12-05 12:00:00
361,17003,Alexander,Illinois,7.0,2014-11-19 18:00:00
362,17003,Alexander,Illinois,7.0,2014-11-19 18:30:00
363,17003,Alexander,Illinois,7.0,2014-11-19 18:15:00
364,17003,Alexander,Illinois,1.0,2014-11-18 09:15:00
365,17003,Alexander,Illinois,7.0,2014-11-19 17:45:00
366,17003,Alexander,Illinois,7.0,2014-11-19 17:15:00
367,17003,Alexander,Illinois,7.0,2014-11-19 18:45:00
