Utility Characteristics,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2018,58360,Atlantic Coast Freezers Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,799.0,"2,960",1,0.0,0,0,0.0,0,0,799.0,"2,960",1
2018,57847,BC Landfill Energy LLC,57175,BC Landfill Energy LLC,NJ,PJM,0.0,0,0,0.0,0,0,0.0,"5,305",1,0.0,0,0,0.0,"5,305",1
2018,60227,BJ's Wholesale Club Inc Dist Center,60947,Tesla Inc.,NJ,PJM,0.0,0,0,135.0,"2,027",1,0.0,0,0,0.0,0,0,135.0,"2,027",1
2018,60116,"BJ's Wholesale Club, Inc- Uxbridge",60947,Tesla Inc.,MA,ISNE,0.0,0,0,53.0,"1,087",1,0.0,0,0,0.0,0,0,53.0,"1,087",1
2018,61893,BNB Camden Solar,61508,BNB Camden Solar LLC,NJ,PJM,0.0,0,0,511.0,"5,110",1,0.0,0,0,0.0,0,0,511.0,"5,110",1
2018,60067,BWC Swan Pond River CSG,59805,"BWC Swan Pond River, LLC",MA,ISNE,0.0,0,0,282.0,"2,732",1,0.0,0,0,0.0,0,0,282.0,"2,732",1
2018,61118,Bakersfield Industrial PV 1,60730,"Bakersfield Industrial PV 1, LLC",CA,CISO,0.0,0,0,152.0,"2,147",1,0.0,0,0,0.0,0,0,152.0,"2,147",1
2018,61117,Bakersfield PV 1,60729,"Bakersfield PV 1, LLC",CA,CISO,0.0,0,0,426.0,"10,813",1,0.0,0,0,0.0,0,0,426.0,"10,813",1
2018,62138,Barone CSG,57081,"WGL Energy Systems, Inc",MN,MISO,0.0,0,0,18.0,158,1,0.0,0,0,0.0,0,0,18.0,158,1
2018,61728,Barrett Farm Solar - Phase I,60584,Onyx Asset Services Group,CT,ISNE,0.0,0,0,309.0,"2,489",1,0.0,0,0,0.0,0,0,309.0,"2,489",1
2018,10298,Bayou Cogen Plant,327,Air Liquide Large Industries U S LP,TX,ERCO,0.0,0,0,0.0,0,0,"7,528.0","242,910",1,0.0,0,0,"7,528.0","242,910",1
2018,55327,Baytown Energy Center,2838,Baytown Energy Center LLC,TX,ERCO,0.0,0,0,0.0,0,0,"40,613.0","1,818,429",1,0.0,0,0,"40,613.0","1,818,429",1
2018,59546,Beaver Solar LLC,59287,Laurel Capital Partners,PA,PJM,0.0,0,0,173.0,"1,384",1,0.0,0,0,0.0,0,0,173.0,"1,384",1
2018,60653,Belchertown,60281,"Altus Power America Management, LLC",MA,ISNE,118.0,707,84,100.0,679,1,0.0,0,0,0.0,0,0,218.0,"1,386",85
2018,58403,Bellingham PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0.0,0,0,427.0,"4,147",1,0.0,0,0,0.0,0,0,427.0,"4,147",1
2018,57733,Benjamin Moore & Co. Solar,57044,"Constellation Solar New Jersey, LLC",NJ,PJM,0.0,0,0,0.0,0,0,67.0,"1,876",1,0.0,0,0,67.0,"1,876",1
2018,60695,BentonSun LLC,60970,SunShare Management,MN,MISO,708.0,"4,933",716,382.0,"3,368",6,0.0,0,0,0.0,0,0,"1,090.0","8,301",722
2018,58624,Berkshire 1,58578,PPS Berkshire Solar LLC,MA,ISNE,0.0,0,0,237.0,"2,214",2,0.0,0,0,0.0,0,0,237.0,"2,214",2
2018,59097,Berry Plastics Solar,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,0.0,0,0,851.0,"14,890",1,0.0,0,0,851.0,"14,890",1
2018,61671,Betcher Community Solar Garden,61256,Betcher CSG LLC,MN,MISO,28.0,249,5,0.0,0,0,0.0,0,0,0.0,0,0,28.0,249,5
2018,61429,Big George PV CSG,60281,"Altus Power America Management, LLC",MA,ISNE,15.0,105,75,10.0,100,1,0.0,0,0,0.0,0,0,25.0,205,76
2018,62194,Bolduan CSG,57081,"WGL Energy Systems, Inc",MN,MISO,0.0,0,0,8.0,68,1,0.0,0,0,0.0,0,0,8.0,68,1
2018,56862,Bolthouse S&P and Rowen Farms Solar,56105,MMA WBF Power LP,CA,CISO,0.0,0,0,145.0,"1,886",1,0.0,0,0,0.0,0,0,145.0,"1,886",1
2018,59014,Bolton PV,58863,Main Street Power,MA,ISNE,0.0,0,0,291.0,"6,835",1,0.0,0,0,0.0,0,0,291.0,"6,835",1
2018,57992,Boston Scientific Solar,57365,Consolidated Edison Solutions Inc,MA,ISNE,0.0,0,0,0.0,0,0,614.0,"1,497",1,0.0,0,0,614.0,"1,497",1
2018,61915,Bowie State Solar,57081,"WGL Energy Systems, Inc",MD,PJM,0.0,0,0,101.0,"1,153",1,0.0,0,0,0.0,0,0,101.0,"1,153",1
2018,58327,Bradley Energy Center,58300,Ameresco Select Inc,CT,ISNE,0.0,0,0,"1,999.0","16,781",1,0.0,0,0,0.0,0,0,"1,999.0","16,781",1
2018,60451,Brookside,57081,"WGL Energy Systems, Inc",RI,ISNE,0.0,0,0,242.0,"1,616",1,0.0,0,0,0.0,0,0,242.0,"1,616",1
2018,60507,Broome County,60947,Tesla Inc.,NY,NYIS,0.0,0,0,67.0,950,1,0.0,0,0,0.0,0,0,67.0,950,1
2018,59361,Browne Solar LLC,62060,CleanCapital,MA,ISNE,0.0,0,0,294.0,"1,523",1,0.0,0,0,0.0,0,0,294.0,"1,523",1
2018,58037,Buckeye Union HS District 201,57408,Constellation Solar Arizona LLC,AZ,AZPS,0.0,0,0,836.0,"6,972",1,0.0,0,0,0.0,0,0,836.0,"6,972",1
2018,58618,Butler Plaza,58570,CF Gainesville Owner One LLC,FL,GVL,0.0,0,0,519.0,"1,597",1,0.0,0,0,0.0,0,0,519.0,"1,597",1
2018,52147,C P Kelco San Diego Plant,3221,CPKelco U S Inc,CA,CISO,0.0,0,0,0.0,0,0,6.0,72,1,0.0,0,0,6.0,72,1
2018,60428,CA Dept of Public Health at Richmond,58540,California PV Energy LLC,CA,CISO,0.0,0,0,421.0,"4,230",1,0.0,0,0,0.0,0,0,421.0,"4,230",1
2018,60036,CCBC-Catonsville,58491,"Constellation Solar Holding, LLC",MD,PJM,0.0,0,0,211.0,"2,639",1,0.0,0,0,0.0,0,0,211.0,"2,639",1
2018,59248,CCMUA,59063,"Camden Solar Center, LLC",NJ,PJM,0.0,0,0,91.0,"1,882",1,0.0,0,0,0.0,0,0,91.0,"1,882",1
2018,61620,CDCR (CA) - Corcoran State Prison,61225,"SunE Corcoran SP Owner, LLC",CA,CISO,0.0,0,0,508.0,"3,067",1,0.0,0,0,0.0,0,0,508.0,"3,067",1
2018,59748,CDCR (CA) - Pleasant Valley State Prison,59512,"Team-Solar, Inc.",CA,CISO,0.0,0,0,969.0,"3,066",1,0.0,0,0,0.0,0,0,969.0,"3,066",1
2018,61619,CDCR (CA) - Solano State Prison,61224,"SunE Solano SP Owner, LLC",CA,CISO,0.0,0,0,405.0,"2,446",1,0.0,0,0,0.0,0,0,405.0,"2,446",1
2018,61621,CDCR (CA) - Wasco State Prison,61226,"SunE Wasco SP Owner, LLC",CA,CISO,0.0,0,0,314.0,"3,540",1,0.0,0,0,0.0,0,0,314.0,"3,540",1
2018,60201,CES Cherry Hill Solar,57365,Consolidated Edison Solutions Inc,NJ,PJM,0.0,0,0,0.0,0,0,497.0,"1,469",1,0.0,0,0,497.0,"1,469",1
2018,60029,CES VMT Solar,57365,Consolidated Edison Solutions Inc,MD,PJM,0.0,0,0,0.0,0,0,167.0,"1,469",1,0.0,0,0,167.0,"1,469",1
2018,60225,CMEEC - Bozrah,60947,Tesla Inc.,CT,ISNE,0.0,0,0,651.0,"3,390",1,0.0,0,0,0.0,0,0,651.0,"3,390",1
2018,60608,CMEEC - Navy NE Trident,60947,Tesla Inc.,CT,ISNE,0.0,0,0,198.0,"1,244",1,0.0,0,0,0.0,0,0,198.0,"1,244",1
2018,60609,CMEEC - Norwich Stott St Solar,60947,Tesla Inc.,CT,ISNE,0.0,0,0,673.0,"4,385",1,0.0,0,0,0.0,0,0,673.0,"4,385",1
2018,60607,CMEEC - Polaris Park Solar,60947,Tesla Inc.,CT,ISNE,0.0,0,0,273.0,"2,161",1,0.0,0,0,0.0,0,0,273.0,"2,161",1
2018,60605,CMEEC - Rogers Rd Solar,60947,Tesla Inc.,CT,ISNE,0.0,0,0,294.0,"1,662",1,0.0,0,0,0.0,0,0,294.0,"1,662",1
2018,54323,CNN Center,18452,Turner Properties Inc,GA,SOCO,0.0,0,0,967.0,"13,188",31,0.0,0,0,0.0,0,0,967.0,"13,188",31
2018,59130,CSD 2 - Heritage High,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,504.0,"2,082",1,0.0,0,0,0.0,0,0,504.0,"2,082",1
2018,59129,CSD 2- Freedom High,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,108.0,"1,560",1,0.0,0,0,0.0,0,0,108.0,"1,560",1
2018,56813,CSU Fresno Solar Project,56028,MMA Fresno Power LP,CA,CISO,0.0,0,0,258.0,"1,294",1,0.0,0,0,0.0,0,0,258.0,"1,294",1
2018,62028,CSU Long Beach Lots 7 & 14,61601,"Solar Star California XLVII, LLC",CA,CISO,0.0,0,0,"1,039.0","7,677",1,0.0,0,0,0.0,0,0,"1,039.0","7,677",1
2018,50851,CSUCI Site Authority,56835,CSUCI Site Authority,CA,CISO,0.0,0,0,152.0,"2,688",1,0.0,0,0,0.0,0,0,152.0,"2,688",1
2018,60979,CSUF Nutwood Solar,60630,"Solar Star California XLVIII, LLC",CA,CISO,0.0,0,0,406.0,"3,192",1,0.0,0,0,0.0,0,0,406.0,"3,192",1
2018,60978,CSUF State College,60630,"Solar Star California XLVIII, LLC",CA,CISO,0.0,0,0,200.0,"1,576",1,0.0,0,0,0.0,0,0,200.0,"1,576",1
2018,58386,CU Solar Plant,58373,CU Solar LLC,OH,PJM,0.0,0,0,317.0,"2,202",1,0.0,0,0,0.0,0,0,317.0,"2,202",1
2018,59283,California PV Energy at ISD WWTP,58540,California PV Energy LLC,CA,CISO,0.0,0,0,0.0,0,0,255.0,"2,009",1,0.0,0,0,255.0,"2,009",1
2018,55308,Calvert City,57295,DTE Calvert City LLC,KY,TVA,0.0,0,0,0.0,0,0,"7,866.0","130,341",3,0.0,0,0,"7,866.0","130,341",3
2018,60452,Calverton,57081,"WGL Energy Systems, Inc",NY,NYIS,0.0,0,0,"1,076.0","4,884",1,0.0,0,0,0.0,0,0,"1,076.0","4,884",1
2018,60685,Canyon Del Oro High School Solar,60404,"Constellation Solar Arizona 2, LLC",AZ,TEPC,0.0,0,0,295.0,"2,919",1,0.0,0,0,0.0,0,0,295.0,"2,919",1
2018,59297,Carrier Clinic,59100,"Sunlight General Solar Fund II, LLC",NJ,PJM,.,.,.,148.0,"1,844",1,.,.,.,.,.,.,148.0,"1,844",1
2018,60353,Cecil County CCVT HS,60150,"SunE DB42, LLC",MD,PJM,0.0,0,0,156.0,"3,297",1,0.0,0,0,0.0,0,0,156.0,"3,297",1
2018,61376,Cedar Creek PV,61012,AES Distributed Energy,NY,NYIS,0.0,0,0,470.0,"2,913",1,0.0,0,0,0.0,0,0,470.0,"2,913",1
2018,60757,Cedarville CSG,60281,"Altus Power America Management, LLC",MA,ISNE,191.0,"1,557",177,245.0,"2,327",3,0.0,0,0,0.0,0,0,436.0,"3,884",180
2018,59630,CentraState Medical Center PV Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,"2,008.0","7,520",1,0.0,0,0,0.0,0,0,"2,008.0","7,520",1
2018,58151,Central Utility Plant - Texas A&M,58113,"Texas A&M, Utilities & Energy Services",TX,ERCO,0.0,0,0,"2,864.0","36,702",25,"1,132.0","14,472",24,0.0,0,0,"3,996.0","51,174",49
2018,10566,Chambers Cogeneration LP,14932,US Operating Services Company,NJ,PJM,0.0,0,0,0.0,0,0,"11,154.0","73,847",1,0.0,0,0,"11,154.0","73,847",1
2018,55187,Channelview Cogeneration Plant,56380,EIF Channelview Cogeneration LLC,TX,ERCO,0.0,0,0,0.0,0,0,"74,732.0","2,234,286",1,0.0,0,0,"74,732.0","2,234,286",1
2018,60465,Chesapeake College,60947,Tesla Inc.,MD,PJM,0.0,0,0,107.0,"2,282",1,0.0,0,0,0.0,0,0,107.0,"2,282",1
2018,59755,Chester Power Partners,59522,Chester Power Partners LLC,VT,ISNE,0.0,0,0,589.0,"2,474",1,0.0,0,0,0.0,0,0,589.0,"2,474",1
2018,59743,Chimes West Friendship (Nixon Farms),59540,"SunE SEM 1, LLC",MD,PJM,0.0,0,0,178.0,"1,714",1,0.0,0,0,0.0,0,0,178.0,"1,714",1
2018,57011,Chuckawalla Valley State Prison,56302,SunE CPA CDC1 LLC,CA,CISO,0.0,0,0,122.0,"1,529",1,0.0,0,0,0.0,0,0,122.0,"1,529",1
2018,57645,City & County of Denver at Denver Int'l,56974,"Denver Airport Solar, LLC",CO,PSCO,0.0,0,0,0.0,0,0,292.0,"7,034",1,0.0,0,0,292.0,"7,034",1
2018,57681,City of Boulder WWTP,57005,"SunE NLB-2, LLC",CO,PSCO,0.0,0,0,50.0,"1,279",1,0.0,0,0,0.0,0,0,50.0,"1,279",1
2018,57682,City of Madera WWTP,57006,"SunE GIL1, LLC",CA,CISO,0.0,0,0,235.0,"1,663",1,0.0,0,0,0.0,0,0,235.0,"1,663",1
2018,59329,City of Soledad Water Reclamation,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,391.0,"4,127",1,0.0,0,0,391.0,"4,127",1
2018,58832,Cogenra - TEP,58705,Washington Gas Energy Systems,AZ,TEPC,0.0,0,0,203.0,"1,920",1,0.0,0,0,0.0,0,0,203.0,"1,920",1
2018,60228,Conn Mun Electric Energy Coop,60947,Tesla Inc.,CT,ISNE,0.0,0,0,227.0,"1,295",1,0.0,0,0,0.0,0,0,227.0,"1,295",1
2018,60450,Corcoran,57081,"WGL Energy Systems, Inc",CA,CISO,0.0,0,0,348.0,"1,887",1,0.0,0,0,0.0,0,0,348.0,"1,887",1
2018,60150,Cornell Geneva Solar Farm,59942,Argos Solar LLC,NY,NYIS,0.0,0,0,321.0,"3,071",1,0.0,0,0,0.0,0,0,321.0,"3,071",1
2018,59470,Cornell Snyder Road Solar Array,59237,"Ulysses Solar, LLC",NY,NYIS,0.0,0,0,145.0,"1,908",1,0.0,0,0,0.0,0,0,145.0,"1,908",1
2018,61977,Cornillie,57081,"WGL Energy Systems, Inc",MN,MISO,0.0,0,0,55.0,509,1,0.0,0,0,0.0,0,0,55.0,509,1
2018,58359,Corning Pharmaceutical Glass,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,916.0,"3,357",1,0.0,0,0,0.0,0,0,916.0,"3,357",1
2018,55206,Corpus Christi Energy Center,4383,Corpus Christi Cogeneration LLC,TX,ERCO,0.0,0,0,0.0,0,0,"17,457.0","513,655",1,0.0,0,0,"17,457.0","513,655",1
2018,61483,"Cottage Grove CSG, LLC",58970,"Ecoplexus, Inc",MN,MISO,0.0,0,0,0.0,0,0,499.0,"3,359",6,0.0,0,0,499.0,"3,359",6
2018,58881,County College of Morris,58753,Sunlight General Morris Solar LLC,NJ,PJM,.,.,.,241.0,"3,438",1,.,.,.,.,.,.,241.0,"3,438",1
2018,60453,"Cummins, Inc",57081,"WGL Energy Systems, Inc",NY,NYIS,0.0,0,0,119.0,"1,664",1,0.0,0,0,0.0,0,0,119.0,"1,664",1
2018,60754,DDR Shoppers World,60281,"Altus Power America Management, LLC",MA,ISNE,0.0,0,0,399.0,"1,707",1,0.0,0,0,0.0,0,0,399.0,"1,707",1
2018,59746,DSH (CA) - Coalinga State Hospital,59512,"Team-Solar, Inc.",CA,CISO,0.0,0,0,"1,588.0","4,901",1,0.0,0,0,0.0,0,0,"1,588.0","4,901",1
2018,60739,DSM Solar,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,0.0,0,0,246.0,"5,913",1,0.0,0,0,246.0,"5,913",1
2018,61849,Danville,57081,"WGL Energy Systems, Inc",VA,PJM,0.0,0,0,410.0,"5,661",1,0.0,0,0,0.0,0,0,410.0,"5,661",1
2018,59131,Dartmouth Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,129.0,"1,613",1,0.0,0,0,0.0,0,0,129.0,"1,613",1
2018,57473,Dartmouth Solar,56769,Consolidated Edison Development Inc.,MA,ISNE,0.0,0,0,0.0,0,0,296.0,"2,128",1,0.0,0,0,296.0,"2,128",1
2018,61116,Delano Land 1,60728,"Delano Land 1, LLC",CA,CISO,0.0,0,0,154.0,"2,046",1,0.0,0,0,0.0,0,0,154.0,"2,046",1
2018,61637,Denison Solar Array,60571,AEP Onsite Partners,OH,PJM,0.0,0,0,260.0,"2,763",1,0.0,0,0,0.0,0,0,260.0,"2,763",1
2018,56815,Denver Int Airport,56026,MMA DAS Power,CO,PSCO,0.0,0,0,326.0,"2,539",1,0.0,0,0,0.0,0,0,326.0,"2,539",1
2018,59462,Denver Intl Airport IV Solar,59229,Denver Int'l Airport IV Solar,CO,SWPP,0.0,0,0,296.0,"3,000",1,0.0,0,0,0.0,0,0,296.0,"3,000",1
2018,60861,Dept of General Services -FTB,60518,"California PV Energy 2, LLC",CA,BANC,0.0,0,0,530.0,"5,321",1,0.0,0,0,0.0,0,0,530.0,"5,321",1
2018,57827,Dinuba Wastewater Treatment Plant,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,294.0,"1,812",1,0.0,0,0,0.0,0,0,294.0,"1,812",1
2018,59094,Division 1,60947,Tesla Inc.,CA,CISO,0.0,0,0,354.0,"2,764",1,0.0,0,0,0.0,0,0,354.0,"2,764",1
2018,59095,Division 2,60947,Tesla Inc.,CA,CISO,0.0,0,0,252.0,"1,947",1,0.0,0,0,0.0,0,0,252.0,"1,947",1
2018,59096,Division 3,60947,Tesla Inc.,CA,CISO,0.0,0,0,259.0,"2,063",1,0.0,0,0,0.0,0,0,259.0,"2,063",1
2018,10613,Domtar - Woodland Mill,5232,Woodland Pulp LLC,ME,NBSO,0.0,0,0,0.0,0,0,"3,967.0","102,613",1,0.0,0,0,"3,967.0","102,613",1
2018,57934,Douglas Solar,56769,Consolidated Edison Development Inc.,MA,ISNE,0.0,0,0,0.0,0,0,464.0,"3,105",1,0.0,0,0,464.0,"3,105",1
2018,60930,Dublin Solar I,60581,"Dublin Solar I, LLC",GA,SOCO,0.0,0,0,537.0,"6,366",1,0.0,0,0,0.0,0,0,537.0,"6,366",1
2018,62324,Dynamic - Walpole,61012,AES Distributed Energy,MA,ISNE,0.0,0,0,101.0,"2,898",1,0.0,0,0,0.0,0,0,101.0,"2,898",1
2018,60446,E&B Resources,57081,"WGL Energy Systems, Inc",CA,CISO,0.0,0,0,258.0,"2,292",1,0.0,0,0,0.0,0,0,258.0,"2,292",1
2018,59132,EAFB - North Base,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,406.0,"2,535",1,0.0,0,0,0.0,0,0,406.0,"2,535",1
2018,59133,EAFB - South Base,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,392.0,"2,453",1,0.0,0,0,0.0,0,0,392.0,"2,453",1
2018,57574,ETS Ewing Solar Facility,56915,"Solar Star New Jersey IV, LLC",NJ,PJM,0.0,0,0,548.0,"1,815",1,0.0,0,0,0.0,0,0,548.0,"1,815",1
2018,60727,East Orange Solar,56997,Marina Energy LLC,NJ,PJM,0.0,0,0,0.0,0,0,548.0,"5,987",1,0.0,0,0,548.0,"5,987",1
2018,58272,Easthampton Landfill-City of Easthampton,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,135.0,"2,258",1,0.0,0,0,0.0,0,0,135.0,"2,258",1
2018,59134,Easton Landfill,59622,"Ahana Renewables, LLC",MA,ISNE,0.0,0,0,218.0,"2,340",1,0.0,0,0,0.0,0,0,218.0,"2,340",1
2018,58076,Edwards Air Force Base,59622,"Ahana Renewables, LLC",CA,CISO,0.0,0,0,358.0,"2,240",1,0.0,0,0,0.0,0,0,358.0,"2,240",1
2018,60795,Eichtens Community Solar,57081,"WGL Energy Systems, Inc",MN,MISO,0.0,0,0,617.0,"5,613",1,0.0,0,0,0.0,0,0,617.0,"5,613",1
2018,62137,Eichtens II CSG,57081,"WGL Energy Systems, Inc",MN,MISO,0.0,0,0,21.0,197,1,0.0,0,0,0.0,0,0,21.0,197,1
2018,60985,Elizabethtown Solar,60620,Elizabethtown Solar LLC,PA,PJM,0.0,0,0,297.0,"2,807",1,0.0,0,0,0.0,0,0,297.0,"2,807",1
2018,59367,Engelhard Solar LLC,58258,SunRay Power LLC,NJ,PJM,0.0,0,0,92.0,"1,002",1,0.0,0,0,0.0,0,0,92.0,"1,002",1
2018,59393,Eubank Landfill Solar Array,59171,"Suncore Photovoltaics, Inc",NM,PNM,0.0,0,0,0.0,0,0,608.0,"2,531",1,0.0,0,0,608.0,"2,531",1
2018,58261,FAA NorCal TRACON,58238,Enfinity NorCal 1 FAA LLC,CA,BANC,0.0,0,0,199.0,"1,630",1,0.0,0,0,0.0,0,0,199.0,"1,630",1
2018,57506,FRV SI Transport Solar LP,61219,Longroad Energy Services LLC,CA,CISO,0.0,0,0,290.0,"1,625",1,0.0,0,0,0.0,0,0,290.0,"1,625",1
