|Data Year|,|Utility Number|,|Utility Name|,|Ownership|,|State|,|BA_CODE|,|Total Revenue (Thousand Dollars)|,|Total Sales (MWh)|,|Total Customers|,|Water Heater|,|Net Metering|,|Demand Side Management|,|Time Based Programs|
2016,7995.0,Village of Hamilton - (NY),Municipal,NY,NYIS,2946.4,62636,1604,.,N,N,N
2016,8733.0,Village of Holley - (NY),Municipal,NY,NYIS,1852.5,32257,1002,.,N,N,N
2016,9200.0,Village of Ilion - (NY),Municipal,NY,NYIS,5336,101717,4043,.,N,N,N
2016,11083.0,Village of Little Valley - (NY),Municipal,NY,NYIS,1486.7,20176,1390,.,N,N,N
2016,11618.0,Village of Marathon - (NY),Municipal,NY,NYIS,1338,20758,930,.,N,N,N
2016,11892.0,Village of Mayville - (NY),Municipal,NY,NYIS,1626.3,25067,1165,.,N,N,N
2016,12759.0,Mohawk Municipal Comm,Municipal,NY,NYIS,780,21717,1322,.,N,N,N
2016,14125.0,"Oneida-Madison Elec Coop, Inc",Cooperative,NY,NYIS,2538,22303,1972,.,Y,Y,N
2016,14267.0,"Otsego Electric Coop, Inc",Cooperative,NY,NYIS,6067,50572,3840,.,N,Y,Y
2016,14700.0,Village of Penn Yan - (NY),Municipal,NY,NYIS,4023,89437,3043,.,N,N,N
2016,14945.0,Village of Philadelphia - (NY),Municipal,NY,NYIS,552,9717,712,.,N,N,N
2016,15991.0,Village of Richmondville - (NY),Municipal,NY,NYIS,1605,18649,1250,.,N,N,N
2016,17079.0,Village of Sherburne - (NY),Municipal,NY,NYIS,3233,61521,2376,.,N,N,N
2016,17085.0,City of Sherrill - (NY),Municipal,NY,NYIS,1975,53381,1892,.,N,N,N
2016,17186.0,Village of Silver Springs - (NY),Municipal,NY,NYIS,482,7001,517,.,N,N,N
2016,17280.0,Village of Skaneateles - (NY),Municipal,NY,NYIS,1092,32013,1618,.,N,N,N
2016,17789.0,Village of Spencerport - (NY),Municipal,NY,NYIS,2881,63494,2843,.,N,N,N
2016,17846.0,Village of Springville - (NY),Municipal,NY,NYIS,2577,58740,2644,.,N,N,N
2016,18813.0,Village of Theresa - (NY),Municipal,NY,NYIS,472,6637,462,.,N,Y,N
2016,19274.0,Village of Tupper Lake - (NY),Municipal,NY,NYIS,3769,68124,3489,.,N,N,N
2016,20193.0,Village of Watkins Glen - (NY),Municipal,NY,NYIS,2429,56536,1445,.,N,N,N
2016,20337.0,Village of Wellsville - (NY),Municipal,NY,NYIS,3245,63015,2792,.,N,N,N
2016,20480.0,Village of Westfield - (NY),Municipal,NY,NYIS,3726.6,72439,3425,.,Y,N,N
2016,282.0,Village of Arcadia - (OH),Municipal,OH,PJM,622,5082,306,.,N,N,N
2016,768.0,City of Arcanum - (OH),Municipal,OH,PJM,2462,22084,1612,.,N,N,N
2016,1386.0,Village of Beach City - (OH),Municipal,OH,PJM,1223,9976,821,.,N,N,N
2016,1650.0,Village of Bethel - (OH),Municipal,OH,PJM,2547.8,24255,1619,.,N,N,N
2016,1677.0,Village of Bloomdale - (OH),Municipal,OH,PJM,413,3236,319,.,N,N,N
2016,1832.0,Village of Blanchester - (OH),Municipal,OH,PJM,7239,62337,2209,.,N,N,N
2016,2128.0,Village of Bradner - (OH),Municipal,OH,PJM,752,5912,522,.,N,N,N
2016,2205.0,Village of Brewster - (OH),Municipal,OH,PJM,4820,54569,948,.,N,N,N
2016,3008.0,Village of Carey - (OH),Municipal,OH,PJM,6174,81068,1877,.,N,N,N
2016,4061.0,City of Columbiana - (OH),Municipal,OH,PJM,6866,83206,3610,.,N,N,N
2016,4685.0,Village of Cygnet - (OH),Municipal,OH,PJM,371,3503,270,.,N,N,N
2016,4725.0,City of Custar,Municipal,OH,PJM,241,2335,116,.,N,N,N
2016,5096.0,Village of Deshler - (OH),Municipal,OH,PJM,1650,15182,1014,.,N,N,N
2016,5653.0,Village of Edgerton - (OH),Municipal,OH,PJM,3007,30027,1113,.,N,N,N
2016,5752.0,Village of Eldorado - (OH),Municipal,OH,PJM,437,3993,282,.,N,N,N
2016,5833.0,Village of Elmore - (OH),Municipal,OH,PJM,1749,14558,939,.,N,N,N
2016,7100.0,Village of Genoa - (OH),Municipal,OH,PJM,1995,13995,1142,.,N,N,N
2016,7131.0,Village of Georgetown - (OH),Municipal,OH,PJM,4046.8,41207,2106,.,N,N,N
2016,7311.0,Village of Glouster - (OH),Municipal,OH,PJM,1055,8616,1005,.,N,N,N
2016,7445.0,Village of Grafton - (OH),Municipal,OH,PJM,3493,25169,1308,.,N,N,N
2016,7643.0,Village of Greenwich - (OH),Municipal,OH,PJM,1900,18072,724,.,N,N,N
2016,7973.0,Village of Hamersville - (OH),Municipal,OH,PJM,479.9,4799,365,.,N,N,N
2016,8240.0,Village of Haskins - (OH),Municipal,OH,PJM,627,5849,524,.,N,N,N
2016,8949.0,City of Hubbard,Municipal,OH,PJM,5126,53961,4309,.,N,N,N
2016,9572.0,Village of Jackson Center - (OH),Municipal,OH,PJM,2373,20597,783,.,Y,N,N
2016,10616.0,Village of Lakeview - (OH),Municipal,OH,PJM,1272,9942,939,.,N,N,N
2016,11126.0,Village of Lodi - (OH),Municipal,OH,PJM,4401.6,43014,1801,.,N,Y,N
2016,11296.0,Village of Lucas - (OH),Municipal,OH,PJM,413,3625,362,.,N,N,N
2016,11739.0,Village of Marshallville - (OH),Municipal,OH,PJM,848,7139,492,.,N,N,N
2016,12302.0,City of Mendon - (OH),Municipal,OH,PJM,589,4475,334,.,N,N,N
2016,12533.0,Village of Milan - (OH),Municipal,OH,PJM,1636,12240,732,.,N,N,N
2016,12811.0,Village of Monroeville - (OH),Municipal,OH,PJM,4348,48999,836,.,N,N,N
2016,12861.0,Village of Montpelier - (OH),Municipal,OH,PJM,7307,69952,2319,.,N,N,N
2016,13420.0,Village of New Bremen - (OH),Municipal,OH,PJM,6311,68240,1611,.,N,N,N
2016,13464.0,Village of New Knoxville - (OH),Municipal,OH,PJM,1120,9532,400,.,Y,N,N
2016,13563.0,City of Newton Falls - (OH),Municipal,OH,PJM,5515,42690,2587,.,N,N,N
2016,13932.0,Village of Oak Harbor - (OH),Municipal,OH,PJM,2739,21915,1535,.,N,N,N
2016,13950.0,Village of Obetz - (OH),Municipal,OH,PJM,5878,62660,80,.,N,N,N
2016,13997.0,Village of Ohio City - (OH),Municipal,OH,PJM,620,6347,432,.,N,N,N
2016,14650.0,Village of Pemberville - (OH),Municipal,OH,PJM,1378,10853,714,.,N,N,N
2016,15072.0,Village of Pioneer - (OH),Municipal,OH,PJM,3922,38194,843,.,N,N,N
2016,15203.0,Village of Plymouth - (OH),Municipal,OH,PJM,1385,11735,842,.,N,N,N
2016,15432.0,Prospect Corporation,Municipal,OH,PJM,879,9558,737,.,N,N,N
2016,15865.0,Village of Republic - (OH),Municipal,OH,PJM,451,3474,312,.,N,N,N
2016,16062.0,Village of Ripley - (OH),Municipal,OH,PJM,1563,14359,1046,.,N,N,N
2016,16951.0,Seville Board of Public Affairs,Municipal,OH,PJM,6806,82750,1854,.,Y,N,N
2016,17098.0,Village of Shiloh - (OH),Municipal,OH,PJM,544.9,4566,282,.,N,N,N
2016,17588.0,South Vienna Corporation,Municipal,OH,PJM,512,4807,238,.,N,N,N
2016,17865.0,City of St Clairsville - (OH),Municipal,OH,PJM,6008,49823,2999,.,N,N,N
2016,18393.0,Village of Sycamore - (OH),Municipal,OH,PJM,1311,13785,515,.,N,N,N
2016,18944.0,Village of Tontogany - (OH),Municipal,OH,PJM,514,4941,237,.,N,N,N
2016,19176.0,"Tricounty Rural Elec Coop, Inc",Cooperative,OH,PJM,8668,72181,4383,.,N,N,N
2016,19805.0,Village of Versailles - (OH),Municipal,OH,PJM,6437,59735,1831,.,N,N,N
2016,20223.0,Village of Waynesfield - (OH),Municipal,OH,PJM,867,6885,501,.,N,N,N
2016,20313.0,Village of Wellington - (OH),Municipal,OH,PJM,8519,85623,2573,.,N,N,N
2016,20471.0,Village of Wharton - (OH),Municipal,OH,PJM,181,2025,166,.,N,N,N
2016,20977.0,City of Woodsfield - (OH),Municipal,OH,PJM,2250.5,23058,1609,.,N,N,N
2016,20979.0,Village of Woodville - (OH),Municipal,OH,PJM,1735,12323,1011,.,N,N,N
2016,588.0,Anadarko Public Works Authority,Municipal,OK,SWPP,8491,44260,2994,.,N,N,N
2016,1800.0,City of Blackwell - (OK),Municipal,OK,SWPP,5956,64511,3518,.,N,N,N
2016,2268.0,Town of Braman - (OK),Municipal,OK,SWPP,194.8,2164,163,.,N,N,N
2016,2553.0,City of Burlington - (OK),Municipal,OK,SWPP,192,2670,76,.,N,N,N
2016,3986.0,City of Collinsville - (OK),Municipal,OK,SWPP,4349,49560,2851,.,N,N,N
2016,4078.0,City of Comanche - (OK),Municipal,OK,SWPP,1596.4,13237,815,.,N,N,N
2016,4319.0,Copan Public Works Authority,Municipal,OK,SWPP,489.1,4654,355,.,N,N,N
2016,4344.0,City of New Cordell - (OK),Municipal,OK,AECI,2347,22957,1593,.,N,N,N
2016,5741.0,City of Eldorado - (OK),Municipal,OK,SWPP,297,1481,243,.,N,N,N
2016,6152.0,City of Fairview - (OK),Municipal,OK,SWPP,3076.2,31740,1686,.,N,N,N
2016,6618.0,Town of Fort Supply - (OK),Municipal,OK,SWPP,290.2,2328,203,.,N,N,N
2016,6750.0,City of Frederick - (OK),Municipal,OK,SWPP,4537,51438,2056,.,N,N,N
2016,7048.0,City of Geary - (OK),Municipal,OK,SWPP,1026,7672,688,.,N,N,N
2016,7441.0,Goltry Public Works Authority,Municipal,OK,SWPP,221,1686,160,.,N,N,N
2016,7501.0,City of Granite - (OK),Municipal,OK,SWPP,728,5574,662,.,Y,N,N
2016,8183.0,Harmon Electric Assn Inc,Cooperative,OK,SWPP,7989.2,71429,3104,.,N,N,Y
2016,8799.0,City of Hominy - (OK),Municipal,OK,SWPP,1800,17900,1354,.,N,N,N
2016,10320.0,City of Kingfisher - (OK),Municipal,OK,AECI,5408,54558,2297,.,N,N,N
2016,10777.0,Town of Laverne - (OK),Municipal,OK,SWPP,1130.8,10752,775,.,N,N,N
2016,10970.0,City of Lexington - (OK),Municipal,OK,SWPP,1244,9913,972,.,N,N,N
2016,11058.0,City of Lindsay - (OK),Municipal,OK,SPA,2982,29034,1488,.,N,N,N
2016,11541.0,City of Manitou - (OK),Municipal,OK,SWPP,233,2495,125,.,N,N,N
2016,11578.0,Town of Mannford - (OK),Municipal,OK,SWPP,3130,37110,1105,.,N,N,N
2016,11691.0,City of Marlow - (OK),Municipal,OK,SWPP,2856,36040,2280,.,N,N,N
2016,12892.0,City of Mooreland - (OK),Municipal,OK,SWPP,1021.3,9331,609,.,N,N,N
2016,13530.0,City of Newkirk - (OK),Municipal,OK,SWPP,1415,22264,1405,.,N,N,N
2016,13966.0,City of Olustee,Municipal,OK,SWPP,334,2830,291,.,N,N,N
2016,14057.0,Okeene Public Works Authority,Municipal,OK,SWPP,1955,21465,686,.,N,N,N
2016,14176.0,City of Orlando - (OK),Municipal,OK,SWPP,122,1171,93,.,N,N,N
2016,14583.0,City of Pawnee - (OK),Municipal,OK,SWPP,2216,21431,1351,.,N,N,N
2016,14829.0,City of Perry - (OK),Municipal,OK,SWPP,7165,67822,3252,.,N,N,N
2016,15515.0,City of Purcell - (OK),Municipal,OK,SPA,6434,54981,2900,.,N,N,N
2016,15923.0,City of Pond Creek - (OK),Municipal,OK,SWPP,679,8837,591,.,N,N,N
2016,16487.0,Town of Ryan - (OK),Municipal,OK,SWPP,499.8,4099,394,.,N,N,N
2016,17286.0,City of Skiatook - (OK),Municipal,OK,SWPP,6615,69658,3745,.,N,N,N
2016,17553.0,Town of South Coffeyville - (OK),Municipal,OK,SWPP,797,7938,491,.,N,N,N
2016,17802.0,Town of Spiro - (OK),Municipal,OK,SWPP,1665,18054,1085,.,N,N,N
2016,18224.0,City of Stroud - (OK),Municipal,OK,SWPP,3217.8,28600,1435,.,N,N,N
2016,18524.0,Tecumseh Utility Authority,Municipal,OK,SWPP,3094,32325,2242,.,N,N,N
2016,19025.0,City of Tonkawa - (OK),Municipal,OK,SWPP,3197,29505,1505,.,N,N,N
2016,19719.0,City of Yale - (OK),Municipal,OK,SWPP,688,5356,799,.,N,N,N
2016,20061.0,Walters Public Works Authority,Municipal,OK,SWPP,3233,17823,1262,.,N,N,N
2016,20196.0,City of Watonga - (OK),Municipal,OK,SWPP,2788,24677,1541,.,N,N,N
2016,20227.0,City of Waynoka - (OK),Municipal,OK,SWPP,1015,8860,861,.,N,N,N
2016,20502.0,City of Wetumka - (OK),Municipal,OK,SWPP,1139.4,8588,575,.,N,N,N
2016,21066.0,City of Wynnewood - (OK),Municipal,OK,SWPP,1500.2,15116,1133,.,N,N,N
2016,3136.0,City of Cascade Locks - (OR),Municipal,OR,BPAT,1550,19464,851,.,Y,N,N
2016,5354.0,City of Drain - (OR),Municipal,OR,BPAT,1426.9,15804,746,.,N,N,N
2016,20385.0,West Oregon Electric Coop Inc,Cooperative,OR,BPAT,11095.2,64749,4323,.,Y,N,N
2016,1618.0,Borough of Berlin - (PA),Municipal,PA,PJM,1846.5,18833,1148,.,N,N,N
2016,1823.0,Borough of Blakely - (PA),Municipal,PA,PJM,5662,33806,3519,.,N,N,N
2016,3170.0,Borough of Catawissa,Municipal,PA,PJM,1523,8918,1077,.,N,N,N
2016,5442.0,Borough of Duncannon - (PA),Municipal,PA,PJM,1089.7,10403,980,.,N,N,N
2016,5586.0,Borough of East Conemaugh,Municipal,PA,PJM,669,5138,670,.,N,N,N
2016,5828.0,Borough of Ellwood City - (PA),Municipal,PA,PJM,7176.4,49759,4049,.,N,N,N
2016,7256.0,Borough of Girard - (PA),Municipal,PA,PJM,3456,32263,1551,.,N,N,N
2016,7359.0,Borough of Goldsboro - (PA),Municipal,PA,PJM,636,5029,386,.,N,N,N
2016,7719.0,Borough of Grove City - (PA),Municipal,PA,PJM,7724,60045,3003,.,Y,N,N
2016,8254.0,Borough of Hatfield- (PA),Municipal,PA,PJM,3504,21877,1536,.,N,N,N
2016,8826.0,Hooversville Boro Elec Lgt Co,Municipal,PA,PJM,465,3463,372,.,N,N,N
2016,10494.0,Borough of Kutztown - (PA),Municipal,PA,PJM,6600,41500,2498,.,Y,N,N
2016,10882.0,Borough of Lehighton - (PA),Municipal,PA,PJM,6299,45230,2974,.,N,N,N
2016,10959.0,Borough of Lewisberry - (PA),Municipal,PA,PJM,299.1,2281,192,.,N,N,N
2016,12474.0,Borough of Middletown - (PA),Municipal,PA,PJM,9360.7,69243,3957,.,N,N,N
2016,12523.0,Borough of Mifflinburg - (PA),Municipal,PA,PJM,5318,40511,1874,.,N,N,N
2016,12817.0,Mont Alto Borough,Municipal,PA,PJM,992,9858,698,.,N,N,N
2016,13205.0,"New Enterprise R E C, Inc",Cooperative,PA,PJM,5746,49927,4836,.,Y,Y,N
2016,13489.0,Borough of New Wilmington - (PA),Municipal,PA,PJM,2650,18997,730,.,N,N,N
2016,14124.0,Borough of Olyphant - (PA),Municipal,PA,PJM,3744,23221,2675,.,Y,N,N
2016,14792.0,Borough of Perkasie - (PA),Municipal,PA,PJM,8387,54247,3931,.,Y,N,N
2016,15104.0,Borough of Pitcairn - (PA),Municipal,PA,PJM,1947.4,12945,1791,.,N,N,N
2016,16375.0,Borough of Royalton - (PA),Municipal,PA,PJM,605.1,4841,546,.,N,N,N
2016,16780.0,Borough of Schuylkill Haven - (PA),Municipal,PA,PJM,5977,44726,2995,.,N,N,N
2016,16853.0,Borough of St Clair - (PA),Municipal,PA,PJM,3817.9,22300,1851,.,N,N,N
2016,17337.0,Borough of Smethport - (PA),Municipal,PA,PJM,1666,13029,1038,.,N,N,N
2016,18284.0,Borough of Summerhill - (PA),Municipal,PA,PJM,343.8,2904,300,.,N,N,N
2016,18456.0,Borough of Tarentum - (PA),Municipal,PA,PJM,3867,33100,2923,.,N,N,N
2016,20070.0,Borough of Wampum,Municipal,PA,PJM,513,3715,409,.,N,N,N
2016,20206.0,Borough of Watsontown - (PA),Municipal,PA,PJM,2068,11601,1075,.,N,N,N
2016,20232.0,Borough of Weatherly - (PA),Municipal,PA,PJM,2517,22100,1178,.,N,N,N
2016,21160.0,Borough of Zelienople - (PA),Municipal,PA,PJM,5309,31476,2249,.,Y,N,N
2016,40223.0,Warren Electric Coop Inc,Cooperative,PA,PJM,8656,54863,8727,.,Y,Y,N
2016,40291.0,"Sullivan County R E C, Inc - (PA)",Cooperative,PA,PJM,8422,50824,5943,.,Y,Y,N
2016,34.0,City of Abbeville - (SC),Municipal,SC,DUK,8224,61477,3450,.,Y,N,N
2016,1170.0,Bamberg Board of Public Works,Municipal,SC,SC,5206.9,50192,1821,.,N,N,N
2016,5402.0,City of Due West - (SC),Municipal,SC,DUK,1344,13589,363,.,N,N,N
2016,12006.0,Town of McCormick - (SC),Municipal,SC,SCEG,2098,17677,1077,.,N,N,N
2016,15433.0,Town of Prosperity - (SC),Municipal,SC,DUK,1316,9850,810,.,N,N,N
2016,20490.0,City of Westminster - (SC),Municipal,SC,DUK,4049,25218,1515,.,Y,Y,N
2016,20826.0,Town of Winnsboro - (SC),Municipal,SC,SCEG,7325,62260,3231,.,N,N,N
2016,831.0,City of Arlington - (SD),Municipal,SD,SWPP,1295,11673,589,.,Y,Y,N
2016,1004.0,City of Aurora - (SD),Municipal,SD,SWPP,573,4791,380,.,Y,N,N
2016,1080.0,City of Badger - (SD),Municipal,SD,MISO,170.5,1591,95,.,N,Y,N
2016,1698.0,City of Big Stone City - (SD),Municipal,SD,MISO,960.9,12649,384,.,N,Y,N
2016,2448.0,City of Bryant - (SD),Municipal,SD,SWPP,523,3893,257,.,Y,N,N
2016,2534.0,City of Burke - (SD),Municipal,SD,SWPP,627.1,6749,488,.,N,N,N
2016,3633.0,City of McLaughlin - (SD),Municipal,SD,SWPP,606,6255,371,.,Y,N,N
2016,3735.0,City of Colman - (SD),Municipal,SD,MISO,1005,9038,351,.,Y,Y,N
2016,5771.0,City of Elk Point,Municipal,SD,SWPP,1647.9,16810,954,.,N,N,N
2016,5995.0,City of Estelline - (SD),Municipal,SD,SWPP,678,6825,404,.,Y,Y,N
2016,6157.0,City of Faith - (SD),Municipal,SD,SWPP,535,4911,275,.,N,N,N
2016,7712.0,City of Groton - (SD),Municipal,SD,SWPP,1500,15743,772,.,N,Y,N
2016,8379.0,City of Hecla,Municipal,SD,SWPP,338,3452,308,.,Y,Y,N
2016,8919.0,City of Howard - (SD),Municipal,SD,MISO,1218,12789,633,.,N,Y,N
2016,10329.0,"Kingsbury Electric Coop, Inc",Cooperative,SD,SWPP,3155,24199,1081,.,N,Y,N
2016,13685.0,"Niobrara Electric Assn, Inc",Cooperative,SD,WACM,20,134,15,.,N,N,Y
2016,14138.0,City of Onida - (SD),Municipal,SD,SWPP,826,8486,458,.,N,N,N
2016,14489.0,City of Parker - (SD),Municipal,SD,SWPP,1168,10431,588,.,Y,Y,N
2016,15134.0,City of Plankinton - (SD),Municipal,SD,SWPP,826,9429,459,.,N,N,N
2016,17593.0,"Southeast Electric Coop, Inc",Cooperative,SD,SWPP,23,164,21,.,Y,N,N
2016,19333.0,City of Tyndall - (SD),Municipal,SD,SWPP,1110,13000,645,.,N,N,N
2016,20359.0,City of Wessington Springs,Municipal,SD,SWPP,1167,11009,792,.,Y,N,N
2016,26120.0,Town of Langford- (SD),Municipal,SD,SWPP,349,3132,200,.,Y,Y,N
2016,40435.0,City of White - (SD),Municipal,SD,SWPP,376,3427,273,.,Y,N,N
2016,40604.0,Heartland Consumers Power Dist,Political Subdivision,SD,SWPP,897.2,8867,3,.,N,N,N
2016,1287.0,City of Bartlett - (TX),Municipal,TX,ERCO,1465.8,9038,682,.,N,N,N
2016,1324.0,City of Bastrop - (TX),Municipal,TX,ERCO,6613,68526,2896,.,N,N,N
2016,1519.0,City of Bellville - (TX),Municipal,TX,ERCO,6589,59985,2777,.,N,N,N
2016,2050.0,City of Bowie - (TX),Municipal,TX,ERCO,8932,69610,3019,.,N,N,N
2016,2135.0,City of Brady - (TX),Municipal,TX,ERCO,7185,60134,2980,.,Y,N,N
2016,2210.0,City of Bridgeport - (TX),Municipal,TX,ERCO,6611.4,51596,2727,.,N,N,N
2016,2404.0,City of Brownfield - (TX),Municipal,TX,SWPP,7936,68392,4137,.,Y,N,N
2016,2559.0,City of Burnet - (TX),Municipal,TX,ERCO,8629,77748,2995,.,N,N,N
2016,2800.0,City of Caldwell,Municipal,TX,MISO,5742.9,53106,2062,.,N,N,N
2016,3168.0,City of Castroville - (TX),Municipal,TX,ERCO,1874,27445,1494,.,N,N,N
2016,3923.0,City of Coleman - (TX),Municipal,TX,ERCO,5733.2,33835,2381,.,N,N,N
2016,5744.0,City of Electra - (TX),Municipal,TX,SWPP,2419,19338,1261,.,N,N,N
2016,6203.0,City of Farmersville - (TX),Municipal,TX,ERCO,3475,28909,1562,.,N,N,N
2016,6396.0,City of Flatonia - (TX),Municipal,TX,ERCO,3544.9,26110,1067,.,N,N,N
2016,6472.0,City of Floydada - (TX),Municipal,TX,SWPP,2365,20223,1320,.,N,N,N
2016,7184.0,City of Giddings - (TX),Municipal,TX,ERCO,5233,53318,2683,.,N,N,N
2016,7368.0,City of Goldthwaite - (TX),Municipal,TX,ERCO,2458,19510,1231,.,N,N,N
2016,7370.0,City of Gonzales - (TX),Municipal,TX,ERCO,8400.8,83164,3069,.,N,N,N
2016,7419.0,City of Goldsmith - (TX),Municipal,TX,ERCO,425,3321,252,.,N,N,N
2016,7480.0,City of Granbury - (TX),Municipal,TX,ERCO,10677,89408,3318,.,N,N,N
2016,7958.0,City of Hallettsville - (TX),Municipal,TX,ERCO,3940,41154,1644,.,N,N,N
2016,8183.0,Harmon Electric Assn Inc,Cooperative,TX,SWPP,702.8,3940,472,.,N,N,Y
2016,8359.0,City of Hearne - (TX),Municipal,TX,ERCO,4830,43350,2442,.,N,N,N
2016,8432.0,City of Hemphill - (TX),Municipal,TX,MISO,2443.9,17370,755,.,N,N,N
2016,8435.0,City of Hempstead - (TX),Municipal,TX,ERCO,6253,45511,2347,.,N,N,Y
2016,8801.0,City of Hondo - (TX),Municipal,TX,ERCO,11265.9,83609,3338,.,N,N,N
2016,9422.0,J-A-C Electric Coop Inc,Cooperative,TX,ERCO,8152,86210,5899,.,N,N,N
2016,10359.0,Kirbyville Light & Power Co,Municipal,TX,MISO,2377.2,21768,1337,.,N,N,N
2016,10532.0,City of La Grange - (TX),Municipal,TX,ERCO,5535,63343,3076,.,N,N,N
2016,10969.0,City of Lexington - (TX),Municipal,TX,ERCO,1208,10758,596,.,N,N,N
2016,11097.0,City of Livingston - (TX),Municipal,TX,MISO,10019,83295,3314,.,N,N,N
2016,11103.0,City of Llano - (TX),Municipal,TX,ERCO,4359,45268,1927,.,Y,N,N
2016,11316.0,City of Luling - (TX),Municipal,TX,ERCO,5992.1,57619,2761,.,N,N,N
2016,11793.0,City of Mason - (TX),Municipal,TX,ERCO,3319,23903,1547,.,N,N,N
2016,13025.0,City of Moulton - (TX),Municipal,TX,ERCO,1002.2,594435,667,.,N,N,N
2016,13603.0,City of Newton - (TX),Municipal,TX,MISO,2521.7,20464,965,.,N,N,N
2016,16175.0,City of Robstown - (TX),Municipal,TX,ERCO,11847,92819,4495,.,N,N,N
2016,16605.0,City of San Augustine - (TX),Municipal,TX,MISO,2984,23205,1111,.,N,N,N
2016,16647.0,City of Sanger - (TX),Municipal,TX,ERCO,7524.4,60717,2566,.,Y,N,N
2016,16765.0,City of Schulenburg - (TX),Municipal,TX,ERCO,6723,61224,1913,.,N,N,N
2016,16961.0,City of Seymour - (TX),Municipal,TX,ERCO,3697,25753,1590,.,N,N,N
2016,17101.0,City of Shiner - (TX),Municipal,TX,ERCO,3457.4,39183,1341,.,N,N,N
2016,17453.0,City of Smithville - (TX),Municipal,TX,ERCO,4847,37430,2155,.,N,N,N
2016,18933.0,City of Timpson - (TX),Municipal,TX,ERCO,1546,13642,647,.,N,N,N
2016,19264.0,City of Tulia,Municipal,TX,SWPP,3071.5,28592,2121,.,N,N,N
2016,19952.0,City of Waelder - (TX),Municipal,TX,ERCO,14222,23515,545,.,N,N,N
2016,20331.0,City of Weimar - (TX),Municipal,TX,ERCO,3445.4,32756,1231,.,N,N,N
2016,20588.0,City of Whitesboro - (TX),Municipal,TX,ERCO,3870.2,31188,1999,.,N,N,N
2016,21108.0,City of Yoakum - (TX),Municipal,TX,ERCO,8706.4,86558,3442,.,N,N,N
2016,28981.0,City of San Saba - (TX),Municipal,TX,ERCO,1280,35743,1805,.,N,N,N
2016,1434.0,Beaver City Corporation,Municipal,UT,PACE,2260,29153,1689,.,N,N,N
2016,1839.0,City of Blanding - (UT),Municipal,UT,PACE,2701.1,26078,1812,.,Y,N,N
2016,5932.0,City of Ephraim - (UT),Municipal,UT,PACE,3279.6,36274,2341,.,Y,N,N
2016,6154.0,Fairview City Corporation,Municipal,UT,PACE,773,7541,835,.,N,N,N
2016,6316.0,Fillmore City Corporation,Municipal,UT,PACE,2663.6,34629,1184,.,Y,N,N
2016,8428.0,City of Helper - (UT),Municipal,UT,PACE,915,10459,1121,.,N,N,N
2016,8714.0,Town of Holden - (UT),Municipal,UT,PACE,103.4,199,236,.,N,N,N
2016,9995.0,Kanosh Town Corporation,Municipal,UT,PACE,207,2131,293,.,N,N,N
2016,10978.0,Levan Town Corporation - (UT),Municipal,UT,PACE,368,4368,343,.,N,Y,N
2016,11588.0,City of Manti - (UT),Municipal,UT,PACE,1797,18988,1429,.,Y,Y,N
2016,12289.0,Meadow Town Corporation,Municipal,UT,PACE,156,1874,159,.,N,N,N
2016,12797.0,City of Monroe - (UT),Municipal,UT,PACE,913,12861,1108,.,N,N,N
2016,12928.0,Morgan City - (UT),Municipal,UT,PACE,1910,19497,1806,.,Y,N,N
2016,13037.0,City of Mt Pleasant - (UT),Municipal,UT,PACE,2371.8,21040,2280,.,Y,N,N
2016,13388.0,Nephi City Corporation,Municipal,UT,PACE,7342.8,100023,2314,.,Y,N,N
2016,14022.0,Town of Oak City - (UT),Municipal,UT,PACE,215,2998,275,.,N,N,N
2016,14198.0,Price Municipal Corporation,Municipal,UT,PACE,6003,57641,4064,.,N,N,N
2016,14443.0,Town of Paragonah - (UT),Municipal,UT,PACE,197,2000,261,.,N,N,N
2016,14512.0,Parowan City Corporation,Municipal,UT,PACE,1494.1,16106,1759,.,N,N,N
2016,16557.0,Salem City Corporation - (UT),Municipal,UT,PACE,3388,32776,2398,.,Y,N,N
2016,16648.0,City of Santa Clara - (UT),Municipal,UT,PACE,3514.2,41081,2453,.,Y,N,N
2016,17844.0,Spring City Corporation,Municipal,UT,PACE,472.5,5381,577,.,Y,N,N
2016,21514.0,"Flowell Electric Assn, Inc",Cooperative,UT,WACM,2579.8,31804,508,.,Y,N,N
2016,40433.0,City of Enterprise - (UT),Municipal,UT,PACE,913.8,9031,624,.,N,N,N
2016,1795.0,Town of Blackstone - (VA),Municipal,VA,PJM,4099,37135,2004,.,Y,N,N
2016,5794.0,Town of Elkton,Municipal,VA,PJM,1757,18576,1003,.,N,N,N
2016,15982.0,Town of Richlands - (VA),Municipal,VA,PJM,5364,58915,2466,.,N,N,N
2016,19978.0,Town of Wakefield - (VA),Municipal,VA,PJM,1290,12748,525,.,N,N,N
2016,1299.0,"Barton Village, Inc",Municipal,VT,ISNE,2726.9,13852,2163,.,Y,N,N
2016,5915.0,Village of Enosburg Falls - (VT),Municipal,VT,ISNE,4043.3,26805,1729,.,Y,N,N
2016,9144.0,Village of Hyde Park - (VT),Municipal,VT,ISNE,2061.5,11338,1395,.,Y,N,N
2016,9610.0,Village of Jacksonville - (VT),Municipal,VT,ISNE,851.5,4984,706,.,Y,N,N
