|Data Year|,|Utility Number|,|Utility Name|,|Ownership|,|State|,|BA_CODE|,|Total Revenue (Thousand Dollars)|,|Total Sales (MWh)|,|Total Customers|,|Water Heater|,|Net Metering|,|Demand Side Management|,|Time Based Programs|
2016,192.0,Akiachak Native Community Electric,Cooperative,AK,,941.8,1755,235,.,N,N,N
2016,878.0,Atmautluak Tribal Utilities,Municipal,AK,,380,650,93,.,N,N,N
2016,1747.0,Birch Creek Village Elec Util - (AK),Municipal,AK,,20,80,15,.,N,N,N
2016,3421.0,City of Chignik - (AK),Municipal,AK,,235.1,565,118,.,N,N,Y
2016,3422.0,City of Chefornak,Municipal,AK,,671,1380,169,.,N,N,N
2016,3465.0,Chitina Electric Inc,Investor Owned,AK,,191,376,75,.,N,N,N
2016,4959.0,Aniak Light & Power Co Inc,Investor Owned,AK,,1221.3,2216,218,.,N,N,N
2016,5721.0,City of Elfin Cove - (AK),Municipal,AK,,146,266,82,.,N,N,N
2016,6866.0,"G & K, Inc",Investor Owned,AK,,1450,2306,118,.,N,N,N
2016,6915.0,Galena Electric Utility,Municipal,AK,,3011.9,5539,327,.,N,N,N
2016,7833.0,Gwitchyaa Zhee Utility Co,Investor Owned,AK,,942,2763,370,.,N,N,Y
2016,9000.0,Hughes Power & Light Co,Investor Owned,AK,,265,376,57,.,N,N,N
2016,9188.0,"I-N-N Electric Coop, Inc",Cooperative,AK,,1293,2731,279,.,N,N,N
2016,9192.0,Igiugig Electric Company,Political Subdivision,AK,,209.9,246,52,.,N,N,N
2016,9416.0,Ipnatchiaq Electric Company,Municipal,AK,,461.2,655,71,.,N,N,N
2016,9832.0,Kuiggluum Kallugvia,Investor Owned,AK,,817.1,1494,235,.,N,N,N
2016,9897.0,City of King Cove,Municipal,AK,,1002,3340,395,.,N,N,N
2016,10455.0,Kokhanok Village Council,Political Subdivision,AK,,291,429,79,.,N,N,N
2016,10491.0,Kwig Power Company,Political Subdivision,AK,,665.6,954,124,.,N,N,N
2016,10716.0,City of Larsen Bay - (AK),Municipal,AK,AMPL,233.8,906,92,.,N,N,N
2016,12119.0,McGrath Light & Power Co,Investor Owned,AK,,1524.5,2119,291,.,N,N,N
2016,12385.0,Metlakatla Power & Light,Municipal,AK,,1913,19725,975,.,N,N,N
2016,12485.0,Middle Kuskokwim Elec Coop Inc,Cooperative,AK,,852,793,192,.,N,N,N
2016,13201.0,"Naknek Electric Assn, Inc",Cooperative,AK,,9580,21084,1089,.,N,N,N
2016,13211.0,Napakiak Ircinraq Power Co,Investor Owned,AK,,530.4,548,133,.,N,N,N
2016,13477.0,Nelson Lagoon Elec Coop Inc,Cooperative,AK,,232.1,326,66,.,N,N,N
2016,13870.0,"Nushagak Electric Coop, Inc",Cooperative,AK,,7349.9,17267,1463,.,Y,N,N
2016,14234.0,City of Ouzinkie - (AK),Municipal,AK,,251,782,108,.,N,N,N
2016,14633.0,Pedro Bay Village Council - (AK),Municipal,AK,,158,177,40,.,N,N,N
2016,14832.0,Native Village of Perryville - (AK),Municipal,AK,,277,383,67,.,N,N,N
2016,17898.0,City of Saint Paul,Municipal,AK,,1505,3247,236,.,N,N,N
2016,18474.0,Tanana Power Co Inc,Investor Owned,AK,,591.7,1175,157,.,N,N,N
2016,18480.0,Tatitlek Electric Utility,Municipal,AK,,299,212,63,.,N,N,N
2016,18541.0,City of Tenakee Springs - (AK),Municipal,AK,,232,402,165,.,N,N,N
2016,18963.0,"Inside Passage Elec Coop, Inc",Cooperative,AK,,4306,9382,1356,.,N,N,N
2016,19267.0,Tuntutuliak Comm Services Assn,Cooperative,AK,,594,1135,142,.,N,N,N
2016,20535.0,City of White Mountain - (AK),Municipal,AK,,407.9,691,106,.,N,N,N
2016,24486.0,City of Akutan - (AK),Municipal,AK,,198,485,72,.,N,N,N
2016,26317.0,Manokotak Power Company,Municipal,AK,,719,1430,190,.,N,N,N
2016,29297.0,Pelican Utility,Municipal,AK,,219,914,105,.,N,N,N
2016,30150.0,CBY DBA Yakutat Power,Political Subdivision,AK,,1790.6,5176,488,.,N,N,N
2016,40548.0,Unalakleet Valley Elec Coop,Cooperative,AK,,1672,4343,360,.,Y,N,N
2016,56256.0,City of Atka - (AK),Municipal,AK,,193.8,390,64,.,N,N,N
2016,56503.0,TDX Manley Generating LLC,Investor Owned,AK,,323,467,115,.,N,N,Y
2016,56739.0,Gold Country Energy,Investor Owned,AK,,245.1,399,154,.,N,N,N
2016,57351.0,City of Egegik - (AK),Municipal,AK,,362.2,542,74,.,N,N,N
2016,2423.0,City of Brundidge - (AL),Municipal,AL,AEC,5831.2,55293,1272,.,N,N,N
2016,5728.0,City of Elba - (AL),Municipal,AL,AEC,4800,41563,3115,.,N,N,N
2016,6052.0,City of Evergreen - (AL),Municipal,AL,SOCO,5786,50384,1873,.,N,N,N
2016,8209.0,City of Hartford - (AL),Municipal,AL,SOCO,3031,28158,1390,.,N,N,N
2016,10570.0,City of Lafayette - (AL),Municipal,AL,SOCO,4737,37560,1533,.,N,N,N
2016,10687.0,City of Lanett - (AL),Municipal,AL,SOCO,5381.5,55764,3377,.,N,N,N
2016,11333.0,City of Luverne - (AL),Municipal,AL,SOCO,3237,43957,1855,.,N,N,N
2016,14151.0,City of Opp - (AL),Municipal,AL,AEC,8823,69742,3194,.,N,N,N
2016,15022.0,City of Piedmont - (AL),Municipal,AL,SOCO,4647,38946,2041,.,N,N,N
2016,16140.0,City of Robertsdale,Municipal,AL,SOCO,8887.1,77242,3169,.,N,N,N
2016,925.0,"Ashley Chicot Elec Coop, Inc",Cooperative,AR,MISO,9350,75646,4984,.,Y,Y,N
2016,1000.0,City of Augusta - (AR),Municipal,AR,MISO,2109,13657,932,.,N,N,N
2016,6206.0,Farmers Electric Coop Corp - (AR),Cooperative,AR,MISO,10308,87073,5153,.,N,Y,N
2016,14460.0,City of Paris - (AR),Municipal,AR,SWPP,4212,46403,1827,.,N,N,N
2016,15043.0,City of Piggott - (AR),Municipal,AR,SPA,4855,38192,2168,.,N,N,N
2016,15337.0,City of Prescott - (AR),Municipal,AR,MISO,9245,87476,1716,.,N,N,N
2016,737.0,Aguila Irrigation District,Political Subdivision,AZ,AZPS,2162,36653,53,.,N,Y,N
2016,2469.0,Buckeye Water C&D District,Political Subdivision,AZ,AZPS,612,7303,98,.,N,Y,N
2016,3990.0,Colorado River Indian Irr Proj,Federal,AZ,WALC,4525.8,61839,2706,.,N,N,N
2016,5438.0,"Duncan Valley Elec Coop, Inc",Cooperative,AZ,WALC,2942.1,23161,2067,.,Y,N,Y
2016,6753.0,City of Fredonia - (AZ),Municipal,AZ,WALC,600,9910,721,.,N,N,N
2016,8139.0,Harquahala Valley Pwr District,Political Subdivision,AZ,AZPS,5849,105503,111,.,N,Y,N
2016,8700.0,Hohokam Irr & Drain Dist,Political Subdivision,AZ,WALC,4199,38266,1716,.,N,N,N
2016,12191.0,McMullen Valley Water C&D Dist,Political Subdivision,AZ,AZPS,5890,107247,150,.,N,Y,N
2016,13961.0,Ocotillo Water Conserv. Dist.,Political Subdivision,AZ,SRP,854,13089,84,.,N,Y,N
2016,14543.0,Tohono O'Odham Utility Authority,Political Subdivision,AZ,AZPS,10509,90122,3849,.,N,N,N
2016,15050.0,Electrical Dist No5 Pinal County,Political Subdivision,AZ,WALC,163,2393,429,.,N,Y,N
2016,16273.0,Roosevelt Irrigation District,Political Subdivision,AZ,SRP,2982,38403,192,.,N,Y,N
2016,16538.0,City of Safford - (AZ),Municipal,AZ,WALC,10084,80859,4681,.,Y,Y,N
2016,18805.0,Town of Thatcher- (AZ),Municipal,AZ,WALC,2462,22376,1431,.,Y,Y,N
2016,19016.0,Tonopah Irrigation District,Political Subdivision,AZ,AZPS,1269,22219,41,.,N,Y,N
2016,20618.0,Town of Wickenburg,Municipal,AZ,AZPS,2334,24672,1458,.,N,Y,N
2016,21239.0,Electrical Dist No7 Maricopa,Political Subdivision,AZ,AZPS,2851,49064,110,.,N,Y,N
2016,40355.0,Maricopa County M W C Dist #1,Political Subdivision,AZ,AZPS,3330,38099,152,.,N,Y,N
2016,40357.0,Electrical Dist No6 Pinal County,Political Subdivision,AZ,SRP,2078,34489,116,.,N,Y,N
2016,56535.0,City of Williams - AZ,Municipal,AZ,AZPS,4299,41188,1816,.,N,Y,N
2016,1702.0,City of Biggs - (CA),Municipal,CA,CISO,1989,15400,736,.,Y,N,N
2016,3990.0,Colorado River Indian Irr Proj,Federal,CA,WALC,1923.9,22629,2108,.,N,N,N
2016,7677.0,City of Gridley - (CA),Municipal,CA,CISO,6745,34156,2414,.,Y,N,N
2016,13149.0,City of Needles - (CA),Municipal,CA,WALC,6264,60264,3000,.,Y,N,Y
2016,19131.0,Trinity Public Utilities Dist,Political Subdivision,CA,BANC,9237,103571,7314,.,Y,N,N
2016,19174.0,Tuolumne County Pub Power Agny,Political Subdivision,CA,CISO,2288.1,23760,32,.,N,N,N
2016,56224.0,Rancho Cucamonga Municipal Utility,Municipal,CA,CISO,10941,76186,924,.,Y,N,Y
2016,2550.0,City of Burlington - (CO),Municipal,CO,WACM,3990,32579,2280,.,N,N,N
2016,3227.0,City of Center - (CO),Municipal,CO,PSCO,1797.8,21142,806,.,N,N,N
2016,5036.0,City of Delta - (CO),Municipal,CO,WACM,6078,53102,3180,.,Y,N,N
2016,6418.0,Town of Fleming - (CO),Municipal,CO,WACM,315.8,2662,232,.,N,N,N
2016,7478.0,Town of Granada - (CO),Municipal,CO,WACM,420,3190,248,.,N,N,N
2016,8311.0,Town of Haxtun - (CO),Municipal,CO,WACM,956.6,7784,663,.,N,N,N
2016,8751.0,Town of Holly - (CO),Municipal,CO,WACM,1227.9,7700,558,.,N,N,N
2016,8777.0,City of Holyoke - (CO),Municipal,CO,WACM,2528,21766,1197,.,N,N,N
2016,9928.0,City of Julesburg - (CO),Municipal,CO,WACM,979.6,10598,922,.,N,N,N
2016,10536.0,City of La Junta - (CO),Municipal,CO,PSCO,10481,77280,4051,.,N,N,N
2016,10633.0,City of Lamar - (CO),Municipal,CO,PSCO,14034.5,86261,5610,.,Y,N,N
2016,10730.0,City of Las Animas - (CO),Municipal,CO,WACM,4249,24485,2145,.,N,N,N
2016,11376.0,Town of Lyons - (CO),Municipal,CO,PSCO,883,12313,1017,.,Y,N,N
2016,14054.0,Town of Oak Creek - (CO),Municipal,CO,WACM,793,10328,713,.,N,N,N
2016,17834.0,City of Springfield - (CO),Municipal,CO,WACM,1288,11875,1065,.,N,N,N
2016,19204.0,City of Trinidad - (CO),Municipal,CO,WACM,7415,47760,4552,.,N,N,N
2016,21021.0,City of Wray,Municipal,CO,WACM,2499,23074,1480,.,N,N,N
2016,21143.0,City of Yuma - (CO),Municipal,CO,WACM,2758,29560,1572,.,N,N,N
2016,40230.0,Deseret Generation & Tran Coop,Cooperative,CO,PACE,3294.7,29905,1,.,N,N,N
2016,10935.0,City of Lewes - (DE),Municipal,DE,PJM,9510,79432,3682,.,Y,N,N
2016,1876.0,City of Blountstown - (FL),Municipal,FL,SOCO,4387,33640,1324,.,N,N,N
2016,2633.0,City of Bushnell - (FL),Municipal,FL,FPC,2929,23709,1057,.,Y,N,N
2016,3406.0,City of Chattahoochee - (FL),Municipal,FL,FPC,3601,37703,1173,.,N,N,N
2016,6609.0,City of Fort Meade - (FL),Municipal,FL,FPC,5212.5,40878,2660,.,N,Y,N
2016,12876.0,City of Moore Haven - (FL),Municipal,FL,FPL,1326,11575,1012,.,N,N,N
2016,13033.0,City of Mount Dora - (FL),Municipal,FL,FPC,9709,90205,5823,.,Y,N,N
2016,13521.0,City of Newberry - (FL),Municipal,FL,FPC,4025.5,34480,1775,.,Y,N,N
2016,20209.0,City of Wauchula - (FL),Municipal,FL,TEC,6142,59941,2800,.,N,N,N
2016,20735.0,City of Williston - (FL),Municipal,FL,FPC,4071,31343,1557,.,Y,N,N
2016,1232.0,City of Barnesville - (GA),Municipal,GA,SOCO,7645,84939,2815,.,N,N,N
2016,1826.0,City of Blakely - (GA),Municipal,GA,SOCO,7301,76878,2875,.,N,N,N
2016,2236.0,Town of Brinson - (GA),Municipal,GA,SOCO,180.4,1490,121,.,N,N,N
2016,4091.0,City of Commerce - (GA),Municipal,GA,SOCO,6578.3,56696,2863,.,N,N,N
2016,5236.0,City of Doerun - (GA),Municipal,GA,SOCO,1024.2,6243,420,.,N,N,N
2016,5796.0,City of Ellaville,Municipal,GA,SOCO,3168.6,24401,847,.,N,N,N
2016,6130.0,City of Fairburn - (GA),Municipal,GA,SOCO,6653,73699,3214,.,N,N,N
2016,6598.0,City of Forsyth - (GA),Municipal,GA,SOCO,9530.7,73921,2586,.,N,N,N
2016,7515.0,City of Grantville - (GA),Municipal,GA,SOCO,1487.4,10347,956,.,N,N,N
2016,8022.0,City of Hampton - (GA),Municipal,GA,SOCO,3011.2,27853,2145,.,N,N,N
2016,8698.0,City of Hogansville - (GA),Municipal,GA,SOCO,3117.8,23299,1846,.,N,N,N
2016,9573.0,City of Jackson - (GA),Municipal,GA,SOCO,4824.8,37760,1606,.,N,N,N
2016,10571.0,City of LaFayette - (GA),Municipal,GA,SOCO,10191,90678,3847,.,N,N,N
2016,11587.0,City of Mansfield - (GA),Municipal,GA,SOCO,770.7,7053,267,.,N,N,N
2016,12851.0,City of Monticello - (GA),Municipal,GA,SOCO,2734,24187,1248,.,N,N,N
2016,14396.0,City of Palmetto - (GA),Municipal,GA,SOCO,3705,29990,1829,.,N,N,N
2016,15573.0,City of Quitman,Municipal,GA,SOCO,7125.9,52847,2373,.,N,N,N
2016,16637.0,City of Sandersville - (GA),Municipal,GA,SOCO,12988.9,124455,2807,.,N,N,N
2016,18403.0,City of Sylvester - (GA),Municipal,GA,SOCO,12000,121000,2700,.,Y,N,N
2016,20393.0,City of West Point - (GA),Municipal,GA,SOCO,4916.5,44165,1655,.,N,N,N
2016,20534.0,City of Whigham - (GA),Municipal,GA,SOCO,1021,5834,302,.,N,N,N
2016,40369.0,City of Oxford - (GA),Municipal,GA,SOCO,2278,17211,685,.,N,N,N
2016,149.0,City of Afton- (IA),Municipal,IA,MISO,847.4,6546,509,.,N,Y,N
2016,182.0,City of Akron - (IA),Municipal,IA,MISO,1470,15372,835,.,N,Y,N
2016,198.0,City of Alton,Municipal,IA,MISO,964.5,11563,575,.,N,Y,N
2016,405.0,City of Alta - (IA),Municipal,IA,MISO,1781.7,18082,994,.,N,N,N
2016,432.0,City of Alta Vista- (IA),Municipal,IA,MISO,205,1814,172,.,N,N,N
2016,682.0,City of Anita - (IA),Municipal,IA,MISO,782.9,9038,631,.,N,N,N
2016,700.0,City of Anthon - (IA),Municipal,IA,SWPP,613.7,6090,361,.,N,Y,N
2016,723.0,City of Aplington,Municipal,IA,MISO,694,6855,522,.,N,N,N
2016,995.0,City of Auburn - (IA),Municipal,IA,MISO,230,2167,180,.,N,N,N
2016,1002.0,City of Aurelia - (IA),Municipal,IA,MISO,797,7800,515,.,N,N,N
2016,1172.0,Bancroft Municipal Utilities,Municipal,IA,MISO,1600,16573,649,.,N,N,N
2016,1515.0,City of Bellevue - (IA),Municipal,IA,MISO,1962,21395,1765,.,Y,N,N
2016,1824.0,City of Bigelow - (MN),Municipal,IA,MISO,29.8,302,19,.,N,N,N
2016,1968.0,Boone Valley Electric Coop,Cooperative,IA,MISO,465,4695,115,.,N,N,N
2016,2183.0,City of Breda - (IA),Municipal,IA,MISO,576.5,4978,301,.,N,Y,N
2016,2287.0,City of Brooklyn - (IA),Municipal,IA,MISO,1287.5,12079,861,.,N,Y,N
2016,2600.0,City of Burt,Municipal,IA,MISO,413,3309,282,.,Y,N,N
2016,2809.0,City of Callender - (IA),Municipal,IA,MISO,241,1980,190,.,N,N,N
2016,3029.0,City of Carlisle- (IA),Municipal,IA,MISO,2606,18151,1877,.,N,N,N
2016,3111.0,Cass Electric Coop,Cooperative,IA,MISO,121.3,1203,88,.,N,N,N
2016,3137.0,Cascade Municipal Utilities,Municipal,IA,MISO,1899,19192,1111,.,N,N,N
2016,3900.0,City of Coggon - (IA),Municipal,IA,MISO,544.8,3285,371,.,N,N,N
2016,4304.0,City of Corwith - (IA),Municipal,IA,MISO,379,2435,181,.,N,N,N
2016,4305.0,City of Coon Rapids,Municipal,IA,SWPP,1427.4,13180,793,.,N,N,N
2016,4375.0,City of Corning - (IA),Municipal,IA,MISO,1946.5,19265,1034,.,N,N,N
2016,4791.0,City of Danville - (IA),Municipal,IA,MISO,622.1,5706,429,.,N,N,N
2016,4919.0,City of Dayton - (IA),Municipal,IA,MISO,674.1,5410,473,.,N,Y,N
2016,5076.0,City of Denver - (IA),Municipal,IA,MISO,1340,12435,912,.,N,N,N
2016,5155.0,City of Dike,Municipal,IA,MISO,757,6195,436,.,N,N,N
2016,5518.0,City of Dysart - (IA),Municipal,IA,MISO,1173,8745,703,.,N,Y,N
2016,5529.0,City of Durant - (IA),Municipal,IA,MISO,1847,14611,959,.,N,Y,N
2016,5563.0,City of Earlville - (IA),Municipal,IA,MISO,428,4500,425,.,N,N,N
2016,5827.0,City of Ellsworth - (IA),Municipal,IA,MISO,595.7,5433,288,.,N,N,N
2016,6127.0,City of Fairbank - (IA),Municipal,IA,MISO,884.1,7710,560,.,N,Y,N
2016,6210.0,City of Farnhamville - (IA),Municipal,IA,MISO,511,4832,252,.,N,N,N
2016,6496.0,City of Fonda - (IA),Municipal,IA,MISO,520,5110,378,.,N,N,N
2016,6501.0,City of Fontanelle - (IA),Municipal,IA,MISO,671,5816,512,.,N,N,N
2016,6759.0,City of Fredericksburg - (IA),Municipal,IA,MISO,1732,18339,541,.,N,N,N
2016,7295.0,City of Glidden - (IA),Municipal,IA,MISO,841,7902,665,.,N,N,N
2016,7424.0,Gowrie Municipal Utilities,Municipal,IA,MISO,935,7157,601,.,N,N,N
2016,7442.0,Grafton Electric - (IA),Municipal,IA,MISO,216,1775,160,.,N,N,N
2016,7486.0,City of Grand Junction - (IA),Municipal,IA,MISO,615,5126,478,.,N,N,N
2016,7837.0,City of Guttenberg,Municipal,IA,MISO,2199,17498,1365,.,Y,N,N
2016,8214.0,City of Hartley - (IA),Municipal,IA,SWPP,1746,19845,927,.,N,Y,N
2016,8847.0,City of Hopkinton - (IA),Municipal,IA,MISO,615.3,4571,378,.,N,N,N
2016,8966.0,Hudson Municipal Electric Utility,Municipal,IA,MISO,1566,12728,938,.,N,N,N
2016,10172.0,City of Marathon - (IA),Municipal,IA,MISO,326,2124,218,.,N,N,N
2016,10181.0,Keosauqua Municipal Light & Pwr,Municipal,IA,SWPP,1528.1,13944,739,.,N,Y,N
2016,10265.0,City of Kimballton - (IA),Municipal,IA,SWPP,206.4,2444,218,.,N,Y,N
2016,10542.0,La Porte City Utilities,Municipal,IA,MISO,1625.9,15186,1178,.,N,N,N
2016,10608.0,City of Lake Park - (IA),Municipal,IA,MISO,1400,12341,736,.,N,N,N
2016,10617.0,City of Lake View - (IA),Municipal,IA,MISO,1964.7,21834,1397,.,N,Y,N
2016,10706.0,City of Larchwood - (IA),Municipal,IA,MISO,802,7916,470,.,N,N,N
2016,10784.0,City of Lawler - (IA),Municipal,IA,MISO,309,2782,270,.,N,N,N
2016,10881.0,City of Lehigh - (IA),Municipal,IA,MISO,238,2088,275,.,N,N,N
2016,11093.0,City of Livermore- (IA),Municipal,IA,MISO,350,2572,227,.,N,Y,N
2016,11141.0,City of Long Grove - (IA),Municipal,IA,MISO,357,2778,226,.,N,N,N
2016,11609.0,City of Mapleton- (IA),Municipal,IA,MISO,1452,13713,780,.,N,N,N
2016,12114.0,City of McGregor- (IA),Municipal,IA,MISO,798.6,6666,628,.,N,Y,N
2016,13382.0,City of Neola - (IA),Municipal,IA,MISO,624,5269,442,.,N,N,N
2016,13468.0,New London Municipal Utilities,Municipal,IA,MISO,1755.8,13829,1233,.,N,Y,N
2016,13990.0,City of Ogden - (IA),Municipal,IA,MISO,1739,12874,1161,.,N,N,N
2016,14166.0,City of Orient - (IA),Municipal,IA,MISO,294.2,1598,214,.,N,N,N
2016,14433.0,City of Panora - (IA),Municipal,IA,MISO,1115.7,12182,695,.,N,N,N
2016,14473.0,City of Paton - (IA),Municipal,IA,MISO,150,2167,142,.,N,N,N
2016,14577.0,City of Paullina - (IA),Municipal,IA,MISO,1134,10154,668,.,N,N,N
2016,15180.0,City of Pocahontas - (IA),Municipal,IA,MISO,2045.1,21173,1143,.,N,N,N
2016,15377.0,City of Primghar - (IA),Municipal,IA,MISO,935.1,8625,562,.,N,N,N
2016,15751.0,City of Readlyn - (IA),Municipal,IA,MISO,652,5207,375,.,N,N,N
2016,15862.0,City of Renwick - (IA),Municipal,IA,MISO,516.4,3915,176,.,N,N,Y
2016,16211.0,City of Rockford- (IA),Municipal,IA,MISO,799.4,5565,604,.,N,N,N
2016,16528.0,City of Sabula - (IA),Municipal,IA,MISO,502,3388,431,.,N,N,N
2016,16992.0,City of Stanton - (IA),Municipal,IA,MISO,586,6989,348,.,N,Y,N
2016,17046.0,City of Shelby - (IA),Municipal,IA,SWPP,617,6016,341,.,N,N,N
2016,18014.0,City of State Center - (IA),Municipal,IA,MISO,1819.5,13946,962,.,N,Y,N
2016,18201.0,City of Stratford - (IA),Municipal,IA,MISO,606.9,4860,414,.,N,N,N
2016,18204.0,City of Strawberry Point,Municipal,IA,MISO,954.9,7440,727,.,N,N,N
2016,18231.0,City of Stuart - (IA),Municipal,IA,MISO,1708,13425,888,.,N,N,N
2016,18301.0,City of Sumner - (IA),Municipal,IA,MISO,1921,16243,1157,.,N,Y,Y
2016,19062.0,City of Traer - (IA),Municipal,IA,MISO,1855,14352,1103,.,N,Y,N
2016,19843.0,City of Villisca - (IA),Municipal,IA,MISO,1180,11472,786,.,N,N,N
2016,20025.0,City of Wall Lake - (IA),Municipal,IA,MISO,875.3,9097,527,.,N,N,N
2016,20364.0,City of West Bend,Municipal,IA,MISO,1659,17153,610,.,N,N,N
2016,20379.0,Town of Westfield - (IA),Municipal,IA,SWPP,82.3,838,72,.,N,N,N
2016,20396.0,West Point Utility System,Municipal,IA,MISO,1495,14052,675,.,N,N,N
2016,20604.0,City of Whittemore - (IA),Municipal,IA,MISO,667,5054,321,.,N,N,N
2016,20846.0,City of Woolstock - (IA),Municipal,IA,MISO,200,1545,126,.,N,N,N
2016,20949.0,City of Woodbine - (IA),Municipal,IA,SWPP,1542,15434,902,.,N,Y,N
2016,27269.0,City of Stanhope - (IA),Municipal,IA,MISO,386.9,2696,261,.,Y,N,N
2016,40390.0,City of Buffalo - (IA),Municipal,IA,MISO,570,6032,528,.,N,N,N
2016,244.0,City of Albion - (ID),Municipal,ID,BPAT,249,2730,208,.,N,N,N
2016,1956.0,City of Bonners Ferry,Municipal,ID,BPAT,4453,74714,2677,.,Y,N,N
2016,5584.0,East End Mutual Elec Co Ltd,Cooperative,ID,BPAT,1631,22170,737,.,N,N,N
2016,6155.0,"Farmers Electric Company, Ltd - (ID)",Cooperative,ID,BPAT,201,3818,123,.,N,N,N
2016,7084.0,City of Declo - (ID),Municipal,ID,BPAT,19,250,130,.,N,N,Y
2016,8532.0,City of Heyburn - (ID),Municipal,ID,BPAT,3047.9,58390,1582,.,N,N,N
2016,9186.0,"Idaho County L&P Coop Assn, Inc",Cooperative,ID,AVA,5094.6,46728,3920,.,Y,Y,N
2016,11211.0,Lost River Electric Coop Inc,Cooperative,ID,PACE,5519,78328,2661,.,N,N,N
2016,12609.0,City of Minidoka - (ID),Municipal,ID,BPAT,56,806,45,.,N,N,N
2016,15297.0,City of Plummer - (ID),Municipal,ID,AVA,2120,32025,1050,.,N,Y,Y
2016,17493.0,City of Soda Springs - (ID),Municipal,ID,PACE,2081.3,24280,1872,.,N,N,N
2016,17576.0,"South Side Electric, Inc",Cooperative,ID,BPAT,2824,56686,791,.,N,N,N
2016,20297.0,City of Weiser - (ID),Municipal,ID,BPAT,3181.7,50230,3481,.,N,N,N
2016,56536.0,Riverside Electric Cooperative,Cooperative,ID,IPCO,1347,20404,592,.,N,N,N
2016,229.0,City of Albany - (IL),Municipal,IL,MISO,534.8,5200,477,.,N,N,N
2016,366.0,City of Allendale- (IL),Municipal,IL,MISO,369,3137,248,.,N,N,N
2016,406.0,City of Altamont - (IL),Municipal,IL,MISO,1964,22019,1497,.,N,N,N
2016,1648.0,Village of Bethany - (IL),Municipal,IL,MISO,1037,8831,695,.,N,N,N
2016,2188.0,City of Breese - (IL),Municipal,IL,MISO,5523.6,51206,2312,.,Y,N,N
2016,2634.0,City of Bushnell - (IL),Municipal,IL,MISO,3214,33600,1631,.,N,N,N
2016,2776.0,Cairo Public Utility Company,Municipal,IL,MISO,7086.4,67339,1229,.,N,N,N
2016,3037.0,City of Carlyle - (IL),Municipal,IL,MISO,4277,34604,1818,.,N,N,N
2016,3040.0,City of Carmi - (IL),Municipal,IL,MISO,6501,51074,3227,.,N,N,N
2016,3153.0,City of Casey - (IL),Municipal,IL,MISO,3169,28055,1941,.,N,N,N
2016,3405.0,Village of Chatham - (IL),Municipal,IL,MISO,9329,76346,5814,.,N,N,N
2016,3726.0,Clay Electric Coop Inc,Cooperative,IL,MISO,7155,50066,3231,.,Y,N,N
2016,5531.0,Enerstar Power Corp,Cooperative,IL,MISO,11968,80100,5253,.,Y,N,N
2016,6141.0,City of Fairfield- (IL),Municipal,IL,MISO,7812,63786,3209,.,N,N,N
2016,6192.0,City of Farmer City - (IL),Municipal,IL,MISO,2621,19462,1378,.,N,N,N
2016,6764.0,Village of Freeburg - (IL),Municipal,IL,MISO,4944,39121,2194,.,N,N,N
2016,7095.0,City of Geneseo - (IL),Municipal,IL,MISO,6681,61958,4065,.,Y,N,N
2016,7633.0,Village of Greenup - (IL),Municipal,IL,MISO,2114,17014,929,.,N,N,N
2016,11736.0,City of Marshall - (IL),Municipal,IL,MISO,6845,64102,2732,.,N,N,N
2016,11790.0,City of Mascoutah - (IL),Municipal,IL,MISO,7525,55041,3618,.,N,N,N
2016,12070.0,McDonough Power Coop,Cooperative,IL,MISO,10455.8,72808,5159,.,Y,N,N
2016,12167.0,City of McLeansboro - (IL),Municipal,IL,MISO,3249,23142,1560,.,N,N,N
2016,12388.0,City of Metropolis - (IL),Municipal,IL,MISO,8831,78427,3861,.,N,N,N
2016,13560.0,City of Newton - (IL),Municipal,IL,MISO,2540,25842,1653,.,N,N,N
2016,13993.0,City of Oglesby - (IL),Municipal,IL,MISO,3730.8,34300,2027,.,N,N,N
2016,15772.0,City of Red Bud - (IL),Municipal,IL,MISO,4971,46000,2319,.,N,N,N
2016,16092.0,Village of Riverton - (IL),Municipal,IL,MISO,2992.6,20611,1737,.,N,N,N
2016,16198.0,City of Rock Falls - (IL),Municipal,IL,MISO,9080,71952,5344,.,N,N,N
2016,16269.0,City of Roodhouse - (IL),Municipal,IL,MISO,1382,10629,943,.,N,N,N
2016,17838.0,"Spoon River Electric Coop, Inc",Cooperative,IL,MISO,10034,68781,4969,.,N,N,N
2016,18277.0,City of Sullivan - (IL),Municipal,IL,MISO,7705,67972,3237,.,N,N,N
2016,20180.0,City of Waterloo - (IL),Municipal,IL,MISO,10856,84205,4744,.,N,N,N
2016,29296.0,Western Illinois Elec Coop,Cooperative,IL,MISO,8443,66158,3654,.,Y,N,N
2016,40367.0,Village of Ladd - (IL),Municipal,IL,MISO,1435,12124,628,.,N,N,N
2016,157.0,Town of Advance - (IN),Municipal,IN,MISO,507.6,3984,274,.,N,N,N
2016,789.0,Town of Argos,Municipal,IN,MISO,2645.7,23190,857,.,N,N,N
2016,1028.0,Town of Avilla - (IN),Municipal,IN,PJM,3065,29792,1101,.,N,N,N
2016,1119.0,Town of Bainbridge - (IN),Municipal,IN,MISO,659.4,5715,381,.,N,N,N
2016,1208.0,Town of Bargersville - (IN),Municipal,IN,MISO,6081,57597,3567,.,N,N,N
