Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2016,6839,City of Fulton - (MO),,MO,AECI,0,0,0,0,0,4667,889,61,0,5617,.,.,.,.,.,.,.,.,.,.,4667,889,61,0,5617,51630,37133,58710,0,147473,4667,889,61,0,5617,.,.,.,.,.
2016,6840,City of Fulton - (KY),,KY,TVA,0,0,0,0,0,1239,374,2,0,1615,0,0,0,0,0,0,0,0,0,0,1239,374,2,0,1615,14895.55,20800.23,19329,0,55024.77,1236,374,2,0,1612,0,0,0,0,0
2016,6848,Fulton County Rural E M C,Y,IN,MISO,.,.,.,.,.,5018,755,237,.,6010,.,.,.,.,.,.,.,.,.,.,5018,755,237,0,6010,69920,22880,4074,.,96874,.,.,.,.,.,.,.,.,.,.
2016,6894,City of Gaffney - (SC),,SC,DUK,5975,1346,10,.,7331,93,7,9,.,109,.,.,.,.,.,.,.,.,.,.,6068,1353,19,0,7440,606,35,30304,.,30945,.,.,.,.,.,.,.,.,.,.
2016,6907,City of Greendale,,IN,MISO,1932,259,11,.,2202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1932,259,11,0,2202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6909,Gainesville Regional Utilities,,FL,GVL,.,.,.,.,.,1,136,12,.,149,.,.,.,.,.,84357,10654,1,.,95012,84358,10790,13,0,95161,17,234386,155806,.,390209,0,30,12,.,42,0,0,0,.,0
2016,6914,City of Galion,,OH,PJM,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,5378,539,149,.,6066,5378,539,149,0,6066,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6923,City of Gallatin - (TN),,TN,TVA,15271,2832,8,0,18111,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,15271,2833,11,0,18115,0,25054.97,268971.97,0,294026.94,0,0,0,0,0,0,0,0,0,0
2016,6930,City of Gallup - (NM),,NM,PNM,8498,1542,0,.,10040,.,.,.,.,.,.,.,.,.,.,31,455,1,.,487,8529,1997,1,0,10527,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6941,City of Garden City,,KS,SWPP,0,0,0,0,0,10125,1035,414,0,11574,0,0,0,0,0,0,0,0,0,0,10125,1035,414,0,11574,94602,67290,123956,0,285848,0,0,0,0,0,0,0,0,0,0
2016,6949,City of Gardner - (KS),,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8089,488,4,0,8581,8089,488,4,0,8581,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6950,Garland Light & Power Company,,WY,WACM,1879,40,89,.,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1879,40,89,0,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6957,"Garkane Energy Coop, Inc",,AZ,WALC,1080,156,.,.,1236,.,.,.,.,.,.,.,.,.,.,92,136,.,.,228,1172,292,0,0,1464,.,.,.,.,.,1080,156,.,.,1236,.,.,.,.,.
2016,6957,"Garkane Energy Coop, Inc",,UT,WACM,8673,1252,.,.,9925,.,.,.,.,.,.,.,.,.,.,1222,681,1,.,1904,9895,1933,1,0,11829,.,.,.,.,.,8673,1252,.,.,9925,.,.,.,.,.
2016,6958,City of Garland - (TX),,TX,ERCO,62617,6401,8,.,69026,467,40,.,.,507,.,.,.,.,.,.,.,.,.,.,63084,6441,8,0,69533,3736,960,.,.,4696,.,.,.,.,.,.,.,.,.,.
2016,6965,City of Garnett - (KS),,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1537,255,44,.,1836,1537,255,44,0,1836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,6970,City of Garrett,Y,IN,PJM,3000,0,0,.,3000,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,3000,0,0,0,3000,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2016,6993,City of Gas City - (IN),Y,IN,PJM,2815,100,.,.,2915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2815,100,0,0,2915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7024,Gascosage Electric Coop,,MO,AECI,8939,914,.,.,9853,.,.,.,.,.,.,.,.,.,.,.,4,2,.,6,8939,918,2,0,9859,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7027,City of Gastonia - (NC),,NC,DUK,22608,1667,2,.,24277,.,.,.,.,0,.,.,.,.,0,2108,2450,100,.,4658,24716,4117,102,0,28935,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2016,7090,GreyStone Power Corporation,,GA,SOCO,.,.,.,.,.,115850,10402,63,.,126315,.,.,.,.,.,34,39,75,.,148,115884,10441,138,0,126463,1723467,571018,367672,.,2662157,10486,.,.,.,10486,.,.,.,.,.
2016,7095,City of Geneseo - (IL),Y,IL,MISO,3479,576,10,.,4065,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3479,576,10,0,4065,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7096,City of Geneva- (IL),,IL,PJM,4116,318,3,.,4437,.,.,.,.,0,.,.,.,.,.,5238,1232,38,.,6508,9354,1550,41,0,10945,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7100,Village of Genoa - (OH),Y,OH,PJM,1025,60,.,.,1085,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1025,60,0,0,1085,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7128,City of Georgetown - (SC),,SC,SC,.,.,.,.,.,3879,1147,.,.,5026,.,.,.,.,.,.,.,.,.,.,3879,1147,0,0,5026,50556,78651,.,.,129207,.,.,.,.,.,.,.,.,.,.
2016,7129,City of Georgetown - (TX),,TX,ERCO,.,.,.,0,0,22212,2608,23,0,24843,.,.,.,0,0,.,.,.,.,0,22212,2608,23,0,24843,251920,238741,114359,0,605020,.,.,.,.,0,.,.,.,.,0
2016,7131,Village of Georgetown - (OH),Y,OH,PJM,1803,49,.,.,1852,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1803,49,0,0,1852,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7140,Georgia Power Co,,GA,SOCO,.,.,.,.,.,2148064,270525,9855,1,2428445,.,.,.,.,.,464,161,31,.,656,2148528,270686,9886,1,2429101,27509059,32392568,23724367,170971,83796965,1876197,305488,9830,1,2191516,.,.,.,.,.
2016,7149,City of Gering - (NE),,NE,WACM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3435,464,40,.,3939,3435,464,40,0,3939,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7174,Gibson Electric Members Corp,,TN,TVA,0,0,0,0,0,29271,5645,7,0,34923,0,0,0,0,0,0,0,0,0,0,29271,5645,7,0,34923,460819.76,171345.51,170347,0,802512.27,28759,5645,7,0,34411,0,0,0,0,0
2016,7184,City of Giddings - (TX),Y,TX,ERCO,2040,643,.,.,2683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2040,643,0,0,2683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7200,City of Gilman City - (MO),Y,MO,SWPP,194,19,.,.,213,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,194,19,0,0,213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7222,City of Gillette - (WY),,WY,WAUW,13088,1690,0,0,14778,.,.,.,.,.,.,.,.,.,.,48,881,0,0,929,13136,2571,0,0,15707,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7257,City of Girard - (KS),,KS,SWPP,1015,11,4,.,1030,.,.,.,.,.,.,.,.,.,.,402,232,61,.,695,1417,243,65,0,1725,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7262,"Glacier Electric Coop, Inc",,MT,NWMT,.,.,.,.,.,5821,1854,5,.,7680,.,.,.,.,.,.,.,.,.,.,5821,1854,5,0,7680,65500,80934,21852,.,168286,5821,1854,5,.,7680,.,.,.,.,.
2016,7264,"Glades Electric Coop, Inc",,FL,SEC,.,.,.,.,0,12521,3548,299,.,16368,.,.,.,.,.,.,.,.,.,.,12521,3548,299,0,16368,157596,41941,116354,.,315891,.,.,.,.,.,.,.,.,.,.
2016,7265,City of Gladstone,,MI,MISO,2521,340,0,0,2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521,340,0,0,2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,7270,City of Glasgow - (KY),,KY,TVA,0,0,0,0,0,5438,1890,5,0,7333,0,0,0,0,0,0,0,0,0,0,5438,1890,5,0,7333,64169.72,152920.7,70982,0,288072.42,5438,1890,5,0,7333,0,0,0,0,0
2016,7292,Glencoe Light & Power Comm,,MN,MISO,2401,373,2,.,2776,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2401,373,2,0,2776,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7294,City of Glendale - (CA),,CA,LDWP,.,.,.,.,.,74176,13150,21,0,87347,74176,13150,21,0,87347,0,0,0,0,0,74176,13150,21,0,87347,370769,680381,14364,0,1065514,74176,13150,21,.,87347,0,0,0,.,0
2016,7300,City of Glenwood Springs - (CO),,CO,PSCO,4604,744,.,.,5348,.,.,.,.,.,.,.,.,.,.,79,749,.,.,828,4683,1493,0,0,6176,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7303,Raccoon Valley Electric Cooperative,,IA,MISO,2156,395,.,.,2551,88,17,.,.,105,.,.,.,.,.,.,.,.,.,.,2244,412,0,0,2656,657,3044,.,.,3701,.,.,.,.,.,.,.,.,.,.
2016,7353,Golden Valley Elec Assn Inc,,AK,,38903,6514,503,.,45920,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38903,6514,503,0,45920,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7368,City of Goldthwaite - (TX),Y,TX,ERCO,906,291,34,.,1231,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,906,291,34,0,1231,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7370,City of Gonzales - (TX),Y,TX,ERCO,2000,.,.,.,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,0,0,0,2000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7374,City of Goodland - (KS),,KS,SWPP,2200,439,71,.,2710,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2200,439,71,0,2710,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7411,City of Gothenburg - (NE),,NE,SWPP,1495,368,.,.,1863,.,.,.,.,.,.,.,.,.,.,.,.,15,.,15,1495,368,15,0,1878,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7443,City of Graettinger - (IA),,IA,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,425,84,15,.,524,425,84,15,0,524,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7450,Grady Electric Membership Corp,,GA,SOCO,.,.,.,.,.,18484,733,432,.,19649,.,.,.,.,.,.,.,.,.,.,18484,733,432,0,19649,244882,27050,33316,.,305248,.,.,.,.,.,.,.,.,.,.
2016,7456,Graham County Electric Coop Inc,,AZ,WALC,1071,89,8,0,1168,0,0,0,0,0,0,0,0,0,0,6789,786,989,0,8564,7860,875,997,0,9732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,7460,Goodhue County Coop Elec Assn,,MN,MISO,4747,298,.,.,5045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4747,298,0,0,5045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7483,City of Grand Haven - (MI),,MI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11883,1602,131,.,13616,11883,1602,131,0,13616,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7484,"Grand Electric Coop, Inc",,MT,SWPP,14,.,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,0,0,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7484,"Grand Electric Coop, Inc",,SD,SWPP,4599,569,.,.,5168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4599,569,0,0,5168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7489,Grand Rapids Public Util Comm,,MN,MISO,82,54,0,0,136,5821,883,0,0,6704,0,0,0,0,0,12,457,12,0,481,5915,1394,12,0,7321,27755,21929,0,0,49684,0,0,0,0,0,1013,58,0,0,1071
2016,7490,Grand River Dam Authority,,OK,SWPP,.,0,0,.,0,.,57,123,.,180,.,0,0,.,0,.,6,10,.,16,0,63,133,0,196,.,5244,1764397,.,1769641,.,0,0,.,0,.,0,0,.,0
2016,7494,City of Granite Falls - (MN),Y,MN,MISO,1298,267,11,.,1576,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1298,267,11,0,1576,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7515,City of Grantville - (GA),Y,GA,SOCO,899,57,.,.,956,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,899,57,0,0,956,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2016,7548,PUD No 1 of Grays Harbor County,,WA,BPAT,33771,4381,269,.,38421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33771,4381,269,0,38421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7558,Grayson Rural Electric Coop Corp,,KY,PJM,14166,1198,2,.,15366,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,14166,1198,2,0,15366,.,.,.,.,.,14166,1198,2,.,15366,752,.,.,.,752
2016,7559,"Grayson-Collin Elec Coop, Inc",,TX,ERCO,12368,758,.,.,13126,32480,1977,.,.,34457,.,.,.,.,.,.,.,.,.,.,44848,2735,0,0,47583,512108,110137,.,.,622245,32480,1977,.,.,34457,.,.,.,.,.
2016,7561,"Greenbelt Electric Coop, Inc",,TX,ERCO,3613,182,90,.,3885,.,.,.,.,.,.,.,.,.,.,.,730,683,.,1413,3613,912,773,0,5298,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7563,Grand Valley Power,,CO,PSCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15231,1866,126,0,17223,15231,1866,126,0,17223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,7593,City of Green Cove Springs,,FL,FMPP,3320,738,.,.,4058,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3320,738,0,0,4058,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7601,Green Mountain Power Corp,,VT,ISNE,1915,131,.,.,2046,224409,38115,43,.,262567,224409,38115,43,.,262567,11012,.,.,.,11012,237336,38246,43,0,275625,1203569,820732,261206,.,2285507,224409,38115,43,.,262567,.,.,.,.,.
2016,7624,Village of Greene - (NY),Y,NY,NYIS,1000,.,.,.,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1000,0,0,0,1000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7625,City of Greeneville - (TN),,TN,TVA,0,0,0,0,0,30864,7078,20,0,37962,0,0,0,0,0,0,0,0,0,0,30864,7078,20,0,37962,462832.29,294502.01,360477,0,1117811.3,30850,7078,20,0,37948,0,0,0,0,0
2016,7626,City of Greenfield - (IA),,IA,MISO,1006,236,6,0,1248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1006,236,6,0,1248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7627,City of Greenfield - (IN),,IN,MISO,.,.,.,.,0,9582,1109,13,.,10704,.,.,.,.,.,.,.,.,.,.,9582,1109,13,0,10704,94878,106651,158555,.,360084,9582,981,13,.,10576,.,.,.,.,.
2016,7634,City of Greenville - (TX),,TX,ERCO,.,9,.,.,9,.,0,.,.,0,.,.,.,.,.,12131,2301,.,.,14432,12131,2310,0,0,14441,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7639,Greenville Utilities Comm,,NC,CPLE,59320,7438,497,.,67255,.,34,14,.,48,.,.,.,.,.,.,.,.,.,.,59320,7472,511,0,67303,.,262737,269662,.,532399,.,8,1,.,9,25429,.,.,.,25429
2016,7646,Greenwood CPW,,SC,DUK,7157,1950,.,.,9107,2499,33,.,.,2532,.,.,.,.,.,135,38,.,.,173,9791,2021,0,0,11812,30012,689,.,.,30701,.,.,.,.,.,.,.,.,.,.
2016,7651,Greenwood Utilities Comm,,MS,MISO,7498,500,.,.,7998,.,.,.,.,.,.,.,.,.,.,50,1288,7,.,1345,7548,1788,7,0,9343,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7654,Greer Commission of Public Wks,,SC,DUK,15338,2096,.,.,17434,.,.,.,.,.,.,.,.,.,.,0,0,.,.,0,15338,2096,0,0,17434,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7665,Village of Gresham - (WI),Y,WI,MISO,.,.,.,.,.,984,185,.,.,1169,.,.,.,.,.,.,.,.,.,.,984,185,0,0,1169,7571,15437,.,.,23008,.,.,.,.,.,.,.,.,.,.
2016,7679,City of Griffin - (GA),,GA,SOCO,.,.,.,.,0,12076,1998,18,.,14092,.,.,.,.,.,.,.,.,.,0,12076,1998,18,0,14092,147608,164049,82609,.,394266,.,.,.,.,.,.,.,.,.,.
2016,7715,Town of Groton - (MA),Y,MA,ISNE,0,0,0,.,0,4458,435,0,.,4893,.,.,.,.,.,.,.,.,.,.,4458,435,0,0,4893,44083,27089,0,.,71172,.,.,.,.,.,.,.,.,.,.
2016,7716,Groton Dept of Utilities - (CT),,CT,ISNE,12593,759,4,.,13356,0,0,0,.,0,.,.,.,.,.,246,457,23,.,726,12839,1216,27,0,14082,.,.,.,.,.,11702,756,4,.,12462,.,.,.,.,.
2016,7719,Borough of Grove City - (PA),Y,PA,PJM,2552,344,107,.,3003,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,2552,344,107,0,3003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7720,"Grundy Electric Coop, Inc",,IA,AECI,225,13,.,.,238,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,225,13,0,0,238,.,.,.,.,.,225,13,.,.,238,50,.,.,.,50
2016,7720,"Grundy Electric Coop, Inc",,MO,AECI,5671,768,3,.,6442,.,.,.,.,.,.,.,.,.,.,18,8,2,.,28,5689,776,5,0,6470,.,.,.,.,.,5671,768,3,.,6442,2250,190,0,.,2440
2016,7723,Town of Groveland - (MA),Y,MA,ISNE,.,.,.,.,.,2587,261,24,.,2872,.,.,.,.,.,.,.,.,.,.,2587,261,24,0,2872,22252,3408,8265,.,33925,.,.,.,.,.,.,.,.,.,.
2016,7732,City of Grove City,Y,MN,MISO,416,46,7,.,469,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,416,46,7,0,469,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7743,Grundy Center Mun Light & Power,,IA,MISO,567,110,.,.,677,.,.,.,.,.,.,.,.,.,.,712,213,.,.,925,1279,323,0,0,1602,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7750,Guthrie County Rural E C A,,IA,MISO,.,.,.,.,.,4500,104,7,.,4611,.,.,.,.,.,.,.,.,.,.,4500,104,7,0,4611,65607,13401,85134,.,164142,.,.,.,.,.,.,.,.,.,.
2016,7752,Guadalupe Valley Elec Coop Inc,,TX,ERCO,30559,2419,995,.,33973,50003,3958,.,.,53961,.,.,.,.,.,.,20,2,.,22,80562,6397,997,0,87956,284373,79535,.,.,363908,73278,6309,.,.,79587,.,.,.,.,.
2016,7785,"Gulf Coast Electric Coop, Inc",,FL,AEC,.,.,.,.,0,19139,1426,.,.,20565,.,.,.,.,.,.,.,.,.,.,19139,1426,0,0,20565,265283,75948,.,.,341231,6433,.,.,.,6433,.,.,.,.,.
2016,7787,Gunnison County Elec Assn.,,CO,WACM,9218,1451,.,.,10669,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9218,1451,0,0,10669,.,.,.,.,.,9218,1445,.,.,10663,.,.,.,.,.
2016,7801,Gulf Power Co,,FL,SOCO,0,0,0,0,0,396617,48232,249,0,445098,0,0,0,0,0,104,0,0,0,104,396721,48232,249,0,445202,5334771,3760495,1829463,0,10924729,396617,48232,249,0,445098,0,0,0,0,0
2016,7826,City of Gunnison - (CO),,CO,WACM,3289,539,.,.,3828,.,.,.,.,.,.,.,.,.,.,99,291,.,.,390,3388,830,0,0,4218,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7827,Guntersville Electric Board,,AL,TVA,2717,56,0,0,2773,0,0,1,0,1,0,0,0,0,0,1958,1613,3,0,3574,4675,1669,4,0,6348,0,0,49232.45,0,49232.45,0,0,0,0,0,0,0,0,0,0
2016,7864,Grundy County Rural Elec Coop,,IA,MISO,.,.,.,.,.,1844,406,2,.,2252,.,.,.,.,.,.,.,.,.,.,1844,406,2,0,2252,27451,16402,14115,.,57968,.,.,.,.,.,190,.,.,.,190
2016,7870,H-D Electric Coop Inc,,MN,SWPP,.,.,.,.,.,8,.,3,.,11,.,.,.,.,.,.,.,.,.,.,8,0,3,0,11,133,.,8,.,141,8,.,3,.,11,.,.,.,.,.
2016,7870,H-D Electric Coop Inc,,SD,SWPP,.,.,.,.,.,2762,270,500,.,3532,.,.,.,.,.,.,.,.,.,.,2762,270,500,0,3532,57662,30605,5757,.,94024,2762,270,500,.,3532,.,.,.,.,.
2016,7887,Habersham Electric Membership Corp,,GA,SOCO,25547,2098,.,.,27645,6073,513,.,.,6586,0,0,.,.,0,0,0,.,.,0,31620,2611,0,0,34231,11201,2172,.,.,13373,31818,2408,.,.,34226,0,0,.,.,0
2016,7891,Guernsey-Muskingum El Coop Inc,,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14848,2014,7,.,16869,14848,2014,7,0,16869,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7908,Hagerstown Light Department,,MD,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14789,2502,48,0,17339,14789,2502,48,0,17339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7969,City of Halstad - (MN),,MN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,487,110,.,.,597,487,110,0,0,597,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7977,City of Hamilton - (OH),,OH,PJM,26378,2886,9,.,29273,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26378,2886,9,0,29273,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,7978,Halifax Electric Member Corp,,NC,CPLE,0,.,.,.,0,10520,1202,1,.,11723,0,.,.,.,0,0,.,.,.,0,10520,1202,1,0,11723,123433,30541,111,.,154085,10520,1202,1,.,11723,.,.,.,.,0
2016,7979,Hamilton County Elec Coop Assn,,TX,ERCO,5171,758,.,.,5929,11749,.,.,.,11749,.,.,.,.,.,.,.,.,.,.,16920,758,0,0,17678,171319,.,.,.,171319,.,.,.,.,.,.,.,.,.,.
2016,8000,NineStar Connect,,IN,MISO,.,.,.,.,0,13418,1147,14,.,14579,.,.,.,.,.,.,.,.,.,.,13418,1147,14,0,14579,210971,38540,17408,.,266919,.,.,.,.,.,.,.,.,.,.
2016,8022,City of Hampton - (GA),Y,GA,SOCO,2058,87,.,.,2145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2058,87,0,0,2145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8034,Hancock-Wood Electric Coop Inc,,OH,PJM,5207,927,7,.,6141,5767,1215,0,.,6982,.,.,.,.,.,149,.,.,.,149,11123,2142,7,0,13272,80072,57235,0,.,137307,5767,1215,0,.,6982,.,.,.,.,.
2016,8055,City of Hannibal - (MO),,MO,MISO,7613,1089,117,.,8819,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,7613,1089,117,0,8819,0,0,0,.,0,7613,1083,113,.,8809,0,0,0,.,0
2016,8104,Town of Hardwick,,VT,ISNE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4037,401,30,.,4468,4037,401,30,0,4468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8122,Harlan Municipal Utilities - (IA),,IA,MISO,1213,314,17,.,1544,.,.,.,.,.,.,.,.,.,.,1116,227,24,.,1367,2329,541,41,0,2911,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8147,City of Harriman - (TN),,TN,TVA,9120,1575,0,0,10695,0,1,1,0,2,0,0,0,0,0,0,141,0,0,141,9120,1717,1,0,10838,0,6390.64,11641,0,18031.64,0,0,0,0,0,0,0,0,0,0
2016,8179,Harrison County Rural E M C,,IN,MISO,21356,1374,17,.,22747,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,21358,1374,17,0,22749,.,.,.,.,.,21356,1374,17,.,22747,1059,.,.,.,1059
2016,8183,Harmon Electric Assn Inc,Y,OK,SWPP,2431,652,21,.,3104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2431,652,21,0,3104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8183,Harmon Electric Assn Inc,Y,TX,SWPP,348,122,2,.,472,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.,348,122,2,0,472,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8192,"Harrison Rural Elec Assn, Inc",Y,WV,PJM,.,.,.,.,0,6086,685,.,.,6771,.,.,.,.,.,.,.,.,.,.,6086,685,0,0,6771,59028,26247,.,.,85275,.,.,.,.,.,.,.,.,.,.
2016,8198,City of Harrisonburg - (VA),,VA,PJM,13290,2227,0,.,15517,4281,414,7,.,4702,.,.,.,.,.,17,740,5,.,762,17588,3381,12,0,20981,18683,7427,8507,.,34617,.,.,.,.,.,.,.,.,.,.
2016,8199,City of Harrisonville - (MO),,MO,SWPP,3974,605,.,.,4579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3974,605,0,0,4579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8209,City of Hartford - (AL),Y,AL,SOCO,1214,173,3,.,1390,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1214,173,3,0,1390,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8210,Hart Electric Member Corp,,GA,SOCO,28081,7618,20,.,35719,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28081,7618,20,0,35719,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2016,8212,Hartford Electric,,WI,MISO,6046,808,0,0,6854,128,34,8,0,170,0,0,0,0,0,0,52,0,0,52,6174,894,8,0,7076,60,8878,168837,0,177775,0,34,8,0,42,0,0,0,0,0
2016,8214,City of Hartley - (IA),Y,IA,SWPP,475,59,1,.,535,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,475,59,1,0,535,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2016,8226,City of Hartselle,,AL,TVA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4266,1173,1,0,5440,4266,1173,2,0,5441,0,0,19580.28,0,19580.28,0,0,0,0,0,0,0,0,0,0
2016,8245,City of Hastings - (NE),,NE,SWPP,10320,2182,40,0,12542,.,.,.,.,.,.,.,.,.,.,645,68,61,0,774,10965,2250,101,0,13316,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
