Data Year,Utility Number,Utility Name,Ownership Code,Ownership,Short Form,Advanced Metering,Demand Response,Distribution Systems,Dynamic Pricing,Energy Efficiency,Mergers,Net Metering,Non Net Metering Distributed,Operational Data,Reliablity,Sales to Ultimate Customers,Service Territory,Utility Data
2016,12462,Mid-Carolina Electric Coop Inc,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2016,12463,"Mid-Yellowstone Elec Coop, Inc",C,Cooperative,,X,X,X,,,,X,,X,X,X,X,X
2016,12465,"System Energy Resources, Inc",I,Investor Owned,,,,,,,,,,X,,,,X
2016,12470,Middle Tennessee E M C,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2016,12472,Middle Georgia El Member Corp,C,Cooperative,,X,X,X,X,,,X,,X,,X,X,X
2016,12473,Town of Middleborough - (MA),M,Municipal,,X,,X,,,,X,X,X,,X,X,X
2016,12474,Borough of Middletown - (PA),M,Municipal,X,X,,,,,,,,,,,X,
2016,12476,Town of Middletown - (IN),M,Municipal,X,,,,,,,,,,,,X,
2016,12477,Town of Middleton,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2016,12478,Town of Middletown - (DE),M,Municipal,,X,,X,,,,X,,X,,X,X,X
2016,12485,Middle Kuskokwim Elec Coop Inc,C,Cooperative,X,,,,,,,,,,,,X,
2016,12515,"Midwest Electric, Inc",C,Cooperative,,X,,X,X,,,,,X,X,X,X,X
2016,12523,Borough of Mifflinburg - (PA),M,Municipal,X,,,,,,,,,,,,X,
2016,12524,Midwest Energy Inc,C,Cooperative,,X,X,X,,,,,,X,X,X,X,X
2016,12531,City of Milan - (MO),M,Municipal,X,,,,,,,,,,,,X,
2016,12532,City of Milan,M,Municipal,,X,,X,,,,,X,X,X,X,X,X
2016,12533,Village of Milan - (OH),M,Municipal,X,,,,,,,,,,,,X,
2016,12539,Midwest Electric Member Corp,C,Cooperative,,X,X,X,,X,,X,,X,X,X,X,X
2016,12540,City of Milford - (DE),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,12541,City of Milford - (IA),M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2016,12546,Mille Lacs Energy Cooperative,C,Cooperative,,X,,X,X,,,X,X,X,X,X,X,X
2016,12580,City of Miller - (SD),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,12608,Borough of Milltown - (NJ),M,Municipal,X,,,,,,,,,,,,X,
2016,12609,City of Minidoka - (ID),M,Municipal,X,,,,,,,,,,,,X,
2016,12615,City of Milton-Freewater- (OR),M,Municipal,,X,X,X,,X,,X,,X,,X,X,X
2016,12616,City of Milton - (WA),M,Municipal,X,X,,,,,,,,,,,X,
2016,12625,City of Minden - (LA),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,12626,City of Minden - (NE),M,Municipal,,X,,X,,X,,,,X,,X,X,X
2016,12627,City of Mindenmines - (MO),M,Municipal,X,,,,,,,,,,,,X,
2016,12642,Maquoketa Valley Rrl Elec Coop,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2016,12647,"ALLETE, Inc.",I,Investor Owned,,X,X,X,X,X,,X,,X,X,X,X,X
2016,12651,Minnesota Valley Electric Coop,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,12658,"Minnkota Power Coop, Inc",C,Cooperative,,,,,,,,,,X,,,,X
2016,12660,Village of Minster - (OH),M,Municipal,,X,X,X,,X,,,,X,X,X,X,X
2016,12667,Minnesota Municipal Power Agny,A,Municipal Mktg Authority,,,,,,,,,,X,,,,X
2016,12674,City of Mishawaka,M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,12681,Mississippi County Electric Co,C,Cooperative,,X,X,X,,,,,,X,,X,X,X
2016,12685,Entergy Mississippi Inc,I,Investor Owned,,X,,X,,X,,X,,X,X,X,X,X
2016,12686,Mississippi Power Co,I,Investor Owned,,X,X,X,X,X,,X,X,X,X,X,X,X
2016,12692,"Missoula Electric Coop, Inc",C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2016,12698,KCP&L Greater Missouri Operations Co.,I,Investor Owned,,X,X,X,X,X,,X,,X,X,X,X,X
2016,12700,Missouri Rural Electric Coop,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2016,12706,Mitchell Electric Member Corp,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,12710,Missouri Basin Muni Power Agny,P,Political Subdivision,,,,,,,,,,X,,,,X
2016,12717,City of Mitchell - (NE),M,Municipal,X,,,,,,,,,,,,X,
2016,12744,Modern Electric Water Company,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2016,12745,Modesto Irrigation District,P,Political Subdivision,,X,X,X,X,X,,X,X,X,X,X,X,X
2016,12759,Mohawk Municipal Comm,M,Municipal,X,,,,,,,,,,,,X,
2016,12782,City of Monett - (MO),M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2016,12789,City of Monmouth - (OR),M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2016,12796,Monongahela Power Co,I,Investor Owned,,X,X,X,,X,,X,,X,X,X,X,X
2016,12797,City of Monroe - (UT),M,Municipal,X,,,,,,,,,,,,X,
2016,12800,City of Monroe - (GA),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,12801,City of Monroe - (NC),M,Municipal,,X,,X,,,,,X,X,X,X,X,X
2016,12802,City of Monroe City - (MO),M,Municipal,X,,,,,,,,,,,,X,
2016,12803,"Monroe County Elec Coop, Inc",C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2016,12807,Michigan South Central Pwr Agy,M,Municipal,,,,,,,,,,X,,,,X
2016,12811,Village of Monroeville - (OH),M,Municipal,X,,,,,,,,,,,,X,
2016,12817,Mont Alto Borough,M,Municipal,X,,,,,,,,,,,,X,
2016,12825,NorthWestern Energy LLC - (MT),I,Investor Owned,,X,,X,,X,,X,X,X,X,X,X,X
2016,12838,City of Montezuma - (KS),M,Municipal,X,,,,,,,,,,,,X,
2016,12839,City of Montezuma - (IA),M,Municipal,,X,,X,,X,,,,X,,X,X,X
2016,12840,Town of Montezuma - (IN),M,Municipal,X,,,,,,,,,,,,X,
2016,12851,City of Monticello - (GA),M,Municipal,X,,,,,,,,,,,,X,
2016,12860,Morgan County Rural Elec Assn,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2016,12861,Village of Montpelier - (OH),M,Municipal,X,,,,,,,,,,,,X,
2016,12866,Moon Lake Electric Assn Inc,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,12876,City of Moore Haven - (FL),M,Municipal,X,,,,,,,,,,,,X,
2016,12892,City of Mooreland - (OK),M,Municipal,X,X,,,,,,,,,,,X,
2016,12894,City of Moorhead - (MN),M,Municipal,,X,X,X,,X,,X,X,X,X,X,X,X
2016,12896,City of Morrill - (KS),M,Municipal,X,,,,,,,,,,,,X,
2016,12897,Moose Lake Water & Light Comm,M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,12899,Mor-Gran-Sou Electric Coop Inc,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2016,12900,City of Mora - (MN),M,Municipal,,X,X,X,,X,,X,,X,,X,X,X
2016,12901,Mora-San Miguel Elec Coop,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,12909,City of Moran - (KS),M,Municipal,X,,,,,,,,,,,,X,
2016,12915,Moreau-Grand Electric Coop Inc,C,Cooperative,,X,X,X,,,,,,X,,X,X,X
2016,12917,Morgan Stanley Capital Grp Inc,W,Wholesale Power Marketer,,,,,,,,,,X,,,,X
2016,12919,Morenci Water and Electric,I,Investor Owned,,X,,X,,,,X,,X,,X,X,X
2016,12927,Morgan City - (LA),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,12928,Morgan City - (UT),M,Municipal,X,X,,,,,,,,,,,X,
2016,12929,South Central Indiana REMC,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2016,12944,City of Morganton - (NC),M,Municipal,,X,,X,,,,,X,X,X,X,X,X
2016,12952,Village of Morrill - (NE),M,Municipal,X,,,,,,,,,,,,X,
2016,12988,City of Morristown - (TN),M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2016,12989,Village of Morrisville - (VT),M,Municipal,,X,,X,,,,X,X,X,X,X,X,X
2016,12990,Consolidated Electric Coop Inc,C,Cooperative,,X,,X,X,,,X,X,X,X,X,X,X
2016,13025,City of Moulton - (TX),M,Municipal,X,,,,,,,,,,,,X,
2016,13026,City of Moultrie - (GA),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13027,"Mountain Electric Coop, Inc",C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2016,13029,City of Moundridge - (KS),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13032,Mt Carmel Public Utility Co,I,Investor Owned,,X,,X,,,,X,,X,X,X,X,X
2016,13033,City of Mount Dora - (FL),M,Municipal,X,X,,,,,,,,,,,X,
2016,13035,City of Mount Hope - (KS),M,Municipal,X,,,,,,,,,,,,X,
2016,13036,Village of Mt. Horeb - (WI),M,Municipal,,X,,X,X,,,X,X,X,,X,X,X
2016,13037,City of Mt Pleasant - (UT),M,Municipal,X,X,,,,,,,,,,,X,
2016,13038,City of Mt Pleasant - (IA),M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2016,13039,City of Mt Pleasant - (TN),M,Municipal,,X,,X,,,,,X,X,,X,X,X
2016,13040,City of Mount Vernon - (MO),M,Municipal,,X,,X,,,,X,,X,,X,X,X
2016,13044,City of Mountain Iron - (MN),M,Municipal,X,X,,,,,,,,,,,X,
2016,13048,City of Mountain Lake - (MN),M,Municipal,X,X,,,,,,,,,,,X,
2016,13050,"Mountain Parks Electric, Inc",C,Cooperative,,X,,X,X,,,X,,X,,X,X,X
2016,13057,City of Mountain View - (MO),M,Municipal,X,,,,,,,,,,,,X,
2016,13058,"Mountain View Elec Assn, Inc",C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2016,13073,"Mt Wheeler Power, Inc",C,Cooperative,,X,,X,,,,X,X,X,,X,X,X
2016,13090,Village of Mullen - (NE),M,Municipal,X,,,,,,,,,,,,X,
2016,13095,City of Mulvane - (KS),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13100,Municipal Electric Authority,A,Municipal Mktg Authority,,,,,,,,,,X,,,,X
2016,13119,City of Murfreesboro,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2016,13137,City of Murray - (UT),M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2016,13138,City of Murray - (KY),M,Municipal,,X,,X,X,,,,X,X,,X,X,X
2016,13143,Board of Water Electric & Communications,M,Municipal,,X,,X,,X,,X,,X,X,X,X,X
2016,13144,City of Muscle Shoals,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2016,13145,Village of Muscoda - (WI),M,Municipal,,X,,X,X,,,X,,X,X,X,X,X
2016,13149,City of Needles - (CA),M,Municipal,X,,,,,,,,,,,,X,
2016,13190,"N W Electric Power Coop, Inc",C,Cooperative,,,,,,,,,,X,,,,X
2016,13196,Northern Plains Electric Coop,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2016,13201,"Naknek Electric Assn, Inc",C,Cooperative,X,,,,,,,,,,,,X,
2016,13205,"New Enterprise R E C, Inc",C,Cooperative,X,X,,,,,,,,,,,X,
2016,13206,Nantucket Electric Co,I,Investor Owned,,X,,X,,,,X,,X,X,X,X,X
2016,13208,City of Naperville - (IL),M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2016,13209,City of Napoleon - (OH),M,Municipal,,X,,X,,,,X,,X,,X,X,X
2016,13211,Napakiak Ircinraq Power Co,I,Investor Owned,X,,,,,,,,,,,,X,
2016,13214,The Narragansett Electric Co,I,Investor Owned,,X,,X,,X,,X,X,X,X,X,X,X
2016,13216,Nashville Electric Service,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2016,13219,City of Nashwauk - (MN),M,Municipal,X,,,,,,,,,,,,X,
2016,13227,Natchez Trace Elec Power Assn,C,Cooperative,,X,,X,,,,,X,X,X,X,X,X
2016,13228,City of Natchitoches,M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13233,City of Neligh - (NE),M,Municipal,,X,,X,,,,,X,X,,X,X,X
2016,13286,New Hampton Village Precinct,M,Municipal,X,,,,,,,,,,,,X,
2016,13292,Norris Electric Coop,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2016,13314,Navajo Tribal Utility Authority,S,State,,X,,X,,,,,,X,X,X,X,X
2016,13318,"Navopache Electric Coop, Inc",C,Cooperative,,X,,X,X,,,X,X,X,,X,X,X
2016,13332,"Navarro County Elec Coop, Inc",C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2016,13334,City of Nebraska City,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2016,13337,Nebraska Public Power District,P,Political Subdivision,,X,X,X,X,X,,X,,X,X,X,X,X
2016,13352,City of Negaunee,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2016,13355,New England Hydro-Tran Elec Co,I,Investor Owned,,,,,,,,,,X,,,,X
2016,13356,New England Hydro-Trans Corp,I,Investor Owned,,,,,,,,,,X,,,,X
2016,13374,"Constellation NewEnergy, Inc",R,Retail Power Marketer,,,,,,,,,,X,,X,,X
2016,13375,City of Nelson - (NE),M,Municipal,X,,,,,,,,,,,,X,
2016,13380,City of Neodesha - (KS),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13382,City of Neola - (IA),M,Municipal,X,X,,,,,,,,,,,X,
2016,13386,"Nemaha-Marshall E C A, Inc",C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,13387,"Nespelem Valley Elec Coop, Inc",C,Cooperative,X,X,,,,,,,,,,,X,
2016,13388,Nephi City Corporation,M,Municipal,X,X,,,,,,,,,,,X,
2016,13402,Nevada Irrigation District,P,Political Subdivision,,,,,,,,,,X,,,,X
2016,13407,Nevada Power Co,I,Investor Owned,,X,X,X,X,X,,X,,X,X,X,X,X
2016,13412,City of New Albany - (MS),M,Municipal,,X,,X,X,,,,X,X,,X,X,X
2016,13416,City of New Bern - (NC),M,Municipal,,X,,X,,,,,,X,X,X,X,X
2016,13418,City of New Braunfels - (TX),M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2016,13420,Village of New Bremen - (OH),M,Municipal,X,,,,,,,,,,,,X,
2016,13423,Town of New Carlisle- (IN),M,Municipal,X,X,,,,,,,,,,,X,
2016,13424,New Castle Municipal Serv Comm,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2016,13433,New England Power Company,I,Investor Owned,,,,,,,,,,X,,,,X
2016,13437,City of Newbern,M,Municipal,,X,,X,X,,,,,X,,X,X,X
2016,13438,Village of New Glarus - (WI),M,Municipal,,X,,X,X,,,X,X,X,,X,X,X
2016,13441,New Hampshire Elec Coop Inc,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2016,13444,City of New Hampton - (IA),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13448,City of New Holstein - (WI),M,Municipal,,X,,X,X,,,X,X,X,X,X,X,X
2016,13464,Village of New Knoxville - (OH),M,Municipal,X,,,,,,,,,,,,X,
2016,13465,City of Nielsville - (MN),M,Municipal,X,,,,,,,,,,,,X,
2016,13466,City of New Lisbon,M,Municipal,X,X,,,,,,,,,,,X,
2016,13467,New London Electric&Water Util,M,Municipal,,X,,X,X,,,,,X,,X,X,X
2016,13468,New London Municipal Utilities,M,Municipal,X,,,,,,,,,,,,X,
2016,13470,City of New Madrid - (MO),M,Municipal,X,,,,,,,,,,,,X,
2016,13471,City of New Martinsville - (WV),M,Municipal,X,X,,,,,,,,,,,X,
2016,13477,Nelson Lagoon Elec Coop Inc,C,Cooperative,X,,,,,,,,,,,,X,
2016,13478,Entergy New Orleans Inc,I,Investor Owned,,X,X,X,,X,,X,,X,X,X,X,X
2016,13480,New Prague Utilities Comm,M,Municipal,,X,X,X,,X,,,X,X,X,X,X,X
2016,13481,City of New Richmond,M,Municipal,,X,,X,X,,,X,,X,,X,X,X
2016,13482,New River Light & Power Co,S,State,,X,,X,,,,,,X,X,X,X,X
2016,13483,City of New Roads - (LA),M,Municipal,X,,,,,,,,,,,,X,
2016,13485,New Smyrna Beach City of,M,Municipal,,X,X,X,,,,X,,X,X,X,X,X
2016,13488,New Ulm Public Utilities Comm,M,Municipal,,X,,X,,X,,X,,X,X,X,X,X
2016,13489,Borough of New Wilmington - (PA),M,Municipal,X,X,,,,,,,,,,,X,
2016,13495,City of Newfolden - (MN),M,Municipal,X,,,,,,,,,,,,X,
2016,13511,New York State Elec & Gas Corp,I,Investor Owned,,X,X,X,X,X,,X,X,X,X,X,X,X
2016,13519,City of Newark - (DE),M,Municipal,,X,,X,,,,X,,X,,X,X,X
2016,13520,"New-Mac Electric Coop, Inc",C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2016,13521,City of Newberry - (FL),M,Municipal,X,X,,,,,,,,,,,X,
2016,13523,City of Newberry - (SC),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13524,"Newberry Electric Coop, Inc",C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2016,13525,Newberry Water & Light Board,M,Municipal,X,,,,,,,,,,,,X,
2016,13527,City of Newburg - (MO),M,Municipal,X,,,,,,,,,,,,X,
2016,13530,City of Newkirk - (OK),M,Municipal,X,,,,,,,,,,,,X,
2016,13539,New York Mun Power Agency,A,Municipal Mktg Authority,,,,,,,,,,X,,,,X
2016,13547,"Newnan Wtr, Sewer & Light Comm",M,Municipal,,X,,X,,,,,,X,X,X,X,X
2016,13550,City of Newport,M,Municipal,,X,,X,X,,,,X,X,,X,X,X
2016,13560,City of Newton - (IL),M,Municipal,X,,,,,,,,,,,,X,
2016,13561,City of Newton - (NC),M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2016,13563,City of Newton Falls - (OH),M,Municipal,X,,,,,,,,,,,,X,
2016,13566,Newton County Rural E M C,C,Cooperative,X,,,,,,,,,,,,X,
2016,13570,Ninnescah Rural E C A Inc,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2016,13573,Niagara Mohawk Power Corp.,I,Investor Owned,,X,X,X,X,X,,X,,X,X,X,X,X
2016,13577,City of Nicholasville - (KY),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13602,City of Niles - (OH),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13603,City of Newton - (TX),M,Municipal,X,,,,,,,,,,,,X,
2016,13604,City of Niles - (MI),M,Municipal,,X,,X,,X,,,,X,,X,X,X
2016,13610,Niobrara Valley El Member Corp,C,Cooperative,,X,X,X,,,,X,,X,,X,X,X
2016,13630,North Carolina Mun Power Agny #1,A,Municipal Mktg Authority,,,X,,,X,,,,X,,,,X
2016,13640,Northern Virginia Elec Coop,C,Cooperative,,X,X,X,X,,,X,X,X,X,X,X,X
2016,13642,Nome Joint Utility Systems,M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13646,City of Norcross- (GA),M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13647,Noble County R E M C,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,13651,Nolin Rural Electric Coop Corp,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,13664,Norris Public Power District,P,Political Subdivision,,X,X,X,,X,,X,,X,X,X,X,X
2016,13669,North Alabama Electric Coop,C,Cooperative,,X,,X,,,,,X,X,,X,X,X
2016,13670,"Northeast Texas Elec Coop, Inc",C,Cooperative,,,,,,,,,,X,,,,X
2016,13675,Nishnabotna Valley R E C,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,13676,"North Arkansas Elec Coop, Inc",C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2016,13679,Town of North Attleborough - (MA),M,Municipal,,X,,X,,,,X,X,X,X,X,X,X
2016,13681,North Branch Water & Light Comm,M,Municipal,X,X,,,,,,,,,,,X,
2016,13683,North Carolina El Member Corp,C,Cooperative,,,X,,,,,,,X,,,,X
2016,13684,Nobles Cooperative Electric,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2016,13685,"Niobrara Electric Assn, Inc",C,Cooperative,X,X,,,,,,,,,,,X,
2016,13687,North Carolina Eastern M P A,A,Municipal Mktg Authority,,,X,,,X,,,,X,,,X,X
2016,13690,North Central MO Elec Coop Inc,C,Cooperative,,X,X,X,,,,X,,X,,X,X,X
2016,13693,"North Central Elec Coop, Inc",C,Cooperative,,X,,X,X,,,,,X,X,X,X,X
2016,13694,"North Central Elec Coop, Inc",C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2016,13697,North Central Power Co Inc,I,Investor Owned,,X,,X,X,,,X,,X,,X,X,X
2016,13698,North Central Public Pwr Dist,P,Political Subdivision,,X,X,X,X,X,,X,,X,X,X,X,X
2016,13700,North Itasca Electric Coop Inc,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2016,13704,"North Western Elec Coop, Inc",C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,13716,North Georgia Elec Member Corp,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2016,13718,City of North Little Rock - (AR),M,Municipal,,X,,X,X,,,X,,X,X,X,X,X
2016,13725,City of North Platte,M,Municipal,,X,X,X,,X,,,,X,,X,X,X
2016,13726,North Shore Towers Apts Inc,C,Cooperative,,X,,,,,,,,X,,X,,X
2016,13730,City of North St Paul - (MN),M,Municipal,,X,,X,X,,,,,X,X,X,X,X
2016,13731,"North Star Electric Coop, Inc",C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2016,13734,Northeast Oklahoma Electric Co,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2016,13735,Northcentral Mississippi E P A,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2016,13738,Northeast Missouri El Pwr Coop,T,Transmission,,,,,,,,,,X,,,,X
2016,13739,Northeast Power,P,Political Subdivision,,X,,X,X,X,,X,,X,,X,X,X
2016,13749,"NorVal Electric Cooperative, Inc",C,Cooperative,X,X,,,,,,,,,,,X,
2016,13750,"Northern Electric Coop, Inc",C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2016,13756,Northern Indiana Pub Serv Co,I,Investor Owned,,X,,X,,X,,X,,X,,X,X,X
2016,13757,North Plains Electric Coop Inc,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2016,13758,"Northern Lights, Inc",C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2016,13762,"Northern Neck Elec Coop, Inc",C,Cooperative,,X,X,X,X,,,X,,X,,X,X,X
2016,13777,Northern Rio Arriba E Coop Inc,C,Cooperative,X,X,,,,,,,,,,,X,
2016,13780,Northern States Power Co,I,Investor Owned,,X,X,X,X,X,,,,X,X,X,X,X
2016,13781,Northern States Power Co - Minnesota,I,Investor Owned,,X,X,X,X,X,,X,,X,X,X,X,X
2016,13782,City of New Ross - (IN),M,Municipal,X,,,,,,,,,,,,X,
2016,13783,Northeast Louisiana Power Coop Inc.,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2016,13788,Northern Wasco County PUD,P,Political Subdivision,,X,,X,,X,,X,,X,X,X,X,X
2016,13789,Village of Northfield - (VT),M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2016,13798,Northwest Iowa Power Coop,C,Cooperative,,,X,,,X,,,,X,,,,X
2016,13799,Prairie Land Electric Coop Inc,C,Cooperative,,X,,X,X,,,X,,X,,X,X,X
2016,13805,Northwest Rural Pub Pwr Dist,P,Political Subdivision,,X,X,X,X,,,,,X,X,X,X,X
2016,13807,Northwestern Electric Coop Inc - (OK),C,Cooperative,,X,,X,,,,,X,X,,X,X,X
2016,13809,NorthWestern Energy - (SD),I,Investor Owned,,X,,X,,X,,,,X,X,X,X,X
2016,13815,Northwestern Wisconsin Elec Co,I,Investor Owned,,X,X,X,X,,,X,,X,,X,X,X
2016,13816,City of Northwood - (ND),M,Municipal,X,X,,,,,,,,,,,X,
2016,13819,City of Norton,M,Municipal,X,,,,,,,,,,,,X,
2016,13825,Norwalk Third Taxing District,M,Municipal,,X,,X,,,,,,X,,X,X,X
2016,13826,City of Norway,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2016,13830,Nueces Electric Cooperative,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2016,13831,City of Norwich - (CT),M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2016,13838,"Northfork Electric Coop, Inc",C,Cooperative,,X,X,X,,X,,X,,X,X,X,X,X
2016,13839,City of Norwood - (MA),M,Municipal,,X,X,X,,X,,,,X,,X,X,X
2016,13853,Oahe Electric Coop Inc,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2016,13870,"Nushagak Electric Coop, Inc",C,Cooperative,X,X,,,,,,,,,,,X,
2016,13931,Town of Oak City - (NC),M,Municipal,X,,,,,,,,,,,,X,
2016,13932,Village of Oak Harbor - (OH),M,Municipal,X,X,,,,,,,,,,,X,
2016,13933,City of Oak Ridge,M,Municipal,,X,,X,X,,,,X,X,,X,X,X
2016,13934,Ocmulgee Electric Member Corp,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2016,13935,Oakdale&South San Joaquin Irrigation D.,P,Political Subdivision,,,,,,,,,,X,,,,X
2016,13936,Oakdale Electric Coop,C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2016,13948,City of Oberlin - (KS),M,Municipal,X,X,,,,,,,,,,,X,
2016,13949,City of Oberlin - (OH),M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2016,13950,Village of Obetz - (OH),M,Municipal,X,,,,,,,,,,,,X,
2016,13955,City of Ocala,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2016,13959,Occidental Power Marketing LP,R,Retail Power Marketer,,,,,,,,,,,,,,
2016,13961,Ocotillo Water Conserv. Dist.,P,Political Subdivision,X,,,,,,,,,,,,X,
2016,13962,Oconee Electric Member Corp,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2016,13963,Oconomowoc Utilities,M,Municipal,,X,,X,X,,,X,X,X,X,X,X,X
2016,13964,Oconto Electric Cooperative,C,Cooperative,,X,,X,,,,,X,X,,X,X,X
2016,13965,Oconto Falls Water & Light Comm,M,Municipal,,X,,X,X,,,,,X,,X,X,X
2016,13966,City of Olustee,M,Municipal,X,,,,,,,,,,,,X,
2016,13971,City of Odessa - (MO),M,Municipal,X,,,,,,,,,,,,X,
2016,13990,City of Ogden - (IA),M,Municipal,X,X,,,,,,,,,,,X,
2016,13993,City of Oglesby - (IL),M,Municipal,X,X,,,,,,,,,,,X,
2016,13994,Oglethorpe Power Corporation,C,Cooperative,,,,,,,,,,X,,,,X
2016,13997,Village of Ohio City - (OH),M,Municipal,X,,,,,,,,,,,,X,
2016,13998,Ohio Edison Co,I,Investor Owned,,X,X,X,,X,,X,X,X,X,X,X,X
2016,14006,Ohio Power Co,I,Investor Owned,,X,X,X,X,X,,X,X,X,X,X,X,X
2016,14012,"Ohop Mutual Light Company, Inc",C,Cooperative,,X,,X,,X,,X,,X,,X,X,X
2016,14015,Ohio Valley Electric Corp,I,Investor Owned,,,,,,,,,,X,,X,X,X
2016,14022,Town of Oak City - (UT),M,Municipal,X,,,,,,,,,,,,X,
2016,14054,Town of Oak Creek - (CO),M,Municipal,X,,,,,,,,,,,,X,
2016,14055,PUD No 1 of Okanogan County,P,Political Subdivision,,X,,X,,,,X,,X,X,X,X,X
2016,14057,Okeene Public Works Authority,M,Municipal,X,,,,,,,,,,,,X,
2016,14062,Oklahoma Electric Coop Inc,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2016,14063,Oklahoma Gas & Electric Co,I,Investor Owned,,X,X,X,X,X,,X,,X,X,X,X,X
2016,14074,"Okanogan County Elec Coop, Inc",C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
