"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","OD1","REM"
"99733899999","2019-01-29T13:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0134,1","99999,9,9,N","999999,9,9,9","-0161,1","-0189,1","99999,9","5,99,0149,1,999","SYN046CHII2 46/// /2626 11161 21189 91330 333 91229="
"99733899999","2019-01-29T14:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0118,1","99999,9,9,N","999999,9,9,9","-0161,1","-0191,1","99999,9","5,99,0139,1,999","SYN046CHII2 46/// /2723 11161 21191 91340 333 91227="
"99733899999","2019-01-29T15:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0113,1","99999,9,9,N","999999,9,9,9","-0156,1","-0197,1","99999,9","5,99,0139,1,999","SYN046CHII2 46/// /2622 11156 21197 91450 333 91227="
"99733899999","2019-01-29T16:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0118,1","99999,9,9,N","999999,9,9,9","-0150,1","-0184,1","99999,9","5,99,0139,1,999","SYN046CHII2 46/// /2723 11150 21184 91550 333 91227="
"99733899999","2019-01-29T17:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","250,1,N,0124,1","99999,9,9,N","999999,9,9,9","-0147,1","-0178,1","99999,9","5,99,0144,1,999","SYN046CHII2 46/// /2524 11147 21178 91650 333 91228="
"99733899999","2019-01-29T18:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0129,1","99999,9,9,N","999999,9,9,9","-0147,1","-0194,1","99999,9","5,99,0144,1,999","SYN046CHII2 46/// /2625 11147 21194 91750 333 91228="
"99733899999","2019-01-29T19:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0108,1","99999,9,9,N","999999,9,9,9","-0142,1","-0195,1","99999,9","5,99,0124,1,999","SYN046CHII2 46/// /2621 11142 21195 91850 333 91224="
"99733899999","2019-01-29T20:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0154,1","99999,9,9,N","999999,9,9,9","-0145,1","-0212,1","99999,9","5,99,0170,1,999","SYN046CHII2 46/// /2630 11145 21212 91950 333 91233="
"99733899999","2019-01-29T21:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","280,1,N,0129,1","99999,9,9,N","999999,9,9,9","-0148,1","-0204,1","99999,9","5,99,0149,1,999","SYN046CHII2 46/// /2825 11148 21204 92050 333 91229="
"99733899999","2019-01-29T22:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0124,1","99999,9,9,N","999999,9,9,9","-0152,1","-0186,1","99999,9","5,99,0160,1,999","SYN046CHII2 46/// /2624 11152 21186 92220 333 91231="
"99733899999","2019-01-29T23:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0124,1","99999,9,9,N","999999,9,9,9","-0150,1","-0195,1","99999,9","5,99,0154,1,999","SYN046CHII2 46/// /2724 11150 21195 92250 333 91230="
"99733899999","2019-01-30T00:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0144,1","99999,9,9,N","999999,9,9,9","-0168,1","-0210,1","99999,9","5,99,0170,1,999","SYN046CHII2 46/// /2628 11168 21210 90000 333 91233="
"99733899999","2019-01-30T01:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0139,1","99999,9,9,N","999999,9,9,9","-0173,1","-0217,1","99999,9","5,99,0160,1,999","SYN046CHII2 46/// /2627 11173 21217 90050 333 91231="
"99733899999","2019-01-30T02:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","280,1,N,0124,1","99999,9,9,N","999999,9,9,9","-0181,1","-0223,1","99999,9","5,99,0139,1,999","SYN046CHII2 46/// /2824 11181 21223 90150 333 91227="
"99733899999","2019-01-30T03:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","280,1,N,0129,1","99999,9,9,N","999999,9,9,9","-0189,1","-0234,1","99999,9","5,99,0144,1,999","SYN046CHII2 46/// /2825 11189 21234 90300 333 91228="
"99733899999","2019-01-30T04:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0124,1","99999,9,9,N","999999,9,9,9","-0192,1","-0236,1","99999,9","5,99,0144,1,999","SYN046CHII2 46/// /2724 11192 21236 90350 333 91228="
"99733899999","2019-01-30T05:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","260,1,N,0124,1","99999,9,9,N","999999,9,9,9","-0200,1","-0254,1","99999,9","5,99,0154,1,999","SYN046CHII2 46/// /2624 11200 21254 90450 333 91230="
"99733899999","2019-01-30T06:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","270,1,N,0144,1","99999,9,9,N","999999,9,9,9","-0212,1","-0273,1","99999,9","5,99,0154,1,999","SYN046CHII2 46/// /2728 11212 21273 90550 333 91230="
"99733899999","2019-01-30T07:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","280,1,N,0149,1","99999,9,9,N","999999,9,9,9","-0226,1","-0276,1","99999,9","5,99,0175,1,999","SYN046CHII2 46/// /2829 11226 21276 90650 333 91234="
"99733899999","2019-01-30T08:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","280,1,N,0134,1","99999,9,9,N","999999,9,9,9","-0239,1","-0302,1","99999,9","5,99,0165,1,999","SYN046CHII2 46/// /2826 11239 21302 90750 333 91232="
"99733899999","2019-01-30T09:00:00","4","42.0","-87.5","202.0","CHICAGO, IL US","FM-13","99999","V020","280,1,N,0149,1","99999,9,9,N","999999,9,9,9","-0258,1","-0310,1","99999,9","5,99,0175,1,999","SYN046CHII2 46/// /2829 11258 21310 90850 333 91234="
