Data Year,Utility Number,Utility Name,Short Form,Ownership Code,Ownership,Monthly,Advanced Metering,Delivery Company,Demand Response,Distribution Systems,Dynamic Pricing,Energy Efficiency,Mergers,Net Metering,Non Net Metering Distributed,Operational Data,Reliablity,Sales to Ultimate Customers,Service Territory,Utility Data
2020,6396,City of Flatonia - (TX),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6411,Flint Electric Membership Corp,,C,Cooperative,,X,,X,X,X,,,X,,X,X,X,X,X
2020,6417,City of Flora - (IL),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6418,Town of Fleming - (CO),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6422,City of Florence - (AL),,M,Municipal,X,X,,,X,X,,,,X,X,,X,X,X
2020,6424,Florence Utility Comm,,M,Municipal,,X,,,X,X,,,X,,X,X,X,X,X
2020,6425,Flora Utilities,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6427,City of Floresville,,M,Municipal,,X,,,X,,,,X,,X,X,X,X,X
2020,6431,"Flint Hills Rural E C A, Inc",Y,C,Cooperative,,X,,,,X,,,,X,,,,X,
2020,6442,Fleming-Mason Energy Coop Inc,,C,Cooperative,,X,,,X,X,,,X,,X,X,X,X,X
2020,6443,"Florida Keys El Coop Assn, Inc",,C,Cooperative,,X,,,X,,,,X,,X,X,X,X,X
2020,6452,Florida Power & Light Co,,I,Investor Owned,X,X,,X,X,,X,,X,X,X,X,X,X,X
2020,6455,"Duke Energy Florida, LLC",,I,Investor Owned,X,X,,X,X,X,X,X,X,X,X,X,X,X,X
2020,6457,Florida Public Utilities Co,,I,Investor Owned,X,X,,,X,X,X,,X,,X,X,X,X,X
2020,6458,Energy Harbor Corp.,,R,Retail Power Marketer,X,,,,,,,,,,X,,X,,X
2020,6472,City of Floydada - (TX),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6491,Foley Board of Utilities,,M,Municipal,,X,,,X,,,,X,,X,X,X,X,X
2020,6496,City of Fonda - (IA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6501,City of Fontanelle - (IA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6509,Town of Fort Laramie- (WY),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6567,Florida Municipal Power Agency,,M,Municipal,,,,,,,,,,,X,,,,X
2020,6579,City of Forest City- (IA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6580,Town of Forest City,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6582,City of Forest Grove,,M,Municipal,,X,,,X,X,,,X,,X,X,X,X,X
2020,6598,City of Forsyth - (GA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6604,City of Fort Collins - (CO),,M,Municipal,X,X,,X,X,X,X,,X,X,X,X,X,X,X
2020,6608,Fort Loudoun Electric Coop,,C,Cooperative,,X,,,X,X,,,,X,X,X,X,X,X
2020,6609,City of Fort Meade - (FL),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6610,City of Fort Morgan,,M,Municipal,,X,,,X,,,,,,X,,X,X,X
2020,6611,Fort Belknap Electric Coop Inc,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,6612,Fort Payne Improvement Authority,,M,Municipal,,X,,,X,X,,,,X,X,,X,X,X
2020,6613,Town of Fountain - (NC),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6615,City of Fort Pierre - (SD),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6616,Fort Pierce Utilities Authority,,M,Municipal,,X,,,X,,X,,X,,X,X,X,X,X
2020,6617,Fort Valley Utility Comm,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6618,Town of Fort Supply - (OK),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6627,City of Fosston - (MN),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6638,City of Fountain,,M,Municipal,,X,,,X,X,,,X,,X,,X,X,X
2020,6640,Four County Elec Member Corp,,C,Cooperative,,X,,X,X,X,X,,X,,X,X,X,X,X
2020,6641,4-County Electric Power Assn,,C,Cooperative,X,X,,,X,X,,,,X,X,X,X,X,X
2020,6707,City of Frankfort - (IN),,M,Municipal,,X,,,X,,,,,,X,,X,X,X
2020,6708,City of Frankfort - (KY),,M,Municipal,,X,,,X,,,,X,,X,X,X,X,X
2020,6709,Easley Combined Utility System,,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X,X
2020,6710,Town of Edenton - (NC),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6711,Village of Frankfort - (NY),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6715,City of Franklin - (VA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6716,PUD No 1 of Franklin County,,P,Political Subdivision,,X,,,X,,,,,,X,X,X,X,X
2020,6717,Franklin Electric Coop - (AL),,C,Cooperative,,X,,,X,X,,,,X,X,,X,X,X
2020,6718,City of Franklin - (KY),,M,Municipal,,X,,,X,X,,,,X,X,,X,X,X
2020,6722,Franklin Rural Electric Coop - (IA),Y,C,Cooperative,,X,,,,,,,,X,,,,X,
2020,6723,City of Franklin - (NE),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6735,Town of Frankton - (IN),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6750,City of Frederick - (OK),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6753,City of Fredonia - (AZ),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6758,City of Fredericksburg - (TX),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6759,City of Fredericksburg - (IA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6761,City of Fredericktown - (MO),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6762,City of Fredonia - (KS),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6764,Village of Freeburg - (IL),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6775,Village of Freeport - (NY),,M,Municipal,,X,,,X,,,,,,X,X,X,X,X
2020,6779,City of Fremont - (NE),,M,Municipal,X,X,,X,X,X,X,,X,X,X,X,X,X,X
2020,6780,Town of Fremont - (NC),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6782,Freeborn-Mower Electric Cooperative,,C,Cooperative,,X,,X,X,X,X,,X,,X,X,X,X,X
2020,6784,French Broad Elec Member Corp,,C,Cooperative,,X,,,X,,X,,X,X,X,X,X,X,X
2020,6793,City of Friend - (NE),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6803,Town of Front Royal,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6804,Frontier Power Company,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,6839,City of Fulton - (MO),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6840,City of Fulton - (KY),,M,Municipal,,X,,,X,X,,,,X,X,,X,X,X
2020,6848,Fulton County Rural E M C,Y,C,Cooperative,,X,,,,,,,,X,,,,X,
2020,6866,"G & K, Inc",Y,I,Investor Owned,,,,,,,,,,,,,,X,
2020,6894,City of Gaffney - (SC),,M,Municipal,,X,,,X,,,,X,X,X,X,X,X,X
2020,6896,City of Galt,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6907,City of Greendale,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6909,Gainesville Regional Utilities,,M,Municipal,,X,,,X,X,X,,X,X,X,X,X,X,X
2020,6914,City of Galion,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6915,Galena Electric Utility,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6923,City of Gallatin - (TN),,M,Municipal,,X,,,X,X,,,,X,X,X,X,X,X
2020,6924,City of Gallatin - (MO),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6930,City of Gallup - (NM),Y,M,Municipal,,X,,,,X,,,,,,,,X,
2020,6931,City of Galva - (KS),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6941,City of Garden City,,M,Municipal,,X,,,X,,,,,,X,,X,X,X
2020,6949,City of Gardner - (KS),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,6950,Garland Light & Power Company,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,6957,"Garkane Energy Coop, Inc",,C,Cooperative,,X,,,X,X,,,X,,X,X,X,X,X
2020,6958,City of Garland - (TX),,M,Municipal,,X,,,X,,,,,,X,X,X,X,X
2020,6965,City of Garnett - (KS),Y,M,Municipal,,,,,,,,,,X,,,,X,
2020,6970,City of Garrett,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,6993,City of Gas City - (IN),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7004,"Buckeye Power, Inc",,C,Cooperative,,,,X,,,X,,X,X,X,,,,X
2020,7024,Gascosage Electric Coop,,C,Cooperative,,X,,,X,X,,,X,,X,,X,X,X
2020,7027,City of Gastonia - (NC),,M,Municipal,,X,,,X,X,,,,X,X,X,X,X,X
2020,7048,City of Geary - (OK),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7084,City of Declo - (ID),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7090,GreyStone Power Corporation,,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X,X
2020,7095,City of Geneseo - (IL),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7096,City of Geneva- (IL),,M,Municipal,,X,,,X,X,,,X,,X,X,X,X,X
2020,7100,Village of Genoa - (OH),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7128,City of Georgetown - (SC),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7129,City of Georgetown - (TX),,M,Municipal,,X,,,X,,,,X,,X,X,X,X,X
2020,7130,Town of Georgetown - (MA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7131,Village of Georgetown - (OH),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7140,Georgia Power Co,,I,Investor Owned,X,X,,X,X,X,X,,,X,X,X,X,X,X
2020,7149,City of Gering - (NE),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7174,Gibson Electric Members Corp,,C,Cooperative,X,X,,,X,X,,,,X,X,X,X,X,X
2020,7184,City of Giddings - (TX),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7194,City of Gilbert,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7197,Georgia Transmission Corp,,T,Transmission,,,,,,,,,,,X,,,,X
2020,7200,City of Gilman City - (MO),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7222,City of Gillette - (WY),,M,Municipal,X,X,,,X,,,,X,,X,X,X,X,X
2020,7249,City of Giltner - (NE),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7256,Borough of Girard - (PA),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7257,City of Girard - (KS),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7262,"Glacier Electric Coop, Inc",Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,7264,"Glades Electric Coop, Inc",,C,Cooperative,,X,,,X,X,X,,X,X,X,X,X,X,X
2020,7265,City of Gladstone,,M,Municipal,,X,,,X,,,,X,,X,,X,X,X
2020,7269,City of Glasco - (KS),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7270,City of Glasgow - (KY),,M,Municipal,,X,,,X,X,,,,X,X,X,X,X,X
2020,7279,"NextEra Energy Services, LLC",,R,Retail Power Marketer,X,,,,,X,,,,,X,,X,,X
2020,7287,City of Glen Elder - (KS),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7292,Glencoe Light & Power Comm,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7294,City of Glendale - (CA),,M,Municipal,,X,,X,X,X,X,,X,X,X,X,X,X,X
2020,7295,City of Glidden - (IA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7300,City of Glenwood Springs - (CO),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7303,Raccoon Valley Electric Cooperative,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,7311,Village of Glouster - (OH),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7318,"Goldenwest Electric Coop, Inc",Y,C,Cooperative,,,,,,,,,,,,,,X,
2020,7349,"Golden Spread Electric Cooperative, Inc",,C,Cooperative,,,,X,,,,,,,X,,,,X
2020,7353,Golden Valley Elec Assn Inc,,C,Cooperative,X,X,,,X,,X,,X,X,X,X,X,X,X
2020,7359,Borough of Goldsboro - (PA),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7368,City of Goldthwaite - (TX),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7370,City of Gonzales - (TX),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7374,City of Goodland - (KS),Y,M,Municipal,,X,,,,,,,,X,,,,X,
2020,7411,City of Gothenburg - (NE),Y,M,Municipal,,X,,,,X,,,,X,,,,X,
2020,7419,City of Goldsmith - (TX),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7424,Gowrie Municipal Utilities,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7441,Goltry Public Works Authority,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7442,Grafton Electric - (IA),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7443,City of Graettinger - (IA),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7444,City of Grafton - (ND),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7445,Village of Grafton - (OH),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7450,Grady Electric Membership Corp,,C,Cooperative,,X,,,X,,,,X,,X,X,X,X,X
2020,7456,Graham County Electric Coop Inc,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,7460,Goodhue County Coop Elec Assn,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,7478,Town of Granada - (CO),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7480,City of Granbury - (TX),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7483,City of Grand Haven - (MI),,M,Municipal,,X,,,X,X,X,,X,X,X,X,X,X,X
2020,7484,"Grand Electric Coop, Inc",Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,7485,City of Grant - (NE),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7486,City of Grand Junction - (IA),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7487,City of Grand Marais - (MN),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7489,Grand Rapids Public Util Comm,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7490,Grand River Dam Authority,,S,State,X,X,,,X,X,,,,,X,X,X,X,X
2020,7494,City of Granite Falls - (MN),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7496,Town of Granite Falls - (NC),Y,M,Municipal,,,,,,X,,,,,,,,X,
2020,7501,City of Granite - (OK),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7515,City of Grantville - (GA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7548,PUD No 1 of Grays Harbor County,,P,Political Subdivision,,X,,,X,X,X,,X,,X,X,X,X,X
2020,7554,Green Mountain Energy Company,,R,Retail Power Marketer,X,,,,,,,,,,X,,X,,X
2020,7558,Grayson Rural Electric Coop Corp,,C,Cooperative,,X,,,X,X,,,X,,X,X,X,X,X
2020,7559,"Grayson-Collin Elec Coop, Inc",,C,Cooperative,,X,,,X,,,,X,,X,X,X,X,X
2020,7561,"Greenbelt Electric Coop, Inc",,C,Cooperative,,X,,,X,,,,,,X,,X,X,X
2020,7563,Grand Valley Power,,C,Cooperative,,X,,,X,X,X,,X,X,X,X,X,X,X
2020,7570,Great River Energy,,C,Cooperative,,,,X,,,X,,,,X,,,,X
2020,7593,City of Green Cove Springs,Y,M,Municipal,,X,,,,,,,,X,,,,X,
2020,7600,Village of Green Island - (NY),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7601,Green Mountain Power Corp,,I,Investor Owned,X,X,,X,X,X,,,X,X,X,X,X,X,X
2020,7624,Village of Greene - (NY),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7625,City of Greeneville - (TN),,M,Municipal,X,X,,,X,X,,,,X,X,X,X,X,X
2020,7626,City of Greenfield - (IA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7627,City of Greenfield - (IN),,M,Municipal,,X,,,X,,,,,,X,X,X,X,X
2020,7630,Village of Greenport - (NY),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7631,City of Greensburg - (KS),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7633,Village of Greenup - (IL),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7634,City of Greenville - (TX),,M,Municipal,,X,,X,X,X,X,,X,,X,X,X,X,X
2020,7639,Greenville Utilities Comm,,M,Municipal,,X,,,X,,,,X,,X,X,X,X,X
2020,7643,Village of Greenwich - (OH),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7646,Greenwood CPW,,M,Municipal,,X,,,X,,,,,,X,,X,X,X
2020,7650,Village of Greenwood - (NE),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7651,Greenwood Utilities Comm,,M,Municipal,,X,,,X,,,,,,X,X,X,X,X
2020,7654,Greer Commission of Public Wks,,M,Municipal,,X,,,X,,,,X,,X,X,X,X,X
2020,7665,Village of Gresham - (WI),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7677,City of Gridley - (CA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7679,City of Griffin - (GA),,M,Municipal,,X,,,X,,,,X,,X,,X,X,X
2020,7712,City of Groton - (SD),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7713,Village of Groton - (NY),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7715,Town of Groton - (MA),Y,M,Municipal,,X,,,,X,,,,,,,,X,
2020,7716,Groton Dept of Utilities - (CT),,M,Municipal,X,X,,,X,,X,,X,,X,X,X,X,X
2020,7719,Borough of Grove City - (PA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7720,"Grundy Electric Coop, Inc",Y,C,Cooperative,,X,,,,,,,,X,,,,X,
2020,7723,Town of Groveland - (MA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7732,City of Grove City,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7743,Grundy Center Mun Light & Power,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7750,Guthrie County Rural E C A,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,7751,Guadalupe Blanco River Authority,,S,State,,,,,,,,,,,X,,,,X
2020,7752,Guadalupe Valley Elec Coop Inc,,C,Cooperative,,X,,X,X,X,X,,X,,X,X,X,X,X
2020,7759,Town of Guernsey - (WY),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7760,Town of Gueydan,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7785,"Gulf Coast Electric Coop, Inc",,C,Cooperative,,X,,X,X,,X,,X,,X,X,X,X,X
2020,7787,Gunnison County Elec Assn.,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,7801,Gulf Power Co,,I,Investor Owned,X,X,,,X,X,X,,X,X,X,X,X,X,X
2020,7826,City of Gunnison - (CO),Y,M,Municipal,,X,,,,X,,,,,,,,X,
2020,7827,Guntersville Electric Board,,M,Municipal,,X,,,X,X,,,,X,X,,X,X,X
2020,7833,Gwitchyaa Zhee Utility Co,Y,I,Investor Owned,,,,,,,,,,,,,,X,
2020,7837,City of Guttenberg,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7864,Grundy County Rural Elec Coop,Y,C,Cooperative,,X,,,,,,,,X,,,,X,
2020,7870,H-D Electric Coop Inc,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,7887,Habersham Electric Membership Corp,,C,Cooperative,,X,,,X,,,,X,,X,X,X,X,X
2020,7891,Guernsey-Muskingum El Coop Inc,,C,Cooperative,,X,,,X,,,,X,,X,X,X,X,X
2020,7907,City of Hagerstown - (IN),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7908,Hagerstown Light Department,,M,Municipal,,X,,,X,,,,X,,X,,X,X,X
2020,7958,City of Hallettsville - (TX),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,7969,City of Halstad - (MN),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7973,Village of Hamersville - (OH),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7977,City of Hamilton - (OH),,M,Municipal,,X,,X,X,X,,,,X,X,X,X,X,X
2020,7978,Halifax Electric Member Corp,Y,C,Cooperative,,X,,,,,,,,X,,,,X,
2020,7979,Hamilton County Elec Coop Assn,,C,Cooperative,,X,,,X,,,,X,,X,,X,X,X
2020,7995,Village of Hamilton - (NY),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,7996,Town of Hamilton - (NC),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8000,NineStar Connect,,C,Cooperative,,X,,,X,,,,,,X,X,X,X,X
2020,8022,City of Hampton - (GA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8034,Hancock-Wood Electric Coop Inc,,C,Cooperative,,X,,,X,,,,,,X,X,X,X,X
2020,8055,City of Hannibal - (MO),,M,Municipal,,X,,,X,,,,X,,X,X,X,X,X
2020,8063,Village of Hampton - (NE),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8083,City of Harbor Springs - (MI),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8104,Town of Hardwick,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8122,Harlan Municipal Utilities - (IA),Y,M,Municipal,,X,,,,X,,,,,,,,X,
2020,8131,City of Harmony - (MN),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8139,Harquahala Valley Pwr District,Y,P,Political Subdivision,,,,,,,,,,,,,,X,
2020,8147,City of Harriman - (TN),,M,Municipal,,X,,,X,X,,,,X,X,X,X,X,X
2020,8179,Harrison County Rural E M C,,C,Cooperative,,X,,X,X,X,X,,X,X,X,X,X,X,X
2020,8183,Harmon Electric Assn Inc,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,8192,"Harrison Rural Elec Assn, Inc",Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,8198,City of Harrisonburg - (VA),,M,Municipal,,X,,,X,,,,X,,X,X,X,X,X
2020,8199,City of Harrisonville - (MO),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8205,City of Hart Hydro - (MI),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8209,City of Hartford - (AL),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8210,Hart Electric Member Corp,,C,Cooperative,,X,,X,X,,,,X,,X,X,X,X,X
2020,8212,Hartford Electric,,M,Municipal,,X,,,X,X,,,X,,X,X,X,X,X
2020,8214,City of Hartley - (IA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8226,City of Hartselle,,M,Municipal,,X,,,X,X,,,,X,X,,X,X,X
2020,8240,Village of Haskins - (OH),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8245,City of Hastings - (NE),,M,Municipal,X,X,,,X,,,,,,X,X,X,X,X
2020,8254,Borough of Hatfield- (PA),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8276,Havana Power & Light Company,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8279,City of Haven - (KS),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8283,Harrison County Rrl Elec Coop,Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,8287,Hawaii Electric Light Co Inc,,I,Investor Owned,X,X,,,X,X,,,X,X,X,X,X,X,X
2020,8288,City of Hawarden - (IA),Y,M,Municipal,,X,,,,,,,,X,,,,X,
2020,8307,Hawley Public Utilities Comm,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8311,Town of Haxtun - (CO),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8319,Heartland Power Coop,,C,Cooperative,,X,,X,X,X,X,,X,X,X,X,X,X,X
2020,8333,Haywood Electric Member Corp,,C,Cooperative,,X,,X,X,X,X,,X,X,X,X,X,X,X
2020,8336,Village of Hazel Green - (WI),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8348,City of Healdsburg - (CA),Y,M,Municipal,,X,,,,X,,,,,,,,X,
2020,8359,City of Hearne - (TX),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8366,Heber Light & Power Company,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8375,City of Hebron - (NE),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8379,City of Hecla,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8428,City of Helper - (UT),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8430,Village of Hemingford - (NE),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8432,City of Hemphill - (TX),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8435,City of Hempstead - (TX),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8447,Hendricks County Rural E M C,,C,Cooperative,,X,,,X,X,,,X,,X,X,X,X,X
2020,8449,Henderson City Utility Comm,,M,Municipal,,X,,,X,,X,,X,X,X,X,X,X,X
2020,8459,City of Henning - (MN),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8466,Henry County Rural E M C,Y,C,Cooperative,,X,,,,,,,,X,,,,X,
2020,8490,City of Herington - (KS),Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8493,City of Hermann,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8497,City of Herndon,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8515,City of Hermiston,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8517,City of Hertford - (NC),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8532,City of Heyburn - (ID),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8543,Hibbing Public Utilities Comm,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8548,City of Hickman,,M,Municipal,,X,,,X,X,,,,X,X,,X,X,X
2020,8566,High Plains Power Inc,,C,Cooperative,X,X,,,X,X,X,,X,,X,X,X,X,X
2020,8567,City of Higginsville - (MO),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8570,Highline Electric Assn,,C,Cooperative,,X,,X,X,X,X,,X,,X,,X,X,X
2020,8571,Town of High Point,,M,Municipal,,X,,,X,X,,,,X,X,X,X,X,X
2020,8573,City of Highland,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8574,"Jackson Electric Coop, Inc - (WI)",Y,C,Cooperative,,X,,,,,,,,X,,,,X,
2020,8579,City of Highlands - (NC),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8599,City of Hill City,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8610,City of Hinton,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8620,"HILCO Electric Cooperative, Inc.",,C,Cooperative,,X,,,X,X,X,,X,,X,X,X,X,X
2020,8628,City of Hillsboro - (ND),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8629,City of Hillsboro - (KS),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8631,Hillsdale Board of Public Wks,Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8632,"Hill County Electric Coop, Inc",Y,C,Cooperative,,X,,,,,,,,,,,,X,
2020,8677,Town of Hobgood,Y,M,Municipal,,,,,,,,,,,,,,X,
2020,8698,City of Hogansville - (GA),Y,M,Municipal,,X,,,,,,,,,,,,X,
2020,8699,Inland Power & Light Company,,C,Cooperative,,X,,,X,X,X,,X,,X,X,X,X,X
2020,8700,Hohokam Irr & Drain Dist,Y,P,Political Subdivision,,X,,,,,,,,,,,,X,
2020,8703,City of Hoisington - (KS),Y,M,Municipal,,X,,,,,,,,,,,,X,
