,Unnamed: 0,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
0,2021,1,01/02/2021 10:28 AM,01/02/2021 10:29 AM,"0 Hours, 1 Minutes",,Pacific Gas & Electric Co,WECC,California: Butte County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.- System Operations,,8,5803
1,2021,1,01/04/2021 10:34 AM,01/04/2021 10:49 AM,"0 Hours, 15 Minutes",,FirstEnergy Corp,RF,Pennsylvania:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",,6,3825
2,2021,1,01/10/2021 10:44 PM,01/13/2021 4:00 PM,"65 Hours, 16 Minutes",Oncor Electric Delivery Company LLC,,TRE,"Texas: Anderson County, Angelina County, Dallas County, Freestone County, Henderson County, Houston County, Leon County, Nacogdoches County, Smith County, Tarrant County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,188000,
3,2021,1,01/11/2021 5:00 AM,01/11/2021 2:22 PM,"9 Hours, 22 Minutes",,Region),SERC,Louisiana: Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",Unknown,58000,
4,2021,1,01/12/2021 8:30 PM,.,.,". Hours, . Minutes",Snohomish County PUD No 1,WECC,Washington: Snohomish County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",200,62000,
5,2021,1,01/12/2021 8:46 PM,01/13/2021 4:00 PM,"19 Hours, 14 Minutes",,Portland General Electric Co,WECC,"Oregon: Clackamas County, Multnomah County, Washington County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,94231,
6,2021,1,01/12/2021 11:49 PM,01/14/2021 2:00 PM,"38 Hours, 11 Minutes","Seattle City Light, Sytem Control Center",,WECC,Washington:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",150,70000,
7,2021,1,01/12/2021 11:50 PM,01/15/2021 1:00 PM,"61 Hours, 10 Minutes",,Puget Sound Energy,WECC,"Washington: Kitsap County, Thurston County, King County, Pierce County, Skagit County, Whatcom County;",Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.- Severe Weather,100,320000,
8,2021,1,01/13/2021 3:43 AM,01/13/2021 4:00 PM,"12 Hours, 17 Minutes",,Avista Corp,WECC,Washington: Idaho:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",185,70417,
9,2021,1,01/19/2021 2:48 AM,01/20/2021 11:41 AM,"32 Hours, 53 Minutes",,Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",411,124888,
10,2021,1,01/19/2021 9:31 AM,01/21/2021 2:36 PM,"53 Hours, 5 Minutes",,Southern California Edison Co,WECC,"California: Kern County, Los Angeles County, Riverside County, San Bernardino County, Ventura County, Orange County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,173746,
11,2021,1,01/26/2021 8:49 PM,01/28/2021 9:14 PM,"48 Hours, 25 Minutes",,Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",841,255715,
12,2021,2,02/01/2021 11:25 PM,02/02/2021 1:12 AM,"1 Hours, 47 Minutes",,American Electric Power - Texas,TRE,Texas: Kleberg County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",13,6102,
13,,,,,,Western Area Power Administration - Upper,,,South Dakota: Hughes,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.- Severe Weather/Transmission,,,
14,2021,2,02/02/2021 9:25 AM,02/03/2021 11:38 AM,"26 Hours, 13 Minutes",,Great Plains Region,MRO,County;,Interruption,,5,3
15,,,,,,Western Area Power Administration - Upper,,,South Dakota: Hughes,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.- Severe Weather/Transmission,,,
16,2021,2,02/02/2021 12:34 PM,02/02/2021 3:43 PM,"3 Hours, 9 Minutes",,Great Plains Region,MRO,County;,Interruption,,5,4
17,2021,2,02/03/2021 2:22 PM,02/04/2021 10:32 PM,"32 Hours, 10 Minutes",,Montana-Dakota Utilities Co,MRO,"North Dakota: Logan County, Emmons County, McIntosh County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",,7,1400
18,2021,2,02/06/2021 6:50 AM,02/06/2021 2:43 PM,"7 Hours, 53 Minutes",,Duke Energy Midwest,RF,Ohio: Kentucky:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",,0,0
19,2021,2,02/08/2021 7:04 AM,02/08/2021 2:10 PM,"7 Hours, 6 Minutes",,Minnesota Power,MRO,Minnesota: St. Louis County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",,0,0
20,2021,2,02/09/2021 10:51 AM,.,.,". Hours, . Minutes",Duke Energy Progress,SERC,North Carolina:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",,0,0
21,2021,2,02/10/2021 3:00 PM,02/23/2021 3:00 PM,"312 Hours, 0 Minutes",Oncor Electric Delivery Company LLC,,TRE,Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,2000000,
22,2021,2,02/11/2021 8:30 AM,02/22/2021 9:00 AM,"264 Hours, 30 Minutes",,"Prairie Power, Inc.",SERC,Illinois: Scott County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,Unknown,Unknown,
23,2021,2,02/11/2021 1:00 PM,.,.,". Hours, . Minutes",Sunflower Electric Power Corp,MRO,Kansas:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,,0,0
24,2021,2,02/11/2021 7:21 PM,02/11/2021 9:20 PM,"1 Hours, 59 Minutes",,Public Service Company of Colorado,WECC,Colorado: Morgan County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",,0,0
25,2021,2,02/12/2021 3:30 PM,02/22/2021 7:30 AM,"232 Hours, 0 Minutes",,ERCOT,TRE,Texas:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,Unknown,Unknown,
26,2021,2,02/12/2021 9:00 PM,02/20/2021 5:15 PM,"188 Hours, 15 Minutes",,Portland General Electric Co,WECC,"Oregon: Clackamas County, Marion County, Polk County, Multnomah County, Washington County, Yamhill County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,300187,
27,2021,2,02/13/2021 8:32 AM,02/14/2021 3:00 PM,"30 Hours, 28 Minutes",,Duke Energy Carolinas,SERC,South Carolina: North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,129000,
28,2021,2,02/13/2021 9:56 AM,02/13/2021 11:01 AM,"1 Hours, 5 Minutes",,Bonneville Power Administration,WECC,Washington: Lewis County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",164,37583,
