,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
,,,,,,,,Facilities caused by a,,,
,,,,,,,,common disturbance,,,
,,,,,,,,(excluding successful,,,
,,,,,,,,automatic reclosing).-System,,,
2021,10,10/27/2021 5:57 PM,10/28/2021 4:49 PM,"22 Hours, 52 Minutes",Entergy - Transmission Operations Engineering,SERC,Louisiana: Ascension Parish;,Operations,,0,0
,,,,,,,,Unexpected Transmission,,,
,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,"to design, of three or more",,,
,,,,,,,,Bulk Electric System,,,
,,,,,,,,Facilities caused by a,,,
,,,,,,,,common disturbance,,,
,,,,,,,,(excluding successful,,,
,,,,,Western Area Power Administration - Upper,,,automatic reclosing).-System,,,
2021,10,10/28/2021 12:47 PM,10/28/2021 1:05 PM,"0 Hours, 18 Minutes",Great Plains Region - (NCR01036),WECC,Montana: Valley County;,Operations,20,,0
,,,,,,,"Texas: Angelina County, Bell",,,,
,,,,,,,"County, Cherokee County,",,,,
,,,,,,,"Collin County, Denton",,,,
,,,,,,,"County, Dallas County, Ellis",,,,
,,,,,,,"County, Hunt County,",,,,
,,,,,,,"Johnson County, McLennan",,,,
,,,,,,,"County, Nacogdoches",Loss of electric service to,,,
,,,,,,,"County, Smith County,","more than 50,000 customers",,,
,,,,,,,"Tarrant County, Travis",for 1 hour or more-Severe,,,
2021,10,10/28/2021 2:15 PM,10/30/2021 8:00 AM,"41 Hours, 45 Minutes",Oncor Electric Delivery Company LLC,TRE,"County, Williamson County;",Weather,Unknown,,250000
,,,,,,,,Loss of electric service to,,,
,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,for 1 hour or more-Severe,,,
2021,10,10/28/2021 2:45 PM,10/29/2021 8:30 PM,"29 Hours, 45 Minutes",CenterPoint Energy,TRE,Texas: Harris County;,Weather,Unknown,,130000
,,,,,,,,Unexpected Transmission,,,
,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,"to design, of three or more",,,
,,,,,,,,Bulk Electric System,,,
,,,,,,,,Facilities caused by a,,,
,,,,,,,,common disturbance,,,
,,,,,,,,(excluding successful,,,
,,,,,Western Area Power Administration - Upper,,,automatic reclosing).-System,,,
2021,11,11/04/2021 9:34 PM,11/04/2021 10:57 PM,"1 Hours, 23 Minutes",Great Plains Region - (NCR05467),WECC,Montana: Hill County;,Operations,44,,Unknown
,,,,,,,,Electrical System Separation,,,
,,,,,,,,(Islanding) where part or,,,
,,,,,,,,parts of a power grid,,,
,,,,,,,,remain(s) operational in an,,,
,,,,,,,,otherwise blacked out area,,,
,,,,,,,,or within the partial failure of,,,
,,,,,,,,an integrated electrical,,,
2021,11,11/08/2021 10:53 PM,11/08/2021 11:33 PM,"0 Hours, 40 Minutes",Puget Sound Energy,WECC,Washington: King County;,system-System Operations,,9,Unknown
,,,,,,,, Public appeal to reduce the,,,
,,,,,,,,use of electricity for purposes,,,
,,,,,,,,of maintaining the continuity,,,
,,,,,,,Mississippi: Coahoma,of the Bulk Electric System-,,,
2021,11,11/09/2021 6:00 PM,11/09/2021 8:00 PM,"2 Hours, 0 Minutes",Clarksdale Public Utilities,SERC,County;,System Operations,Unknown,,Unknown
,,,,,,,,Unexpected Transmission,,,
,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,"to design, of three or more",,,
,,,,,,,,Bulk Electric System,,,
,,,,,,,,Facilities caused by a,,,
,,,,,,,,common disturbance,,,
,,,,,,,,(excluding successful,,,
,,,,,,,,automatic reclosing).-,,,
2021,11,11/10/2021 9:49 AM,11/10/2021 10:05 AM,"0 Hours, 16 Minutes","Consolidated Edison of New York, Inc.",NPCC,New York:,Transmission Interruption,,0,0
,,,,,,,,Unexpected Transmission,,,
,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,"to design, of three or more",,,
,,,,,,,,Bulk Electric System,,,
,,,,,,,,Facilities caused by a,,,
,,,,,,,,common disturbance,,,
,,,,,,,,(excluding successful,,,
,,,,,,,,automatic reclosing).-,,,
2021,11,11/10/2021 9:19 PM,11/11/2021 1:19 AM,"4 Hours, 0 Minutes",Entergy - Transmission Operations Engineering,TRE,Texas: Brazos County;,Transmission Interruption,,0,0
,,,,,,,,Unexpected Transmission,,,
,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,"to design, of three or more",,,
,,,,,,,,Bulk Electric System,,,
,,,,,,,,Facilities caused by a,,,
,,,,,,,,common disturbance,,,
,,,,,,,,(excluding successful,,,
,,,,,,,,automatic reclosing).-System,,,
2021,11,11/11/2021 5:52 AM,11/11/2021 6:09 AM,"0 Hours, 17 Minutes",Entergy - Transmission Operations Engineering,TRE,Texas: Montgomery County;,Operations,67,,Unknown
,,,,,,,"Washington: King County,",Loss of electric service to,,,
,,,,,,,"Kitsap County, Whatcom","more than 50,000 customers",,,
,,,,,,,"County, Thurston County,",for 1 hour or more-Severe,,,
2021,11,11/15/2021 11:00 AM,11/17/2021 6:00 AM,"43 Hours, 0 Minutes",Puget Sound Energy,WECC,Pierce County;,Weather,Unknown,,90000
,,,,,,,"California: Riverside County,",Loss of electric service to,,,
,,,,,,,"Ventura County, San","more than 50,000 customers",,,
,,,,,,,"Bernardino County, Orange",for 1 hour or more-Severe,,,
2021,11,11/24/2021 10:00 AM,11/26/2021 10:21 AM,"48 Hours, 21 Minutes",Southern California Edison Co,WECC,"County, Los Angeles",Weather,Unknown,,81406
,,,,,,,,Unexpected Transmission,,,
,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,"to design, of three or more",,,
,,,,,,,,Bulk Electric System,,,
,,,,,,,,Facilities caused by a,,,
,,,,,,,,common disturbance,,,
,,,,,,,,(excluding successful,,,
,,,,,,,North Carolina: South,automatic reclosing).-System,,,
2021,11,11/30/2021 6:46 AM,11/30/2021 6:47 AM,"0 Hours, 1 Minutes",Duke Energy Carolinas,SERC,Carolina:,Operations,,0,0
,,,,,,,,Electrical System Separation,,,
,,,,,,,,(Islanding) where part or,,,
,,,,,,,,parts of a power grid,,,
,,,,,,,,remain(s) operational in an,,,
,,,,,,,,otherwise blacked out area,,,
,,,,,,,,or within the partial failure of,,,
,,,,,,,,an integrated electrical,,,
2021,11,11/30/2021 1:47 PM,11/30/2021 2:21 PM,"0 Hours, 34 Minutes",Pacific Gas & Electric Co,WECC,California:,system-System Operations,10,,6000
,,,,,,,,Unexpected Transmission,,,
,,,,,,,,"loss within its area, contrary",,,
,,,,,,,,"to design, of three or more",,,
,,,,,,,,Bulk Electric System,,,
,,,,,,,,Facilities caused by a,,,
,,,,,,,,common disturbance,,,
,,,,,,,,(excluding successful,,,
,,,,,,,,automatic reclosing).-,,,
2021,12,12/07/2021 2:33 PM,12/07/2021 3:40 PM,"1 Hours, 7 Minutes",Duke Energy Midwest,RF,Indiana: Putnam County;,Transmission Interruption,,0,0
,,,,,,,,Loss of electric service to,,,
,,,,,,,,"more than 50,000 customers",,,
,,,,,,,Tennessee: Davidson,for 1 hour or more-Severe,,,
2021,12,12/11/2021 3:13 AM,12/15/2021 3:30 PM,"108 Hours, 17 Minutes",Nashville Electric Service,SERC,"County, Sumner County;",Weather,177,,107344
,,,,,,,Michigan: Van Buren,,,,
,,,,,,,"County, Gladwin County,",,,,
,,,,,,,"Montcalm County, Branch",,,,
,,,,,,,"County, Allegan County,",,,,
,,,,,,,"Ionia County, Newaygo",,,,
,,,,,,,"County, Mecosta County,",Loss of electric service to,,,
,,,,,,,"Lake County, Midland","more than 50,000 customers",,,
,,,,,,,"County, Ogemaw County,",for 1 hour or more-Severe,,,
2021,12,12/11/2021 10:30 AM,12/11/2021 3:00 PM,"4 Hours, 30 Minutes",Consumers Energy Co,MRO,"Osceola County, Tuscola",Weather,Unknown,,159947
,,,,,,,,Loss of electric service to,,,
,,,,,,,,"more than 50,000 customers",,,
,,,,,,,,for 1 hour or more-Severe,,,
2021,12,12/11/2021 11:13 AM,12/12/2021 11:06 PM,"35 Hours, 53 Minutes",Detroit Edison Co,MRO,Michigan:,Weather,Unknown,,182410
"Table B.2 Major Disturbances and Unusual Occurrences, 2021",,,,,,,,,,,
,,,,,,,,,,,Number of
Restoration Date and,,,,,,,NERC,,,Loss,Customers
Year,Month,Event Date and Time,Time,Duration,Utility/Power Pool,,Region,Area Affected,Type of Disturbance,(megawatts),Affected
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more-Severe,,
2021,12,12/11/2021 6:16 PM,12/13/2021 5:00 PM,"46 Hours, 44 Minutes",,National Grid,NPCC,New York:,Weather,Unknown,103000
,,,,,,,,,Electrical System Separation,,
,,,,,,,,,(Islanding) where part or,,
,,,,,,,,,parts of a power grid,,
,,,,,,,,,remain(s) operational in an,,
,,,,,,,,,otherwise blacked out area,,
,,,,,,,,,or within the partial failure of,,
,,,,,,,,,an integrated electrical,,
2021,12,12/14/2021 7:28 AM,12/14/2021 1:43 PM,"6 Hours, 15 Minutes",Pacific Gas & Electric Co,,WECC,California: Humboldt County;,system-Severe Weather,120,65994
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-System,,
2021,12,12/14/2021 9:39 AM,12/14/2021 9:48 AM,"0 Hours, 9 Minutes",Chelan County PUD,,WECC,Washington: Chelan County;,Operations,0,0
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-System,,
2021,12,12/15/2021 3:56 PM,12/15/2021 5:27 PM,"1 Hours, 31 Minutes",Nebraska Public Power District,,MRO,Nebraska: Burt County;,Operations,5,Unknown
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,SERC/MR,,for 1 hour or more-Severe,,
2021,12,12/15/2021 4:37 PM,.,.,". Hours, . Minutes",Evergy,O,Missouri: Kansas:,Weather,Unknown,Unknown
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,SERC/MR,,for 1 hour or more-Severe,,
2021,12,12/15/2021 4:37 PM,12/16/2021 11:30 AM,"18 Hours, 53 Minutes",,"Evergy, Inc",O,Missouri: Kansas:,Weather,0,258000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more-Severe,,
2021,12,12/15/2021 6:00 PM,12/16/2021 9:00 AM,"15 Hours, 0 Minutes",,Alliant Energy,MRO,Iowa: Wisconsin:,Weather,Unknown,134000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more-Severe,,
2021,12,12/15/2021 7:00 PM,12/16/2021 3:00 AM,"8 Hours, 0 Minutes","Southwest Power Pool, Inc.",,MRO,Kansas:,Weather,Unknown,174000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more-Severe,,
2021,12,12/15/2021 8:00 PM,.,.,". Hours, . Minutes",We Energies,MRO,Wisconsin:,Weather,Unknown,156000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more-Severe,,
2021,12,12/15/2021 8:00 PM,.,.,". Hours, . Minutes",WPSC,MRO,Wisconsin:,Weather,Unknown,80000
,,,,,,,,"Michigan: Antrim County,",,,
,,,,,,,,"Kalkaska County, Grand",,,
,,,,,,,,"Traverse County, Leelanau",,,
,,,,,,,,"County, Benzie County,",,,
,,,,,,,,"Manistee County, Wexford",,,
,,,,,,,,"County, Missaukee County,",,,
,,,,,,,,"Lake County, Osceola",,,
,,,,,,,,"County, Oceana County,",,,
,,,,,,,,"Newaygo County, Mecosta",,,
,,,,,,,,"County, Emmet County,",,,
,,,,,,,,"Charlevoix County,",,,
,,,,,,,,"Cheboygan County, Clare",Loss of electric service to,,
,,,,,,,,"County, Roscommon","more than 50,000 customers",,
,,,,,,,,"County, Crawford County,",for 1 hour or more-Severe,,
2021,12,12/16/2021 6:00 AM,12/16/2021 8:00 PM,"14 Hours, 0 Minutes",Consumers Energy Co,,MRO,Ogemaw County;,Weather,Unknown,200675
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-System,,
2021,12,12/21/2021 9:59 PM,12/22/2021 2:15 PM,"16 Hours, 16 Minutes",American Electric Power - Texas,,TRE,Texas: Cameron County;,Operations,22,Unknown
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,Massachusetts: Suffolk,automatic reclosing).-System,,
2021,12,12/23/2021 2:02 PM,12/23/2021 2:55 PM,"0 Hours, 53 Minutes",Eversource Energy (NSTAR),,NPCC,County[13];,Operations,0,0
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-System,,
2021,12,12/24/2021 12:34 AM,12/24/2021 6:40 AM,"6 Hours, 6 Minutes",Oncor Electric Delivery Company LLC,,TRE,Texas: Rusk County;,Operations,Unknown,Unknown
,,,,,,,,,Electrical System Separation,,
,,,,,,,,,(Islanding) where part or,,
,,,,,,,,,parts of a power grid,,
,,,,,,,,,remain(s) operational in an,,
,,,,,,,,,otherwise blacked out area,,
,,,,,,,,,or within the partial failure of,,
,,,,,,,,,an integrated electrical,,
2021,12,12/27/2021 9:01 PM,12/30/2021 9:11 AM,"60 Hours, 10 Minutes",Pacific Gas & Electric Co,,WECC,California: Humboldt County;,system-System Operations,120,65994
"Note: Customers affected are estimates and are preliminary.Source: Form OE-417, 'Electric Emergency Incident and Disturbance Report.'",,,,,,,,,,,
