Utility Characteristics,,,,,,,Also operating in other NERC Regions,,,,,,,,Operating in these RTOs,,,,,,,,Other Activities,,,,,,,,,
Data Year,Utility Number,Utility Name,Short Form,State,Ownership Type,NERC Region,TRE,FRCC,MRO,NPCC,RFC,SERC,SPP,WECC,CAISO,ERCOT,PJM,NYISO,SPP,MISO,ISONE,Other,Generation,Transmission,Buying Transmission,Distribution,Buying Distribution,Wholesale Marketing,Retail Marketing,Bundled,Alt Fuel Vehicle,Alt Fuel Vehicle 2
2019,12485,Middle Kuskokwim Elec Coop Inc,Y,AK,Cooperative,AK,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,
2019,12515,"Midwest Electric, Inc",,OH,Cooperative,RFC,,,,,Y,,,,,,Y,N,,,,,,,,Y,,,,,N,
2019,12523,Borough of Mifflinburg - (PA),Y,PA,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,12524,Midwest Energy Inc,,KS,Cooperative,SPP,,,Y,,,,Y,,,,,,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,
2019,12531,City of Milan - (MO),Y,MO,Municipal,SPP,,,,,,,Y,,,,,,,,,,,N,,Y,,,,,N,
2019,12532,City of Milan,,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,12533,Village of Milan - (OH),Y,OH,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,Y,Y,,,,,,
2019,12539,Midwest Electric Member Corp,,NE,Cooperative,MRO,,,Y,,,,,N,,,,,Y,,,N,,,,Y,,,,,,
2019,12540,City of Milford - (DE),,DE,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2019,12541,City of Milford - (IA),,IA,Municipal,MRO,,,Y,,,,Y,,,,,,Y,,,Y,Y,N,,Y,,,,,Y,Y
2019,12546,Mille Lacs Energy Cooperative,,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,Y
2019,12580,City of Miller - (SD),,SD,Municipal,MRO,,,Y,,,,,,,,,,Y,N,,,,,,Y,,,,,,
2019,12615,City of Milton-Freewater- (OR),,OR,Municipal,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2019,12625,City of Minden - (LA),,LA,Municipal,SPP,,,,,,N,Y,,,,,,Y,,,,N,,Y,Y,,,,,,
2019,12626,City of Minden - (NE),,NE,Municipal,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,N,,
2019,12627,City of Mindenmines - (MO),Y,MO,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,N,
2019,12642,Maquoketa Valley Rrl Elec Coop,,IA,Cooperative,RFC,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2019,12647,"ALLETE, Inc.",,MN,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,,Y,Y
2019,12651,Minnesota Valley Electric Coop,,MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,Y,Y
2019,12658,"Minnkota Power Coop, Inc",,ND,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,N,N,Y,,N,Y,Y
2019,12660,Village of Minster - (OH),,OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,12667,Minnesota Municipal Power Agny,,MN,Political Subdivision,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,,,Y,,,,
2019,12674,City of Mishawaka,,IN,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,,Y,,,,,
2019,12681,Mississippi County Electric Co,,AR,Cooperative,SERC,,,,,,Y,,,,,,,Y,Y,,N,,,,Y,,,,,,
2019,12685,Entergy Mississippi LLC,,MS,Investor Owned,SERC,,,,,,Y,,,,,,,,Y,,,Y,Y,Y,Y,Y,,,,Y,Y
2019,12686,Mississippi Power Co,,MS,Investor Owned,SERC,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,N,Y,Y
2019,12692,"Missoula Electric Coop, Inc",,MT,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,Y,,,,,
2019,12698,Evergy Missouri West,,MO,Investor Owned,SPP,N,,N,,N,N,Y,N,,,,,Y,,,,Y,Y,Y,Y,,Y,,,Y,Y
2019,12700,Missouri Rural Electric Coop,,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,12706,Mitchell Electric Member Corp,,GA,Cooperative,SERC,,,,,N,Y,,,,,,,,,,,,,,Y,,,,,,
2019,12710,Missouri Basin Muni Power Agny,,SD,Political Subdivision,MRO,,,Y,,,,,,,,,,Y,Y,,,,Y,Y,,,Y,,,,
2019,12717,City of Mitchell - (NE),Y,NE,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,12744,Modern Electric Water Company,,WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,Y,,
2019,12745,Modesto Irrigation District,,CA,Political Subdivision,WECC,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,,
2019,12759,Mohawk Municipal Comm,Y,NY,Municipal,NPCC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,12782,City of Monett - (MO),,MO,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,Y,Y,,
2019,12789,City of Monmouth - (OR),,OR,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,Y,N,,
2019,12796,Monongahela Power Co,,PA,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,Y,Y,,Y,,Y,,,Y,Y
2019,12797,City of Monroe - (UT),Y,UT,Municipal,WECC,N,,,,,,,,,,,,,,,,Y,,Y,Y,,,Y,,N,
2019,12800,City of Monroe - (GA),,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,N,,
2019,12801,City of Monroe - (NC),,NC,Municipal,SERC,,,,,,Y,,,,,,,,,N,Y,,,,Y,,,,,Y,Y
2019,12802,City of Monroe City - (MO),Y,MO,Municipal,SERC,,,Y,,,,,,,,,,,,,,N,,,Y,,,,,,
2019,12803,"Monroe County Elec Coop, Inc",,IL,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,Y,Y
2019,12807,Michigan South Central Power Agency,,MI,Political Subdivision,RFC,,,,,Y,,,,,,,,,Y,,,Y,Y,Y,,,Y,,,,
2019,12811,Village of Monroeville - (OH),Y,OH,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,Y,Y,,,,,,
2019,12817,Mont Alto Borough,Y,PA,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,N,Y,,,,Y,,
2019,12825,NorthWestern Energy LLC - (MT),,MT,Investor Owned,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,,Y,,,
2019,12838,City of Montezuma - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,12839,City of Montezuma - (IA),,IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,,,
2019,12840,Town of Montezuma - (IN),Y,IN,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,N,
2019,12851,City of Monticello - (GA),Y,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,,
2019,12860,Morgan County Rural Elec Assn,,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2019,12861,Village of Montpelier - (OH),Y,OH,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,Y,Y,Y,,,,,,
2019,12866,Moon Lake Electric Assn Inc,,UT,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,Y,Y
2019,12876,City of Moore Haven - (FL),Y,FL,Municipal,FRCC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,12892,City of Mooreland - (OK),Y,OK,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2019,12894,City of Moorhead - (MN),,MN,Municipal,MRO,,,Y,,,,N,,,,,,Y,N,,,Y,Y,,Y,,,,Y,,
2019,12896,City of Morrill - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2019,12897,Moose Lake Water & Light Comm,,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,N,N,Y,,,,,,N
2019,12899,Mor-Gran-Sou Electric Coop Inc,,ND,Cooperative,MRO,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,
2019,12900,City of Mora - (MN),,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,Y,N,
2019,12901,Mora-San Miguel Elec Coop,,NM,Cooperative,WECC,,,,,,,,Y,,N,,,Y,,,N,,N,,Y,,,,,,
2019,12909,City of Moran - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,12915,Moreau-Grand Electric Coop Inc,,SD,Cooperative,MRO,,,Y,,,,,,,,,,Y,N,,N,,Y,,Y,,,,,,
2019,12917,Morgan Stanley Capital Grp Inc,,NY,Retail Power Marketer,NPCC,,,,N,N,,,,,,,,,,,Y,,,Y,,,Y,Y,,,
2019,12919,Morenci Water and Electric,,AZ,Investor Owned,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2019,12927,Morgan City - (LA),,LA,Municipal,SPP,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,12929,South Central Indiana REMC,,IN,Cooperative,RFC,,,,,Y,,,,,,,,,,,Y,,,,Y,,,,,,
2019,12944,City of Morganton - (NC),,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2019,12952,Village of Morrill - (NE),Y,NE,Municipal,MRO,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2019,12988,City of Morristown - (TN),,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,12989,Village of Morrisville - (VT),,VT,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,N,,Y,,,,,Y,N
2019,12990,Consolidated Electric Coop Inc,,OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,N,,Y,,,,Y,,
2019,13025,City of Moulton - (TX),Y,TX,Municipal,TRE,Y,N,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2019,13026,City of Moultrie - (GA),,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13027,"Mountain Electric Coop, Inc",,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13029,City of Moundridge - (KS),,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,13032,Mt Carmel Public Utility Co,,IL,Investor Owned,SERC,,,,,N,Y,,,,,,,,Y,,,,N,Y,Y,,,,Y,,
2019,13033,City of Mount Dora - (FL),Y,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,Y,,,N,Y,,,,,N,
2019,13035,City of Mount Hope - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2019,13036,Village of Mt. Horeb - (WI),,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2019,13037,City of Mt Pleasant - (UT),Y,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,,N,N
2019,13038,City of Mt Pleasant - (IA),,IA,Municipal,MRO,,,Y,,N,,,,,,,,,Y,,,Y,,Y,Y,,,,Y,,
2019,13039,City of Mt Pleasant - (TN),,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13040,City of Mount Vernon - (MO),,MO,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2019,13044,City of Mountain Iron - (MN),Y,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,N,,,,Y,,,,,,
2019,13048,City of Mountain Lake - (MN),Y,MN,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,13050,"Mountain Parks Electric, Inc",,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2019,13058,"Mountain View Elec Assn, Inc",,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2019,13073,"Mt Wheeler Power, Inc",,NV,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2019,13090,Village of Mullen - (NE),Y,NE,Municipal,MRO,,,Y,,,,,,,,,,,,,,N,,Y,Y,,,Y,,,
2019,13095,City of Mulvane - (KS),,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,,Y,Y,,,,Y,N,
2019,13100,Municipal Electric Authority,,GA,Municipal Mktg Authority,SERC,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,
2019,13119,City of Murfreesboro,,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13137,City of Murray - (UT),,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,N,,Y,,,Y,,,
2019,13138,City of Murray - (KY),,KY,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13143,Board of Water Electric & Communications,,IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,N,Y,Y
2019,13144,City of Muscle Shoals,,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13145,Village of Muscoda - (WI),,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2019,13149,City of Needles - (CA),Y,CA,Municipal,WECC,,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,,
2019,13190,"N W Electric Power Coop, Inc",,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,
2019,13196,Northern Plains Electric Coop,,ND,Cooperative,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,13205,"New Enterprise R E C, Inc",Y,PA,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,N,
2019,13206,Nantucket Electric Co,,MA,Investor Owned,NPCC,,,,Y,,,,,,,,,,,N,,,,,Y,,,,,Y,Y
2019,13208,City of Naperville - (IL),,IL,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,Y,,Y,,,,N,Y,Y
2019,13209,City of Napoleon - (OH),,OH,Municipal,RFC,,,N,,Y,,,,,,Y,N,,N,,,,,,Y,,,,,Y,Y
2019,13211,Napakiak Ircinraq Power Co,Y,AK,Investor Owned,AK,,,,,,,,Y,,,,,,,N,Y,,,,Y,Y,,,,,
2019,13214,The Narragansett Electric Co,,RI,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,Y,Y
2019,13216,Nashville Electric Service,,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13219,City of Nashwauk - (MN),Y,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,,Y,,,,,
2019,13227,Natchez Trace Elec Power Assn,,MS,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13228,City of Natchitoches,,LA,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,N,Y,Y,N,,,Y,,
2019,13233,City of Neligh - (NE),,NE,Municipal,MRO,,,,,,,Y,,,,,,Y,,,,Y,,,Y,,,,,,
2019,13286,New Hampton Village Precinct,Y,NH,Municipal,NPCC,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,
2019,13292,Norris Electric Coop,,IL,Cooperative,RFC,N,,,,N,Y,,,,,,,,Y,,,,,,Y,,,,,,
2019,13314,Navajo Tribal Utility Authority,,AZ,State,WECC,,,,,,,,Y,,,,,Y,,,,,N,Y,Y,Y,,,Y,N,N
2019,13318,"Navopache Electric Coop, Inc",,AZ,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2019,13332,"Navarro County Elec Coop, Inc",,TX,Cooperative,TRE,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,13334,City of Nebraska City,,NE,Municipal,MRO,,,Y,,,,,,,,,,Y,,,,Y,,Y,Y,,,,Y,Y,Y
2019,13337,Nebraska Public Power District,,NE,Political Subdivision,MRO,,,Y,,,,N,,,,,,Y,,,,Y,Y,,Y,,Y,,,Y,Y
2019,13352,City of Negaunee,,MI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2019,13355,New England Hydro-Tran Elec Co,,MA,Transmission,NPCC,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,
2019,13356,New England Hydro-Trans Corp,,MA,Transmission,NPCC,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,
2019,13374,"Constellation NewEnergy, Inc",,MD,Retail Power Marketer,NPCC,N,,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,,,
2019,13375,City of Nelson - (NE),Y,NE,Municipal,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,13380,City of Neodesha - (KS),,KS,Municipal,SPP,,,,,,,Y,,,,,,,,,,,N,,Y,,,,Y,,
2019,13382,City of Neola - (IA),Y,IA,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,N,
2019,13386,"Nemaha-Marshall E C A, Inc",,KS,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,N,Y,Y,,,,,,
2019,13387,"Nespelem Valley Elec Coop, Inc",Y,WA,Cooperative,WECC,,,,,,,,Y,Y,,,,,,,,,,,Y,,,,,,
2019,13388,Nephi City Corporation,Y,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,Y,N,
2019,13402,Nevada Irrigation District,,CA,Political Subdivision,WECC,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,Y,Y
2019,13407,Nevada Power Co,,NV,Investor Owned,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y
2019,13412,City of New Albany - (MS),,MS,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13416,City of New Bern - (NC),,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,Y,,
2019,13418,City of New Braunfels - (TX),,TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,,Y,,Y,,,,,Y,Y
2019,13420,Village of New Bremen - (OH),Y,OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,13423,Town of New Carlisle- (IN),Y,IN,Municipal,RFO,,,,,,,,,,,Y,,,,,,,,,Y,,,,,N,
2019,13424,New Castle Municipal Serv Comm,,DE,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,13433,New England Power Company,,MA,Investor Owned,NPCC,,,,Y,N,,,,,,,,,,,,,Y,,,,,,,Y,Y
2019,13437,City of Newbern,,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13438,Village of New Glarus - (WI),,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2019,13441,New Hampshire Elec Coop Inc,,NH,Cooperative,NPCC,,,,Y,,,,,,,,,,,Y,,,,Y,Y,,Y,,,,
2019,13444,City of New Hampton - (IA),,IA,Municipal,MRO,,,Y,,,,N,,,,,,Y,,,,Y,,,Y,,,,,,
2019,13448,City of New Holstein - (WI),,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2019,13464,Village of New Knoxville - (OH),Y,OH,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2019,13465,City of Nielsville - (MN),Y,MN,Municipal,MRO,,,,,,,,,,,,,,,,,N,,Y,,,,,,N,
2019,13466,City of New Lisbon,Y,WI,Municipal,MRO,,,Y,,,,,,,,,,,N,,,Y,,,,,,,Y,,
2019,13467,New London Electric&Water Util,,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2019,13468,New London Municipal Utilities,Y,IA,Municipal,MRO,,,,,,,,,,,,,,Y,,,Y,,,Y,,,,Y,N,
2019,13470,City of New Madrid - (MO),Y,MO,Municipal,SERC,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,
2019,13471,City of New Martinsville - (WV),Y,WV,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,13478,"Entergy New Orleans, LLC",,LA,Investor Owned,SERC,,,,,,Y,,,,,,,,Y,,,Y,Y,Y,Y,Y,,,Y,Y,Y
2019,13480,New Prague Utilities Comm,,MN,Municipal,MRO,,,N,,Y,,,,,,,,,Y,,,Y,,,Y,,,,Y,,
2019,13481,City of New Richmond,,WI,Municipal,MISO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,Y
2019,13482,New River Light & Power Co,,NC,State,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13485,New Smyrna Beach City of,,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,,Y,N,Y,Y,,Y,,Y,,
2019,13488,New Ulm Public Utilities Comm,,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,,N,
2019,13489,Borough of New Wilmington - (PA),Y,PA,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,13495,City of Newfolden - (MN),Y,MN,Municipal,MRO,,,,,,,,,,,,,,,,,,N,,Y,,,,,,
2019,13511,New York State Elec & Gas Corp,,NY,Investor Owned,NPCC,,,,Y,Y,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,,Y,Y,Y
2019,13519,City of Newark - (DE),,DE,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,,,,,,Y,N,
2019,13520,"New-Mac Electric Coop, Inc",,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,N,
2019,13521,City of Newberry - (FL),Y,FL,Municipal,FRCC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13523,City of Newberry - (SC),,SC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2019,13524,"Newberry Electric Coop, Inc",,SC,Cooperative,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,13525,Newberry Water & Light Board,Y,MI,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,Y,,,Y,,,,,,
2019,13527,City of Newburg - (MO),Y,MO,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13530,City of Newkirk - (OK),Y,OK,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,N,Y,N,Y,,
2019,13539,New York Mun Power Agency,,NY,Municipal Mktg Authority,NPCC,,,,Y,,,,,,,,Y,,,,,,,,,,Y,,,N,
2019,13547,"Newnan Wtr, Sewer & Light Comm",,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y
2019,13550,City of Newport,,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13560,City of Newton - (IL),Y,IL,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,Y,Y,Y,,,,,N,
2019,13561,City of Newton - (NC),,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2019,13563,City of Newton Falls - (OH),Y,OH,Municipal,RFC,,,,,Y,,,,,,,,,,,,,N,,Y,,,,Y,,
2019,13566,Newton County Rural E M C,Y,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2019,13570,Ninnescah Rural E C A Inc,,KS,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,13573,Niagara Mohawk Power Corp.,,NY,Investor Owned,NPCC,,,,Y,,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y
2019,13577,City of Nicholasville - (KY),,KY,Municipal,RFC,,,,,Y,,,,,,,,,,,Y,,,,Y,,,,,N,
2019,13602,City of Niles - (OH),,OH,Municipal,RFC,,,,,Y,,,,,,Y,,,N,,,,,,Y,,,,,,
2019,13603,City of Newton - (TX),Y,TX,Municipal,SERC,,,,,,N,Y,,,,,,,,,,,,,Y,,,,Y,,
2019,13604,City of Niles - (MI),,MI,Municipal,RFC,,,,,Y,,,,,,Y,,,N,,,,,,Y,,,,Y,,
2019,13610,Niobrara Valley El Member Corp,,NE,Cooperative,MRO,,,N,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,13630,North Carolina Mun Power Agny #1,,NC,Municipal Mktg Authority,SERC,,,,,,Y,,,,,,,,,,Y,Y,,Y,,,Y,,,N,N
2019,13640,Northern Virginia Elec Coop,,VA,Cooperative,SERC,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,Y,Y
2019,13642,Nome Joint Utility Systems,,AK,Municipal,AK,,,,,,,,,,,,,,,,Y,Y,N,,Y,,,,,,
2019,13646,City of Norcross- (GA),,GA,Municipal,SERC,Y,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,N,N
2019,13647,Noble County R E M C,,IN,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,13651,Nolin Rural Electric Coop Corp,,KY,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,13664,Norris Public Power District,,NE,Political Subdivision,MRO,,,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,
2019,13669,North Alabama Electric Coop,,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13670,"Northeast Texas Elec Coop, Inc",,TX,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,Y,,Y,,,Y,,,,
2019,13675,Nishnabotna Valley R E C,,IA,Cooperative,MRO,,,Y,,,,N,,,,,,Y,N,,,,,,Y,,,,,N,N
2019,13676,"North Arkansas Elec Coop, Inc",,AR,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,N,,Y,,,,,,Y
2019,13679,Town of North Attleborough - (MA),,MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,N,Y,Y,,,,,,
2019,13681,North Branch Water & Light Comm,Y,MN,Municipal,MRO,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,Y,,N
2019,13683,North Carolina El Member Corp,,NC,Cooperative,SERC,,,,,,Y,,,,,Y,,,,,,Y,,Y,,,Y,,,Y,Y
2019,13684,Nobles Cooperative Electric,,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,N,Y,,,Y,,,,,Y,Y
2019,13685,"Niobrara Electric Assn, Inc",Y,WY,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2019,13687,North Carolina Eastern M P A,,NC,Municipal Mktg Authority,SERC,,,,,,Y,,,,,,,,,,Y,N,Y,Y,,,,,,Y,Y
2019,13690,North Central MO Elec Coop Inc,,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,13693,"North Central Elec Coop, Inc",,OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,N,,
2019,13694,"North Central Elec Coop, Inc",,ND,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,N,,N,,Y,,,,,,
2019,13697,North Central Power Co Inc,,WI,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,Y,N,Y,Y,,,,,,
