Utility Characteristics,,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2019,3413,PUD No 1 of Chelan County,,WA,CHPD,"2,795","10,120","3,285",0,"16,200",1.3,2.3,0.6,0.0,4.2,"43,375","136,784","43,319",0,"223,478",1.3,2.3,0.6,0.0,4.2,698,"1,486",337,0,"2,521",224,711,20,0,955,698,"1,486",337,0,"2,521",224,711,20,0,955,15.520,13.516,13.185,0.000,
2019,3420,City of Cheney - (WA),,WA,AVA,520,34,119,0,673,0.1,0.0,0.0,0.0,0.2,"6,241",409,"1,428",0,"8,078",0.1,0.0,0.0,0.0,0.1,123,6,21,0,151,0,0,0,0,0,123,6,21,0,151,0,0,0,0,0,10.000,20.000,20.000,0.000,
2019,3459,City of Chewelah,Y,WA,AVA,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.000,0.000,0.000,
2019,3461,Cheyenne Light Fuel & Power d/b/a Black,,WY,WACM,708,"3,967",0,0,"4,675",0.4,0.7,0.0,0.0,1.1,"10,620","59,505",0,0,"70,125",0.4,0.7,0.0,0.0,1.1,94,461,0,0,555,163,259,0,0,422,94,461,0,0,555,163,259,0,0,422,15.000,15.000,0.000,0.000,WY PSC
2019,3477,City of Chicopee - (MA),,MA,ISNE,165,836,"1,487",0,"2,488",0.0,0.2,0.6,0.0,0.8,"1,647","12,538","22,308",0,"36,493",0.0,0.2,0.6,0.0,0.8,88,185,165,0,438,33,54,48,0,135,88,185,165,0,438,33,54,48,0,135,10.000,15.000,15.000,0.000,
2019,3498,Chippewa Valley Electric Coop,,WI,MISO,117,51,0,0,168,0.0,0.0,0.0,0.0,0.0,"1,734",707,0,0,"2,441",0.0,0.0,0.0,0.0,0.0,17,1,0,0,18,43,3,0,0,46,17,1,0,0,18,43,3,0,0,46,14.825,13.869,0.000,0.000,
2019,3502,"Choctawhatche Elec Coop, Inc",,FL,AEC,88,0,0,0,88,149.2,0.0,0.0,0.0,149.2,"1,323",0,0,0,"1,323",149.2,0.0,0.0,0.0,149.2,29,0,0,0,29,0,0,0,0,0,36,0,0,0,36,53,0,0,0,53,15.000,0.000,0.000,0.000,
2019,3503,"Choptank Electric Cooperative, Inc",,MD,PJM,4,0,0,0,4,0.0,0.0,0.0,0.0,0.0,36,0,0,0,36,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.000,0.000,0.000,0.000,
2019,3542,Duke Energy Ohio Inc,,OH,PJM,"231,885","82,371",0,0,"314,257",39.8,14.9,0.0,0.0,54.7,"1,695,466","1,076,337",0,0,"2,771,803",39.8,14.9,0.0,0.0,54.7,"8,607","7,255",0,0,"15,862","6,780","2,449",0,0,"9,229","8,607","7,255",0,0,"15,862","6,780","2,449",0,0,"9,229",7.312,13.067,0.000,0.000,
2019,3644,PUD No 1 of Clallam County,,WA,BPAT,"2,306","2,474",95,0,"4,875",0.4,0.3,0.0,0.0,0.8,"35,174","30,115","1,138",0,"66,427",0.4,0.3,0.0,0.0,0.8,413,115,3,0,531,238,54,3,0,295,413,115,3,0,531,238,54,3,0,295,15.255,12.172,12.000,0.000,
2019,3660,PUD No 1 of Clark County - (WA),,WA,BPAT,"31,264","19,488","13,859",0,"64,611",9.2,5.7,4.1,0.0,18.9,"281,376","233,856","152,449",0,"667,681",9.2,5.7,4.1,0.0,18.9,"3,775","2,174","1,994",0,"7,943","1,985",124,6,0,"2,115","3,775","2,174","1,994",0,"7,943","1,985",124,6,0,"2,115",9.000,12.000,11.000,0.000,https://www.commerce.wa.gov/growing-the-economy/energy/energy-independence-act/eia-reporting/
2019,3701,Clark Electric Coop - (WI),,WI,MISO,"1,295",159,0,0,"1,454",0.2,0.0,0.0,0.0,0.2,"18,301","2,324",0,0,"20,625",0.2,0.0,0.0,0.0,0.2,70,8,0,0,78,4,0,0,0,4,70,8,0,0,78,4,0,0,0,4,14.132,14.608,0.000,0.000,
2019,3739,Clearwater Power Company,,ID,BPAT,270,338,0,0,608,0.1,0.1,0.0,0.0,0.2,"6,389","4,386",0,0,"10,775",0.1,0.1,0.0,0.0,0.2,93,67,0,0,160,19,23,0,0,42,93,67,0,0,160,19,23,0,0,42,23.650,12.990,0.000,0.000,
2019,3739,Clearwater Power Company,,WA,BPAT,1,54,0,0,55,0.0,0.0,0.0,0.0,0.0,58,649,0,0,706,0.0,0.0,0.0,0.0,0.0,1,4,0,0,5,0,4,0,0,4,1,4,0,0,5,0,4,0,0,4,30.000,12.000,0.000,0.000,No Industrial projects completed in 2019.
2019,3755,Cleveland Electric Illum Co,,OH,PJM,"86,705","80,870","54,840",0,"222,415",12.5,13.3,8.0,0.0,33.8,"831,985","926,266","774,789",0,"2,533,040",11.5,10.9,10.1,0.0,32.5,"7,056","3,693","2,137",0,"12,886","4,432","3,399","1,774",0,"9,605","7,056","3,693","2,137",0,"12,886","4,432","3,399","1,774",0,"9,605",9.596,11.454,14.128,0.000,https://dis.puc.state.oh.us/
2019,3757,"Clay Electric Cooperative, Inc",,FL,SEC,"3,520",0,0,0,"3,520",0.2,0.0,0.0,0.0,0.2,"47,328",0,0,0,"47,328",0.2,0.0,0.0,0.0,0.2,6,0,0,0,6,"1,513",0,0,0,"1,513",6,0,0,0,6,"1,513",0,0,0,"1,513",13.447,0.000,0.000,0.000,
2019,3764,Clearwater-Polk Elec Coop Inc,,MN,MISO,129,0,0,0,129,0.0,0.0,0.0,0.0,0.0,"2,287",0,0,0,"2,287",0.0,0.0,0.0,0.0,0.0,151,0,0,0,151,5,0,0,0,5,151,0,0,0,151,5,0,0,0,5,17.980,0.000,0.000,0.000,www.clearwater-polk.com/content/rebates
2019,3828,Cloverland Electric Co-op,,MI,MISO,"2,029","4,426",0,0,"6,455",0.3,0.5,0.0,0.0,0.8,"24,710","53,113",0,0,"77,823",0.2,0.5,0.0,0.0,0.7,460,279,0,0,739,299,404,0,0,703,460,279,0,0,739,299,404,0,0,703,12.000,12.000,0.000,0.000,
2019,3841,Coast Electric Power Assn,,MS,SOCO,"6,348",7,0,0,"6,355",1.1,0.0,0.0,0.0,1.1,"51,686",101,0,0,"51,786",1.1,0.0,0.0,0.0,1.1,357,9,0,0,366,30,1,0,0,31,357,9,0,0,366,30,1,0,0,31,4.600,15.000,0.000,0.000,
2019,3915,Coldwater Board of Public Util,,MI,MISO,200,"1,075","4,328",0,"5,603",0.0,0.3,1.0,0.0,1.3,"1,400","10,750","43,280",0,"55,430",0.0,0.3,1.0,0.0,1.3,36,68,176,0,280,21,28,62,0,111,36,68,176,0,280,21,28,62,0,111,7.000,10.000,10.000,0.000,
2019,3940,City of College Station - (TX),,TX,ERCO,"1,208",872,0,0,"2,080",0.9,0.2,0.0,0.0,1.1,"15,705","11,341",0,0,"27,046",0.9,0.2,0.0,0.0,1.1,354,24,0,0,378,91,25,0,0,116,354,24,0,0,378,91,25,0,0,116,13.000,13.000,0.000,0.000,
2019,3989,City of Colorado Springs - (CO),,CO,PSCO,"8,687","21,582",0,0,"30,269",0.0,2.8,0.0,0.0,2.8,"82,785","217,587",0,0,"300,371",0.0,2.8,0.0,0.0,2.8,982,"2,648",0,0,"3,630",946,653,0,0,"1,599",982,"2,648",0,0,"3,630",946,653,0,0,"1,599",9.529,10.082,0.000,0.000,
2019,4003,City of Colton - (CA),,CA,CISO,691,"1,416",17,0,"2,124",0.6,0.1,0.0,0.0,0.7,"6,925","16,730",174,0,"23,830",0.6,0.1,0.0,0.0,0.7,384,440,2,0,826,228,322,55,0,605,384,440,2,0,826,228,322,55,0,605,10.351,10.683,10.000,0.000,
2019,4005,"Columbia Basin Elec Cooperative, Inc",,OR,BPAT,19,"1,880",0,0,"1,898",0.0,0.0,0.0,0.0,0.0,440,"16,752",0,0,"17,192",0.0,0.0,0.0,0.0,0.0,7,346,0,0,352,0,36,0,0,36,7,346,0,0,352,0,36,0,0,36,23.429,9.667,0.000,0.000,
2019,4040,Calhoun County Elec Coop Assn,,IA,MISO,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2019,4041,"Columbia Rural Elec Assn, Inc",,WA,BPAT,43,170,139,0,352,0.0,0.0,0.0,0.0,0.0,912,"2,039","1,668",0,"4,619",0.0,0.0,0.0,0.0,0.0,15,25,17,0,58,0,0,0,0,0,15,25,17,0,58,0,0,0,0,0,20.210,12.000,9.550,0.000,
2019,4045,City of Columbia - (MO),,MO,MISO,"1,284","5,311",0,0,"6,595",0.8,1.6,0.0,0.0,2.4,"15,408","63,732",0,0,"79,140",0.8,1.6,0.0,0.0,2.4,535,366,0,0,901,150,75,0,0,225,535,366,0,0,901,150,75,0,0,225,12.000,12.000,0.000,0.000,
2019,4110,Commonwealth Edison Co,,IL,PJM,"1,010,241","1,087,182",0,0,"2,097,423",108.0,153.0,0.0,0.0,261.0,"7,597,833","12,038,446",0,0,"19,636,279",108.0,153.0,0.0,0.0,261.0,"83,453","129,113",0,0,"212,566","39,281","57,418",0,0,"96,699","83,453","129,113",0,0,"212,566","39,281","57,418",0,0,"96,699",7.410,11.350,0.000,0.000,http://www.ilsag.info/evaluation-documents.html
2019,4147,Town of Concord - (MA),,MA,ISNE,"1,192",536,0,0,"1,728",0.1,0.1,0.0,0.0,0.2,"20,725","6,397",0,0,"27,122",0.1,0.1,0.0,0.0,0.2,122,133,0,0,255,44,43,0,0,87,122,133,0,0,255,44,43,0,0,87,17.390,11.930,0.000,0.000,
2019,4176,Connecticut Light & Power Co,,CT,ISNE,"153,367","161,780","48,324",0,"363,471",21.2,25.0,7.5,0.0,53.7,"972,954","1,934,961","577,975",0,"3,485,890",21.2,25.0,7.5,0.0,53.7,"38,366","34,519","10,311",0,"83,196","13,694","28,852","6,272",0,"48,818","38,366","34,519","10,311",0,"83,196","13,694","28,852","6,272",0,"48,818",6.340,11.960,11.960,0.000,http://www.ctenergydashboard.com 
2019,4226,Consolidated Edison Co-NY Inc,,NY,NYIS,"302,527","308,746",0,0,"611,273",38.8,98.3,0.0,0.0,137.1,"2,885,879","3,321,139",0,0,"6,207,018",38.8,98.3,0.0,0.0,137.1,"26,096","76,296",0,0,"102,392","22,805","20,288",0,0,"43,093","28,240","95,315",0,0,"123,555","24,025","23,108",0,0,"47,133",9.540,10.760,0.000,0.000,
2019,4254,Consumers Energy Co,,MI,MISO,"184,913","254,998","84,999",0,"524,910",16.4,38.9,13.0,0.0,68.2,"2,086,241","3,675,264","1,225,088",0,"6,986,593",16.4,38.9,13.0,0.0,68.3,"16,791","32,717","10,906",0,"60,413","15,895","29,759","9,920",0,"55,574","16,791","32,717","10,906",0,"60,413","15,895","29,759","9,920",0,"55,574",11.282,14.413,14.413,0.000,
2019,4305,City of Coon Rapids,Y,IA,SWPP,11,6,0,0,17,0.0,0.0,0.0,0.0,0.0,180,118,0,0,298,0.0,0.0,0.0,0.0,0.0,2,1,0,0,3,1,1,0,0,2,2,1,0,0,3,1,1,0,0,2,15.770,20.000,0.000,0.000,
2019,4363,Corn Belt Power Coop,,IA,SWPP,"3,656","17,938","7,413",0,"29,007",0.4,4.4,1.6,0.0,6.4,"53,458","187,829","92,481",0,"333,767",0.4,4.4,1.6,0.0,6.4,324,214,312,0,850,26,28,12,0,66,324,214,312,0,850,26,28,12,0,66,14.623,10.471,12.475,0.000,
2019,4401,"Cotton Electric Coop, Inc",,OK,SWPP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38,0,0,0,38,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,
2019,4432,Coweta-Fayette El Member Corp,,GA,SOCO,"1,194",62,0,0,"1,255",1.4,0.5,0.0,0.0,1.9,"11,936",616,0,0,"12,552",1.4,0.5,0.0,0.0,1.9,44,12,0,0,56,239,15,0,0,254,44,12,0,0,56,239,15,0,0,254,10.000,10.000,0.000,0.000,
2019,4442,PUD No 1 of Cowlitz County,,WA,BPAT,"2,258","8,416","35,757",0,"46,432",0.3,1.2,4.1,0.0,5.7,"34,655","102,516","100,191",0,"237,362",0.3,1.2,4.1,0.0,5.7,865,"1,436","3,214",0,"5,516",201,163,137,0,501,865,"1,436","3,214",0,"5,516",201,163,137,0,501,15.345,12.181,2.082,0.000,
2019,4683,City of Cuyahoga Falls - (OH),,OH,PJM,0,"1,131",0,0,"1,131",0.0,0.2,0.0,0.0,0.2,0,"14,708",0,0,"14,708",0.0,0.2,0.0,0.0,0.2,0,60,0,0,60,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0,0.000,13.000,0.000,0.000,
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,SWPP,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,5,0,0,0,5,1,0,0,0,1,5,0,0,0,5,1,0,0,0,1,1.000,0.000,0.000,0.000,
2019,4794,City of Danville - (VA),,VA,PJM,270,"3,077",374,0,"3,720",0.1,0.6,0.1,0.0,0.8,"3,692","30,782","3,738",0,"38,212",0.1,0.6,0.1,0.0,0.8,74,105,14,0,193,128,16,2,0,146,74,105,14,0,193,128,16,2,0,146,14.000,14.000,14.000,0.000,
2019,4911,Dawson Power District,,NE,SWPP,855,738,653,0,"2,245",0.2,0.1,0.2,0.0,0.5,"15,339","8,191","7,791",0,"31,320",0.2,0.1,0.2,0.0,0.5,223,52,38,0,312,31,7,5,0,44,223,52,38,0,312,31,7,5,0,44,17.950,11.099,11.936,0.000,
2019,4919,City of Dayton - (IA),Y,IA,MISO,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0,62,0,0,62,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.000,20.000,0.000,0.000,
2019,4922,Dayton Power & Light Co,,OH,PJM,"81,988","98,384","74,220",0,"254,592",9.3,16.3,12.3,0.0,37.9,"772,774","1,004,541","757,811",0,"2,535,126",9.3,16.3,12.3,0.0,37.9,"5,145","4,982","3,786",0,"13,913","3,700","2,291","1,741",0,"7,732","5,145","4,982","3,786",0,"13,913","3,700","2,291","1,741",0,"7,732",11.240,10.210,10.210,0.000,
2019,5021,Delaware County Elec Coop Inc,Y,NY,NYIS,9,0,0,0,9,0.0,0.0,0.0,0.0,0.0,88,0,0,0,88,0.0,0.0,0.0,0.0,0.0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,10.000,0.000,0.000,0.000,
2019,5027,Delmarva Power,,MD,PJM,"38,616","44,797",0,0,"83,413",3.3,7.7,0.0,0.0,11.0,"124,997","642,334",0,0,"767,331",3.3,7.7,0.0,0.0,11.0,"3,759","9,230",0,0,"12,989","3,873","4,042",0,0,"7,915","3,759","9,230",0,0,"12,989","3,873","4,042",0,0,"7,915",3.200,14.300,0.000,0.000,
2019,5056,City of Denison - (IA),,IA,SWPP,220,340,"1,197",0,"1,757",0.0,0.1,0.2,0.0,0.3,"2,923","4,206","14,777",0,"21,906",0.0,0.1,0.2,0.0,0.3,16,14,49,0,78,8,9,32,0,49,16,14,49,0,78,8,9,32,0,49,13.300,12.390,12.340,0.000,
2019,5063,City of Denton - (TX),,TX,ERCO,381,0,"1,649",0,"2,030",0.2,0.0,0.3,0.0,0.5,"6,850",0,"29,664",0,"36,515",0.2,0.0,0.3,0.0,0.5,119,0,26,0,145,40,0,5,0,45,119,0,26,0,145,40,0,5,0,45,15.000,0.000,15.000,0.000,
2019,5070,Delaware Electric Cooperative,,DE,PJM,189,391,0,0,580,6.9,0.0,0.0,0.0,6.9,779,"2,619",0,0,"3,399",3.6,0.0,0.0,0.0,3.6,112,"1,589",0,0,"1,701",11,159,0,0,170,112,"1,589",0,0,"1,701",11,159,0,0,170,7.800,13.000,0.000,0.000,
2019,5109,DTE Electric Company,,MI,MISO,"312,361","405,835",0,0,"718,196",37.6,93.9,0.0,0.0,131.5,"20,231,163","27,476,204",0,0,"47,707,367",35.2,57.2,0.0,0.0,92.4,0,0,0,0,0,"63,275","45,229",0,0,"108,504",0,0,0,0,0,"460,175","370,935",0,0,"831,110",13.940,13.910,0.000,0.000,
2019,5111,City of Detroit Lakes - (MN),,MN,MISO,241,775,"1,505",0,"2,520",0.0,0.2,0.3,0.0,0.6,"3,470","9,726","18,879",0,"32,075",0.0,0.2,0.3,0.0,0.6,22,43,83,0,148,9,17,33,0,59,22,43,83,0,148,9,17,33,0,59,14.400,12.500,12.500,0.000,
2019,5175,Dixie Electric Power Assn,,MS,MISO,"2,699",0,0,0,"2,699",0.5,0.0,0.0,0.0,0.5,"10,258",0,0,0,"10,258",0.5,0.0,0.0,0.0,0.5,31,0,0,0,31,474,0,0,0,474,31,0,0,0,31,474,0,0,0,474,3.800,0.000,0.000,0.000,
2019,5204,Dixie Electric Coop,,AL,AEC,14,0,0,0,14,0.0,0.0,0.0,0.0,0.0,135,0,0,0,135,0.0,0.0,0.0,0.0,0.0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10.000,0.000,0.000,0.000,
2019,5327,Douglas Electric Coop - (OR),,OR,BPAT,185,218,0,0,403,0.0,0.0,0.0,0.0,0.0,"4,290","1,545",0,0,"5,835",0.0,0.0,0.0,0.0,0.0,33,39,0,0,72,19,22,0,0,41,33,39,0,0,72,19,22,0,0,41,23.000,12.000,0.000,0.000,www.dec.coop
2019,5336,City of Dover - (OH),,OH,PJM,113,"1,285",63,0,"1,461",0.0,0.0,0.0,0.0,0.1,741,"28,566",940,0,"30,247",0.0,0.0,0.0,0.0,0.1,5,38,2,0,45,44,136,4,0,184,5,38,2,0,45,44,136,4,0,184,6.560,22.230,15.000,0.000,
2019,5416,"Duke Energy Carolinas, LLC",,NC,DUK,"699,735","244,873",0,0,"944,608",156.3,45.4,0.0,0.0,201.7,"3,937,736","3,137,831",0,0,"7,075,567",156.3,45.4,0.0,0.0,201.7,"33,174","25,961",0,0,"59,135","20,594","9,667",0,0,"30,261","33,174","25,961",0,0,"59,135","20,594","9,667",0,0,"30,261",5.600,12.800,0.000,0.000,
2019,5416,"Duke Energy Carolinas, LLC",,SC,DUK,"258,806","90,569",0,0,"349,375",57.9,16.8,0.0,0.0,74.7,"1,456,423","1,160,568",0,0,"2,616,991",57.9,16.8,0.0,0.0,74.7,"12,270","9,602",0,0,"21,872","7,617","3,575",0,0,"11,192","12,270","9,602",0,0,"21,872","7,617","3,575",0,0,"11,192",5.600,12.800,0.000,0.000,
2019,5417,Dunn County Electric Coop,,WI,MISO,298,814,0,0,"1,112",0.1,0.1,0.0,0.0,0.2,"4,265","11,941",0,0,"16,206",0.1,0.1,0.0,0.0,0.2,29,21,0,0,50,91,1,0,0,92,29,21,0,0,50,91,1,0,0,92,14.312,14.669,0.000,0.000,
2019,5487,Duquesne Light Co,,PA,PJM,"36,015","41,680","12,007",0,"89,702",3.9,6.0,1.6,0.0,11.5,"519,951","384,230","198,710",0,"1,102,891",4.0,6.7,1.4,0.0,12.2,"2,101","3,326","1,000",0,"6,427","3,904","4,066","2,388",0,"10,358","7,521","7,908","4,469",0,"19,898","17,087","17,904","8,564",0,"43,555",6.990,7.000,15.000,0.000,
2019,5529,City of Durant - (IA),Y,IA,MISO,1,677,0,0,679,0.0,0.1,0.0,0.0,0.1,24,"13,545",0,0,"13,570",0.0,0.1,0.0,0.0,0.1,0,45,0,0,45,0,11,0,0,11,0,45,0,0,45,0,11,0,0,11,17.270,20.000,0.000,0.000,
2019,5552,"East River Elec Pwr Coop, Inc",,SD,SWPP,0,0,0,0,0,35.0,10.0,31.0,0.0,76.0,0,0,0,0,0,35.0,10.0,31.0,0.0,76.0,348,33,21,0,401,277,27,16,0,320,348,33,21,0,401,277,27,16,0,320,0.000,0.000,0.000,0.000,
2019,5575,City of East Grand Forks - (MN),,MN,MISO,72,712,"1,130",0,"1,914",0.0,0.1,0.1,0.0,0.2,"1,116","8,738","18,003",0,"27,857",0.0,0.1,0.1,0.0,0.2,41,50,46,0,138,11,8,8,0,27,41,50,46,0,138,11,8,8,0,27,15.500,13.020,15.630,0.000,waterandlight.info
2019,5580,"East Kentucky Power Coop, Inc",,KY,PJM,"6,602","5,983",0,0,"12,585",0.2,1.1,0.0,0.0,1.3,"109,672","59,826",0,0,"169,498",0.2,1.1,0.0,0.0,1.3,919,270,0,0,"1,189",502,0,0,0,502,919,270,0,0,"1,189",502,0,0,0,502,16.600,10.000,0.000,0.000,
2019,5585,Eastern Illinois Elec Coop,,IL,MISO,566,0,0,0,566,0.0,0.0,0.0,0.0,0.0,"8,490",0,0,0,"8,490",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,50,0,0,0,50,15.000,0.000,0.000,0.000,
2019,5631,Town of Eatonville - (WA),Y,WA,BPAT,33,21,0,0,54,0.0,0.0,0.0,0.0,0.0,164,257,0,0,421,0.0,0.0,0.0,0.0,0.0,2,1,0,0,3,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,5.000,12.000,0.000,0.000,
2019,5632,Eau Claire Electric Coop,,WI,MISO,540,690,0,0,"1,230",0.1,0.0,0.0,0.0,0.1,"8,146","9,211",0,0,"17,357",0.1,0.0,0.0,0.0,0.1,116,13,0,0,129,18,1,0,0,19,116,13,0,0,129,18,1,0,0,19,15.086,13.349,0.000,0.000,
2019,5701,El Paso Electric Co,,NM,EPE,"13,369","9,443",0,0,"22,812",4.5,1.6,0.0,0.0,6.1,"170,285","137,662",0,0,"307,947",4.5,1.6,0.0,0.0,6.1,"2,498","1,905",0,0,"4,403",767,991,0,0,"1,758","2,498","1,905",0,0,"4,403",767,991,0,0,"1,758",13.000,15.000,0.000,0.000,
2019,5701,El Paso Electric Co,,TX,EPE,"3,904","20,078",0,0,"23,982",2.1,4.2,0.0,0.0,6.3,"55,914","288,716",0,0,"344,630",2.1,4.2,0.0,0.0,6.3,"1,368","2,232",0,0,"3,600",37,61,0,0,98,"1,368","2,232",0,0,"3,600",37,61,0,0,98,14.000,14.000,0.000,0.000,
2019,5729,Electrical Dist No8 Maricopa,,AZ,AZPS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,58,0,58,0,0,0,0,0,0,0,58,0,58,0.000,0.000,0.000,0.000,
2019,5732,City of Elbow Lake - (MN),Y,MN,MISO,26,46,0,0,72,0.0,0.0,0.0,0.0,0.0,317,555,0,0,872,0.0,0.0,0.0,0.0,0.0,2,3,0,0,5,1,1,0,0,2,2,3,0,0,5,1,1,0,0,2,12.200,12.000,0.000,0.000,
2019,5780,Elkhorn Rural Public Pwr Dist,,NE,SWPP,130,277,34,0,442,0.0,0.0,0.0,0.0,0.1,"2,201","3,054",341,0,"5,596",0.0,0.0,0.0,0.0,0.1,39,10,3,0,52,13,3,1,0,18,39,10,3,0,52,13,3,1,0,18,16.917,11.013,10.000,0.000,www.erppd.com
2019,5832,Elmhurst Mutual Power & Light Co,,WA,BPAT,"1,389",466,0,0,"1,855",0.2,0.1,0.0,0.0,0.2,"19,835","5,970",0,0,"25,805",0.2,0.1,0.0,0.0,0.2,224,64,0,0,287,0,0,0,0,0,224,64,0,0,287,0,0,0,0,0,14.290,12.810,0.000,0.000,
2019,5860,Empire District Electric Co,,AR,SWPP,0,0,0,0,0,0.1,0.1,0.0,0.0,0.2,3,3,0,0,5,0.1,0.1,0.0,0.0,0.2,39,14,0,0,53,31,21,0,0,52,39,14,0,0,53,31,21,0,0,52,13.000,13.000,13.000,0.000,http://www.apscservices.info/
2019,5860,Empire District Electric Co,,MO,SWPP,"1,495","4,149","1,679",0,"7,323",0.2,0.6,0.2,0.0,1.0,"19,435","53,937","21,827",0,"95,199",0.2,0.9,0.2,0.0,1.3,595,359,154,0,"1,108",69,33,14,0,116,403,498,213,0,"1,114",98,56,24,0,178,13.000,13.000,13.000,0.000,Reports Not Available Online
2019,5862,"Empire Electric Assn, Inc",,CO,WACM,351,649,0,0,"1,000",0.1,0.1,0.0,0.0,0.3,"5,224","7,783",0,0,"13,007",0.1,0.1,0.0,0.0,0.3,136,50,0,0,186,20,20,0,0,40,136,50,0,0,186,20,20,0,0,40,15.240,12.000,0.000,0.000,
2019,5930,Village of Fairport - (NY),,NY,NYIS,"1,418",572,0,0,"1,990",24.3,1.1,0.0,0.0,25.4,"14,182","6,866",0,0,"21,048",24.3,1.3,0.0,0.0,25.6,205,215,0,0,420,31,32,0,0,63,"1,157",412,0,0,"1,569",174,62,0,0,235,10.000,12.000,0.000,0.000,
2019,5997,Town of Estes Park,,CO,PSCO,53,"1,006",0,0,"1,059",0.0,0.2,0.0,0.0,0.2,719,"14,343",0,0,"15,062",0.0,0.2,0.0,0.0,0.2,15,363,0,0,378,39,14,0,0,53,15,363,0,0,378,39,14,0,0,53,13.695,14.254,0.000,0.000,
2019,6022,City of Eugene - (OR),,OR,BPAT,"2,276","6,448","2,233",0,"10,958",0.4,1.6,0.2,0.0,2.2,"39,016","98,466","33,498",0,"170,979",0.4,1.6,0.2,0.0,2.2,"1,595",689,42,0,"2,326",0,0,492,0,492,"1,595",689,42,0,"2,326",0,0,492,0,492,17.140,15.270,15.000,0.000,
2019,6151,Fairmont Public Utilities Comm,,MN,MISO,733,"1,632","1,632",0,"3,997",0.1,0.2,0.2,0.0,0.5,"4,616","29,870","29,870",0,"64,357",0.1,0.2,0.2,0.0,0.5,76,161,161,0,398,43,31,31,0,105,76,161,161,0,398,43,31,31,0,105,6.300,18.300,18.300,0.000,
2019,6168,Farmers Electric Coop - (IA),,IA,MISO,8,0,0,0,8,0.0,0.0,0.0,0.0,0.0,84,0,0,0,84,0.0,0.0,0.0,0.0,0.0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10.000,0.000,0.000,0.000,
2019,6198,"Farmers Electric Coop, Inc - (NM)",,NM,SWPP,76,0,0,0,76,0.0,0.0,0.0,0.0,0.0,76,0,0,0,76,0.0,0.0,0.0,0.0,0.0,20,0,0,0,20,11,0,0,0,11,20,0,0,0,20,11,0,0,0,11,1.000,0.000,0.000,0.000,Cash Rebates upon installation.
2019,6335,"Firelands Electric Coop, Inc",,OH,PJM,605,0,0,0,605,2.0,0.0,0.0,0.0,2.0,"11,407",0,0,0,"11,407",1.0,0.0,0.0,0.0,1.0,49,0,0,0,49,0,0,0,0,0,49,0,0,0,49,0,0,0,0,0,19.000,0.000,0.000,0.000,
