Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,Short Form,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2019,AZ,803,Arizona Public Service Co,,AZPS,DC,819.199,286.176,0.000,0.000,"1,105.375","101,779","1,675",0,0,"103,454",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.061,0.126,0.000,0.000,0.187,25,11,0,0,36,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,819.260,286.302,0.000,0.000,"1,105.562","101,804","1,686",0,0,"103,490",0.000,0.000,0.000,0.000,0.000
2019,AZ,4071,"Columbus Electric Coop, Inc",,PNM,AC,0.050,0.000,0.000,0.000,0.050,12,0,0,0,12,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.056,13,0,0,0,13,0.000,0.000,0.000,0.000,0.000
2019,AZ,5438,"Duncan Valley Elec Coop, Inc",Y,WALC,AC,0.289,0.000,0.000,0.000,0.289,25,0,0,0,25,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.289,0.000,0.000,0.000,0.289,25,0,0,0,25,0.000,0.000,0.000,0.000,0.000
2019,AZ,7456,Graham County Electric Coop Inc,,WALC,DC,2.663,0.504,0.000,0.000,3.167,353,41,0,0,394,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"2,480.837",272.220,0.000,0.000,"2,753.057",0.034,0.000,0.000,0.000,0.034,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.697,0.504,0.000,0.000,3.201,359,41,0,0,400,"2,480.837",272.220,0.000,0.000,"2,753.057"
2019,AZ,12351,City of Mesa - (AZ),,WALC,AC,0.133,0.712,0.000,0.000,0.845,35,24,0,0,59,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.133,0.712,0.000,0.000,0.845,35,24,0,0,59,0.000,0.000,0.000,0.000,0.000
2019,AZ,12919,Morenci Water and Electric,,WALC,AC,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.961,0.000,0.000,0.961,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3,0.000,0.961,0.000,0.000,0.961
2019,AZ,13318,"Navopache Electric Coop, Inc",,PNM,AC,2.086,0.442,0.000,0.000,2.528,276,30,0,0,306,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"1,740.983",284.738,0.000,0.000,"2,025.721",0.006,0.000,0.000,0.000,0.006,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.092,0.442,0.000,0.000,2.534,281,30,0,0,311,"1,740.983",284.738,0.000,0.000,"2,025.721"
2019,AZ,14373,Page Utility Enterprises,,WALC,AC,0.026,0.052,0.000,0.000,0.078,7,3,0,0,10,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.026,0.052,0.000,0.000,0.078,7,3,0,0,10,0.000,0.000,0.000,0.000,0.000
2019,AZ,15049,Electrical Dist No4 Pinal County,,WALC,AC,0.519,0.030,0.000,0.000,0.549,88,1,0,0,89,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,549.659,6.480,0.000,0.000,556.139,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.519,0.030,0.000,0.000,0.549,88,1,0,0,89,549.659,6.480,0.000,0.000,556.139
2019,AZ,16572,Salt River Project,,SRP,AC,140.875,69.857,6.630,0.000,217.362,"21,931",609,3,0,"22,543",3.745,0.027,0.000,0.000,3.772,753,2,0,0,755,5.105,6.161,0.000,0.000,11.266,"1,874",85,0,0,"1,959","21,665.000","26,004.000",0.000,0.000,"47,669.000",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,145.980,76.018,6.630,0.000,228.628,"23,805",694,3,0,"24,502","21,665.000","26,004.000",0.000,0.000,"47,669.000"
2019,AZ,18280,Sulphur Springs Valley E C Inc,,WALC,AC,8.500,3.800,0.000,0.000,12.300,"1,137",306,0,0,"1,443",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.100,37,0,0,0,37,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,8.600,3.800,0.000,0.000,12.400,"1,174",306,0,0,"1,480",0.000,0.000,0.000,0.000,0.000
2019,AZ,19189,Trico Electric Cooperative Inc,,WALC,DC,16.610,8.890,0.000,0.000,25.500,"2,479",43,0,0,"2,522",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.044,0.183,0.000,0.000,0.227,48,1,0,0,49,"15,107.360","4,068.941",0.000,0.000,"19,176.301",0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.274,0.000,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,16.656,9.073,0.000,0.000,25.729,"2,528",44,0,0,"2,572","15,107.634","4,068.941",0.000,0.000,"19,176.575"
2019,AZ,19728,"UNS Electric, Inc",,TEPC,AC,27.000,10.392,0.000,0.000,37.392,"3,584",180,0,0,"3,764",0.175,0.000,0.000,0.000,0.175,26,0,0,0,26,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"28,874.437","7,635.650",0.000,0.000,"36,510.087",0.300,0.010,0.000,0.000,0.310,117,3,0,0,120,46.184,0.552,0.000,0.000,46.736,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,27.300,10.402,0.000,0.000,37.702,"3,701",183,0,0,"3,884","28,920.621","7,636.202",0.000,0.000,"36,556.823"
2019,AZ,21538,"Mohave Electric Cooperative, I",,WALC,AC,7.385,1.999,0.000,0.000,9.384,767,81,0,0,848,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,462.017,34.486,0.000,0.000,496.503,0.055,0.000,0.000,0.000,0.055,25,0,0,0,25,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,7.440,1.999,0.000,0.000,9.439,792,81,0,0,873,462.017,34.486,0.000,0.000,496.503
2019,AZ,24211,Tucson Electric Power Co,,TEPC,AC,143.048,125.016,0.000,0.000,268.064,"24,632",796,0,0,"25,428",0.654,0.105,0.000,0.000,0.759,84,2,0,0,86,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"145,704.350","68,729.126",0.000,0.000,"214,433.476",0.000,0.012,0.000,0.000,0.012,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,143.048,125.028,0.000,0.000,268.076,"24,632",797,0,0,"25,429","145,704.350","68,729.126",0.000,0.000,"214,433.476"
2019,AZ,25060,Wellton-Mohawk Irr & Drain Dist,,WALC,AC,0.072,0.160,0.000,0.000,0.232,10,6,0,0,16,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.072,0.160,0.000,0.000,0.232,10,6,0,0,16,0.000,0.000,0.000,0.000,0.000
2019,AZ,30518,Electrical Dist No3 Pinal County,,AZPS,AC,6.108,0.000,0.000,0.000,6.108,831,0,0,0,831,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,6.108,0.000,0.000,0.000,6.108,831,0,0,0,831,0.000,0.000,0.000,0.000,0.000
2019,AZ,40165,"Dixie Escalante R E A, Inc",,PACE,DC,0.005,0.016,0.000,0.000,0.021,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.006,0.126,0.000,0.000,0.132,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.005,0.016,0.000,0.000,0.021,1,1,0,0,2,0.006,0.126,0.000,0.000,0.132
2019,AZ,99999,Adjustment 2019,,AZPS,,-142.868,-49.909,0.000,0.000,-192.777,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-142.868,-49.909,0.000,0.000,-192.777,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2019,AZ,99999,Adjustment 2019,,PACE,,-0.001,-0.003,0.000,0.000,-0.004,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-0.001,-0.003,0.000,0.000,-0.004,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2019,AZ,99999,Adjustment 2019,,WALC,,-3.361,-1.638,0.000,0.000,-5.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,-0.008,-0.032,0.000,0.000,-0.040,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-3.369,-1.670,0.000,0.000,-5.039,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2019,CA,207,City of Alameda,,CISO,AC,1.373,2.420,0.000,0.000,3.793,348,28,0,0,376,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,124.000,209.000,0.000,0.000,333.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.373,2.420,0.000,0.000,3.793,348,28,0,0,376,124.000,209.000,0.000,0.000,333.000
2019,CA,590,City of Anaheim - (CA),,CISO,DC,18.536,14.426,0.000,0.000,32.962,"3,398",160,0,0,"3,558",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,18.536,14.426,0.000,0.000,32.962,"3,398",160,0,0,"3,558",0.000,0.000,0.000,0.000,0.000
2019,CA,694,Anza Electric Coop Inc,,WALC,DC,1.015,0.695,0.000,0.000,1.710,81,1,0,0,82,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.015,0.695,0.000,0.000,1.710,81,1,0,0,82,0.000,0.000,0.000,0.000,0.000
2019,CA,1050,City of Azusa,,CISO,DC,1.197,0.000,0.405,0.000,1.602,264,0,5,0,269,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.197,0.000,0.405,0.000,1.602,264,0,5,0,269,0.000,0.000,0.000,0.000,0.000
2019,CA,1192,City of Banning - (CA),,CISO,AC,1.989,0.674,0.000,0.000,2.663,377,11,0,0,388,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.989,0.674,0.000,0.000,2.663,377,11,0,0,388,0.000,0.000,0.000,0.000,0.000
2019,CA,2507,City of Burbank Water and Power,,LDWP,AC,3.692,4.404,0.000,0.000,8.096,736,63,0,0,799,0.095,0.000,0.000,0.000,0.095,13,0,0,0,13,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,3.692,4.404,0.000,0.000,8.096,736,63,0,0,799,0.000,0.000,0.000,0.000,0.000
2019,CA,4003,City of Colton - (CA),,CISO,AC,2.609,3.315,1.634,0.000,7.558,580,39,4,0,623,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.609,3.315,1.634,0.000,7.558,580,39,4,0,623,0.000,0.000,0.000,0.000,0.000
2019,CA,4390,City of Corona - (CA),,CISO,AC,0.052,0.337,0.000,0.000,0.389,7,1,0,0,8,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.052,0.337,0.000,0.000,0.389,7,1,0,0,8,0.000,0.000,0.000,0.000,0.000
2019,CA,7294,City of Glendale - (CA),,LDWP,AC,9.753,9.752,0.000,0.000,19.505,"1,704",100,0,0,"1,804",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,9.753,9.752,0.000,0.000,19.505,"1,704",100,0,0,"1,804",0.000,0.000,0.000,0.000,0.000
2019,CA,7677,City of Gridley - (CA),Y,CISO,DC,0.300,0.160,0.003,0.000,0.463,85,9,1,0,95,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.300,0.160,0.003,0.000,0.463,85,9,1,0,95,0.000,0.000,0.000,0.000,0.000
2019,CA,8348,City of Healdsburg - (CA),,CISO,AC,1.007,1.094,0.000,0.000,2.101,204,29,0,0,233,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.007,1.094,0.000,0.000,2.101,204,29,0,0,233,0.000,0.000,0.000,0.000,0.000
2019,CA,9216,Imperial Irrigation District,,IID,AC,30.986,48.939,0.000,0.000,79.925,"5,256",218,0,0,"5,474",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1.180,0.162,0.000,0.000,1.342,424,43,0,0,467,"5,526.000","10,751.000",0.000,0.000,"16,277.000",0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,2.130,0.000,0.000,2.130,0,5,0,0,5,0.000,0.000,0.000,0.000,0.000,32.168,51.231,0.000,0.000,83.399,"5,681",266,0,0,"5,947","5,526.000","10,751.000",0.000,0.000,"16,277.000"
2019,CA,10724,Lassen Municipal Utility District,,CISO,AC,0.264,0.980,0.130,0.000,1.374,39,18,3,0,60,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.264,0.980,0.130,0.000,1.374,39,18,3,0,60,0.000,0.000,0.000,0.000,0.000
2019,CA,11124,City of Lodi - (CA),,CISO,AC,3.248,3.599,0.000,0.000,6.847,652,61,0,0,713,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,3.248,3.599,0.000,0.000,6.847,652,61,0,0,713,0.000,0.000,0.000,0.000,0.000
2019,CA,11148,City of Lompoc - (CA),,CISO,AC,0.773,0.661,0.000,0.000,1.434,83,8,0,0,91,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.773,0.661,0.000,0.000,1.434,83,8,0,0,91,0.000,0.000,0.000,0.000,0.000
2019,CA,11208,Los Angeles Department of Water & Power,,LDWP,AC,229.134,106.079,0.000,0.000,335.213,"42,930","1,460",0,0,"44,390",5.966,0.435,0.000,0.000,6.401,819,5,0,0,824,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"140,269.683","29,612.826",0.000,0.000,"169,882.509",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,229.134,106.079,0.000,0.000,335.213,"42,930","1,460",0,0,"44,390","140,269.683","29,612.826",0.000,0.000,"169,882.509"
2019,CA,12312,Merced Irrigation District,,CISO,AC,4.631,2.867,0.114,0.000,7.612,"1,017",40,2,0,"1,059",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,4.631,2.867,0.114,0.000,7.612,"1,017",40,2,0,"1,059",0.000,0.000,0.000,0.000,0.000
2019,CA,12745,Modesto Irrigation District,,BANC,AC,31.900,9.875,8.072,0.000,49.847,"5,818",124,45,0,"5,987",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,31.900,9.875,8.072,0.000,49.847,"5,818",124,45,0,"5,987",0.000,0.000,0.000,0.000,0.000
2019,CA,13149,City of Needles - (CA),Y,WALC,AC,0.100,0.100,0.000,0.000,0.200,17,1,0,0,18,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.000,0.000,0.200,17,1,0,0,18,0.000,0.000,0.000,0.000,0.000
2019,CA,14328,Pacific Gas & Electric Co.,,CISO,AC,"2,508.083",930.559,826.542,0.000,"4,265.184","448,942","10,819","3,691",0,"463,452",51.429,9.052,35.934,0.000,96.415,"7,795",62,81,0,"7,938",16.200,15.962,0.138,0.000,32.300,"5,133","1,263",4,0,"6,400",0.000,0.000,0.000,0.000,0.000,1.001,0.628,17.198,0.000,18.827,179,37,40,0,256,0.000,0.000,0.000,0.000,0.000,0.114,8.116,149.105,0.000,157.335,16,33,239,0,288,0.000,0.000,0.000,0.000,0.000,"2,525.398",955.265,992.983,0.000,"4,473.646","454,270","12,152","3,974",0,"470,396",0.000,0.000,0.000,0.000,0.000
2019,CA,14354,PacifiCorp,,PACW,DC,3.740,2.653,1.973,0.000,8.366,468,50,17,0,535,0.005,0.000,0.000,0.000,0.005,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,0.000,0.000,0.000,0.000,0.000,0.011,0.066,0.000,0.000,0.077,2,1,0,0,3,0.000,0.000,0.000,0.000,0.000,3.752,2.724,1.973,0.000,8.449,471,53,17,0,541,0.000,0.000,0.000,0.000,0.000
2019,CA,14401,City of Palo Alto - (CA),,CISO,AC,5.380,13.888,0.000,0.000,19.268,"1,163",96,0,0,"1,259",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,58.468,"2,731.388",0.000,0.000,"2,789.856",0.000,0.004,0.000,0.000,0.004,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,5.380,13.892,0.000,0.000,19.272,"1,163",97,0,0,"1,260",58.468,"2,731.388",0.000,0.000,"2,789.856"
2019,CA,14534,City of Pasadena - (CA),,CISO,AC,6.391,4.090,0.000,0.000,10.481,"1,412",69,0,0,"1,481",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,395.683,62.014,0.000,0.000,457.697,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,6.391,4.090,0.000,0.000,10.481,"1,412",69,0,0,"1,481",395.683,62.014,0.000,0.000,457.697
