Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,Short Form,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2019,GA,20146,Washington Elec Member Corp,,SOCO,DC,0.015,0.000,0.000,0.000,0.015,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,7.635,0.000,0.000,0.000,7.635,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.050,0,1,0,0,1,0.000,6.840,0.000,0.000,6.840,0.015,0.050,0.000,0.000,0.065,3,1,0,0,4,7.635,6.840,0.000,0.000,14.475
2019,GA,20393,City of West Point - (GA),Y,SOCO,AC,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.600,0.000,0.000,0.000,0.600,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.600,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2019,GA,26218,Little Ocmulgee El Member Corp,,SOCO,AC,0.031,0.020,0.000,0.000,0.051,6,2,0,0,8,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.031,0.020,0.000,0.000,0.051,6,2,0,0,8,0.000,0.000,0.000,0.000,0.000
2019,GA,31833,Okefenoke Rural El Member Corp,,SOCO,AC,0.176,0.000,0.000,0.000,0.176,20,0,0,0,20,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,1.968,0.000,0.000,0.000,1.968,178,0,0,0,178,0.102,0.000,0.000,0.000,0.102,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.144,0.000,0.000,0.000,2.144,198,0,0,0,198,0.102,0.000,0.000,0.000,0.102
2019,GA,40212,Colquitt Electric Membership Corp,,SOCO,AC,0.163,0.270,0.000,0.000,0.433,18,2,0,0,20,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,99.971,15.880,0.000,0.000,115.851,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.163,0.270,0.000,0.000,0.433,18,2,0,0,20,99.971,15.880,0.000,0.000,115.851
2019,GA,40369,City of Oxford - (GA),Y,SOCO,AC,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.023,0.000,0.000,0.000,0.023,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.023,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000
2019,GA,99999,Adjustment 2019,,SOCO,,-0.201,-0.532,0.000,0.000,-0.733,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,-0.102,0.000,0.000,0.000,-0.102,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-0.303,-0.532,0.000,0.000,-0.835,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000
2019,HI,8287,Hawaii Electric Light Co Inc,,NA,AC,66.069,19.811,1.466,0.000,87.346,"12,105",675,32,0,"12,812",5.893,0.107,0.003,0.000,6.003,813,9,1,0,823,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.050,0.014,0.167,0.000,0.231,14,1,3,0,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.049,0.000,0.049,0,0,1,0,1,0.000,0.000,0.000,0.000,0.000,66.119,19.825,1.682,0.000,87.626,"12,119",676,36,0,"12,831",0.000,0.000,0.000,0.000,0.000
2019,HI,10071,Kauai Island Utility Cooperative,,NA,AC,17.204,9.463,0.000,0.000,26.667,"4,217",353,0,0,"4,570",3.037,0.000,0.000,0.000,3.037,546,0,0,0,546,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"16,931.000","6,596.000",0.000,0.000,"23,527.000",0.010,0.001,0.000,0.000,0.011,6,1,0,0,7,4.126,0.000,0.000,0.000,4.126,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,17.214,9.464,0.000,0.000,26.678,"4,223",354,0,0,"4,577","16,935.126","6,596.000",0.000,0.000,"23,531.126"
2019,HI,11843,Maui Electric Co Ltd,,NA,AC,65.940,28.311,0.000,0.000,94.251,"11,337",962,0,0,"12,299",2.310,0.348,0.000,0.000,2.658,328,18,0,0,346,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.021,0.057,0.000,0.000,0.078,6,5,0,0,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,65.961,28.368,0.000,0.000,94.329,"11,343",967,0,0,"12,310",0.000,0.000,0.000,0.000,0.000
2019,HI,19547,Hawaiian Electric Co Inc,,HECO,AC,252.763,61.123,0.000,0.000,313.886,"51,650","1,645",0,0,"53,295",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.001,0.024,0.000,0.000,0.025,2,3,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,252.764,61.147,0.000,0.000,313.911,"51,652","1,648",0,0,"53,300",0.000,0.000,0.000,0.000,0.000
2019,IA,329,"Allamakee-Clayton El Coop, Inc",,MISO,AC,1.730,0.085,0.000,0.000,1.815,141,3,0,0,144,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,997.358,38.391,0.000,0.000,"1,035.749",0.007,0.000,0.000,0.000,0.007,3,0,0,0,3,0.144,0.000,0.000,0.000,0.144,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.737,0.085,0.000,0.000,1.822,144,3,0,0,147,997.502,38.391,0.000,0.000,"1,035.893"
2019,IA,554,City of Ames - (IA),,MISO,AC,0.331,0.700,0.000,0.000,1.031,124,18,0,0,142,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.331,0.700,0.000,0.000,1.031,124,18,0,0,142,0.000,0.000,0.000,0.000,0.000
2019,IA,942,Atchison-Holt Electric Coop,,AECI,AC,0.034,0.000,0.000,0.000,0.034,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,11.876,0.000,0.000,0.000,11.876,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.034,2,0,0,0,2,11.876,0.000,0.000,0.000,11.876
2019,IA,965,Atlantic Municipal Utilities,,MISO,AC,0.008,0.008,0.000,0.000,0.016,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.008,0.008,0.000,0.000,0.016,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2019,IA,1515,City of Bellevue - (IA),Y,MISO,AC,0.031,0.000,0.000,0.000,0.031,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.031,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
2019,IA,2183,City of Breda - (IA),Y,MISO,AC,0.000,0.008,0.000,0.000,0.008,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.008,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2019,IA,2287,City of Brooklyn - (IA),Y,MISO,AC,0.007,0.008,0.000,0.000,0.015,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.007,0.008,0.000,0.000,0.015,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2019,IA,2652,Butler County Rural Elec Coop - (IA),,SWPP,AC,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.846,0.000,0.000,0.000,0.846,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.028,4,0,0,0,4,0.846,0.000,0.000,0.000,0.846
2019,IA,3029,City of Carlisle- (IA),Y,MISO,AC,0.011,0.000,0.000,0.000,0.011,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,2.856,0.000,0.000,0.000,2.856,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.011,1,0,0,0,1,2.856,0.000,0.000,0.000,2.856
2019,IA,3203,Cedar Falls Utilities,,MISO,AC,0.178,0.199,0.000,0.000,0.377,24,5,0,0,29,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.180,0.199,0.000,0.000,0.379,25,5,0,0,30,0.000,0.000,0.000,0.000,0.000
2019,IA,4040,Calhoun County Elec Coop Assn,,MISO,AC,0.015,0.000,0.000,0.000,0.015,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.020,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.035,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2019,IA,5588,East-Central Iowa Rural Elec Coop,,MISO,AC,0.076,0.118,0.000,0.000,0.194,8,3,0,0,11,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,4.038,0.000,0.000,0.000,4.038,0.062,0.000,0.000,0.000,0.062,5,0,0,0,5,2.880,0.000,0.000,0.000,2.880,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.138,0.118,0.000,0.000,0.256,13,3,0,0,16,6.918,0.000,0.000,0.000,6.918
2019,IA,5605,Eastern Iowa Light & Power Coop,,MISO,AC,1.366,1.134,0.000,0.000,2.500,137,55,0,0,192,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.047,0.010,0.000,0.000,0.057,5,2,0,0,7,0.000,0.000,0.000,0.000,0.000,1.413,1.144,0.000,0.000,2.557,142,57,0,0,199,0.000,0.000,0.000,0.000,0.000,2.826,2.288,0.000,0.000,5.114,284,114,0,0,398,0.000,0.000,0.000,0.000,0.000
2019,IA,5742,Eldridge City Utilities,,MISO,AC,0.021,0.013,0.000,0.000,0.034,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.021,0.013,0.000,0.000,0.034,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2019,IA,6579,City of Forest City- (IA),,MISO,AC,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,1.740,0.000,0.000,1.740,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,1.740,0.000,0.000,1.740,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2019,IA,6722,Franklin Rural Electric Coop - (IA),,MISO,AC,0.010,0.040,0.000,0.000,0.050,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,6.774,10.200,0.000,0.000,16.974,0.045,0.000,0.000,0.000,0.045,3,0,0,0,3,0.228,0.000,0.000,0.000,0.228,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.055,0.040,0.000,0.000,0.095,4,1,0,0,5,7.002,10.200,0.000,0.000,17.202
2019,IA,7303,Raccoon Valley Electric Cooperative,,MISO,DC,0.447,0.072,0.000,0.000,0.519,23,3,0,0,26,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.046,0.000,0.000,0.000,0.046,10,0,0,0,10,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.020,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.513,0.072,0.000,0.000,0.585,35,3,0,0,38,0.000,0.000,0.000,0.000,0.000
2019,IA,7750,Guthrie County Rural E C A,,MISO,DC,0.236,0.000,0.000,0.000,0.236,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.223,0.000,0.000,0.000,0.223,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.459,0.000,0.000,0.000,0.459,10,0,0,0,10,0.000,0.000,0.000,0.000,0.000
2019,IA,7837,City of Guttenberg,Y,MISO,AC,0.022,0.005,0.000,0.000,0.027,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.022,0.005,0.000,0.000,0.027,4,1,0,0,5,1.400,0.000,0.000,0.000,1.400,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.044,0.010,0.000,0.000,0.054,8,2,0,0,10,1.400,0.000,0.000,0.000,1.400
2019,IA,8122,Harlan Municipal Utilities - (IA),,MISO,AC,0.000,0.015,0.000,0.000,0.015,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.015,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2019,IA,8283,Harrison County Rrl Elec Coop,,SWPP,AC,0.205,0.000,0.000,0.000,0.205,14,0,0,0,14,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,18.742,0.000,0.000,0.000,18.742,0.025,0.000,0.000,0.000,0.025,4,0,0,0,4,6.600,0.000,0.000,0.000,6.600,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.230,0.000,0.000,0.000,0.230,18,0,0,0,18,25.342,0.000,0.000,0.000,25.342
2019,IA,8319,Heartland Power Coop,,MISO,DC,0.043,0.000,0.000,0.000,0.043,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.852,0.000,0.000,0.000,0.852,148,0,0,0,148,253.000,0.000,0.000,0.000,253.000,0.072,0.020,0.000,0.000,0.092,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.967,0.020,0.000,0.000,0.987,160,1,0,0,161,253.000,0.000,0.000,0.000,253.000
2019,IA,9230,City of Independence - (IA),,MISO,DC,0.022,0.017,0.000,0.000,0.039,5,3,0,0,8,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.022,0.017,0.000,0.000,0.039,5,3,0,0,8,0.000,0.000,0.000,0.000,0.000
2019,IA,9275,Indianola Municipal Utilities,,MISO,AC,0.005,0.000,0.000,0.000,0.005,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.005,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000
2019,IA,9417,Interstate Power and Light Co,,MISO,AC,21.591,49.747,1.175,0.000,72.513,"2,618","1,680",11,0,"4,309",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.285,2.736,0.010,0.000,3.031,38,74,1,0,113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,21.876,52.483,1.185,0.000,75.544,"2,656","1,754",12,0,"4,422",0.000,0.000,0.000,0.000,0.000
2019,IA,9425,Iowa Lakes Electric Coop,,SWPP,AC,0.187,2.418,0.000,0.000,2.605,16,60,0,0,76,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.059,0.358,0.000,0.000,0.417,7,8,0,0,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.246,2.776,0.000,0.000,3.022,23,68,0,0,91,0.000,0.000,0.000,0.000,0.000
2019,IA,10606,City of Lake Mills,,MISO,AC,0.000,0.016,0.000,0.000,0.016,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.016,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2019,IA,11053,Linn County REC,,MISO,AC,1.950,0.764,0.727,0.000,3.441,244,30,3,0,277,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,39.000,40.000,0.000,0.000,79.000,0.050,0.000,0.004,0.000,0.054,3,0,1,0,4,14.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,2.000,0.764,0.731,0.000,3.495,247,30,4,0,281,53.000,40.000,0.000,0.000,93.000
2019,IA,11298,Lyon Rural Electric Coop,,SWPP,DC,0.050,0.000,0.000,0.000,0.050,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.050,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2019,IA,11611,City of Maquoketa - (IA),,MISO,DC,0.015,0.137,0.000,0.000,0.152,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.015,0.137,0.000,0.000,0.152,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000
2019,IA,11788,Consumers Energy,,MISO,AC,0.188,0.000,0.000,0.000,0.188,17,0,0,0,17,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,128.765,0.000,0.000,0.000,128.765,0.063,0.000,0.000,0.000,0.063,8,0,0,0,8,47.582,0.000,0.000,0.000,47.582,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.251,0.000,0.000,0.000,0.251,25,0,0,0,25,176.347,0.000,0.000,0.000,176.347
2019,IA,12341,MidAmerican Energy Co,,MISO,AC,5.023,8.292,0.475,0.000,13.790,661,258,6,0,925,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,570.618,"1,070.152",6.000,0.000,"1,646.770",0.365,1.173,0.006,0.000,1.544,43,27,1,0,71,9.767,57.323,0.000,0.000,67.090,0.000,0.000,0.077,0.000,0.077,0,0,1,0,1,0.000,0.000,1.000,0.000,1.000,5.388,9.465,0.558,0.000,15.411,704,285,8,0,997,580.385,"1,127.475",7.000,0.000,"1,714.860"
2019,IA,12450,Midland Power Coop,,MISO,AC,0.031,0.000,0.000,0.000,0.031,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.239,0.000,0.000,0.000,0.239,10,0,0,0,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.270,0.000,0.000,0.000,0.270,15,0,0,0,15,0.000,0.000,0.000,0.000,0.000
2019,IA,12541,City of Milford - (IA),,SWPP,AC,0.012,0.000,0.000,0.000,0.012,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,4.420,0.000,0.000,0.000,4.420,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.012,1,0,0,0,1,4.420,0.000,0.000,0.000,4.420
