Utility Characteristics,,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Water Heater
2019,84,A & N Electric Coop,,MD,PJM,35,0,0,0,35,1,0,0,0,1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0
2019,84,A & N Electric Coop,,VA,PJM,"2,101",0,0,0,"2,101",63,0,0,0,63,8.4,0.0,0.0,0.0,8.4,2.1,0.0,0.0,0.0,2.1,0,0,0,0,0,15,0,0,0,15,0
2019,97,Adams Electric Coop,,IL,MISO,"4,334",68,0,0,"4,402",0,0,0,0,0,4.0,6.3,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,69,379,0,0,448,7,0,0,0,7,34
2019,108,Adams-Columbia Electric Coop,,WI,MISO,"3,863",0,918,0,"4,781","1,236",0,"12,411",0,"13,647",19.8,0.0,59.7,0.0,79.5,5.9,0.0,5.8,0.0,11.7,305,0,0,0,305,50,0,51,0,100,0
2019,189,PowerSouth Energy Cooperative,,AL,AEC,"20,459",0,0,0,"20,459",0,0,0,0,0,17.7,0.0,0.0,0.0,17.7,17.7,0.0,0.0,0.0,17.7,0,0,0,0,0,246,0,0,0,246,70
2019,195,Alabama Power Co,,AL,SOCO,"5,526",4,54,0,"5,584",50,0,"1,098",0,"1,148",143.8,6.4,"1,411.6",0.0,"1,561.8",7.3,0.0,28.7,0.0,35.9,0,0,0,0,0,382,132,"24,805",0,"25,319",0
2019,213,Alaska Electric Light&Power Co,,AK,NA,"2,346",40,0,0,"2,386",0,0,0,0,0,5.0,13.0,0.0,0.0,18.0,0.0,13.0,0.0,0.0,13.0,64,1,0,0,65,39,1,0,0,39,0
2019,295,City of Alexandria - (MN),,MN,MISO,"2,821",0,0,0,"2,821",0,0,0,0,0,9.0,0.0,0.0,0.0,9.0,3.7,0.0,0.0,0.0,3.7,2,0,0,0,2,51,0,0,0,51,0
2019,329,"Allamakee-Clayton El Coop, Inc",,IA,MISO,"2,606",162,0,0,"2,768",0,0,0,0,0,4.8,2.4,0.0,0.0,7.1,3.1,1.5,0.0,0.0,4.6,441,27,0,0,468,142,9,0,0,151,0
2019,332,Allegheny Electric Coop Inc,,PA,PJM,"45,080",0,0,0,"45,080",0,0,0,0,0,45.0,0.0,0.0,0.0,45.0,43.0,0.0,0.0,0.0,43.0,0,0,0,0,0,"2,331",0,0,0,"2,331",17
2019,407,Altamaha Electric Member Corp,,GA,SOCO,0,0,256,0,256,0,0,14,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,13,0,13,0
2019,554,City of Ames - (IA),,IA,MISO,"10,503",180,0,0,"10,683",0,0,0,0,0,2.9,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,222,4,0,0,226,3,0,0,0,3,0
2019,590,City of Anaheim - (CA),,CA,CISO,0,3,11,0,14,0,0,0,0,0,0.0,5.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,700,City of Anthon - (IA),Y,IA,SWPP,105,16,0,0,121,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,5,0,0,0,0,0,0
2019,733,Appalachian Power Co,,VA,PJM,0,0,1,0,1,0,0,0,0,0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,733,Appalachian Power Co,,WV,PJM,"2,724",0,5,0,"2,729",47,0,0,0,47,3.0,0.0,127.0,0.0,130.0,3.0,0.0,0.0,0.0,3.0,102,0,0,0,102,672,0,0,0,672,0
2019,803,Arizona Public Service Co,,AZ,AZPS,"693,296",429,0,0,"693,725","760,393","216,822",0,0,"977,215",119.3,38.8,0.0,0.0,158.1,119.3,38.8,0.0,0.0,158.1,"1,732",0,0,0,"1,732","1,459","1,827",0,0,"3,286",0
2019,807,Arkansas Electric Coop Corp,,AR,SWPP,0,0,8,0,8,0,0,0,0,0,0.0,0.0,653.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0,0,"29,535",0,"29,535",0,0,0,0,0,0
2019,814,Entergy Arkansas LLC,,AR,MISO,"21,966",0,"1,403",0,"23,369",0,0,0,0,0,17.6,0.0,11.7,0.0,29.3,17.6,0.0,11.7,0.0,29.3,679,0,254,0,933,"1,877",0,"2,592",0,"4,469",0
2019,828,City of Arlington - (MN),,MN,MISO,442,31,0,0,473,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0,12,0,0,0,0,0,0
2019,831,City of Arlington - (SD),Y,SD,SWPP,260,33,3,0,296,26,3,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,963,Atlantic City Electric Co,,NJ,PJM,"43,558",0,0,0,"43,558",612,0,0,0,612,52.6,0.0,0.0,0.0,52.6,52.6,0.0,0.0,0.0,52.6,15,0,0,0,15,"1,171",0,0,0,"1,171",0
2019,1002,City of Aurelia - (IA),Y,IA,MISO,131,19,2,0,152,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,21,0,0,0,21,0
2019,1009,City of Austin - (MN),,MN,MISO,"6,807",2,0,0,"6,809",136,5,0,0,141,3.8,0.4,0.0,0.0,4.2,3.8,0.4,0.0,0.0,4.2,0,19,0,0,19,0,0,0,0,0,0
2019,1015,Austin Energy,,TX,ERCO,"65,312","2,273",758,0,"68,343",87,0,0,0,87,32.0,47.1,15.2,0.0,94.2,18.5,33.1,10.4,0.0,62.0,"1,649",915,305,0,"2,869",868,222,74,0,"1,164","1,962"
2019,1062,BARC Electric Coop Inc,,VA,PJM,"2,232",0,0,0,"2,232",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,1167,Baltimore Gas & Electric Co,,MD,PJM,"758,207",0,0,0,"758,207","2,871",0,0,0,"2,871",386.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,"28,907",0,0,0,"28,907","12,196",0,0,0,"12,196",0
2019,1233,City of Barnesville - (MN),,MN,MISO,892,60,0,0,952,9,0,0,0,9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11,0,0,0,11,10,0,0,0,10,0
2019,1251,Barron Electric Coop,,WI,MISO,"6,013",358,0,0,"6,371",0,0,0,0,0,3.4,10.9,0.0,0.0,14.4,2.3,7.4,0.0,0.0,9.7,26,2,0,0,28,84,5,0,0,89,8
2019,1367,"Bayfield Electric Coop, Inc",,WI,MISO,"1,124",7,0,0,"1,131",0,0,0,0,0,5.5,0.0,0.0,0.0,5.5,1.8,0.0,0.0,0.0,1.8,0,0,0,0,0,76,0,0,0,76,0
2019,1529,"Beltrami Electric Coop, Inc",,MN,MISO,"7,389",147,72,0,"7,608","1,271",25,12,0,"1,309",219.6,4.4,2.1,0.0,226.1,34.0,0.7,0.3,0.0,35.0,31,1,0,0,32,297,6,3,0,306,0
2019,1573,City of Benson - (MN),,MN,MISO,968,34,0,0,"1,002",0,0,0,0,0,3.4,0.4,0.0,0.0,3.8,2.6,0.4,0.0,0.0,3.0,1,0,0,0,1,8,0,0,0,8,0
2019,1613,Berkeley Electric Coop Inc,,SC,SC,"18,746",0,0,0,"18,746",0,0,0,0,0,84.4,0.0,0.0,0.0,84.4,7.5,0.0,0.0,0.0,7.5,55,0,0,0,55,95,0,0,0,95,472
2019,1769,"Black Hills Electric Coop, Inc",,SD,SWPP,495,10,0,0,505,4,1,0,0,5,0.9,0.1,0.0,0.0,1.0,0.5,0.1,0.0,0.0,0.6,0,0,0,0,0,5,1,0,0,6,49
2019,1883,Blue Earth Light & Water,,MN,MISO,623,0,0,0,623,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,32,0,0,0,32,0,0,0,0,0,0
2019,1889,Blue Ridge Elec Member Corp - (NC),,NC,DUK,"20,605",0,0,0,"20,605",2,0,0,0,2,3.3,0.0,0.0,0.0,3.3,2.4,0.0,0.0,0.0,2.4,28,0,0,0,28,0,0,0,0,0,0
2019,2120,Village of Brainard - (NE),Y,NE,SWPP,187,5,0,0,192,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,2182,City of Breckenridge- (MN),,MN,MISO,652,93,0,0,745,1,1,0,0,2,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0,0,0,0,0,7,1,0,0,8,0
2019,2192,Bremen Electric Light & Power Co,,IN,MISO,0,0,1,0,1,0,0,0,0,0,0.0,0.0,5.1,0.0,5.1,0.0,0.0,4.7,0.0,4.7,0,0,75,0,75,0,0,0,0,0,0
2019,2599,Burt County Public Power Dist,,NE,SWPP,0,0,352,0,352,0,0,240,0,240,0.0,0.0,19.0,0.0,19.0,0.0,0.0,4.0,0.0,4.0,0,0,0,0,0,0,0,10,0,10,0
2019,2641,"Butler Rural El Coop Assn, Inc - (KS)",,KS,SWPP,"6,730",837,8,0,"7,575",0,0,0,0,0,2.6,0.4,1.0,0.0,4.0,1.8,0.2,0.5,0.0,2.5,0,0,0,0,0,0,0,0,0,0,0
2019,2643,Butler Public Power District - (NE),,NE,SWPP,0,0,771,0,771,0,0,194,0,194,0.0,0.0,21.6,0.0,21.6,0.0,0.0,5.5,0.0,5.5,0,0,0,0,0,0,0,1,0,1,0
2019,2655,"Butte Electric Coop, Inc",,SD,WACM,"1,518",0,0,0,"1,518",977,0,0,0,977,9.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,2.0,7,0,0,0,7,12,0,0,0,12,0
2019,2678,C & L Electric Coop Corp,,AR,MISO,0,67,0,0,67,0,0,0,0,0,0.0,1.6,0.0,0.0,1.6,0.0,0.9,0.0,0.0,0.9,0,23,0,0,23,0,1,0,0,1,0
2019,2985,"Capital Electric Coop, Inc",,ND,SWPP,"6,530",9,23,0,"6,562",0,0,0,0,0,19.7,2.3,1.3,0.0,23.4,16.6,1.6,1.3,0.0,19.6,98,26,28,0,152,196,0,1,0,197,40
2019,3046,Duke Energy Progress - (NC),,NC,CPLE,"11,868",225,0,0,"12,093",0,0,0,0,0,13.9,124.4,0.0,0.0,138.4,0.0,0.0,0.0,0.0,0.0,"6,270",0,0,0,"6,270","6,169","1,402",0,0,"7,571",0
2019,3046,Duke Energy Progress - (NC),,SC,CPLE,0,36,0,0,36,0,0,0,0,0,0.0,134.4,0.0,0.0,134.4,0.0,0.0,0.0,0.0,0.0,"1,093",0,0,0,"1,093","1,076",245,0,0,"1,320",0
2019,3205,Cedar-Knox Public Power Dist,,NE,SWPP,0,0,979,0,979,0,0,0,0,0,0.0,0.0,58.0,0.0,58.0,0.0,0.0,6.8,0.0,6.8,0,0,0,0,0,0,0,0,0,0,0
2019,3222,Central Alabama Electric Coop,,AL,AEC,"3,477",0,0,0,"3,477",1,0,0,0,1,7.7,0.0,0.0,0.0,7.7,3.3,0.0,0.0,0.0,3.3,0,0,0,0,0,37,0,0,0,37,0
2019,3248,Central Georgia El Member Corp,,GA,SOCO,"3,478",0,0,0,"3,478",288,0,0,0,288,7.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,4.0,74,0,0,0,74,293,0,0,0,293,18
2019,3249,Central Hudson Gas & Elec Corp,,NY,NYIS,"3,055",7,4,0,"3,066",49,5,3,0,57,4.1,4.7,3.1,0.0,11.9,4.1,4.7,3.1,0.0,11.9,0,0,0,0,0,0,0,0,0,0,0
2019,3278,AEP Texas Central Company,,TX,ERCO,0,81,0,0,81,0,103,0,0,103,0.0,32.3,0.0,0.0,32.3,0.0,17.6,0.0,0.0,17.6,0,498,0,0,498,0,40,0,0,40,0
2019,3279,"Central Power Elec Coop, Inc",,ND,SWPP,0,0,0,0,0,"2,657",428,0,0,"3,085",12.7,1.2,0.0,0.0,13.9,12.7,1.2,0.0,0.0,13.9,0,0,0,0,0,270,345,27,0,642,0
2019,3498,Chippewa Valley Electric Coop,,WI,MISO,"3,905",50,0,0,"3,955",0,0,0,0,0,7.6,0.0,0.0,0.0,7.6,3.5,0.0,0.0,0.0,3.5,508,6,0,0,514,70,1,0,0,71,0
2019,3502,"Choctawhatche Elec Coop, Inc",,FL,AEC,"46,869","6,568",0,0,"53,437",0,0,0,0,0,45.3,6.5,0.0,0.0,51.8,45.3,6.5,0.0,0.0,51.8,39,0,0,0,39,25,0,0,0,25,"1,356"
2019,3503,"Choptank Electric Cooperative, Inc",,MD,PJM,0,195,9,0,204,0,0,0,0,0,0.0,36.8,48.0,0.0,84.8,0.0,27.3,46.0,0.0,73.3,0,0,0,0,0,0,5,0,0,6,0
2019,3542,Duke Energy Ohio Inc,,OH,PJM,0,2,0,0,2,0,0,0,0,0,0.0,14.7,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0,"3,179",0,0,"3,179",0,105,0,0,105,0
2019,3701,Clark Electric Coop - (WI),,WI,MISO,"2,477",417,0,0,"2,894",0,0,0,0,0,2.1,1.5,0.0,0.0,3.5,1.8,1.3,0.0,0.0,3.1,76,13,0,0,89,14,2,0,0,16,0
2019,3735,City of Colman - (SD),Y,SD,SWPP,94,6,4,0,104,9,6,4,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,3755,Cleveland Electric Illum Co,,OH,PJM,0,0,4,0,4,0,0,0,0,0,0.0,0.0,189.7,0.0,189.7,0.0,0.0,189.7,0.0,189.7,0,0,"9,368",0,"9,368",0,0,0,0,0,0
2019,3757,"Clay Electric Cooperative, Inc",,FL,SEC,0,7,0,0,7,0,0,0,0,0,0.0,18.6,0.0,0.0,18.6,0.0,18.3,0.0,0.0,18.3,0,224,0,0,224,0,242,0,0,242,0
2019,3764,Clearwater-Polk Elec Coop Inc,,MN,MISO,"1,769",7,0,0,"1,776",420,28,0,0,448,57.2,1.1,0.0,0.0,58.3,15.4,1.1,0.0,0.0,16.5,992,136,0,0,"1,128",19,0,0,0,19,0
2019,3804,Clinton Combined Utility Sys,,SC,DUK,534,0,0,0,534,0,0,0,0,0,0.3,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,15,0,0,0,15,0
2019,3844,"Coastal Electric Coop, Inc",,SC,SC,815,0,0,0,815,10,0,0,0,10,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.7,0,0,0,0,0,6,0,0,0,6,0
2019,3989,City of Colorado Springs - (CO),,CO,PSCO,"1,381",8,0,0,"1,389",0,0,0,0,0,1.5,0.8,0.0,0.0,2.4,1.5,0.7,0.0,0.0,2.2,0,31,0,0,31,340,285,0,0,625,0
2019,4045,City of Columbia - (MO),,MO,MISO,0,0,9,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,4065,City of Columbus - (OH),,OH,PJM,0,4,18,0,22,0,0,0,0,0,0.0,1.0,15.1,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,4110,Commonwealth Edison Co,,IL,PJM,"418,680","1,494","1,291",0,"421,465",911,0,0,0,911,145.0,280.0,687.0,0.0,"1,112.0",145.0,0.0,0.0,0.0,145.0,"5,756",0,0,0,"5,756","4,429",80,59,0,"4,568",0
2019,4117,Community Electric Coop,,VA,PJM,"1,600",1,2,0,"1,603",6,3,16,0,24,6.7,0.3,3.0,0.0,10.0,5.0,0.2,2.8,0.0,8.0,37,18,82,0,137,0,0,0,0,0,0
2019,4147,Town of Concord - (MA),,MA,ISNE,472,3,0,0,475,0,0,0,0,0,6.6,0.1,0.0,0.0,6.7,6.6,0.1,0.0,0.0,6.7,0,0,0,0,0,60,1,0,0,61,3
2019,4176,Connecticut Light & Power Co,,CT,ISNE,"4,379",91,14,0,"4,484",0,0,0,0,0,6.9,6.6,6.9,0.0,20.4,2.7,6.5,6.4,0.0,15.7,327,251,252,0,830,433,188,28,0,649,0
2019,4226,Consolidated Edison Co-NY Inc,,NY,NYIS,"49,434","1,610",0,0,"51,044",914,"3,023",0,0,"3,938",23.4,334.0,0.0,0.0,357.4,19.4,279.0,0.0,0.0,298.4,887,"47,697",0,0,"48,584","6,011","1,255",0,0,"7,266",0
2019,4254,Consumers Energy Co,,MI,MISO,"102,375",223,36,0,"102,634",270,30,0,0,300,65.3,153.6,226.0,0.0,444.9,43.8,7.5,0.0,0.0,51.3,"2,261","2,808","11,955",0,"17,024","7,195","4,087",0,0,"11,282",0
2019,4295,Comanche County Elec Coop Assn,,TX,ERCO,0,5,0,0,5,0,0,0,0,0,0.0,2.5,0.0,0.0,2.5,0.0,1.1,0.0,0.0,1.1,0,53,0,0,53,0,0,0,0,0,0
2019,4362,Corn Belt Energy Corporation,,IL,MISO,0,59,0,0,59,0,0,0,0,0,0.0,3.5,0.0,0.0,3.5,0.0,3.5,0.0,0.0,3.5,0,928,0,0,928,0,0,0,0,0,0
2019,4363,Corn Belt Power Coop,,IA,SWPP,"5,237",0,4,0,"5,241",0,0,0,0,0,43.0,0.0,93.0,0.0,136.0,30.7,0.0,31.5,0.0,62.2,0,0,0,0,0,0,0,0,0,0,0
2019,4430,"Covington Electric Coop, Inc",,AL,AEC,"2,427",0,0,0,"2,427",0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,234
2019,4432,Coweta-Fayette El Member Corp,,GA,SOCO,"11,696",0,0,0,"11,696",135,0,0,0,135,15.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,8.0,117,0,0,0,117,0,0,0,0,0,0
2019,4509,Craighead Electric Coop Corp,,AR,MISO,0,612,1,0,613,0,0,0,0,0,0.0,20.7,1.2,0.0,21.9,0.0,4.4,1.2,0.0,5.6,0,0,0,0,0,0,596,25,0,621,0
2019,4538,Crisp County Power Comm,,GA,SOCO,0,0,2,0,2,0,0,0,0,0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,10.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0
2019,4675,Cuivre River Electric Coop Inc,,MO,AECI,426,24,0,0,450,0,0,0,0,0,1.0,8.5,0.0,0.0,9.5,1.0,5.5,0.0,0.0,6.4,"16,406",0,0,0,"16,406","3,000",0,0,0,"3,000",0
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,SWPP,125,0,0,0,125,0,0,0,0,0,0.4,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,6,0,0,0,6,0,0,0,0,0,21
2019,4794,City of Danville - (VA),,VA,PJM,0,3,5,0,8,0,0,0,0,0,0.0,2.1,14.5,0.0,16.6,0.0,2.1,14.5,0.0,16.6,0,29,145,0,174,0,0,0,0,0,0
2019,4911,Dawson Power District,,NE,SWPP,0,0,"4,802",0,"4,802",0,0,0,0,0,0.0,0.0,83.7,0.0,83.7,0.0,0.0,49.0,0.0,49.0,0,0,0,0,0,0,0,88,0,88,0
2019,5021,Delaware County Elec Coop Inc,Y,NY,NYIS,563,0,0,0,563,0,0,0,0,0,1.7,0.0,0.0,0.0,1.7,0.5,0.0,0.0,0.0,0.5,22,0,0,0,22,0,0,0,0,0,563
2019,5027,Delmarva Power,,DE,PJM,"217,058","19,659",0,0,"236,717","1,112",101,0,0,"1,213",107.9,9.8,0.0,0.0,117.7,107.9,9.8,0.0,0.0,117.7,"1,359",120,0,0,"1,479","1,276",0,0,0,"1,276",0
2019,5027,Delmarva Power,,MD,PJM,"143,910","1,845",0,0,"145,755","3,822",222,0,0,"4,044",32.7,4.6,0.0,0.0,37.3,32.7,4.6,0.0,0.0,37.3,"4,205",210,0,0,"4,415","2,702",306,0,0,"3,008",0
2019,5056,City of Denison - (IA),,IA,SWPP,"2,426",151,20,0,"2,597",26,3,0,0,30,1.5,0.2,0.0,0.0,1.8,1.5,0.2,0.0,0.0,1.8,74,6,19,0,100,0,0,0,0,0,0
2019,5070,Delaware Electric Cooperative,,DE,PJM,"28,242","1,155",0,0,"29,397",1,0,0,0,1,17.2,22.9,0.0,0.0,40.0,16.2,9.7,0.0,0.0,26.0,23,47,0,0,70,8,8,0,0,16,0
2019,5078,"Denton County Elec Coop, Inc",,TX,ERCO,"11,723",0,0,0,"11,723",70,0,0,0,70,23.5,0.0,0.0,0.0,23.5,17.0,0.0,0.0,0.0,17.0,469,0,0,0,469,309,0,0,0,309,0
2019,5109,DTE Electric Company,,MI,MISO,"344,925","1,793",415,0,"347,133",378,0,494,0,872,160.0,21.0,478.0,0.0,659.0,0.0,9.0,260.0,0.0,269.0,10,0,78,0,88,0,0,0,0,0,0
2019,5111,City of Detroit Lakes - (MN),,MN,MISO,"1,814",128,13,0,"1,955",314,35,0,0,349,2.0,0.2,0.0,0.0,2.2,1.8,0.2,0.0,0.0,2.1,266,99,9,0,375,127,7,1,0,136,0
2019,5335,City of Dover - (DE),,DE,PJM,0,2,2,0,4,0,0,0,0,0,0.0,2.5,2.4,0.0,4.9,0.0,2.1,2.2,0.0,4.4,0,53,61,0,114,0,0,0,0,0,0
2019,5336,City of Dover - (OH),,OH,PJM,0,0,5,0,5,0,0,2,0,2,0.0,0.0,1.5,0.0,1.5,0.0,0.0,1.5,0.0,1.5,0,0,13,0,13,0,0,0,0,0,0
2019,5416,"Duke Energy Carolinas, LLC",,NC,DUK,"180,446","5,147",0,0,"185,593",0,0,0,0,0,404.4,360.6,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,"5,588","9,508",0,0,"15,096","4,186",0,0,0,"4,186",0
2019,5416,"Duke Energy Carolinas, LLC",,SC,DUK,"58,049","1,872",0,0,"59,921",0,0,0,0,0,131.9,132.2,0.0,0.0,264.1,0.0,0.0,0.0,0.0,0.0,"2,067","3,516",0,0,"5,583","1,548",0,0,0,"1,548",0
2019,5417,Dunn County Electric Coop,,WI,MISO,"3,231",320,0,0,"3,551",0,0,0,0,0,1.7,19.8,0.0,0.0,21.5,0.5,5.4,0.0,0.0,5.8,114,11,0,0,125,111,11,0,0,122,8
2019,5480,Town of Danvers,,MA,ISNE,"1,466",64,8,0,"1,538",4,0,4,0,9,0.2,0.0,0.2,0.0,0.4,0.2,0.0,0.2,0.0,0.4,4,1,5,0,9,24,36,41,0,101,0
2019,5487,Duquesne Light Co,,PA,PJM,0,178,13,0,191,0,402,340,0,742,0.0,26.9,23.5,0.0,50.4,0.0,25.1,21.3,0.0,46.4,0,508,316,0,824,0,394,334,0,728,0
2019,5552,"East River Elec Pwr Coop, Inc",,SD,SWPP,0,0,0,0,0,0,0,0,0,0,34.5,9.5,31.2,0.0,75.2,34.5,9.5,31.2,0.0,75.2,0,0,0,0,0,"1,385",277,69,0,"1,732",516
2019,5575,City of East Grand Forks - (MN),,MN,MISO,857,66,0,0,923,398,590,0,0,988,4.0,3.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,4.0,41,1,0,0,42,29,32,0,0,61,0
2019,5580,"East Kentucky Power Coop, Inc",,KY,PJM,75,0,8,0,83,0,0,0,0,0,0.1,0.0,701.0,0.0,701.1,0.1,0.0,701.0,0.0,701.1,546,0,"14,355",0,"14,901","1,062",0,0,0,"1,062",8
2019,5632,Eau Claire Electric Coop,,WI,MISO,"4,338",126,0,0,"4,464",0,0,0,0,0,2.5,9.3,0.0,0.0,11.8,1.0,3.8,0.0,0.0,4.9,626,18,0,0,644,64,2,0,0,66,35
2019,5701,El Paso Electric Co,,NM,EPE,352,1,0,0,353,11,6,0,0,17,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,10,143,0,0,153,0,16,0,0,16,0
2019,5701,El Paso Electric Co,,TX,EPE,"1,271",7,5,0,"1,283",45,9,8,0,62,1.7,6.3,5.2,0.0,13.2,1.7,6.3,5.2,0.0,13.2,146,244,196,0,586,30,9,7,0,46,0
2019,5732,City of Elbow Lake - (MN),Y,MN,MISO,142,0,0,0,142,37,0,0,0,37,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,5,0,0,0,5,5,0,0,0,5,0
2019,5780,Elkhorn Rural Public Pwr Dist,,NE,SWPP,0,0,"1,386",0,"1,386",0,0,0,0,0,0.0,0.0,28.4,0.0,28.4,0.0,0.0,28.4,0.0,28.4,0,0,0,0,0,0,0,206,0,206,0
2019,5860,Empire District Electric Co,,MO,SWPP,0,0,2,0,2,0,0,0,0,0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,5880,"Energy Coop of New York, Inc",,NY,NYIS,0,3,0,0,3,0,0,0,0,0,0.0,9.9,0.0,0.0,9.9,0.0,9.9,0.0,0.0,9.9,0,0,0,0,0,0,0,0,0,0,0
2019,5905,Excelsior Electric Member Corp,,GA,SOCO,0,0,228,0,228,0,0,168,0,168,0.0,0.0,9.6,0.0,9.6,0.0,0.0,2.4,0.0,2.4,0,0,0,0,0,0,0,48,0,48,0
2019,5964,"Escambia River Elec Coop, Inc",,FL,AEC,"1,122",0,0,0,"1,122",108,0,0,0,108,5.6,0.0,0.0,0.0,5.6,4.5,0.0,0.0,0.0,4.5,70,0,0,0,70,43,0,0,0,43,0
2019,5995,City of Estelline - (SD),Y,SD,SWPP,171,22,7,0,200,26,2,1,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,6151,Fairmont Public Utilities Comm,,MN,MISO,"3,124",814,1,0,"3,939",49,12,0,0,62,1.3,0.3,0.1,0.0,1.7,0.4,0.3,0.0,0.0,0.7,3,0,1,0,4,0,0,1,0,1,0
2019,6181,"Farmers Electric Coop, Inc - (MO)",,MO,AECI,"6,540",34,1,0,"6,575",179,77,0,0,256,5.5,0.3,0.0,0.0,5.8,4.1,0.2,0.0,0.0,4.4,0,0,0,0,0,8,0,0,0,8,0
2019,6182,"Farmers Electric Coop, Inc - (TX)",,TX,ERCO,962,0,0,0,962,21,0,0,0,21,2.3,0.0,0.0,0.0,2.3,2.3,0.0,0.0,0.0,2.3,83,0,0,0,83,25,0,0,0,25,0
2019,6206,Farmers Electric Coop Corp - (AR),Y,AR,MISO,0,0,206,0,206,0,0,3,0,3,0.0,0.0,5.9,0.0,5.9,0.0,0.0,1.2,0.0,1.2,0,0,11,0,11,0,0,0,0,0,0
2019,6342,First Electric Coop Corp,,AR,MISO,"6,053",0,559,0,"6,612",24,0,432,0,456,6.1,0.0,68.2,0.0,74.2,1.0,0.0,11.2,0.0,12.2,174,0,"5,048",0,"5,221",5,0,5,0,10,0
