Utility Characteristics,,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Water Heater
2019,17066,Shenandoah Valley Elec Coop,,VA,PJM,"15,162",0,0,0,"15,162",464,0,0,0,464,84.7,0.0,0.0,0.0,84.7,48.5,0.0,0.0,0.0,48.5,0,0,0,0,0,"1,388",0,0,0,"1,388",6
2019,17074,City of Shelly - (MN),Y,MN,MISO,57,4,0,0,61,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,17166,Sierra Pacific Power Co,,NV,NEVP,"10,031",426,0,0,"10,457","2,796",484,0,0,"3,280",12.0,5.1,0.0,0.0,17.1,11.0,4.7,0.0,0.0,15.7,26,25,0,0,50,"2,039",763,0,0,"2,802",0
2019,17264,City of Sioux Center,,IA,MISO,"1,852",0,0,0,"1,852",22,0,0,0,22,2.2,0.0,0.0,0.0,2.2,2.2,0.0,0.0,0.0,2.2,0,0,0,0,0,0,0,0,0,0,0
2019,17539,"Dominion Energy South Carolina, Inc",,SC,SCEG,0,12,26,0,38,0,35,0,0,35,0.0,32.0,135.0,0.0,167.0,0.0,10.0,0.0,0.0,10.0,0,274,"6,677",0,"6,951",0,0,0,0,0,0
2019,17543,South Carolina Public Service Authority,,SC,SC,0,0,20,0,20,0,0,200,0,200,0.0,0.0,608.1,0.0,608.1,0.0,0.0,0.0,0.0,0.0,0,0,"106,200",0,"106,200",0,0,0,0,0,0
2019,17548,South Central Public Pwr Dist,,NE,SWPP,0,0,960,0,960,0,0,0,0,0,0.0,0.0,61.7,0.0,61.7,0.0,0.0,37.0,0.0,37.0,0,0,"1,229",0,"1,229",0,0,121,0,121,0
2019,17561,South Plains Electric Coop Inc,,TX,ERCO,0,0,"1,611",0,"1,611",0,0,102,0,102,0.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0,679,0,679,0,0,295,0,295,0
2019,17572,South River Elec Member Corp,,NC,CPLE,318,0,0,0,318,0,0,0,0,0,5.7,0.0,0.0,0.0,5.7,5.2,0.0,0.0,0.0,5.2,"1,590",0,0,0,"1,590",0,0,0,0,0,0
2019,17577,City of South Sioux City,,NE,SWPP,0,1,0,0,1,0,"2,806",0,0,"2,806",0.0,14.2,0.0,0.0,14.2,0.0,1.2,0.0,0.0,1.2,0,111,0,0,111,0,0,0,0,0,0
2019,17599,Southeastern Indiana R E M C,,IN,MISO,"1,266",0,0,0,"1,266",604,0,0,0,604,1.4,0.0,0.0,0.0,1.4,0.6,0.0,0.0,0.0,0.6,47,0,0,0,47,17,0,0,0,17,"1,266"
2019,17609,Southern California Edison Co,,CA,CISO,"271,798","8,730","2,125",0,"282,653",0,0,0,0,0,218.0,185.0,506.0,0.0,909.0,190.0,171.0,440.0,0.0,801.0,"30,674","26,635","47,613",0,"104,922","7,370",352,676,0,"8,398",0
2019,17633,Southern Indiana Gas & Elec Co,,IN,MISO,"24,118",463,1,0,"24,582",8,0,0,0,8,45.7,1.1,37.3,0.0,84.1,1.5,0.0,0.0,0.0,1.5,624,35,7,0,666,430,1,1,0,432,0
2019,17637,Southern Maryland Elec Coop Inc,,MD,PJM,"45,332",48,0,0,"45,380",0,0,0,0,0,38.1,14.7,0.0,0.0,52.8,38.1,14.7,0.0,0.0,52.8,"1,839",194,0,0,"2,033","3,192","1,018",0,0,"4,210",0
2019,17671,Southwest Arkansas E C C,,AR,MISO,0,0,5,0,5,0,0,0,0,0,0.0,0.0,38.2,0.0,38.2,0.0,0.0,19.2,0.0,19.2,0,0,196,0,196,0,0,0,0,0,0
2019,17684,Southwest Louisiana E M C,,LA,MISO,0,6,0,0,6,0,13,0,0,13,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0,3,0,0,3,0,0,0,0,0,0
2019,17692,Southwest Public Power Dist,,NE,SWPP,0,0,"1,144",0,"1,144",0,0,0,0,0,0.0,0.0,30.6,0.0,30.6,0.0,0.0,16.2,0.0,16.2,0,0,0,0,0,0,0,0,0,0,0
2019,17698,Southwestern Electric Power Co,,AR,SWPP,0,17,0,0,17,0,78,0,0,78,0.0,10.0,0.0,0.0,10.0,0.0,8.8,0.0,0.0,8.8,0,195,0,0,195,0,27,0,0,27,0
2019,17698,Southwestern Electric Power Co,,TX,SWPP,0,6,0,0,6,0,58,0,0,58,0.0,7.9,0.0,0.0,7.9,0.0,6.3,0.0,0.0,6.3,0,154,0,0,154,0,0,0,0,0,0
2019,17718,Southwestern Public Service Co,,NM,SWPP,"4,272",0,0,0,"4,272",3,0,0,0,3,4.8,0.0,0.0,0.0,4.8,2.0,0.0,0.0,0.0,2.0,160,0,0,0,160,56,0,0,0,56,0
2019,17718,Southwestern Public Service Co,,TX,SWPP,"7,269",277,0,0,"7,546",9,10,0,0,19,6.6,4.6,0.0,0.0,11.2,0.0,3.4,0.0,0.0,3.4,368,192,0,0,561,148,222,0,0,370,0
2019,17832,Snapping Shoals El Member Corp,,GA,SOCO,"96,641","4,093",42,0,"100,776",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,17868,St Croix Electric Coop,,WI,MISO,"4,031",106,1,0,"4,138",0,0,0,0,0,2.6,4.4,0.5,0.0,7.5,1.7,2.8,0.3,0.0,4.8,706,19,50,0,775,86,2,6,0,94,10
2019,17876,City of St James - (MN),,MN,MISO,436,47,0,0,483,1,1,0,0,2,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0,13,0,0,0,0,0,0
2019,17900,City of Saint Peter,,MN,MISO,"1,754",105,0,0,"1,859",26,2,0,0,28,0.5,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.2,35,3,0,0,38,0,1,0,0,1,0
2019,17979,Stanton County Public Pwr Dist,,NE,SWPP,0,0,177,0,177,0,0,0,0,0,0.0,0.0,5.9,0.0,5.9,0.0,0.0,1.7,0.0,1.7,0,0,0,0,0,0,0,20,0,20,0
2019,18087,Town of Sterling - (MA),,MA,ISNE,169,3,0,0,172,4,32,0,0,36,0.2,1.9,0.0,0.0,2.1,0.2,1.6,0.0,0.0,1.8,11,26,0,0,37,0,0,0,0,0,0
2019,18125,Stillwater Utilities Authority,,OK,SWPP,0,1,0,0,1,0,748,0,0,748,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0,36,0,0,36,0,0,0,0,0,0
2019,18203,Tallapoosa River Elec Coop Inc,,AL,AEC,0,0,1,0,1,0,0,0,0,0,0.0,0.0,3.2,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,18280,Sulphur Springs Valley E C Inc,,AZ,WALC,0,797,0,0,797,0,55,0,0,55,0.0,78.0,0.0,0.0,78.0,0.0,14.0,0.0,0.0,14.0,0,0,0,0,0,0,1,0,0,1,0
2019,18304,"Sumter Electric Coop, Inc",,FL,SEC,0,14,0,0,14,0,158,0,0,158,0.0,18.0,0.0,0.0,18.0,0.0,17.0,0.0,0.0,17.0,0,0,0,0,0,0,268,0,0,268,0
2019,18383,Taylor Electric Coop - (WI),,WI,MISO,"1,872",136,0,0,"2,008",0,0,0,0,0,3.8,0.1,0.0,0.0,3.8,2.7,0.0,0.0,0.0,2.7,367,27,0,0,394,20,1,0,0,21,0
2019,18445,City of Tallahassee - (FL),,FL,TAL,0,4,0,0,4,0,0,0,0,0,0.0,45.6,0.0,0.0,45.6,0.0,0.0,0.0,0.0,0.0,0,"7,123",0,0,"7,123",0,0,0,0,0,0
2019,18454,Tampa Electric Co,,FL,TEC,0,206,34,0,240,0,"8,446","25,370",0,"33,816",0.0,86.3,94.0,0.0,180.3,0.0,0.0,0.0,0.0,0.0,0,"6,024","18,176",0,"24,200",23,275,132,0,430,0
2019,18488,City of Taunton,,MA,ISNE,0,11,0,0,11,0,31,0,0,31,0.0,11.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,8.0,0,10,0,0,10,0,0,0,0,0,0
2019,18642,Tennessee Valley Authority,,AL,TVA,0,88,61,0,149,0,414,"2,297",0,"2,711",0.0,10.0,429.0,0.0,439.0,0.0,10.0,299.0,0.0,309.0,0,249,"23,178",0,"23,427",0,249,420,0,669,0
2019,18642,Tennessee Valley Authority,,GA,TVA,0,1,3,0,4,0,5,135,0,140,0.0,0.0,27.0,0.0,27.0,0.0,0.0,17.0,0.0,17.0,0,3,"1,621",0,"1,624",0,3,0,0,3,0
2019,18642,Tennessee Valley Authority,,KY,TVA,0,96,38,0,134,0,229,746,0,975,0.0,8.0,156.0,0.0,164.0,0.0,6.0,117.0,0.0,123.0,0,179,"7,986",0,"8,165",0,138,166,0,304,0
2019,18642,Tennessee Valley Authority,,MS,TVA,0,35,21,0,56,0,182,577,0,759,0.0,5.0,415.0,0.0,420.0,0.0,5.0,69.0,0.0,74.0,0,110,"20,548",0,"20,658",0,110,101,0,211,0
2019,18642,Tennessee Valley Authority,,TN,TVA,0,780,241,0,"1,021",0,"2,858","3,611",0,"6,469",0.0,86.0,594.0,0.0,680.0,0.0,71.0,237.0,0.0,308.0,0,"2,448","22,231",0,"24,679",0,"1,721","1,247",0,"2,968",0
2019,18642,Tennessee Valley Authority,,VA,TVA,0,2,3,0,5,0,0,22,0,22,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,13,0,13,0,0,13,0,13,0
2019,18820,City of Thief River Falls,,MN,MISO,416,56,0,0,472,216,104,0,0,320,3.0,2.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,0,0,0,0,0,72,52,0,0,124,0
2019,18895,Thumb Electric Coop of Mich,,MI,MISO,"4,701",0,0,0,"4,701",0,0,0,0,0,14.1,0.0,0.0,0.0,14.1,4.9,0.0,0.0,0.0,4.9,241,0,0,0,241,0,0,0,0,0,0
2019,18997,The Toledo Edison Co,,OH,PJM,0,0,4,0,4,0,0,0,0,0,0.0,0.0,193.2,0.0,193.2,0.0,0.0,193.2,0.0,193.2,0,0,"10,383",0,"10,383",0,0,0,0,0,0
2019,19157,MiEnergy Cooperative,,IA,MISO,"3,186",185,0,0,"3,371",0,0,0,0,0,2.0,3.8,0.0,0.0,5.8,1.7,3.3,0.0,0.0,5.0,312,18,0,0,330,168,10,0,0,178,0
2019,19157,MiEnergy Cooperative,,MN,MISO,"5,927",345,0,0,"6,272",0,0,0,0,0,3.6,7.1,0.0,0.0,10.7,3.1,6.1,0.0,0.0,9.2,580,34,0,0,614,312,18,0,0,330,5
2019,19160,"Tri-County Electric Coop, Inc (OK)",,OK,SWPP,0,0,17,0,17,0,0,283,0,283,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.8,0.0,0.8,0,0,5,0,5,0,0,2,0,2,0
2019,19189,Trico Electric Cooperative Inc,,AZ,WALC,0,19,2,0,21,0,0,0,0,0,0.0,2.8,0.7,0.0,3.6,0.0,1.9,0.5,0.0,2.4,0,0,0,0,0,0,0,0,0,0,0
2019,19237,Truman Public Utilities Comm,Y,MN,MISO,134,6,0,0,140,0,0,0,0,0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,19327,"TXU Energy Retail Co, LLC",,TX,ERCO,"4,930",0,0,0,"4,930",20,0,0,0,20,48.4,0.0,0.0,0.0,48.4,6.7,0.0,0.0,0.0,6.7,0,0,0,0,0,232,0,0,0,232,0
2019,19396,Tri-County Electric Coop (MI),,MI,MISO,"6,004",0,0,0,"6,004",0,0,0,0,0,25.3,0.0,0.0,0.0,25.3,17.0,0.0,0.0,0.0,17.0,517,0,0,0,517,18,0,0,0,18,55
2019,19436,Union Electric Co - (MO),,MO,MISO,"12,418",44,29,0,"12,491","2,198",0,0,0,"2,198",19.0,18.1,13.8,0.0,50.9,0.0,0.0,0.0,0.0,0.0,631,0,0,0,631,"2,820",766,426,0,"4,013",0
2019,19446,Duke Energy Kentucky,,KY,PJM,"12,432",17,0,0,"12,449",0,0,0,0,0,12.9,17.1,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,296,371,0,0,667,281,214,0,0,494,0
2019,19490,United Electric Coop Service Inc - (TX),,TX,ERCO,"30,979","5,448",30,0,"36,457",222,92,103,0,417,3.2,0.1,0.9,0.0,4.2,3.1,0.1,0.9,0.0,4.1,81,0,0,0,81,0,0,0,0,0,0
2019,19499,"United Power, Inc",,CO,WACM,"6,800",100,2,0,"6,902",1,1,0,0,2,6.5,0.5,4.5,0.0,11.5,5.5,0.5,4.5,0.0,10.5,274,0,0,0,274,99,10,584,0,693,0
2019,19547,Hawaiian Electric Co Inc,,HI,HECO,"33,260",225,0,0,"33,485",221,652,0,0,873,13.4,16.5,0.0,0.0,29.9,0.0,0.0,0.0,0.0,0.0,"1,270","2,169",0,0,"3,439",425,585,0,0,"1,010",0
2019,19687,City of Valley City,,ND,SWPP,317,65,0,0,382,0,0,0,0,0,4.0,3.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,5.0,62,55,0,0,117,20,0,0,0,20,0
2019,19728,"UNS Electric, Inc",,AZ,TEPC,0,30,0,0,30,0,0,0,0,0,0.0,5.3,0.0,0.0,5.3,0.0,5.3,0.0,0.0,5.3,0,0,0,0,0,0,0,0,0,0,0
2019,19788,City of Vermillion - (SD),,SD,SWPP,"3,981",0,0,0,"3,981",58,0,0,0,58,19.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,4.0,27,0,0,0,27,0,0,0,0,0,0
2019,19790,Verendrye Electric Coop Inc,,ND,MISO,"3,364",374,0,0,"3,738",0,0,0,0,0,15.1,1.7,0.0,0.0,16.8,5.9,0.7,0.0,0.0,6.6,102,11,0,0,114,30,3,0,0,33,0
2019,19798,City of Vernon,,CA,CISO,0,0,1,0,1,0,0,0,0,0,0.0,0.0,12.7,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0,0,"1,131",0,"1,131",0,0,0,0,0,0
2019,19813,Vernon Electric Coop,,WI,MISO,"3,567",211,0,0,"3,778",0,0,0,0,0,5.2,3.2,0.0,0.0,8.4,2.4,1.5,0.0,0.0,3.9,321,19,0,0,340,41,2,0,0,43,0
2019,19820,Victory Electric Coop Assn Inc,,KS,SWPP,0,0,98,0,98,0,0,10,0,10,0.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0,0,209,0,209,0,0,7,0,7,0
2019,19876,Virginia Electric & Power Co,,NC,PJM,"3,060",0,0,0,"3,060",0,0,0,0,0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,123,0,0,0,123,121,0,0,0,121,0
2019,19876,Virginia Electric & Power Co,,VA,PJM,"75,386",21,0,0,"75,407",0,0,0,0,0,47.0,6.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,"3,116",458,0,0,"3,574","2,665",132,0,0,"2,797",0
2019,19896,City of Volga - (SD),,SD,SWPP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20
2019,19947,City of Wadena - (MN),,MN,MISO,546,42,27,0,615,291,30,58,0,379,5.9,0.6,0.9,0.0,7.4,3.3,0.3,0.5,0.0,4.1,127,48,15,0,191,43,3,2,0,48,0
2019,19951,City of Wadsworth - (OH),,OH,PJM,380,2,0,0,382,2,0,0,0,2,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,19968,City of Wahoo - (NE),,NE,SWPP,"1,900",13,0,0,"1,913",2,1,0,0,3,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0,0,0,0,0,10,2,0,0,12,0
2019,19981,Wake Electric Membership Corp,,NC,CPLE,0,7,1,0,8,0,0,1,0,1,0.0,1.6,7.7,0.0,9.2,0.0,1.6,7.7,0.0,9.2,0,0,0,0,0,0,0,0,0,0,0
2019,20110,City of Warren - (MN),Y,MN,MISO,109,25,2,0,136,1,0,1,0,1,0.6,0.4,0.8,0.0,1.8,0.4,0.2,0.6,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0
2019,20136,City of Waseca - (MN),,MN,MISO,"1,482",117,0,0,"1,599",22,2,0,0,24,0.4,0.4,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.2,48,13,0,0,61,22,2,0,0,24,0
2019,20387,West Penn Power Company,,PA,PJM,"55,686",15,32,0,"55,733",0,0,0,0,0,3.1,0.9,90.1,0.0,94.1,3.1,0.9,90.1,0.0,94.1,0,13,"1,996",0,"2,009",296,35,"1,372",0,"1,702",0
2019,20401,West River Electric Assn Inc,,SD,SWPP,"3,394",0,0,0,"3,394",0,0,0,0,0,31.1,0.0,0.0,0.0,31.1,19.0,0.0,0.0,0.0,19.0,29,0,0,0,29,30,0,0,0,30,0
2019,20404,AEP Texas North Company,,TX,ERCO,0,23,0,0,23,0,21,0,0,21,0.0,2.9,0.0,0.0,2.9,0.0,2.3,0.0,0.0,2.3,0,87,0,0,87,0,10,0,0,10,0
2019,20456,Twin Valleys Public Power Dist,,NE,SWPP,0,0,741,0,741,0,0,546,0,546,0.0,0.0,28.4,0.0,28.4,0.0,0.0,7.3,0.0,7.3,0,0,546,0,546,0,0,0,0,0,0
2019,20472,"Wharton County Elec Coop, Inc",,TX,ERCO,798,33,8,0,839,0,0,0,0,0,2.9,7.7,15.2,0.0,25.8,2.9,4.4,8.0,0.0,15.3,159,90,157,0,406,79,110,0,0,189,0
2019,20477,City of Westerville - (OH),,OH,PJM,555,0,0,0,555,6,0,0,0,6,0.9,0.0,0.0,0.0,0.9,0.7,0.0,0.0,0.0,0.7,21,0,0,0,21,13,0,0,0,13,0
2019,20490,City of Westminster - (SC),Y,SC,DUK,470,0,0,0,470,0,0,0,0,0,0.4,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,11,0,0,0,11,0
2019,20521,Wheeling Power Co,,WV,PJM,212,0,0,0,212,4,0,0,0,4,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,9,0,0,0,9,55,0,0,0,55,0
2019,20603,Northeastern Rural E M C,,IN,PJM,"1,200",0,0,0,"1,200",0,0,0,0,0,1.4,0.0,0.0,0.0,1.4,1.2,0.0,0.0,0.0,1.2,60,0,0,0,60,25,0,0,0,25,0
2019,20639,"Wild Rice Electric Coop, Inc",,MN,MISO,"4,896",43,1,0,"4,940","2,942",142,24,0,"3,108",114.4,5.5,1.5,0.0,121.4,33.9,1.6,0.8,0.0,36.3,"4,273",314,151,0,"4,738",183,20,1,0,205,0
2019,20737,Willmar Municipal Utilities,,MN,MISO,"2,122",202,0,0,"2,324",3,0,0,0,3,3.2,0.3,0.0,0.0,3.5,2.9,0.3,0.0,0.0,3.2,3,0,0,0,3,561,0,0,0,561,0
2019,20823,Winner Municipal Utility,,SD,SWPP,481,45,0,0,526,1,1,0,0,2,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0
2019,20841,"Wiregrass Electric Coop, Inc",,AL,AEC,"3,663",0,0,0,"3,663",0,0,0,0,0,4.4,0.0,0.0,0.0,4.4,4.4,0.0,0.0,0.0,4.4,0,0,0,0,0,115,0,0,0,115,0
2019,20847,Wisconsin Electric Power Co,,WI,MISO,0,29,59,0,88,0,0,0,0,0,0.0,3.3,128.4,0.0,131.7,0.0,3.3,36.6,0.0,39.9,0,225,"1,381",0,"1,606",0,0,0,0,0,0
2019,20856,Wisconsin Power & Light Co,,WI,MISO,0,0,126,0,126,0,0,186,0,186,0.0,0.0,146.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0,0,"12,087",0,"12,087",0,0,0,0,0,0
2019,20858,WPPI Energy,,WI,MISO,0,0,12,0,12,0,0,0,0,0,0.0,0.0,52.9,0.0,52.9,0.0,0.0,0.0,0.0,0.0,0,0,"2,909",0,"2,909",0,0,0,0,0,0
2019,20860,Wisconsin Public Service Corp,,WI,MISO,"22,404",472,18,0,"22,894",0,0,0,0,0,30.0,18.0,5.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,758,785,233,0,"1,777",90,0,0,0,90,0
2019,20949,City of Woodbine - (IA),Y,IA,SWPP,105,0,0,0,105,0,0,0,0,0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3,0,0,0,3,0,0,0,0,0,0
2019,20963,Woodruff Electric Coop Corp,,AR,MISO,0,0,"3,200",0,"3,200",0,0,"4,000",0,"4,000",0.0,0.0,65.0,0.0,65.0,0.0,0.0,63.0,0.0,63.0,0,0,"4,611",0,"4,611",0,0,50,0,50,0
2019,21002,York Electric Coop Inc,,SC,DUK,"5,637",0,0,0,"5,637",0,0,0,0,0,24.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,6.0,152,0,0,0,152,"1,554",0,0,0,"1,554",0
2019,21013,City of Worthington - (MN),,MN,MISO,"2,275",0,0,0,"2,275",0,0,0,0,0,6.8,0.0,0.0,0.0,6.8,2.3,0.0,0.0,0.0,2.3,0,0,0,0,0,8,0,0,0,8,0
2019,21244,"Southside Electric Coop, Inc",,VA,PJM,"1,338",0,0,0,"1,338",7,0,0,0,7,8.2,0.0,0.0,0.0,8.2,7.2,0.0,0.0,0.0,7.2,0,0,0,0,0,"13,298",0,0,0,"13,298",0
2019,21554,Seminole Electric Cooperative Inc,,FL,SEC,853,0,0,0,853,24,0,0,0,24,22.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,22.0,34,0,0,0,34,0,0,0,0,0,0
2019,21632,EnergyUnited Elec Member Corp,,NC,DUK,"11,119",159,5,0,"11,283",328,267,149,0,744,10.0,8.0,4.0,0.0,22.0,10.0,7.0,3.0,0.0,20.0,100,150,50,0,300,15,10,10,0,35,0
2019,22053,Kentucky Power Co,,KY,PJM,0,0,4,0,4,0,0,0,0,0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,22500,"Evergy Kansas Central, Inc",,KS,SWPP,"26,835","1,043",34,0,"27,912",0,0,0,0,0,0.0,5.0,145.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0,34,"3,741",0,"3,774",296,11,0,0,307,0
2019,23826,Bluestem Electric Coop Inc,,KS,SWPP,0,12,208,0,220,0,0,5,0,5,0.0,2.5,0.0,0.0,2.5,0.0,1.7,0.0,0.0,1.7,0,0,153,0,153,0,1,23,0,24,0
2019,24211,Tucson Electric Power Co,,AZ,TEPC,0,230,0,0,230,0,"20,464",0,0,"20,464",0.0,43.4,0.0,0.0,43.4,0.0,43.4,0.0,0.0,43.4,0,103,0,0,103,0,37,0,0,37,0
2019,24949,Cass County Elec Coop Inc,,ND,MISO,"8,787",409,547,0,"9,743","4,166","1,416",642,0,"6,224",285.7,124.9,56.6,0.0,467.2,77.1,33.7,15.3,0.0,126.1,"5,118","9,737",540,0,"15,395",660,31,41,0,732,20
2019,25295,Western Indiana Energy REMC,,IN,MISO,0,4,0,0,4,0,0,0,0,0,0.0,0.6,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.6,0,6,0,0,6,0,0,0,0,0,0
2019,26120,Town of Langford- (SD),Y,SD,SWPP,113,23,0,0,136,0,0,0,0,0,0.3,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,26218,Little Ocmulgee El Member Corp,,GA,SOCO,0,0,259,0,259,0,0,0,0,0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0,0,0,0,0,0,0,20,0,20,0
2019,26934,"Red Lake Electric Coop, Inc",,MN,MISO,"2,176",0,0,0,"2,176",549,0,0,0,549,42.1,0.0,0.0,0.0,42.1,11.4,0.0,0.0,0.0,11.4,719,0,0,0,719,32,0,0,0,32,0
2019,26939,Red River Valley Coop Pwr Assn,,MN,MISO,"1,971",36,0,0,"2,007",0,0,0,0,0,46.0,6.0,0.0,0.0,52.0,11.0,2.0,0.0,0.0,13.0,82,2,0,0,84,49,2,0,0,51,18
2019,40051,Texas-New Mexico Power Co,,TX,ERCO,0,39,0,0,39,0,11,0,0,11,0.0,6.0,0.0,0.0,6.0,0.0,3.7,0.0,0.0,3.7,0,143,0,0,143,0,21,0,0,21,0
2019,40165,"Dixie Escalante R E A, Inc",,UT,PACE,0,102,0,0,102,0,41,0,0,41,0.0,8.9,0.0,0.0,8.9,0.0,5.4,0.0,0.0,5.4,0,210,0,0,210,0,14,0,0,14,0
2019,40211,"Wabash Valley Power Assn, Inc",,IL,MISO,"4,450",4,0,0,"4,454",0,0,0,0,0,9.4,0.4,0.0,0.0,9.8,7.9,0.3,0.0,0.0,8.2,516,0,0,0,516,0,0,0,0,0,0
2019,40211,"Wabash Valley Power Assn, Inc",,IN,PJM,87,0,0,0,87,0,0,0,0,0,3.2,0.0,0.0,0.0,3.2,3.0,0.0,0.0,0.0,3.0,171,0,0,0,171,0,0,0,0,0,0
2019,40211,"Wabash Valley Power Assn, Inc",,IN,MISO,"22,291",6,0,0,"22,297",0,0,0,0,0,43.0,2.2,0.0,0.0,45.2,37.9,2.1,0.0,0.0,40.0,"2,381",0,0,0,"2,381",0,0,0,0,0,0
2019,40211,"Wabash Valley Power Assn, Inc",,MO,MISO,141,0,0,0,141,0,0,0,0,0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,6,0,0,0,6,0,0,0,0,0,0
2019,40212,Colquitt Electric Membership Corp,,GA,SOCO,0,5,"2,140",0,"2,145",0,11,"2,030",0,"2,041",0.0,0.4,75.2,0.0,75.6,0.0,0.4,74.7,0.0,75.1,0,0,0,0,0,0,5,50,0,55,0
2019,40228,Rappahannock Electric Coop,,VA,PJM,"38,674",19,0,0,"38,693",27,6,0,0,33,54.3,19.1,0.0,0.0,73.4,18.7,0.0,0.0,0.0,18.7,49,8,0,0,57,0,0,0,0,0,0
2019,40291,"Sullivan County R E C, Inc - (PA)",Y,PA,PJM,294,0,0,0,294,0,0,0,0,0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,7,0,0,0,7,23,0,0,0,23,0
2019,40435,City of White - (SD),Y,SD,SWPP,100,20,0,0,120,0,0,0,0,0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2019,44372,Oncor Electric Delivery Company LLC,,TX,ERCO,"32,395",284,0,0,"32,679",88,180,0,0,268,29.4,60.0,0.0,0.0,89.4,29.4,60.0,0.0,0.0,89.4,"1,118","2,280",0,0,"3,398",105,234,0,0,339,0
2019,54913,NSTAR Electric Company,,MA,ISNE,"8,020",59,0,0,"8,079",0,5,0,0,5,4.5,20.5,0.0,0.0,24.9,4.5,20.5,0.0,0.0,24.9,400,"1,271",0,0,"1,671",433,290,0,0,723,0
