Utility Characteristics,,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Short Form,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2019,1024,City of Ava - (MO),A,Bundled,O,MO,Municipal,AECI,,"1,397.0","11,504","1,175",530.0,"4,347",306,"3,618.0","45,716",49,.,.,.,"5,545.0","61,567","1,530"
2019,1028,Town of Avilla - (IN),A,Bundled,O,IN,Municipal,PJM,Y,977.0,"9,384","1,022",649.0,"4,922",110,"2,426.0","24,178",21,0.0,0,0,"4,052.0","38,484","1,153"
2019,1033,City of Axtell - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,212.0,"1,965",189,122.0,939,41,.,.,.,.,.,.,334.0,"2,904",230
2019,1036,Town of Ayden - (NC),A,Bundled,O,NC,Municipal,CPLE,,"5,793.0","50,455","3,633","3,129.0","25,017",481,"2,695.0","31,233",1,.,.,.,"11,617.0","106,705","4,115"
2019,1046,City of Aztec - (NM),A,Bundled,O,NM,Municipal,WACM,Y,"2,114.0","15,932","2,655","3,173.0","26,346",477,.,.,.,.,.,.,"5,287.0","42,278","3,132"
2019,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,,"11,646.0","87,350","14,106","14,673.0","82,944","1,926","9,218.0","78,119",26,.,.,.,"35,537.0","248,413","16,058"
2019,1062,BARC Electric Coop Inc,A,Bundled,O,VA,Cooperative,PJM,,"18,310.0","127,797","12,010","6,468.0","51,889",790,.,.,.,.,.,.,"24,778.0","179,686","12,800"
2019,1080,City of Badger - (SD),A,Bundled,O,SD,Municipal,MISO,Y,92.5,"1,191",79,96.1,501,4,.,.,.,.,.,.,188.6,"1,692",83
2019,1101,Bagley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,,725.4,"5,763",562,377.4,"3,157",150,"1,547.4","14,609",70,.,.,.,"2,650.2","23,529",782
2019,1119,Town of Bainbridge - (IN),A,Bundled,O,IN,Municipal,MISO,Y,374.5,"3,340",322,277.4,"2,364",60,.,.,.,.,.,.,651.9,"5,704",382
2019,1148,City of Baldwin City- (KS),A,Bundled,O,KS,Municipal,SWPP,,"2,463.0","17,158","1,758","2,132.0","15,699",244,.,.,.,.,.,.,"4,595.0","32,857","2,002"
2019,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,,"115,056.0","977,611","71,372","47,336.0","498,658","7,403",.,.,.,.,.,.,"162,392.0","1,476,269","78,775"
2019,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,,"1,177,594.2","9,612,034","894,919","314,020.7","2,757,009","67,472","14,077.1","137,638","3,252",0.0,0,0,"1,505,692.0","12,506,681","965,643"
2019,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,,"151,833.5","3,100,521","277,887","360,637.5","12,641,023","53,271","28,129.2","1,145,830","2,615","1,959.8","289,728",3,"542,560.0","17,177,102","333,776"
2019,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,,"2,782.6","26,096","3,371","5,393.9","66,558",849,"20,603.1","219,991","4,768",.,.,.,"28,779.6","312,645","8,988"
2019,1170,Bamberg Board of Public Works,A,Bundled,O,SC,Municipal,SC,Y,"2,398.0","19,383","1,420","2,294.0","18,408",636,912.0,"8,075",2,.,.,.,"5,604.0","45,866","2,058"
2019,1172,Bancroft Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,Y,397.0,"5,450",389,679.0,"5,370",157,319.0,"5,685",90,.,.,.,"1,395.0","16,505",636
2019,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,,"51,262.7","453,281","31,539","16,196.7","162,815","5,535","2,067.6","25,591",57,.,.,.,"69,527.0","641,687","37,131"
2019,1176,City of Bandon - (OR),A,Bundled,O,OR,Municipal,BPAT,,"3,302.3","37,353","3,359","2,310.5","25,876",795,164.9,"1,965",2,0.0,0,0,"5,777.7","65,194","4,156"
2019,1179,Versant Power,A,Bundled,O,ME,Investor Owned,NBSO,,"29,769.9","192,531","28,725","14,187.8","89,731","6,619","3,963.6","36,803",112,0.0,0,0,"47,921.3","319,065","35,456"
2019,1179,Versant Power,A,Bundled,O,ME,Investor Owned,ISNE,,"118,971.9","578,915","96,962","54,362.1","467,863","15,654","5,356.7","56,207",28,0.0,0,0,"178,690.7","1,102,985","112,644"
2019,1179,Versant Power,C,Delivery,O,ME,Investor Owned,NBSO,,6.8,96,17,703.0,"9,496",382,"4,609.3","194,811",86,0.0,0,0,"5,319.1","204,403",485
2019,1179,Versant Power,C,Delivery,O,ME,Investor Owned,ISNE,,"5,182.1","49,657","7,930","10,569.4","123,919","2,991","7,293.9","178,185",23,0.0,0,0,"23,045.4","351,761","10,944"
2019,1181,Village of Bangor - (WI),A,Bundled,O,WI,Municipal,MISO,,"1,469.7","12,276","1,499",955.2,"8,766",473,475.8,"4,888",8,.,.,.,"2,900.7","25,930","1,980"
2019,1192,City of Banning - (CA),A,Bundled,O,CA,Municipal,CISO,,"12,598.0","66,456","10,864","10,300.1","50,973","1,173","2,201.4","14,601",12,.,.,.,"25,099.5","132,030","12,049"
2019,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,,362.0,"2,740",527,"2,172.0","16,768",223,0.0,0,0,0.0,0,.,"2,534.0","19,508",750
2019,1201,Barbourville Utility Comm,A,Bundled,O,KY,Municipal,LGEE,,"3,664.8","38,938","3,418",666.3,"7,080",507,"3,997.9","42,478",183,.,.,.,"8,329.0","88,496","4,108"
2019,1205,City of Bardwell - (KY),A,Bundled,O,KY,Municipal,LGEE,Y,139.4,"1,394",397,765.6,"7,663",97,.,.,.,.,.,.,905.0,"9,057",494
2019,1208,Town of Bargersville - (IN),A,Bundled,O,IN,Municipal,MISO,Y,"4,027.0","37,585","3,175","2,290.0","6,246",380,270.0,627,46,.,.,.,"6,587.0","44,458","3,601"
2019,1232,City of Barnesville - (GA),A,Bundled,O,GA,Municipal,SOCO,Y,"3,146.0","27,688","2,522","2,979.0","33,982",287,"1,674.0","29,739",2,0.0,0,0,"7,799.0","91,409","2,811"
2019,1233,City of Barnesville - (MN),A,Bundled,O,MN,Municipal,MISO,,"1,578.3","17,041","1,396",459.0,"4,663",135,.,.,.,.,.,.,"2,037.3","21,704","1,531"
2019,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,,"27,223.0","200,524","18,470","2,760.0","24,497",213,"8,770.0","107,538",167,.,.,.,"38,753.0","332,559","18,850"
2019,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,,"17,854.4","165,467","8,915","5,562.0","47,566","3,254",0.0,0,0,.,.,.,"23,416.4","213,033","12,169"
2019,1276,"Barrow Utils & Elec Coop, Inc",A,Bundled,O,AK,Cooperative,NA,,"1,689.6","10,909","1,540","4,709.9","36,658",500,0.0,0,0,0.0,0,0,"6,399.5","47,567","2,040"
2019,1278,City of Barron - (WI),A,Bundled,O,WI,Municipal,MISO,Y,"1,519.3","14,781","1,500","2,030.2","21,133",303,"3,314.6","44,175",33,0.0,0,0,"6,864.1","80,089","1,836"
2019,1279,Barry Electric Coop,A,Bundled,O,MO,Cooperative,AECI,,"14,385.8","115,642","8,333","4,548.7","42,804","1,265","1,598.0","18,089",3,.,.,.,"20,532.5","176,535","9,601"
2019,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,,"22,109.0","159,630","11,001","5,529.0","46,686",681,"17,772.0","205,847",11,.,.,.,"45,410.0","412,163","11,693"
2019,1299,"Barton Village, Inc",A,Bundled,O,VT,Municipal,ISNE,Y,"1,993.3","10,099","1,958",720.3,"3,466",200,.,.,.,.,.,.,"2,713.6","13,565","2,158"
2019,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,,"15,278.1","146,477","10,662","7,419.9","74,262","1,497","6,559.9","67,926",294,.,.,.,"29,257.9","288,665","12,453"
2019,1301,"Barton County Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,,"11,674.0","84,721","5,905","3,889.0","32,961",656,"2,462.0","39,373",8,.,.,.,"18,025.0","157,055","6,569"
2019,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,SWPP,,.,.,.,.,.,.,"39,196.0","1,094,834",1,.,.,.,"39,196.0","1,094,834",1
2019,1307,Basin Electric Power Coop,A,Bundled,O,WY,Cooperative,WACM,,.,.,.,37.0,654,1,.,.,.,.,.,.,37.0,654,1
2019,1324,City of Bastrop - (TX),A,Bundled,O,TX,Municipal,ERCO,Y,"2,738.0","26,673","2,109","4,125.6","44,667",652,.,.,.,.,.,.,"6,863.6","71,340","2,761"
2019,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,,"12,296.0","87,346","9,722","17,267.0","147,039","1,336","15,630.0","173,920",10,.,.,.,"45,193.0","408,305","11,068"
2019,1326,Village of Bartley - (NE),A,Bundled,O,NE,Municipal,SWPP,Y,220.0,"1,598",170,4.5,30,5,476.0,"3,146",5,.,.,.,700.5,"4,774",180
2019,1343,Bath Electric Gas & Water,A,Bundled,O,NY,Municipal,NYIS,Y,"2,780.0","46,868","3,795",985.0,"15,928",570,881.0,"18,027",27,.,.,.,"4,646.0","80,823","4,392"
2019,1346,City of Battle Creek- (NE),A,Bundled,O,NE,Municipal,SWPP,Y,697.2,"6,511",488,416.2,"4,142",94,17.1,51,2,.,.,.,"1,130.5","10,704",584
2019,1353,City of Baudette - (MN),A,Bundled,O,MN,Municipal,MISO,Y,592.3,"4,760",576,693.4,"5,042",196,942.9,"11,068",17,.,.,.,"2,228.6","20,870",789
2019,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,,"16,700.0","128,017","17,909","15,743.0","126,588","2,205","5,577.0","52,115",129,.,.,.,"38,020.0","306,720","20,243"
2019,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,MI,Cooperative,MISO,,53.0,174,69,.,.,.,.,.,.,.,.,.,53.0,174,69
2019,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,WI,Cooperative,MISO,,"12,775.5","69,583","8,971","1,233.7","9,669",66,.,.,.,.,.,.,"14,009.2","79,252","9,037"
2019,1374,City of Bayard - (NE),A,Bundled,O,NE,Municipal,WACM,Y,743.0,"5,014",489,398.0,"2,844",87,78.0,538,5,.,.,.,"1,219.0","8,396",581
2019,1386,Village of Beach City - (OH),A,Bundled,O,OH,Municipal,PJM,Y,"1,019.0","6,406",739,307.0,"1,933",89,147.0,714,6,.,.,.,"1,473.0","9,053",834
2019,1387,City of Benham,A,Bundled,O,KY,Municipal,LGEE,Y,480.1,"3,838",243,122.2,"1,486",24,.,.,.,.,.,.,602.3,"5,324",267
2019,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,,"6,647.9","51,300","5,257","1,178.4","10,268",517,143.1,"1,670",1,.,.,.,"7,969.4","63,238","5,775"
2019,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,,594.5,"4,864",407,256.1,"2,307",84,.,.,.,.,.,.,850.6,"7,171",491
2019,1427,City of Beatrice - (NE),A,Bundled,O,NE,Municipal,SWPP,,"6,835.0","71,505","5,815","2,544.0","25,847",884,"6,314.0","81,156",122,0.0,0,0,"15,693.0","178,508","6,821"
2019,1434,Beaver City Corporation,A,Bundled,O,UT,Municipal,PACE,Y,"1,048.6","12,544","1,418","1,244.5","15,773",316,191.5,"2,473",2,0.0,0,0,"2,484.6","30,790","1,736"
2019,1435,City of Beaver City - (NE),A,Bundled,O,NE,Municipal,SWPP,Y,742.0,"4,908",271,71.0,501,25,.,.,.,.,.,.,813.0,"5,409",296
2019,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,,"10,618.5","84,330","5,780","4,990.7","41,149",886,"4,993.7","80,483",28,.,.,.,"20,602.9","205,962","6,694"
2019,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,,"67,841.0","621,231","39,571","16,836.0","163,649","4,099","30,945.0","572,159",5,.,.,.,"115,622.0","1,357,039","43,675"
2019,1494,Town of Belhaven - (NC),A,Bundled,O,NC,Municipal,CPLE,Y,"1,238.0","9,088",907,984.1,"6,148",201,0.0,0,0,0.0,0,0,"2,222.1","15,236","1,108"
2019,1512,City of Belleville - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,"1,302.0","8,290","1,138","1,460.0","12,340",262,.,.,.,.,.,.,"2,762.0","20,630","1,400"
2019,1515,City of Bellevue - (IA),A,Bundled,O,IA,Municipal,MISO,Y,"1,147.0","11,084","1,564",991.0,"12,002",195,0.0,0,0,.,.,.,"2,138.0","23,086","1,759"
2019,1519,City of Bellville - (TX),A,Bundled,O,TX,Municipal,ERCO,Y,"2,880.0","25,743","1,998","2,700.0","26,857",570,.,.,.,.,.,.,"5,580.0","52,600","2,568"
2019,1522,Village of Belmont - (WI),A,Bundled,O,WI,Municipal,MISO,Y,388.9,"4,005",465,406.9,"4,545",105,"1,147.2","14,978",5,.,.,.,"1,943.0","23,528",575
2019,1523,Town of Belmont - (MA),A,Bundled,O,MA,Municipal,ISNE,,"14,317.6","68,403","10,811","9,939.8","51,641",873,167.3,"1,333",1,.,.,.,"24,424.7","121,377","11,685"
2019,1525,City of Beloit - (KS),A,Bundled,O,KS,Municipal,SWPP,,"1,883.0","15,752","1,801","1,489.0","12,227",469,"1,277.0","14,798",33,.,.,.,"4,649.0","42,777","2,303"
2019,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,,"39,971.0","294,904","19,701","8,928.0","78,679","1,494",16.3,40,18,0.0,.,.,"48,915.3","373,623","21,213"
2019,1554,City of Benkelman - (NE),A,Bundled,O,NE,Municipal,SWPP,Y,503.0,"4,538",525,459.0,"5,855",167,180.0,"2,700",1,.,.,.,"1,142.0","13,093",693
2019,1566,City of Bennettsville - (SC),A,Bundled,O,SC,Municipal,SC,,"5,944.0","45,603","3,859","3,772.0","34,113",514,.,.,.,.,.,.,"9,716.0","79,716","4,373"
2019,1571,Town of Benson - (NC),A,Bundled,O,NC,Municipal,CPLE,Y,"2,450.2","17,726","1,564","2,325.8","19,488",432,41.9,322,1,0.0,0,0,"4,817.9","37,536","1,997"
2019,1573,City of Benson - (MN),A,Bundled,O,MN,Municipal,MISO,,"1,418.5","15,393","1,515",545.9,"5,256",255,"1,151.6","13,769",56,.,.,.,"3,116.0","34,418","1,826"
2019,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,,"15,005.0","116,970","9,087","7,666.0","57,702","1,772","2,597.0","27,219",3,0.0,0,0,"25,268.0","201,891","10,862"
2019,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,,"64,057.0","752,077","47,173","37,898.0","550,598","6,424","25,737.0","463,496",984,.,.,.,"127,692.0","1,766,171","54,581"
2019,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,,"15,433.8","148,739","12,206","6,642.0","74,249","1,804","3,287.2","38,714",20,.,.,.,"25,363.0","261,702","14,030"
2019,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,,"2,913.0","23,806","1,806","3,819.0","33,137",716,862.0,"10,566",1,0.0,0,0,"7,594.0","67,509","2,523"
2019,1585,Village of Benton - (WI),A,Bundled,O,WI,Municipal,MISO,Y,447.0,"3,633",448,217.0,"1,827",89,.,.,.,.,.,.,664.0,"5,460",537
2019,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,,"29,387.0","250,655","21,641","37,788.0","425,210","3,055",.,.,.,.,.,.,"67,175.0","675,865","24,696"
2019,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,,"10,034.0","85,013","8,823","15,006.0","159,401","3,542","1,642.0","21,384",684,.,.,.,"26,682.0","265,798","13,049"
2019,1601,City of Beresford,A,Bundled,O,SD,Municipal,SWPP,,"1,353.0","9,837",958,639.0,"5,040",230,"1,790.0","17,596",18,.,.,.,"3,782.0","32,473","1,206"
2019,1604,Village of Bergen - (NY),A,Bundled,O,NY,Municipal,NYIS,Y,576.0,"7,436",563,587.0,"7,161",94,"1,205.0","19,610",3,0.0,0,0,"2,368.0","34,207",660
2019,1611,"Messer Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,"9,542.0","224,464",1,0.0,0,0,"9,542.0","224,464",1
2019,1611,"Messer Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,,0.0,0,0,0.0,0,0,"8,000.0","187,235",5,0.0,0,0,"8,000.0","187,235",5
2019,1611,"Messer Energy Services, Inc.",B,Energy,O,MA,Retail Power Marketer,ISNE,,0.0,0,0,0.0,0,0,"1,342.0","14,396",1,0.0,0,0,"1,342.0","14,396",1
2019,1611,"Messer Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,ISNE,,0.0,0,0,0.0,0,0,"5,126.0","94,539",1,0.0,0,0,"5,126.0","94,539",1
2019,1611,"Messer Energy Services, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,17.0,281,2,0.0,0,0,17.0,281,2
2019,1611,"Messer Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,,0.0,0,0,0.0,0,0,"1,189.0","34,387",4,0.0,0,0,"1,189.0","34,387",4
2019,1611,"Messer Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,"8,177.0","190,376",5,0.0,0,0,"8,177.0","190,376",5
2019,1611,"Messer Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,"26,231.0","622,846",4,0.0,0,0,"26,231.0","622,846",4
2019,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,,"180,712.0","1,356,540","92,232","57,532.0","476,369","11,797","79,296.0","1,457,827",15,.,.,.,"317,540.0","3,290,736","104,044"
2019,1615,Town of Berlin - (MD),A,Bundled,O,MD,Municipal,PJM,Y,"3,199.6","26,962","2,132",550.7,"3,745",334,"1,693.3","15,604",124,.,.,.,"5,443.6","46,311","2,590"
2019,1618,Borough of Berlin - (PA),A,Bundled,O,PA,Municipal,PJM,Y,958.5,"9,767","1,063",662.4,"6,729",104,249.3,"2,735",1,0.0,0,0,"1,870.2","19,231","1,168"
2019,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,BPAT,,"19,054.0","220,768","11,748","9,105.0","134,863","1,428","12,948.0","206,903","1,383",.,.,.,"41,107.0","562,534","14,559"
2019,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,TVA,,"12,947.0","118,972","9,361","20,053.0","172,433","1,768",465.0,"7,063",1,0.0,0,0,"33,465.0","298,468","11,130"
2019,1647,City of Bethany - (MO),A,Bundled,O,MO,Municipal,SPA,Y,"1,651.0","14,248","1,521","2,519.0","21,570",385,.,.,.,.,.,.,"4,170.0","35,818","1,906"
2019,1648,Village of Bethany - (IL),A,Bundled,O,IL,Municipal,MISO,Y,675.0,"6,000",615,625.0,"5,000",78,.,.,.,.,.,.,"1,300.0","11,000",693
2019,1650,Village of Bethel - (OH),A,Bundled,O,OH,Municipal,PJM,Y,"1,697.4","15,958","1,419",316.1,"2,839",135,551.5,"5,298",52,.,.,.,"2,565.0","24,095","1,606"
2019,1671,Big Flat Electric Coop Inc,A,Bundled,O,MT,Cooperative,NWMT,Y,"2,563.7","20,859","1,786",925.3,"7,465",242,265.9,"1,793",6,.,.,.,"3,754.9","30,117","2,034"
2019,1675,Big Horn Rural Electric Co,A,Bundled,O,MT,Cooperative,WACM,,44.0,258,35,347.0,"2,284",32,"1,948.0","17,648",1,.,.,.,"2,339.0","20,190",68
2019,1675,Big Horn Rural Electric Co,A,Bundled,O,WY,Cooperative,WACM,,"4,486.0","30,600","3,003","2,226.0","18,941",447,"6,019.0","58,890",325,.,.,.,"12,731.0","108,431","3,775"
2019,1677,Village of Bloomdale - (OH),A,Bundled,O,OH,Municipal,PJM,Y,404.0,"2,731",293,65.0,450,19,0.0,0,0,.,.,.,469.0,"3,181",312
2019,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,MT,Cooperative,BPAT,,"4,562.9","38,463","3,074","2,095.2","16,815",565,227.6,"2,445",3,.,.,.,"6,885.7","57,723","3,642"
2019,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,WY,Cooperative,BPAT,,443.5,"3,855",271,88.5,702,28,.,.,.,.,.,.,532.0,"4,557",299
2019,1698,City of Big Stone City - (SD),A,Bundled,O,SD,Municipal,MISO,Y,417.0,"3,487",339,133.0,"1,111",61,582.0,"7,819",2,.,.,.,"1,132.0","12,417",402
2019,1702,City of Biggs - (CA),A,Bundled,O,CA,Municipal,CISO,Y,890.0,"5,052",720,121.2,943,20,"1,405.7","9,475",1,.,.,.,"2,416.9","15,470",741
2019,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,PJM,,"18,515.0","161,822","11,705","3,766.0","36,778","1,043","1,269.0","16,443",11,.,.,.,"23,550.0","215,043","12,759"
2019,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,,"8,805.8","113,861","5,109","8,478.1","112,180","1,885","18,725.2","309,867","2,475",0.0,0,0,"36,009.1","535,908","9,469"
2019,1726,City of Blue Mound - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,199.2,"1,576",145,.,.,.,.,.,.,.,.,.,199.2,"1,576",145
2019,1736,Blachly-Lane County Coop El Assn,A,Bundled,O,OR,Cooperative,BPAT,,"6,914.0","51,044","3,245",967.0,"11,193",363,"6,296.0","109,055",23,0.0,0,0,"14,177.0","171,292","3,631"
2019,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,BPAT,,.,.,.,239.0,"5,867",1,.,.,.,.,.,.,239.0,"5,867",1
2019,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,BPAT,,.,.,.,"34,212.0","783,257",7,"41,338.0","4,054,787",3,.,.,.,"75,550.0","4,838,044",10
2019,1763,"Black River Electric Coop, Inc - (SC)",A,Bundled,O,SC,Cooperative,SC,,"55,766.4","467,604","28,667","14,973.2","121,152","4,029","9,481.7","115,933",18,.,.,.,"80,221.3","704,689","32,714"
2019,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,PJM,,"4,652.0","36,317","3,472","1,794.0","14,796",484,.,.,.,.,.,.,"6,446.0","51,113","3,956"
2019,1765,Village of Black Earth - (WI),A,Bundled,O,WI,Municipal,MISO,Y,"1,230.0","9,539","1,228",820.0,"6,120",168,0.0,0,0,0.0,0,0,"2,050.0","15,659","1,396"
2019,1769,"Black Hills Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,,"16,399.1","118,431","8,332","4,393.0","32,125","1,846",478.7,"3,337",87,0.0,0,0,"21,270.8","153,893","10,265"
2019,1775,Black River Electric Coop - (MO),A,Bundled,O,MO,Cooperative,AECI,,"31,646.0","296,731","20,593","14,445.0","143,695","3,787","2,005.0","31,527",2,.,.,.,"48,096.0","471,953","24,382"
2019,1776,City of Black River Falls,A,Bundled,O,WI,Municipal,MISO,,"2,361.7","19,467","2,224","4,075.3","37,763",550,0.0,0,0,0.0,0,.,"6,437.0","57,230","2,774"
2019,1779,Town of Basin - (WY),A,Bundled,O,WY,Municipal,PACE,Y,606.4,"3,704",585,275.1,"1,755",123,436.7,"3,274",8,0.0,0,0,"1,318.2","8,733",716
2019,1780,Black Warrior Elec Member Corp,A,Bundled,O,AL,Cooperative,SOCO,,"29,842.2","272,864","20,080","11,372.9","104,486","6,370",914.5,"11,451",2,.,.,.,"42,129.6","388,801","26,452"
2019,1795,Town of Blackstone - (VA),A,Bundled,O,VA,Municipal,PJM,Y,"2,354.0","21,114","1,749","1,183.0","11,589",281,540.0,"5,291",5,.,.,.,"4,077.0","37,994","2,035"
2019,1800,City of Blackwell - (OK),A,Bundled,O,OK,Municipal,SWPP,Y,"3,768.6","26,764","2,842","1,359.6","10,092",356,879.3,"16,346",21,0.0,0,0,"6,007.5","53,202","3,219"
2019,1818,City of Blaine - (WA),A,Bundled,O,WA,Municipal,PSEI,,"2,105.0","27,110","2,914","3,415.0","40,317",548,843.0,"10,031",13,.,.,.,"6,363.0","77,458","3,475"
2019,1823,Borough of Blakely - (PA),A,Bundled,O,PA,Municipal,PJM,Y,"3,482.4","19,955","3,266",669.2,"3,347",269,"1,501.7","10,238",47,.,.,.,"5,653.3","33,540","3,582"
2019,1824,City of Bigelow - (MN),A,Bundled,O,IA,Municipal,MISO,Y,39.2,345,18,.,.,.,0.0,0,0,.,.,.,39.2,345,18
2019,1824,City of Bigelow - (MN),A,Bundled,O,MN,Municipal,MISO,Y,113.0,"1,003",122,44.0,412,3,0.0,0,0,.,.,.,157.0,"1,415",125
2019,1826,City of Blakely - (GA),A,Bundled,O,GA,Municipal,SOCO,Y,"2,688.0","24,829","2,088","3,565.0","30,687",314,"1,553.0","13,961",5,.,.,.,"7,806.0","69,477","2,407"
2019,1839,City of Blanding - (UT),A,Bundled,O,UT,Municipal,PACE,Y,"1,356.0","12,322","1,393","1,339.0","13,582",319,.,.,.,.,.,.,"2,695.0","25,904","1,712"
2019,1857,Block Island Utility District,A,Bundled,O,RI,Political Subdivision,ISNE,,"1,515.0","3,805","1,278","3,841.0","9,368",674,0.0,0,0,0.0,0,0,"5,356.0","13,173","1,952"
2019,1866,Bloomer Electric & Water Co,A,Bundled,O,WI,Municipal,MISO,Y,"1,556.0","17,378","1,730","2,812.0","5,786",308,633.0,"34,422",58,.,.,.,"5,001.0","57,586","2,096"
2019,1871,City of Blooming Prairie - (MN),A,Bundled,O,MN,Municipal,MISO,Y,918.0,"7,109",838,"1,826.0","18,890",176,0.0,0,0,0.0,0,0,"2,744.0","25,999","1,014"
2019,1876,City of Blountstown - (FL),A,Bundled,O,FL,Municipal,SOCO,Y,"1,432.0","11,691",973,"2,736.0","21,748",336,.,.,.,.,.,.,"4,168.0","33,439","1,309"
2019,1883,Blue Earth Light & Water,A,Bundled,O,MN,Municipal,MISO,,"1,645.0","14,162","1,894",614.3,"4,945",325,"3,208.0","34,863",63,.,.,.,"5,467.3","53,970","2,282"
2019,1884,BENCO Electric Cooperative,A,Bundled,O,MN,Cooperative,MISO,,"29,811.2","217,163","17,336","12,793.5","111,970","1,487","3,867.5","56,789",5,.,.,.,"46,472.2","385,922","18,828"
2019,1886,Blue Grass Energy Coop Corp,A,Bundled,O,KY,Cooperative,PJM,,"87,074.0","835,093","56,024","16,940.0","165,618","2,934","19,472.0","340,136",10,0.0,0,0,"123,486.0","1,340,847","58,968"
2019,1889,Blue Ridge Elec Member Corp - (NC),A,Bundled,O,NC,Cooperative,DUK,,"85,666.0","720,163","68,558","29,156.0","263,305","8,258","7,442.0","117,127",7,.,.,.,"122,264.0","1,100,595","76,823"
2019,1890,Blue Ridge Electric Coop Inc - (SC),A,Bundled,O,SC,Cooperative,DUK,,"115,224.4","775,346","61,363","23,343.1","190,381","5,339","10,768.4","123,679",31,.,.,.,"149,335.9","1,089,406","66,733"
