,Unnamed: 0,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
107,2020,8,08/04/2020 1:31 PM,.,.,". Hours, . Minutes","Consolidated Edison of New York, Inc.",NPCC,"New York: Bronx County, Richmond County, Queens County, Kings County, Westchester County, New York County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,271119,
108,2020,8,08/04/2020 2:00 PM,08/08/2020 12:00 PM,"94 Hours, 0 Minutes",,Central Hudson Gas & Elec Corp,NPCC,"New York: Dutchess County, Orange County, Ulster County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,116818,
109,2020,8,08/04/2020 2:35 PM,.,.,". Hours, . Minutes",Avangrid/NYSEG,NPCC,New York:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,76120,
110,2020,8,08/04/2020 2:35 PM,08/10/2020 11:00 AM,"140 Hours, 25 Minutes",,New York State Electric & Gas,NPCC,New York: Broome County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,76120,
111,2020,8,08/04/2020 3:15 PM,08/07/2020 10:27 AM,"67 Hours, 12 Minutes",,ISO New England,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",2000,1188247,
112,2020,8,08/05/2020 5:58 PM,08/05/2020 8:53 PM,"2 Hours, 55 Minutes",,Entergy - Transmission Operations Engineering,TRE,Texas: Orange County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",89,19785,
113,2020,8,08/07/2020 5:13 AM,.,.,". Hours, . Minutes","Consolidated Edison of New York, Inc.",NPCC,"New York: Queens County, New York County;",Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.-Severe Weather,500,187068,
114,2020,8,08/10/2020 10:00 AM,.,.,". Hours, . Minutes",MidAmerican Energy Co,MRO,"Iowa: Dallas County, Polk County, Warren County, Madison County, Johnson County, Scott County; Illinois: Rock Island County, Henry County, Mercer County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",950,300000,
115,2020,8,08/10/2020 11:00 AM,08/10/2020 4:00 PM,,"5 Hours, 0 Minutes",Central Iowa Power Cooperative,MRO,"Iowa: Webster County, Greene County, Dallas County, Hamilton County, Boone County, Polk County, Hardin County, Story County, Jasper County, Grundy County, Marshall County, Tama County, Poweshiek County, Benton County, Iowa County, Linn County, Johnson County, Jones County, Cedar County, Muscatine County, Jackson County, Clinton County, Scott County;","Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.- Severe Weather",550,Unknown,
116,2020,8,08/10/2020 12:38 PM,.,.,". Hours, . Minutes",Alliant Energy,MRO,Iowa:,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.-Severe Weather,1400,250000,
117,2020,8,08/10/2020 2:30 PM,.,.,". Hours, . Minutes",ComEd,SERC,"Illinois: Cook County, Will County, DuPage County, Lake County, Kane County, Grundy County, LaSalle County, DeKalb County, McHenry County, Lee County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,856000,
118,2020,8,08/10/2020 4:00 PM,08/13/2020 3:00 PM,"71 Hours, 0 Minutes",,Ameren Illinois Company,SERC,Illinois: Missouri:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,135000,
119,2020,8,08/10/2020 10:39 PM,08/13/2020 3:48 PM,"65 Hours, 9 Minutes",,Northern Indiana Pub Serv Co,RF,Indiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,95300,
120,2020,8,08/13/2020 1:51 PM,08/13/2020 4:27 PM,"2 Hours, 36 Minutes",,El Paso Electric,TRE,Texas: El Paso County;,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- System Operations,218,57060,
121,2020,8,08/14/2020 4:39 PM,08/14/2020 5:42 PM,,"1 Hours, 3 Minutes",Entergy - Transmission Operations Engineering,SERC,Louisiana: St. Charles Parish;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",101,12671,
122,2020,8,08/14/2020 5:15 PM,08/15/2020 9:00 PM,"27 Hours, 45 Minutes",,California ISO,WECC,California:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- Severe Weather,1120,Unknown,
123,2020,8,08/14/2020 6:36 PM,08/14/2020 8:42 PM,,"2 Hours, 6 Minutes",Pacific Gas & Electric Co,WECC,California:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- System Operations,560,220000,
124,2020,8,08/14/2020 6:45 PM,08/14/2020 9:12 PM,"2 Hours, 27 Minutes",,Southern California Edison Co,WECC,"California: Kern County, Kings County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Santa Barbara County, Tulare County, Ventura County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- System Operations,1419,132000,
125,2020,8,08/14/2020 8:00 PM,08/16/2020 5:00 PM,"45 Hours, 0 Minutes",,Northern States Power Co,MRO,"Minnesota: Anoka County, Hennepin County, Ramsey County, Washington County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,60000,
126,2020,8,08/15/2020 2:53 PM,08/15/2020 8:00 PM,,"5 Hours, 7 Minutes",California ISO,WECC,California:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- Severe Weather,795,Unknown,
127,2020,8,08/15/2020 3:00 PM,08/15/2020 7:45 PM,"4 Hours, 45 Minutes",,Southern California Edison Co,WECC,"California: Inyo County, Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Tulare County, Ventura County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- System Operations,200,70000,
128,2020,8,08/15/2020 6:25 PM,08/15/2020 7:44 PM,"1 Hours, 19 Minutes",,Pacific Gas & Electric Co,WECC,California:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- System Operations,459,220000,
129,2020,8,08/16/2020 3:44 AM,08/17/2020 2:18 PM,"34 Hours, 34 Minutes",,Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",409,124266,
130,2020,8,08/16/2020 5:30 PM,08/16/2020 7:10 PM,"1 Hours, 40 Minutes",,California ISO,WECC,California:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,712,Unknown,
131,2020,8,08/16/2020 8:00 PM,08/18/2020 9:00 PM,"49 Hours, 0 Minutes",,Oncor Electric Delivery Company LLC,TRE,"Texas: Collin County, Dallas County, Denton County, Tarrant County, Ellis County, Kaufman County, Johnson County, Anderson County, Angelina County, Grayson County, Smith County, Wichita County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,300000,
132,2020,8,08/17/2020 8:21 AM,08/17/2020 9:01 AM,"0 Hours, 40 Minutes",,Pacific Gas & Electric Co,WECC,California: Yuba County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather,2,2,
133,2020,8,08/17/2020 3:05 PM,08/17/2020 9:24 PM,"6 Hours, 19 Minutes",,California ISO,WECC,California:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,829,Unknown,
134,2020,8,08/18/2020 1:30 PM,08/18/2020 8:30 PM,,"7 Hours, 0 Minutes",California ISO,WECC,California:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,917,Unknown,
135,2020,8,08/18/2020 2:00 PM,08/18/2020 9:00 PM,,"7 Hours, 0 Minutes",NV Energy,WECC,Nevada:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,7800,1400000,
136,2020,8,08/18/2020 2:30 PM,.,.,". Hours, . Minutes",Arizona Public Service Co,WECC,Arizona:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,0,Unknown,
137,2020,8,08/18/2020 2:44 PM,08/18/2020 3:14 PM,"0 Hours, 30 Minutes",,Oncor Electric Delivery Company LLC,TRE,"Texas: Culberson County, Reeves County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",205,238,
138,2020,8,08/19/2020 1:27 AM,08/19/2020 3:03 AM,"1 Hours, 36 Minutes",,FirstEnergy Corp,RF,Ohio: Trumbull County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",22,16107,
139,2020,8,08/19/2020 12:00 PM,08/19/2020 9:00 PM,,"9 Hours, 0 Minutes",City of Redding,WECC,California:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,Unknown,Unknown,
140,2020,8,08/19/2020 2:00 PM,08/19/2020 9:00 PM,,"7 Hours, 0 Minutes",NV Energy,WECC,Nevada:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,7500,1400000,
141,2020,8,08/19/2020 2:00 PM,08/19/2020 9:00 PM,,"7 Hours, 0 Minutes",Salt River Project,WECC,Arizona: Maricopa County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,1200,0,
142,2020,8,08/20/2020 3:29 PM,08/20/2020 3:39 PM,"0 Hours, 10 Minutes",,Nebraska Public Power District,MRO,Nebraska: Custer County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",60,Unknown,
143,2020,8,08/23/2020 10:30 AM,.,.,". Hours, . Minutes",Southwestern Public Service,TRE,"Texas panhandle, SE NM",Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,Unknown,Unknown,
144,2020,8,08/27/2020 1:15 AM,.,.,". Hours, . Minutes",Entergy Corp,TRE,Texas: Louisiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,615992,
145,2020,8,08/27/2020 3:14 AM,.,.,". Hours, . Minutes",Cleco Power LLC,SERC,"Louisiana: Calcasieu Parish, Beauregard Parish, Iberia Parish, Acadia Parish, Evangeline Parish, Rapides Parish, St. Landry Parish, Vernon Parish;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,Unknown,
146,2020,8,08/27/2020 5:00 AM,09/03/2020 12:00 PM,"175 Hours, 0 Minutes",,Louisiana Generating LLC,SERC,Louisiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",200,50000,
147,2020,8,08/27/2020 7:00 AM,08/30/2020 7:00 PM,"84 Hours, 0 Minutes",,City of Alexandria,SERC,Louisiana: Rapides Parish;,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.-Severe Weather,48,Unknown,
148,2020,8,08/27/2020 7:40 AM,08/31/2020 3:33 AM,"91 Hours, 53 Minutes",,Region),SERC,Louisiana: Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,47927,
149,2020,8,08/27/2020 7:40 AM,08/31/2020 7:40 AM,"96 Hours, 0 Minutes",,"Southwest Power Pool, Inc.",SERC,Louisiana: Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,130000,
150,2020,8,08/27/2020 12:02 PM,08/27/2020 10:54 PM,"10 Hours, 52 Minutes",,MISO,TRE,Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- Severe Weather,573,Unknown,
151,2020,8,08/27/2020 12:06 PM,.,.,". Hours, . Minutes",Entergy Transmission Control Center - North,TRE,Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- Severe Weather,350,Unknown,
152,2020,8,08/27/2020 12:06 PM,08/27/2020 10:49 PM,"10 Hours, 43 Minutes",,Entergy - Transmission Operations Engineering,TRE,Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- Severe Weather,581,Unknown,
153,2020,8,08/27/2020 12:44 PM,08/27/2020 11:00 PM,"10 Hours, 16 Minutes",,"Entergy Services, Inc.",TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,Unknown,Unknown,
154,2020,8,08/27/2020 1:24 PM,.,.,". Hours, . Minutes",Entergy Transmission Control Center - South,TRE,"Texas: Montgomery County, Liberty County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- Severe Weather,208,Unknown,
155,2020,8,08/27/2020 5:11 PM,08/28/2020 10:00 AM,"16 Hours, 49 Minutes",,ISO New England,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",100,60687,
156,2020,8,08/28/2020 4:27 PM,08/28/2020 7:26 PM,"2 Hours, 59 Minutes",,Bonneville Power Administration,WECC,Washington: Oregon:,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.-Severe Weather",0,0,
157,2020,9,09/03/2020 1:46 PM,09/03/2020 10:47 PM,,"9 Hours, 1 Minutes",Snohomish County PUD No 1,WECC,Washington:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",Unknown,Unknown,
158,2020,9,09/05/2020 5:20 PM,09/05/2020 8:37 PM,"3 Hours, 17 Minutes",,California ISO,WECC,California:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,986,Unknown,
159,2020,9,09/05/2020 5:25 PM,09/05/2020 8:55 PM,"3 Hours, 30 Minutes",,Imperial Irrigation District,WECC,California: Imperial County;,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.- Severe Weather,100,20000,
160,2020,9,09/06/2020 4:00 PM,09/06/2020 9:00 PM,,"5 Hours, 0 Minutes",NV Energy,WECC,Nevada:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- Severe Weather,8180,1400000,
161,2020,9,09/06/2020 4:30 PM,09/06/2020 9:05 PM,"4 Hours, 35 Minutes",,California ISO,WECC,California:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.- System Operations,1071,Unknown,
162,2020,9,09/06/2020 5:00 PM,09/07/2020 3:00 AM,"10 Hours, 0 Minutes",,Los Angeles Department of Water & Power,WECC,California: Los Angeles County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,72000,
163,2020,9,09/06/2020 5:36 PM,09/06/2020 7:27 PM,"1 Hours, 51 Minutes",,Bonneville Power Administration,WECC,Washington: Oregon: California:,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.-System Operations",0,0,
164,2020,9,09/07/2020 9:13 AM,09/08/2020 6:00 AM,"20 Hours, 47 Minutes",,Public Utility District No 1 of Okanogan County,WECC,Washington:,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.-Natural Disaster,80,21000,
165,2020,9,09/07/2020 6:00 PM,09/08/2020 6:00 PM,"24 Hours, 0 Minutes",,Puget Sound Energy,WECC,"Washington: Kitsap County, King County, Pierce County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,71500,
166,2020,9,09/07/2020 7:05 PM,09/08/2020 10:00 PM,"26 Hours, 55 Minutes",,Portland General Electric Co,WECC,"Oregon: Multnomah County, Washington County, Clackamas County, Marion County, Yamhill County, Polk County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",2859,103000,
167,2020,9,09/07/2020 10:40 PM,09/09/2020 5:24 PM,"42 Hours, 44 Minutes",,Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more.- Transmission Interruption",610,172000,
168,2020,9,09/09/2020 11:22 AM,09/09/2020 1:04 PM,"1 Hours, 42 Minutes",,Idaho Power Company,WECC,Idaho:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Natural Disaster",0,0,
169,2020,9,09/15/2020 10:00 PM,09/20/2020 3:00 PM,"113 Hours, 0 Minutes",,Southern Company,SERC,Alabama: Florida: Georgia: Mississippi:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Transmission Interruption",236,34096,
170,2020,9,09/16/2020 3:00 AM,09/21/2020 8:00 AM,"125 Hours, 0 Minutes",,PowerSouth Energy Cooperative,SERC,Alabama: Baldwin County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",0,77600,
171,2020,9,09/22/2020 10:02 AM,09/22/2020 12:58 PM,"2 Hours, 56 Minutes",,Pacific Gas & Electric Co,WECC,California:,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-System Operations,8,4350,
172,2020,9,09/27/2020 6:27 PM,09/28/2020 3:17 PM,"20 Hours, 50 Minutes",,Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Natural Disaster",337,102267,
173,2020,9,09/30/2020 5:55 AM,09/30/2020 11:30 PM,"17 Hours, 35 Minutes",,ISO New England,NPCC,Connecticut: Maine: Rhode Island: Massachusetts: New Hampshire: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,155000,
174,2020,10,10/07/2020 1:45 PM,10/07/2020 1:59 PM,"0 Hours, 14 Minutes",,Entergy - Transmission Operations Engineering,SERC,Louisiana: Orleans Parish;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",183,39089,
175,2020,10,10/07/2020 4:00 PM,.,.,". Hours, . Minutes",Grid),NPCC,New York: Onondaga County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,7500,
176,2020,10,10/07/2020 6:50 PM,10/09/2020 3:00 PM,"44 Hours, 10 Minutes",,ISO New England,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,186600,
177,2020,10,10/09/2020 10:44 AM,10/09/2020 10:25 PM,"11 Hours, 41 Minutes",,Public Service Company of Colorado,WECC,Colorado:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
178,2020,10,10/09/2020 5:30 PM,10/10/2020 6:00 PM,"24 Hours, 30 Minutes",,Entergy Corp,SERC,Louisiana: Texas: Arkansas: Mississippi:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,477966,
179,2020,10,10/09/2020 7:50 PM,10/11/2020 3:09 PM,"43 Hours, 19 Minutes",,Cleco Power LLC,SERC,"Louisiana: Acadia Parish, Beauregard Parish, Calcasieu Parish, Evangeline Parish, Iberia Parish, Rapides Parish, Vernon Parish, Avoyelles Parish, Grant Parish, Natchitoches Parish, St. Landry Parish, St. Mary Parish, St. Tammany Parish;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,132200,
180,2020,10,10/09/2020 8:00 PM,10/10/2020 6:00 AM,"10 Hours, 0 Minutes",,Lafayette Public Power Auth,SERC,Louisiana: Lafayette Parish;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,50000,
181,2020,10,10/09/2020 8:00 PM,10/15/2020 7:00 AM,"131 Hours, 0 Minutes",,Louisiana Generating LLC,SERC,Louisiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",200,50000,
182,2020,10,10/10/2020 11:10 PM,10/10/2020 11:15 PM,,"0 Hours, 5 Minutes",Bonneville Power Administration,WECC,Washington: Oregon:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
183,2020,10,10/12/2020 4:06 AM,10/12/2020 4:07 AM,,"0 Hours, 1 Minutes",Duke Energy Florida,FRCC,Florida: Polk County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
184,2020,10,10/13/2020 1:14 PM,10/14/2020 2:00 PM,"24 Hours, 46 Minutes",,Puget Sound Energy,WECC,"Washington: Whatcom County, King County, Pierce County, Thurston County, Kittitas County, Kitsap County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,76000,
185,2020,10,10/14/2020 6:26 PM,10/15/2020 1:11 PM,"18 Hours, 45 Minutes",,American Electric Power - Texas,TRE,Texas: Pecos County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",18,Unknown,
186,2020,10,10/20/2020 6:48 PM,10/20/2020 6:49 PM,,"0 Hours, 1 Minutes",GridLiance Holdco NCR11783,SERC,Illinois: Massac County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
187,2020,10,10/23/2020 3:42 PM,10/23/2020 11:11 PM,"7 Hours, 29 Minutes",,Duke Energy Midwest,RF,Ohio:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",Unknown,Unknown,
188,2020,10,10/23/2020 3:46 PM,10/23/2020 11:03 PM,"7 Hours, 17 Minutes",,CenterPoint Energy,TRE,Texas: Harris County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,55506,
189,2020,10,10/24/2020 8:13 PM,10/24/2020 10:52 PM,"2 Hours, 39 Minutes",,Northern States Power Co,MRO,Minnesota: Hennepin County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",1,4,
190,2020,10,10/25/2020 2:32 PM,10/27/2020 6:00 PM,"51 Hours, 28 Minutes",,Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",1218,370000,
191,2020,10,10/26/2020 9:28 AM,10/26/2020 12:20 PM,"2 Hours, 52 Minutes",,Public Service Company of Colorado,WECC,Colorado:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",75,13000,
192,2020,10,10/26/2020 11:24 AM,10/27/2020 4:43 PM,"29 Hours, 19 Minutes",,Southern California Edison Co,WECC,"California: Los Angeles County, Riverside County, San Bernardino County, Orange County, Kern County, Ventura County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,136833,
193,2020,10,10/26/2020 1:00 PM,11/07/2020 7:00 PM,"294 Hours, 0 Minutes",,Oklahoma Gas & Electric Co,SPP RE,"Oklahoma: Oklahoma County, Canadian County, Logan County, Cleveland County, Pottawatomie County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,447000,
194,2020,10,10/27/2020 5:50 PM,.,.,". Hours, . Minutes","Southwest Power Pool, Inc.",SPP RE,Oklahoma:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,235000,
195,2020,10,10/28/2020 10:28 AM,10/28/2020 10:29 AM,,"0 Hours, 1 Minutes",ERCOT,TRE,Texas:,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather,Unknown,Unknown,
196,2020,10,10/28/2020 11:53 AM,10/28/2020 3:26 PM,"3 Hours, 33 Minutes",,Southwestern Public Service,TRE,Texas:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",Unknown,Unknown,
197,2020,10,10/28/2020 5:12 PM,10/29/2020 4:30 PM,"23 Hours, 18 Minutes",,Cleco Power LLC,SERC,"Louisiana: St. Tammany Parish, St. Mary Parish;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,72707,
198,2020,10,10/28/2020 6:00 PM,10/29/2020 1:15 AM,"7 Hours, 15 Minutes",,Entergy Corp,SERC,Louisiana:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,481268,
199,2020,10,10/28/2020 9:37 PM,11/02/2020 7:30 PM,"117 Hours, 53 Minutes",,Southern Company,SERC,Alabama: Florida: Mississippi: Georgia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",253,35478,
200,2020,10,10/29/2020 2:00 AM,10/31/2020 9:00 AM,"55 Hours, 0 Minutes",,PowerSouth Energy Cooperative,SERC,"Alabama: Baldwin County, Butler County, Clarke County, Conecuh County, Escambia County, Lee County, Lowndes County, Macon County, Montgomery County, Pike County, Russell County, Tallapoosa County, Talladega County, Washington County, Monroe County; Florida: Escambia County, Okaloosa County, Walton County, Santa Rosa County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",0,90000,
201,2020,10,10/29/2020 8:15 AM,10/31/2020 6:45 PM,"58 Hours, 30 Minutes",,Duke Energy Carolinas,SERC,North Carolina: South Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,461580,
202,2020,11,11/01/2020 6:00 PM,11/01/2020 6:09 PM,,"0 Hours, 9 Minutes",Cleveland Electric Illum Co,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,85677,
203,2020,11,11/07/2020 5:40 PM,11/07/2020 10:10 PM,"4 Hours, 30 Minutes",,Public Service Company of Colorado,WECC,Colorado:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).- Transmission Interruption",0,0,
204,2020,11,11/14/2020 7:40 AM,.,.,". Hours, . Minutes",California Department of Water Resources,WECC,California: San Bernardino County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,0,
205,,,,,,,American Electric Power - (RFC Reliability,,Ohio: West Virginia: Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe",,,
206,2020,11,11/15/2020 11:30 AM,11/16/2020 3:25 AM,"15 Hours, 55 Minutes",,Region),RF,Indiana:,Weather,Unknown,75000,
207,2020,11,11/15/2020 12:30 PM,11/18/2020 9:44 AM,"69 Hours, 14 Minutes",,Detroit Edison Co,RF,"Michigan: Huron County, Livingston County, Macomb County, Monroe County, Wayne County, Washtenaw County, Tuscola County, St. Clair County, Lapeer County, Oakland County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,150000,
208,2020,11,11/15/2020 2:52 PM,11/16/2020 5:59 AM,"15 Hours, 7 Minutes",,Cleveland Electric Illum Co,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,96809,
