,Year,Month,Event date and time,Restoration date and time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,Unnamed: 12
,,,,,,,,"Buren County, St. Joseph",Loss of electric service to,,
,,,,,,,,"County, Arenac County,","more than 50,000 customers",,
,,,,,,,,"Saginaw County, Calhoun",for 1 hour or more.-Severe,,
2020,6,06/10/2020 12:22 PM,06/10/2020 5:00 PM,"4 Hours, 38 Minutes",,Consumers Energy Co,RF,"County, Branch County;",Weather,Unknown,270000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,American Electric Power - (RFC Reliability,,Ohio: Indiana: Kentucky:,for 1 hour or more.-Severe,,
2020,6,06/10/2020 5:24 PM,06/11/2020 6:00 PM,"24 Hours, 36 Minutes",,Region),RF,West Virginia:,Weather,Unknown,85822
,,,,,,,,"Michigan: Oakland County,",,,
,,,,,,,,"Macomb County, Wayne",,,
,,,,,,,,"County, Sanilac County,",,,
,,,,,,,,"Tuscola County, Huron",Loss of electric service to,,
,,,,,,,,"County, Lapeer County,","more than 50,000 customers",,
,,,,,,,,"Livingston County, Monroe",for 1 hour or more.-Severe,,
2020,6,06/10/2020 7:30 PM,.,.,". Hours, . Minutes",Detroit Edison Co,RF,County;,Weather,Unknown,237000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,6,06/27/2020 4:00 PM,06/28/2020 2:27 AM,"10 Hours, 27 Minutes",,Southern Company,SERC,Alabama: Georgia:,Weather,33480,78109
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-,,
2020,6,06/29/2020 2:32 PM,06/29/2020 4:35 PM,,"2 Hours, 3 Minutes",Entergy - Transmission Operations Engineering,SPP RE,Arkansas: Garland County;,Transmission Interruption,0,0
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-,,
2020,7,07/01/2020 7:26 PM,07/01/2020 7:44 PM,"0 Hours, 18 Minutes",,FirstEnergy Corp,RF,Pennsylvania:,Transmission Interruption,32,2013
,,,,,,,,,Fuel supply emergencies that,,
,,,,,,,,,could impact electric power,,
,,,,,,,,,system adequacy or,,
,,,,,,,,,reliability.-Fuel Supply,,
2020,7,07/02/2020 8:30 PM,.,.,". Hours, . Minutes",California Department of Water Resources,WECC,California: Butte County;,Deficiency,0,0
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,California: Los Angeles,automatic reclosing).-,,
2020,7,07/07/2020 11:38 AM,07/07/2020 6:24 PM,"6 Hours, 46 Minutes",,Los Angeles Department of Water & Power,WECC,County;,Transmission Interruption,0,0
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-,,
2020,7,07/07/2020 1:09 PM,07/08/2020 8:17 AM,"19 Hours, 8 Minutes",,Public Service Company of Colorado,WECC,Colorado:,Transmission Interruption,0,0
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-Severe,,
,,,,,,American Electric Power - (RFC Reliability,,West Virginia: Wyoming,Weather/Transmission,,
2020,7,07/07/2020 7:17 PM,07/07/2020 11:49 PM,"4 Hours, 32 Minutes",,Region),RF,County;,Interruption,Unknown,Unknown
,,,,,,,,,Fuel supply emergencies that,,
,,,,,,,,,could impact electric power,,
,,,,,,,,,system adequacy or,,
,,,,,,,,,reliability.-Fuel Supply,,
2020,7,07/08/2020 6:45 PM,.,.,". Hours, . Minutes",California Department of Water Resources,WECC,California:,Deficiency,0,0
,,,,,,,,,Fuel supply emergencies that,,
,,,,,,,,,could impact electric power,,
,,,,,,,,,system adequacy or,,
,,,,,,,,,reliability.-Fuel Supply,,
2020,7,07/11/2020 4:55 AM,.,.,". Hours, . Minutes",California Department of Water Resources,WECC,California:,Deficiency,0,0
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,7,07/11/2020 9:30 PM,.,.,". Hours, . Minutes","Southwest Power Pool, Inc.",SPP RE,Oklahoma:,Weather,Unknown,94700
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,7,07/11/2020 11:30 PM,07/12/2020 6:30 AM,,"7 Hours, 0 Minutes",Oklahoma Gas & Electric Co,SPP RE,Oklahoma: Arkansas:,Weather,Unknown,68000
,,,,,,,,"Texas: Collin County, Dallas",Loss of electric service to,,
,,,,,,,,"County, Denton County,","more than 50,000 customers",,
,,,,,,,,"Rockwall County, Tarrant",for 1 hour or more.-Severe,,
2020,7,07/12/2020 4:30 AM,07/13/2020 5:00 AM,"24 Hours, 30 Minutes",,Oncor Electric Delivery Company LLC,TRE,County;,Weather,Unknown,48000
,,,,,,,,,Fuel supply emergencies that,,
,,,,,,,,,could impact electric power,,
,,,,,,,,,system adequacy or,,
,,,,,,,,,reliability.-Fuel Supply,,
2020,7,07/19/2020 10:30 AM,.,.,". Hours, . Minutes",Somerset Operating Company,NPCC,New York: Niagara County,Deficiency,675,
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,7,07/19/2020 2:30 PM,07/21/2020 6:48 PM,"52 Hours, 18 Minutes",,Detroit Edison Co,RF,Michigan:,Weather,Unknown,158500
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,West Virginia: Tucker,automatic reclosing).-,,
2020,7,07/22/2020 11:30 AM,07/22/2020 2:19 PM,"2 Hours, 49 Minutes",,FirstEnergy Corp,RF,County;,Transmission Interruption,0,0
,,,,,,,,"Texas: Nueces County,",,,
,,,,,,,,"Kleberg County, Cameron",Loss of electric service to,,
,,,,,,,,"County, Willacy County,","more than 50,000 customers",,
,,,,,,,,"Hidalgo County, Starr County,",for 1 hour or more.-Severe,,
2020,7,07/25/2020 7:58 PM,07/27/2020 7:00 PM,"47 Hours, 2 Minutes",,American Electric Power - Texas,TRE,Kenedy County;,Weather,Unknown,201208
,,,,,,,,"Texas: Hidalgo County,",,,
,,,,,,,,"Cameron County, Starr",Loss of electric service to,,
,,,,,,,,"County, Kenedy County,","more than 50,000 customers",,
,,,,,,,,"Willacy County, Brooks",for 1 hour or more.-Severe,,
2020,7,07/25/2020 9:00 PM,07/26/2020 4:00 PM,"19 Hours, 0 Minutes",,"Magic Valley Electric Cooperative, Inc.",TRE,"County, Jim Hogg County;",Weather,125,84000
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,Western Area Power Administration - Upper Great,,Nebraska: Scotts Bluff,automatic reclosing).-,,
2020,7,07/30/2020 5:54 PM,07/30/2020 8:18 PM,"2 Hours, 24 Minutes",,Plains Region,MRO,County;,Transmission Interruption,0,0
"Table B.2 Major Disturbances and Unusual Occurrences, 2020",,,,,,,,,,,
,,,,,,,,,,Number of,
Restoration Date and,,,,,,,NERC,,,Customers,
Year,Month,Event Date and Time,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,"Texas: Cameron County,",of maintaining the continuity,,
,,,,,,,,"Willacy County, Hidalgo",of the Bulk Electric System.-,,
2020,8,08/01/2020 11:14 AM,08/10/2020 9:26 PM,"226 Hours, 12 Minutes",,American Electric Power - Texas,TRE,"County, Starr County;",Severe Weather,Unknown,Unknown
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-,,
2020,8,08/02/2020 7:43 PM,08/02/2020 10:27 PM,"2 Hours, 44 Minutes",,MidAmerican Energy Co,SERC,Illinois: Rock Island County;,Transmission Interruption,0,0
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,North Carolina: South,for 1 hour or more.-Severe,,
2020,8,08/03/2020 11:15 PM,08/06/2020 7:00 AM,"55 Hours, 45 Minutes",,Duke Energy Progress,SERC,Carolina:,Weather,Unknown,340000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/04/2020 4:41 AM,08/05/2020 4:26 PM,"35 Hours, 45 Minutes",,Dominion Energy VA,SERC,Virginia:,Weather,Unknown,508000
,,,,,,,,North Carolina: Brunswick,,,
,,,,,,,,"County, Columbus County,",,,
,,,,,,,,"Pender County, Duplin",,,
,,,,,,,,"County, Onslow County,",,,
,,,,,,,,"Jones County, Craven",,,
,,,,,,,,"County, Jones County,",,,
,,,,,,,,"Beaufort County, Bertie",Loss of electric service to,,
,,,,,,,,"County, Chowan County,","more than 50,000 customers",,
,,,,,,,,"Gates County, Perquimans",for 1 hour or more.-Severe,,
2020,8,08/04/2020 6:01 AM,08/06/2020 3:30 PM,"57 Hours, 29 Minutes",,North Carolina El Member Corp,SERC,County;,Weather,311,125987
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/04/2020 9:00 AM,08/05/2020 6:00 PM,"33 Hours, 0 Minutes",,Delmarva Power & Light Company,RF,Delaware:,Weather,Unknown,100000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/04/2020 10:30 AM,.,.,". Hours, . Minutes",Atlantic City Electric Co,RF,New Jersey:,Weather,Unknown,70000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/04/2020 11:20 AM,08/07/2020 10:55 AM,"71 Hours, 35 Minutes",,Public Service Electric & Gas,RF,New Jersey:,Weather,60,75000
,,,,,,,,"Pennsylvania: Bucks County,",,,
,,,,,,,,"Chester County, Delaware",Loss of electric service to,,
,,,,,,,,"County, Montgomery County,","more than 50,000 customers",,
,,,,,,,,"Philadelphia County, York",for 1 hour or more.-Severe,,
2020,8,08/04/2020 12:00 PM,.,.,". Hours, . Minutes",Exelon Corporation/PECO,RF,County;,Weather,Unknown,137103
,,,,,,,,"New York: Rockland County,",,,
,,,,,,,,"Orange County, Sullivan",Loss of electric service to,,
,,,,,,,,County; New Jersey: Bergen,"more than 50,000 customers",,
,,,,,,,,"County, Passaic County,",for 1 hour or more.-Severe,,
2020,8,08/04/2020 12:00 PM,08/07/2020 6:00 AM,"66 Hours, 0 Minutes",,"Orange and Rockland Utilities, Inc.",NPCC,Sussex County;,Weather,Unknown,160000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/04/2020 12:18 PM,08/08/2020 5:31 PM,"101 Hours, 13 Minutes",,Jersey Central Power & Lt Co,RF,New Jersey:,Weather,Unknown,788000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,"New York: Nassau County,","more than 50,000 customers",,
,,,,,,,,"Suffolk County, Queens",for 1 hour or more.-Severe,,
2020,8,08/04/2020 1:00 PM,08/04/2020 11:59 PM,"10 Hours, 59 Minutes",,Long Island Power Authority,NPCC,County;,Weather,3907,420000
,,,,,,,,"New York: Bronx County,",,,
,,,,,,,,"Richmond County, Queens",Loss of electric service to,,
,,,,,,,,"County, Kings County,","more than 50,000 customers",,
,,,,,,,,"Westchester County, New",for 1 hour or more.-Severe,,
2020,8,08/04/2020 1:31 PM,.,.,". Hours, . Minutes","Consolidated Edison of New York, Inc.",NPCC,York County;,Weather,Unknown,271119
,,,,,,,,,Loss of electric service to,,
,,,,,,,,"New York: Dutchess County,","more than 50,000 customers",,
,,,,,,,,"Orange County, Ulster",for 1 hour or more.-Severe,,
2020,8,08/04/2020 2:00 PM,08/08/2020 12:00 PM,"94 Hours, 0 Minutes",,Central Hudson Gas & Elec Corp,NPCC,County;,Weather,Unknown,116818
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/04/2020 2:35 PM,.,.,". Hours, . Minutes",Avangrid/NYSEG,NPCC,New York:,Weather,Unknown,76120
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/04/2020 2:35 PM,08/10/2020 11:00 AM,"140 Hours, 25 Minutes",,New York State Electric & Gas,NPCC,New York: Broome County;,Weather,Unknown,76120
,,,,,,,,,Loss of electric service to,,
,,,,,,,,Connecticut: Massachusetts:,"more than 50,000 customers",,
,,,,,,,,New Hampshire: Maine:,for 1 hour or more.-Severe,,
2020,8,08/04/2020 3:15 PM,08/07/2020 10:27 AM,"67 Hours, 12 Minutes",,ISO New England,NPCC,Rhode Island: Vermont:,Weather,2000,1188247
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-,,
2020,8,08/05/2020 5:58 PM,08/05/2020 8:53 PM,"2 Hours, 55 Minutes",,Entergy - Transmission Operations Engineering,TRE,Texas: Orange County;,Transmission Interruption,89,19785
,,,,,,,,,Uncontrolled loss of 300,,
,,,,,,,,,Megawatts or more of firm,,
,,,,,,,,,system loads for 15 minutes,,
,,,,,,,,"New York: Queens County,",or more from a single,,
2020,8,08/07/2020 5:13 AM,.,.,". Hours, . Minutes","Consolidated Edison of New York, Inc.",NPCC,New York County;,incident.-Severe Weather,500,187068
,,,,,,,,"Iowa: Dallas County, Polk",,,
,,,,,,,,"County, Warren County,",,,
,,,,,,,,"Madison County, Johnson",Loss of electric service to,,
,,,,,,,,"County, Scott County; Illinois:","more than 50,000 customers",,
,,,,,,,,"Rock Island County, Henry",for 1 hour or more.-Severe,,
2020,8,08/10/2020 10:00 AM,.,.,". Hours, . Minutes",MidAmerican Energy Co,MRO,"County, Mercer County;",Weather,950,300000
,,,,,,,,"Iowa: Webster County,",,,
,,,,,,,,"Greene County, Dallas",,,
,,,,,,,,"County, Hamilton County,",,,
,,,,,,,,"Boone County, Polk County,",,,
,,,,,,,,"Hardin County, Story County,",,,
,,,,,,,,"Jasper County, Grundy",,,
,,,,,,,,"County, Marshall County,",,,
,,,,,,,,"Tama County, Poweshiek",Uncontrolled loss of 200,,
,,,,,,,,"County, Benton County, Iowa",Megawatts or more of firm,,
,,,,,,,,"County, Linn County,",system loads for 15 minutes,,
,,,,,,,,"Johnson County, Jones",or more from a single incident,,
,,,,,,,,"County, Cedar County,",for entities with previous,,
,,,,,,,,"Muscatine County, Jackson",year's peak demand less than,,
,,,,,,,,"County, Clinton County, Scott","or equal to 3,000 Megawatts.-",,
2020,8,08/10/2020 11:00 AM,08/10/2020 4:00 PM,,"5 Hours, 0 Minutes",Central Iowa Power Cooperative,MRO,County;,Severe Weather,550,Unknown
,,,,,,,,,Uncontrolled loss of 300,,
,,,,,,,,,Megawatts or more of firm,,
,,,,,,,,,system loads for 15 minutes,,
,,,,,,,,,or more from a single,,
2020,8,08/10/2020 12:38 PM,.,.,". Hours, . Minutes",Alliant Energy,MRO,Iowa:,incident.-Severe Weather,1400,250000
,,,,,,,,"Illinois: Cook County, Will",,,
,,,,,,,,"County, DuPage County,",,,
,,,,,,,,"Lake County, Kane County,",,,
,,,,,,,,"Grundy County, LaSalle",Loss of electric service to,,
,,,,,,,,"County, DeKalb County,","more than 50,000 customers",,
,,,,,,,,"McHenry County, Lee",for 1 hour or more.-Severe,,
2020,8,08/10/2020 2:30 PM,.,.,". Hours, . Minutes",ComEd,SERC,County;,Weather,Unknown,856000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/10/2020 4:00 PM,08/13/2020 3:00 PM,"71 Hours, 0 Minutes",,Ameren Illinois Company,SERC,Illinois: Missouri:,Weather,Unknown,135000
"Table B.2 Major Disturbances and Unusual Occurrences, 2020",,,,,,,,,,,
,,,,,,,,,,,Number of
Restoration Date and,,,,,,,NERC,,,Customers,
Year,Month,Event Date and Time,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/10/2020 10:39 PM,08/13/2020 3:48 PM,"65 Hours, 9 Minutes",,Northern Indiana Pub Serv Co,RF,Indiana:,Weather,Unknown,95300
,,,,,,,,,Firm load shedding of 100,,
,,,,,,,,,Megawatts or more,,
,,,,,,,,,implemented under,,
,,,,,,,,,emergency operational policy.-,,
2020,8,08/13/2020 1:51 PM,08/13/2020 4:27 PM,"2 Hours, 36 Minutes",,El Paso Electric,TRE,Texas: El Paso County;,System Operations,218,57060
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-,,
2020,8,08/14/2020 4:39 PM,08/14/2020 5:42 PM,,"1 Hours, 3 Minutes",Entergy - Transmission Operations Engineering,SERC,Louisiana: St. Charles Parish;,Transmission Interruption,101,12671
,,,,,,,,,Firm load shedding of 100,,
,,,,,,,,,Megawatts or more,,
,,,,,,,,,implemented under,,
,,,,,,,,,emergency operational policy.-,,
2020,8,08/14/2020 5:15 PM,08/15/2020 9:00 PM,"27 Hours, 45 Minutes",,California ISO,WECC,California:,Severe Weather,1120,Unknown
,,,,,,,,,Firm load shedding of 100,,
,,,,,,,,,Megawatts or more,,
,,,,,,,,,implemented under,,
,,,,,,,,,emergency operational policy.-,,
2020,8,08/14/2020 6:36 PM,08/14/2020 8:42 PM,,"2 Hours, 6 Minutes",Pacific Gas & Electric Co,WECC,California:,System Operations,560,220000
,,,,,,,,"California: Kern County,",,,
,,,,,,,,"Kings County, Los Angeles",,,
,,,,,,,,"County, Orange County,",Firm load shedding of 100,,
,,,,,,,,"Riverside County, San",Megawatts or more,,
,,,,,,,,"Bernardino County, Santa",implemented under,,
,,,,,,,,"Barbara County, Tulare",emergency operational policy.-,,
2020,8,08/14/2020 6:45 PM,08/14/2020 9:12 PM,"2 Hours, 27 Minutes",,Southern California Edison Co,WECC,"County, Ventura County;",System Operations,1419,132000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,"Minnesota: Anoka County,","more than 50,000 customers",,
,,,,,,,,"Hennepin County, Ramsey",for 1 hour or more.-Severe,,
2020,8,08/14/2020 8:00 PM,08/16/2020 5:00 PM,"45 Hours, 0 Minutes",,Northern States Power Co,MRO,"County, Washington County;",Weather,Unknown,60000
,,,,,,,,,Firm load shedding of 100,,
,,,,,,,,,Megawatts or more,,
,,,,,,,,,implemented under,,
,,,,,,,,,emergency operational policy.-,,
2020,8,08/15/2020 2:53 PM,08/15/2020 8:00 PM,,"5 Hours, 7 Minutes",California ISO,WECC,California:,Severe Weather,795,Unknown
,,,,,,,,"California: Inyo County, Kern",,,
,,,,,,,,"County, Los Angeles County,",Firm load shedding of 100,,
,,,,,,,,"Orange County, Riverside",Megawatts or more,,
,,,,,,,,"County, San Bernardino",implemented under,,
,,,,,,,,"County, Tulare County,",emergency operational policy.-,,
2020,8,08/15/2020 3:00 PM,08/15/2020 7:45 PM,"4 Hours, 45 Minutes",,Southern California Edison Co,WECC,Ventura County;,System Operations,200,70000
,,,,,,,,,Firm load shedding of 100,,
,,,,,,,,,Megawatts or more,,
,,,,,,,,,implemented under,,
,,,,,,,,,emergency operational policy.-,,
2020,8,08/15/2020 6:25 PM,08/15/2020 7:44 PM,"1 Hours, 19 Minutes",,Pacific Gas & Electric Co,WECC,California:,System Operations,459,220000
,,,,,,,,,Loss of electric service to,,
,,,,,,,,,"more than 50,000 customers",,
,,,,,,,,,for 1 hour or more.-Severe,,
2020,8,08/16/2020 3:44 AM,08/17/2020 2:18 PM,"34 Hours, 34 Minutes",,Pacific Gas & Electric Co,WECC,California:,Weather,409,124266
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,,of maintaining the continuity,,
,,,,,,,,,of the Bulk Electric System.-,,
2020,8,08/16/2020 5:30 PM,08/16/2020 7:10 PM,"1 Hours, 40 Minutes",,California ISO,WECC,California:,Severe Weather,712,Unknown
,,,,,,,,"Texas: Collin County, Dallas",,,
,,,,,,,,"County, Denton County,",,,
,,,,,,,,"Tarrant County, Ellis County,",,,
,,,,,,,,"Kaufman County, Johnson",,,
,,,,,,,,"County, Anderson County,",Loss of electric service to,,
,,,,,,,,"Angelina County, Grayson","more than 50,000 customers",,
,,,,,,,,"County, Smith County,",for 1 hour or more.-Severe,,
2020,8,08/16/2020 8:00 PM,08/18/2020 9:00 PM,"49 Hours, 0 Minutes",,Oncor Electric Delivery Company LLC,TRE,Wichita County;,Weather,Unknown,300000
,,,,,,,,,Electrical System Separation,,
,,,,,,,,,(Islanding) where part or parts,,
,,,,,,,,,of power grid remain(s),,
,,,,,,,,,operational in an otherwise,,
,,,,,,,,,blacked out area or within the,,
,,,,,,,,,partial failure of an integrated,,
,,,,,,,,,electrical system.-Severe,,
2020,8,08/17/2020 8:21 AM,08/17/2020 9:01 AM,"0 Hours, 40 Minutes",,Pacific Gas & Electric Co,WECC,California: Yuba County;,Weather,2,2
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,,of maintaining the continuity,,
,,,,,,,,,of the Bulk Electric System.-,,
2020,8,08/17/2020 3:05 PM,08/17/2020 9:24 PM,"6 Hours, 19 Minutes",,California ISO,WECC,California:,Severe Weather,829,Unknown
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,,of maintaining the continuity,,
,,,,,,,,,of the Bulk Electric System.-,,
2020,8,08/18/2020 1:30 PM,08/18/2020 8:30 PM,,"7 Hours, 0 Minutes",California ISO,WECC,California:,Severe Weather,917,Unknown
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,,of maintaining the continuity,,
,,,,,,,,,of the Bulk Electric System.-,,
2020,8,08/18/2020 2:00 PM,08/18/2020 9:00 PM,,"7 Hours, 0 Minutes",NV Energy,WECC,Nevada:,Severe Weather,7800,1400000
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,,of maintaining the continuity,,
,,,,,,,,,of the Bulk Electric System.-,,
2020,8,08/18/2020 2:30 PM,.,.,". Hours, . Minutes",Arizona Public Service Co,WECC,Arizona:,Severe Weather,0,Unknown
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,"Texas: Culberson County,",automatic reclosing).-,,
2020,8,08/18/2020 2:44 PM,08/18/2020 3:14 PM,"0 Hours, 30 Minutes",,Oncor Electric Delivery Company LLC,TRE,Reeves County;,Transmission Interruption,205,238
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-,,
2020,8,08/19/2020 1:27 AM,08/19/2020 3:03 AM,"1 Hours, 36 Minutes",,FirstEnergy Corp,RF,Ohio: Trumbull County;,Transmission Interruption,22,16107
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,,of maintaining the continuity,,
,,,,,,,,,of the Bulk Electric System.-,,
2020,8,08/19/2020 12:00 PM,08/19/2020 9:00 PM,,"9 Hours, 0 Minutes",City of Redding,WECC,California:,Severe Weather,Unknown,Unknown
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,,of maintaining the continuity,,
,,,,,,,,,of the Bulk Electric System.-,,
2020,8,08/19/2020 2:00 PM,08/19/2020 9:00 PM,,"7 Hours, 0 Minutes",NV Energy,WECC,Nevada:,Severe Weather,7500,1400000
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,,of maintaining the continuity,,
,,,,,,,,,of the Bulk Electric System.-,,
2020,8,08/19/2020 2:00 PM,08/19/2020 9:00 PM,,"7 Hours, 0 Minutes",Salt River Project,WECC,Arizona: Maricopa County;,Severe Weather,1200,0
"Table B.2 Major Disturbances and Unusual Occurrences, 2020",,,,,,,,,,,
,,,,,,,,,,,Number of
Restoration Date and,,,,,,,NERC,,,Customers,
Year,Month,Event Date and Time,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected
,,,,,,,,,Unexpected Transmission,,
,,,,,,,,,"loss within its area, contrary",,
,,,,,,,,,"to design, of three or more",,
,,,,,,,,,Bulk Electric System,,
,,,,,,,,,Facilities caused by a,,
,,,,,,,,,common disturbance,,
,,,,,,,,,(excluding successful,,
,,,,,,,,,automatic reclosing).-,,
2020,8,08/20/2020 3:29 PM,08/20/2020 3:39 PM,"0 Hours, 10 Minutes",,Nebraska Public Power District,MRO,Nebraska: Custer County;,Transmission Interruption,60,Unknown
,,,,,,,,,Public appeal to reduce the,,
,,,,,,,,,use of electricity for purposes,,
,,,,,,,,,of maintaining the continuity,,
