"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","OD1","REM"
"99725599999","2019-01-01T00:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","330,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0035,1","+0035,1","10007,1","3,1,027,1,+999,9","5,99,0129,1,999","SYN074CMTI2 46/// /3314 10035 20035 40007 53027 90000 333 91225 555 11014 22016="
"99725599999","2019-01-01T01:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","330,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0025,1","+0025,1","10019,1","1,1,049,1,+999,9","5,99,0103,1,999","SYN074CMTI2 46/// /3312 10025 20025 40019 51049 90100 333 91220 555 11012 22013="
"99725599999","2019-01-01T02:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","320,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0021,1","+0021,1","10047,1","3,1,055,1,+999,9","5,99,0129,1,999","SYN074CMTI2 46/// /3214 10021 20021 40047 53055 90200 333 91225 555 11014 22015="
"99725599999","2019-01-01T03:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","300,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0020,1","+0020,1","10071,1","3,1,064,1,+999,9","5,99,0057,1,999","SYN074CMTI2 46/// /3007 10020 20020 40071 53064 90300 333 91211 555 11007 22008="
"99725599999","2019-01-01T04:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","290,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0021,1","+0019,1","10093,1","1,1,074,1,+999,9","5,99,0067,1,999","SYN074CMTI2 46/// /2907 10021 20019 40093 51074 90400 333 91213 555 11007 22008="
"99725599999","2019-01-01T05:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","270,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0019,1","+0019,1","10115,1","1,1,068,1,+999,9","5,99,0046,1,999","SYN074CMTI2 46/// /2704 10019 20019 40115 51068 90500 333 91209 555 11004 22005="
"99725599999","2019-01-01T06:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","270,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0021,1","+0019,1","10135,1","1,1,064,1,+999,9","5,99,0051,1,999","SYN074CMTI2 46/// /2705 10021 20019 40135 51064 90600 333 91210 555 11005 22006="
"99725599999","2019-01-01T07:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","320,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0022,1","+0013,1","10148,1","1,1,055,1,+999,9","5,99,0051,1,999","SYN074CMTI2 46/// /3207 10022 20013 40148 51055 90700 333 91210 555 11007 22007="
"99725599999","2019-01-01T08:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","290,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0022,1","+0009,1","10165,1","1,1,050,1,+999,9","5,99,0051,1,999","SYN074CMTI2 46/// /2904 10022 20009 40165 51050 90800 333 91210 555 11004 22005="
"99725599999","2019-01-01T09:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","330,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0014,1","+0001,1","10182,1","3,1,047,1,+999,9","5,99,0067,1,999","SYN074CMTI2 46/// /3305 10014 20001 40182 53047 90900 333 91213 555 11005 22006="
"99725599999","2019-01-01T10:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","330,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0011,1","-0002,1","10191,1","1,1,043,1,+999,9","5,99,0062,1,999","SYN074CMTI2 46/// /3308 10011 21002 40191 51043 91000 333 91212 555 11008 22009="
"99725599999","2019-01-01T11:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","340,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0000,1","-0003,1","10200,1","1,1,035,1,+999,9","5,99,0088,1,999","SYN074CMTI2 46/// /3412 10000 21003 40200 51035 91100 333 91217 555 11011 22012="
"99725599999","2019-01-01T12:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","340,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0002,1","-0007,1","10215,1","3,1,033,1,+999,9","5,99,0098,1,999","SYN074CMTI2 46/// /3414 11002 21007 40215 53033 91200 333 91219 555 11014 22015="
"99725599999","2019-01-01T13:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","330,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0004,1","-0013,1","10226,1","3,1,035,1,+999,9","5,99,0093,1,999","SYN074CMTI2 46/// /3313 11004 21013 40226 53035 91300 333 91218 555 11013 22014="
"99725599999","2019-01-01T14:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","340,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0003,1","-0015,1","10236,1","1,1,036,1,+999,9","5,99,0093,1,999","SYN074CMTI2 46/// /3414 11003 21015 40236 51036 91400 333 91218 555 11014 22015="
"99725599999","2019-01-01T15:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","350,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0003,1","-0014,1","10244,1","1,1,029,1,+999,9","5,99,0082,1,999","SYN074CMTI2 46/// /3513 11003 21014 40244 51029 91500 333 91216 555 11013 22014="
"99725599999","2019-01-01T16:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","340,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0002,1","-0015,1","10249,1","1,1,023,1,+999,9","5,99,0077,1,999","SYN074CMTI2 46/// /3412 11002 21015 40249 51023 91600 333 91215 555 11011 22012="
"99725599999","2019-01-01T17:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","340,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0002,1","-0011,1","10250,1","1,1,014,1,+999,9","5,99,0082,1,999","SYN074CMTI2 46/// /3411 11002 21011 40250 51014 91700 333 91216 555 11011 22012="
"99725599999","2019-01-01T18:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","330,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0006,1","-0012,1","10249,1",,"5,99,0077,1,999","SYN068CMTI2 46/// /3310 11006 21012 40249 91742 333 91215 555 11010 22011="
"99725599999","2019-01-01T19:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","330,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0015,1","-0020,1","10248,1","4,1,000,1,+999,9","5,99,0077,1,999","SYN074CMTI2 46/// /3308 11015 21020 40248 54000 91900 333 91215 555 11008 22009="
"99725599999","2019-01-01T20:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","330,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0020,1","-0027,1","10249,1","4,1,000,1,+999,9","5,99,0077,1,999","SYN074CMTI2 46/// /3311 11020 21027 40249 54000 92000 333 91215 555 11011 22012="
"99725599999","2019-01-01T21:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","320,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0021,1","-0027,1","10251,1",,"5,99,0077,1,999","SYN068CMTI2 46/// /3208 11021 21027 40251 92042 333 91215 555 11008 22009="
"99725599999","2019-01-01T22:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","320,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0020,1","-0026,1","10253,1","2,1,005,1,+999,9","5,99,0062,1,999","SYN074CMTI2 46/// /3209 11020 21026 40253 52005 92200 333 91212 555 11009 22010="
"99725599999","2019-01-01T23:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","320,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0018,1","-0026,1","10256,1","2,1,007,1,+999,9","5,99,0051,1,999","SYN074CMTI2 46/// /3205 11018 21026 40256 52007 92300 333 91210 555 11005 22006="
"99725599999","2019-01-02T00:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","290,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0017,1","-0027,1","10260,1",,"5,99,0031,1,999","SYN068CMTI2 46/// /2904 11017 21027 40260 92342 333 91206 555 11004 22005="
"99725599999","2019-01-02T01:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","330,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0017,1","-0029,1","10263,1","3,1,010,1,+999,9","5,99,0031,1,999","SYN074CMTI2 46/// /3304 11017 21029 40263 53010 90100 333 91206 555 11004 22004="
"99725599999","2019-01-02T02:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","270,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0019,1","-0031,1","10258,1","9,9,000,1,+999,9","5,99,0015,1,999","SYN074CMTI2 46/// /2702 11019 21031 40258 50000 90200 333 91203 555 11002 22002="
"99725599999","2019-01-02T03:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","280,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0021,1","-0034,1","10257,1","9,9,000,1,+999,9","5,99,0026,1,999","SYN074CMTI2 46/// /2803 11021 21034 40257 50000 90300 333 91205 555 11003 22003="
"99725599999","2019-01-02T04:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","280,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0024,1","-0034,1","10254,1","6,1,009,1,+999,9","5,99,0021,1,999","SYN074CMTI2 46/// /2803 11024 21034 40254 56009 90400 333 91204 555 11003 22003="
"99725599999","2019-01-02T05:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","290,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0023,1","-0030,1","10249,1","8,1,009,1,+999,9","5,99,0015,1,999","SYN074CMTI2 46/// /2902 11023 21030 40249 58009 90500 333 91203 555 11002 22002="
"99725599999","2019-01-02T06:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","280,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0023,1","-0029,1","10250,1",,"5,99,0021,1,999","SYN068CMTI2 46/// /2802 11023 21029 40250 90542 333 91204 555 11002 22002="
"99725599999","2019-01-02T07:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","250,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0022,1","-0026,1","10249,1",,"5,99,0015,1,999","SYN068CMTI2 46/// /2502 11022 21026 40249 90636 333 91203 555 11002 22002="
"99725599999","2019-01-02T08:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","210,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0021,1","-0025,1","10244,1",,"5,99,0015,1,999","SYN068CMTI2 46/// /2102 11021 21025 40244 90736 333 91203 555 11002 22003="
"99725599999","2019-01-02T09:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","240,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0020,1","-0023,1","10240,1",,"5,99,0010,1,999","SYN068CMTI2 46/// /2401 11020 21023 40240 90842 333 91202 555 11001 22002="
"99725599999","2019-01-02T10:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","240,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0018,1","-0023,1","10231,1","8,1,017,1,+999,9","5,99,0021,1,999","SYN074CMTI2 46/// /2403 11018 21023 40231 58017 91000 333 91204 555 11003 22003="
"99725599999","2019-01-02T11:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","210,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0017,1","-0023,1","10227,1",,"5,99,0031,1,999","SYN068CMTI2 46/// /2105 11017 21023 40227 91042 333 91206 555 11005 22005="
"99725599999","2019-01-02T12:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","190,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0016,1","-0018,1","10225,1","6,1,012,1,+999,9","5,99,0026,1,999","SYN074CMTI2 46/// /1903 11016 21018 40225 56012 91200 333 91205 555 11003 22003="
"99725599999","2019-01-02T13:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","200,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0012,1","-0014,1","10224,1","6,1,007,1,+999,9","5,99,0031,1,999","SYN074CMTI2 46/// /2005 11012 21014 40224 56007 91300 333 91206 555 11005 22005="
"99725599999","2019-01-02T14:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","180,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0008,1","-0010,1","10222,1","7,1,004,1,+999,9","5,99,0036,1,999","SYN074CMTI2 46/// /1804 11008 21010 40222 57004 91400 333 91207 555 11004 22004="
"99725599999","2019-01-02T15:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","180,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0007,1","-0011,1","10221,1","7,1,004,1,+999,9","5,99,0031,1,999","SYN074CMTI2 46/// /1804 11007 21011 40221 57004 91500 333 91206 555 11004 22005="
"99725599999","2019-01-02T16:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","190,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0004,1","-0011,1","10211,1","8,1,013,1,+999,9","5,99,0041,1,999","SYN074CMTI2 46/// /1905 11004 21011 40211 58013 91600 333 91208 555 11005 22005="
"99725599999","2019-01-02T17:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","210,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0002,1","-0011,1","10194,1","8,1,028,1,+999,9","5,99,0062,1,999","SYN074CMTI2 46/// /2109 11002 21011 40194 58028 91700 333 91212 555 11009 22009="
"99725599999","2019-01-02T18:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","220,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0007,1","-0022,1","10179,1","8,1,042,1,+999,9","5,99,0098,1,999","SYN074CMTI2 46/// /2210 11007 21022 40179 58042 91800 333 91219 555 11010 22011="
"99725599999","2019-01-02T19:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","220,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0008,1","-0025,1","10168,1","6,1,043,1,+999,9","5,99,0067,1,999","SYN074CMTI2 46/// /2209 11008 21025 40168 56043 91900 333 91213 555 11009 22009="
"99725599999","2019-01-02T20:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","220,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0009,1","-0031,1","10161,1","6,1,033,1,+999,9","5,99,0103,1,999","SYN074CMTI2 46/// /2211 11009 21031 40161 56033 92000 333 91220 555 11011 22012="
"99725599999","2019-01-02T21:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","230,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0011,1","-0030,1","10160,1","6,1,019,1,+999,9","5,99,0072,1,999","SYN074CMTI2 46/// /2306 11011 21030 40160 56019 92100 333 91214 555 11006 22007="
"99725599999","2019-01-02T22:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","230,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0012,1","-0033,1","10158,1","6,1,010,1,+999,9","5,99,0088,1,999","SYN074CMTI2 46/// /2311 11012 21033 40158 56010 92200 333 91217 555 11011 22012="
"99725599999","2019-01-02T23:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","210,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0014,1","-0033,1","10154,1","8,1,007,1,+999,9","5,99,0077,1,999","SYN074CMTI2 46/// /2108 11014 21033 40154 58007 92300 333 91215 555 11008 22009="
"99725599999","2019-01-03T00:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","220,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0013,1","-0039,1","10161,1","5,1,000,1,+999,9","5,99,0077,1,999","SYN074CMTI2 46/// /2210 11013 21039 40161 55000 90000 333 91215 555 11010 22010="
"99725599999","2019-01-03T01:00:00","4","41.73","-87.54","179.4","9087044 CALUMET IL, US","FM-13","99999","V020","230,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0013,1","-0040,1","10164,1",,"5,99,0057,1,999","SYN068CMTI2 46/// /2308 11013 21040 40164 90036 333 91211 555 11008 22008="
