"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","REM"
"99849799999","2019-03-06T13:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","270,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0111,1","+9999,9","99999,9","SYN046FSTI2 46/// /2711 11111 91300 555 11011 22012="
"99849799999","2019-03-06T14:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","220,1,N,0113,1","99999,9,9,N","999999,9,9,9","-0091,1","+9999,9","99999,9","SYN046FSTI2 46/// /2222 11091 91400 555 11023 22025="
"99849799999","2019-03-06T15:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","210,1,N,0113,1","99999,9,9,N","999999,9,9,9","-0080,1","+9999,9","99999,9","SYN046FSTI2 46/// /2122 11080 91500 555 11022 22024="
"99849799999","2019-03-06T16:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","230,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0067,1","+9999,9","99999,9","SYN046FSTI2 46/// /2314 11067 91600 555 11014 22015="
"99849799999","2019-03-06T17:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","250,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0054,1","+9999,9","99999,9","SYN046FSTI2 46/// /2517 11054 91700 555 11018 22019="
"99849799999","2019-03-06T18:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","230,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0038,1","+9999,9","99999,9","SYN046FSTI2 46/// /2320 11038 91800 555 11020 22022="
"99849799999","2019-03-06T19:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","230,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9","SYN046FSTI2 46/// /2317 11026 91900 555 11018 22019="
"99849799999","2019-03-06T20:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","220,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","99999,9","SYN046FSTI2 46/// /2218 11011 92000 555 11018 22019="
"99849799999","2019-03-06T21:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","240,1,N,0149,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","99999,9","SYN046FSTI2 46/// /2429 11010 92100 555 11030 22032="
"99849799999","2019-03-06T22:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","230,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0009,1","+9999,9","99999,9","SYN046FSTI2 46/// /2310 11009 92200 555 11010 22011="
"99849799999","2019-03-06T23:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","270,1,N,0118,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","99999,9","SYN046FSTI2 46/// /2723 11010 92300 555 11023 22025="
"99849799999","2019-03-07T00:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","280,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","99999,9","SYN046FSTI2 46/// /2820 11011 90000 555 11020 22022="
"99849799999","2019-03-07T01:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","270,1,N,0124,1","99999,9,9,N","999999,9,9,9","-0015,1","+9999,9","99999,9","SYN046FSTI2 46/// /2724 11015 90100 555 11024 22026="
"99849799999","2019-03-07T02:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","280,1,N,0129,1","99999,9,9,N","999999,9,9,9","-0022,1","+9999,9","99999,9","SYN046FSTI2 46/// /2825 11022 90200 555 11025 22027="
"99849799999","2019-03-07T03:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","270,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0030,1","+9999,9","99999,9","SYN046FSTI2 46/// /2714 11030 90300 555 11015 22016="
"99849799999","2019-03-07T04:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","290,1,N,0082,1","99999,9,9,N","999999,9,9,9","-0041,1","+9999,9","99999,9","SYN046FSTI2 46/// /2916 11041 90400 555 11016 22017="
"99849799999","2019-03-07T05:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","290,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0052,1","+9999,9","99999,9","SYN046FSTI2 46/// /2917 11052 90500 555 11018 22019="
"99849799999","2019-03-07T06:00:00","4","41.976","-87.648","177.0","FOSTER AVE CHICAGO, IL US","FM-13","99999","V020","320,1,N,0170,1","99999,9,9,N","999999,9,9,9","-0060,1","+9999,9","99999,9","SYN046FSTI2 46/// /3233 11060 90600 555 11033 22036="
