Utility Characteristics,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Water Heater
2017,7004,"Buckeye Power, Inc",OH,PJM,105632,40,.,.,105672,1640,228,.,.,1868,32.1,6,.,.,38.1,32.1,6,.,.,38.1,.,.,.,.,.,.,.,.,.,.,.
2017,7090,GreyStone Power Corporation,GA,SOCO,.,20,41,.,61,.,24,152,.,176,.,1.2,7.6,.,8.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,7140,Georgia Power Co,GA,SOCO,52472,8,51,.,52531,.,.,.,.,.,102.8,5.2,191.5,.,299.5,.,.,.,.,.,415,126,8038,.,8579,1223,12,75,.,1309,.
2017,7349,"Golden Spread Electric Cooperative, Inc",OK,SWPP,.,1,.,.,1,.,0,.,.,0,.,2,.,.,2,.,0,.,.,0,.,71,.,.,71,.,0,.,.,0,.
2017,7349,"Golden Spread Electric Cooperative, Inc",TX,SWPP,.,.,3773,.,3773,.,.,0,.,0,.,.,50.3,.,50.3,.,.,0,.,0,.,.,1810,.,1810,.,.,5,.,5,.
2017,7489,Grand Rapids Public Util Comm,MN,MISO,1053,62,0,0,1115,6,2,0,0,8,5.1,1.3,0,0,6.4,2.1,0.6,0,0,2.7,42,1,0,0,43,0,0,0,0,0,1
2017,7490,Grand River Dam Authority,OK,SWPP,.,.,1,.,1,.,.,0,.,0,.,.,15,.,15,.,.,12,.,12,.,.,.,.,.,.,.,.,.,.,.
2017,7570,Great River Energy,MN,MISO,288017,5420,0,0,293437,12100,2439,0,0,14539,172.8,204,0,0,376.8,145,204,0,0,349,960,0,0,0,960,5237,484,0,0,5721,810
2017,7601,Green Mountain Power Corp,VT,ISNE,14952,431,6,.,15389,.,.,.,.,.,5,3,12,.,20,4,0.1,.,.,4.1,433,11,.,.,444,.,.,.,.,.,57
2017,7634,City of Greenville - (TX),TX,ERCO,0,2,0,0,2,.,0,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,7720,"Grundy Electric Coop, Inc",MO,AECI,2300,190,.,.,2490,0,0,.,.,0,1.5,0.5,.,.,2,0.8,0.2,.,.,1,11,0,.,.,11,4,1,.,.,5,.
2017,7785,"Gulf Coast Electric Coop, Inc",FL,AEC,815,.,.,.,815,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,0,.,.,.,0,9,.,.,.,9,.
2017,7801,Gulf Power Co,FL,SOCO,1439,67,65,0,1571,1058,0,0,0,1058,1.4,59.2,263.7,0,324.4,1.4,59.2,263.7,0,324.4,0,0,0,0,0,3158,0,0,0,3158,.
2017,7977,City of Hamilton - (OH),OH,PJM,.,4,.,.,4,.,2,.,.,2,.,1.5,.,.,1.5,.,1.5,.,.,1.5,.,0,.,.,0,.,0,.,.,0,.
2017,8179,Harrison County Rural E M C,IN,MISO,105,11,.,.,116,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2017,8210,Hart Electric Member Corp,GA,SOCO,28147,7835,.,.,35982,156,40,.,.,196,2.4,0.6,.,.,3,2.4,0.6,.,.,3,.,.,.,.,.,.,.,.,.,.,.
2017,8288,City of Hawarden - (IA),IA,MISO,223,.,.,.,223,1,.,.,.,1,0.3,.,.,.,0.3,0.3,.,.,.,0.3,.,.,.,.,.,3,.,.,.,3,0
2017,8319,Heartland Power Coop,IA,MISO,2764,98,1,.,2863,.,.,.,.,.,1.2,10.2,0.1,.,11.5,1,9.2,0.1,.,10.3,0,0,0,.,0,82,3,1,.,86,0
2017,8333,Haywood Electric Member Corp,NC,DUK,424,.,.,.,424,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,36,.,.,.,36,.,.,.,.,.,.
2017,8570,Highline Electric Assn,CO,WACM,.,.,202,.,202,.,.,0,.,0,.,.,17.3,.,17.3,.,.,0,.,0,.,.,206,.,206,.,.,58,.,58,.
2017,8570,Highline Electric Assn,NE,WACM,.,.,270,.,270,.,.,.,.,.,.,.,16.6,.,16.6,.,.,.,.,.,.,.,198,.,198,.,.,56,.,56,.
2017,8574,"Jackson Electric Coop, Inc - (WI)",WI,MISO,5075,229,0,0,5304,0,0,0,0,0,2.3,10.2,0,0,12.5,1.7,7.4,0,0,9.1,572,26,0,0,598,94,4,0,0,98,.
2017,8786,Horry Electric Coop Inc,SC,SC,5701,.,.,.,5701,47,.,.,.,47,0.2,.,.,.,0.2,0.2,.,.,.,0.2,18,.,.,.,18,18,.,.,.,18,145
2017,8901,CenterPoint Energy,TX,ERCO,13856,74,.,.,13930,103,752,.,.,855,19.5,98.4,.,.,117.9,17.2,125.6,.,.,142.8,779,3028,.,.,3806,84,282,.,.,366,.
2017,8924,Howard Greeley Rural P P D,NE,SWPP,.,.,1240,.,1240,.,.,50,.,50,.,.,20.5,.,20.5,.,.,11.8,.,11.8,.,.,.,.,.,.,.,.,.,.,.
2017,9191,Idaho Power Co,ID,IPCO,27852,132,2257,0,30241,.,.,.,.,.,29,24,311,0,364,.,.,.,.,.,400,338,6245,0,6983,497,89,771,0,1357,.
2017,9191,Idaho Power Co,OR,IPCO,362,9,50,0,421,.,.,.,.,.,0.4,11.6,7.2,0,19.2,.,.,.,.,.,5,227,166,.,398,34,4,39,.,77,.
2017,9209,Illinois Rural Electric Coop,IL,MISO,.,178,.,.,178,.,4,.,.,4,.,4,.,.,4,.,4,.,.,4,.,.,.,.,.,.,20,.,.,20,0
2017,9231,City of Independence - (MO),MO,SWPP,.,.,2,.,2,.,.,0,.,0,.,.,2,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,9267,"Hoosier Energy R E C, Inc",IN,MISO,16995,.,.,.,16995,0,.,.,.,0,12,.,.,.,12,12,.,.,.,12,18,.,.,.,18,0,.,.,.,0,.
2017,9273,Indianapolis Power & Light Co,IN,MISO,49738,87,1,.,49826,60,.,.,.,60,37.6,1.5,.,.,39.1,37.6,1.1,.,.,38.7,938,7,.,.,945,1473,46,.,.,1519,.
2017,9324,Indiana Michigan Power Co,IN,PJM,5830,109,1,.,5940,61,143,3026,.,3230,3.3,221.7,290,.,515,3.3,6.1,236.8,.,246.2,255,24,.,.,279,282,25,.,.,307,.
2017,9417,Interstate Power and Light Co,IA,MISO,52154,87,88,0,52329,40,141,500,0,681,30.8,49.8,176,0,256.6,0,0,0,0,0,1699,4974,17598,0,24271,2559,18,19,0,2597,0
2017,9431,Irwin Electric Membership Corp,GA,SOCO,.,.,583,.,583,.,.,88,.,88,.,.,34.9,.,34.9,.,.,7.3,.,7.3,.,.,0,.,0,.,.,12,.,12,.
2017,9576,Jackson County Rural E M C - (IN),IN,MISO,115,.,.,.,115,.,.,.,.,.,0.1,.,.,.,0.1,0.1,.,.,.,0.1,.,.,.,.,.,43,.,.,.,43,.
2017,9590,"Jackson Electric Coop, Inc - (TX)",TX,ERCO,.,.,9,.,9,.,.,.,.,.,.,.,46,.,46,.,.,37,.,37,.,.,1343,.,1343,.,.,.,.,.,.
2017,9601,Jackson Electric Member Corp - (GA),GA,SOCO,23190,2577,.,.,25767,.,.,.,.,.,11,1,.,.,12,11,1,.,.,12,370,41,.,.,411,10,1,.,.,11,.
2017,9617,JEA,FL,JEA,.,.,34,.,34,.,.,.,.,.,.,.,166,.,166,.,.,46.2,.,46.2,.,.,19,.,19,.,.,.,.,.,.
2017,9750,"Jo-Carroll Energy, Inc",IL,MISO,1653,3,1,.,1657,.,.,.,.,.,1.7,0.4,0.1,.,2.2,1.5,0.3,0.1,.,1.9,130,7,3,.,140,10,1,0,.,11,.
2017,9778,Johnson County Rural E M C,IN,MISO,.,.,2,.,2,.,.,30,.,30,.,.,1.3,.,1.3,.,.,1.3,.,1.3,.,.,36,.,36,.,.,2,.,2,.
2017,9922,Jump River Electric Coop Inc,WI,MISO,4456,168,.,.,4624,.,.,.,.,.,7.7,0.1,.,.,7.8,2.8,.,.,.,2.8,24,1,.,.,25,29,1,.,.,30,.
2017,10000,Kansas City Power & Light Co,KS,SWPP,18458,670,0,0,19128,0,0,0,0,0,23.3,0.8,0,0,24.1,0,0,0,0,0,0,0,0,0,0,167,0,0,0,167,0
2017,10000,Kansas City Power & Light Co,MO,SWPP,32938,935,0,0,33873,5392,105,0,0,5497,41.5,14.9,0,0,56.4,0,0,0,0,0,40,455,0,0,496,4173,299,0,0,4472,0
2017,10005,Kansas Gas & Electric Co,KS,SWPP,26835,1047,41,.,27923,.,.,.,.,.,.,8,174,.,182,.,.,.,.,.,.,88,4735,.,4823,354,14,.,.,367,.
2017,10065,KBR Rural Public Power District,NE,SWPP,.,.,501,.,501,.,.,5,.,5,.,.,4,.,4,.,.,4,.,4,.,.,15,.,15,.,.,.,.,.,.
2017,10171,Kentucky Utilities Co,KY,LGEE,78419,1102,0,0,79521,0,0,0,0,0,86.7,9.9,0,0,96.6,28.6,7.1,0,0,35.7,2030,285,0,0,2315,2974,337,0,0,3311,0
2017,10558,"LaCreek Electric Assn, Inc",SD,WACM,378,.,122,.,500,.,.,.,.,.,2.6,.,8.9,.,11.5,2.6,.,8.9,.,11.5,0,.,0,.,0,0,.,0,.,0,.
2017,10595,City of Lake City - (MN),MN,MISO,.,.,3,3,6,.,.,.,.,.,.,.,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,10596,City of Lake Crystal - (MN),MN,MISO,260,.,.,.,260,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,.,.,.,.,.,.
2017,10768,"Laurens Electric Coop, Inc",SC,DUK,4630,.,2,.,4632,11,.,4,.,15,6,.,3,.,9,6,.,2,.,8,.,.,.,.,.,.,.,.,.,.,.
2017,10857,"Lee County Electric Coop, Inc",FL,FPL,18311,43,.,.,18354,160,567,.,.,726,3.7,27.1,.,.,30.8,3.7,13.4,.,.,17.1,736,985,.,.,1720,95,145,.,.,240,.
2017,11064,Litchfield Public Utilities,MN,MISO,1938,253,1,.,2192,32,4,0,.,36,1.2,0.1,0.1,.,1.4,0.4,0.1,0,.,0.5,.,.,1,.,1,17,2,0,.,19,.
2017,11171,Long Island Power Authority,NY,NYIS,18104,2837,.,.,20941,.,.,.,.,.,25.1,5.6,.,.,30.7,19.1,3.9,.,.,23,.,.,.,.,.,1279,200,.,.,1479,.
2017,11208,Los Angeles Department of Water & Power,CA,LDWP,.,16,7,.,23,.,414,209,.,623,.,99.5,44.3,.,143.7,.,49.7,22.1,.,71.9,.,304,295,.,600,.,.,.,.,.,.
2017,11249,Louisville Gas & Electric Co,KY,LGEE,100341,1149,0,0,101490,0,0,0,0,0,111,11.3,0,0,122.3,36.6,8.6,0,0,45.2,2325,182,0,0,2507,2474,346,0,0,2820,0
2017,11251,Loup River Public Power Dist,NE,SWPP,.,487,.,.,487,.,.,.,.,.,.,29.5,.,.,29.5,.,11.4,.,.,11.4,.,.,.,.,.,.,43,.,.,43,.
2017,11273,Lower Valley Energy Inc,ID,BPAT,9,.,.,.,9,.,.,.,.,.,0,.,.,.,0,0,.,.,.,0,1,.,.,.,1,.,.,.,.,.,.
2017,11273,Lower Valley Energy Inc,WY,BPAT,499,.,.,.,499,.,.,.,.,.,2.3,.,.,.,2.3,1.1,.,.,.,1.1,60,.,.,.,60,.,.,.,.,.,.
2017,11291,Lumbee River Elec Member Corp,NC,CPLE,.,3,.,.,3,.,0,.,.,0,.,0.4,.,.,0.4,.,0,.,.,0,.,0,.,.,0,.,0,.,.,0,20
2017,11298,Lyon Rural Electric Coop,IA,SWPP,977,14,.,.,991,0,0,.,.,0,4.9,0,.,.,4.9,.,.,.,.,.,352,5,.,.,357,0,0,.,.,0,34
2017,11475,City of Madison - (SD),SD,MISO,2033,.,.,.,2033,110,.,.,.,110,18,.,.,.,18,.,.,.,.,.,171,.,.,.,171,26,.,.,.,26,.
2017,11479,Madison Gas & Electric Co,WI,MISO,13544,12,0,0,13556,0,0,0,0,0,7.6,24.5,0,0,32.1,0,0,0,0,0,1449,0,0,0,1449,0,0,0,0,0,.
2017,11501,Magic Valley Electric Coop Inc,TX,ERCO,850,.,.,.,850,5,.,.,.,5,1,.,.,.,1,1,.,.,.,1,.,.,.,.,.,12,.,.,.,12,.
2017,11560,City of Manassas - (VA),VA,PJM,1334,.,.,.,1334,6,.,.,.,6,0.5,.,.,.,0.5,0.5,.,.,.,0.5,0,.,.,.,0,80,.,.,.,80,.
2017,11581,City of Manning,IA,SWPP,219,35,.,.,254,3,1,.,.,3,0.1,0,.,.,0.1,0.1,0,.,.,0.1,2,1,.,.,3,.,.,.,.,.,.
2017,11731,City of Marshall - (MN),MN,MISO,3949,457,136,0,4542,748,2505,296,0,3548,3.5,4.1,1.4,0,9.1,3.5,4.1,1.4,0,9.1,107,438,146,0,691,28,17,5,0,50,7
2017,11811,Town of Massena - (NY),NY,NYIS,757,1,.,.,758,2,1,.,.,3,2.3,0.3,.,.,2.5,0.8,0.3,.,.,1,18,14,.,.,32,5,2,.,.,7,0
2017,11843,Maui Electric Co Ltd,HI,NA,.,3,.,.,3,.,2,.,.,2,.,0.2,.,.,0.2,.,0.2,.,.,0.2,.,9,.,.,9,.,0,.,.,0,0
2017,12199,Montana-Dakota Utilities Co,MT,SWPP,0,3,12,0,15,0,0,0,0,0,0,0.2,7.7,0,7.9,0,0,0,0,0,0,6,235,0,242,0,3,101,0,104,.
2017,12199,Montana-Dakota Utilities Co,ND,MISO,0,22,5,0,27,0,5,6,0,11,0,7.2,12.5,0,19.7,0,0,0,0,0,0,293,556,0,849,0,32,45,0,78,.
2017,12199,Montana-Dakota Utilities Co,SD,MISO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.
2017,12199,Montana-Dakota Utilities Co,WY,WACM,733,0,0,0,733,341,0,0,0,341,16,0,0,0,16,2.8,0,0,0,2.8,183,0,0,0,183,0,0,0,0,0,.
2017,12208,City of McPherson - (KS),KS,SWPP,.,20,2,.,22,.,.,.,.,.,.,0.5,0.5,.,1,.,0.5,0.5,.,1,.,.,.,.,.,.,1,1,.,2,.
2017,12260,Mecklenburg Electric Cooperative,VA,PJM,.,5,.,.,5,.,131,.,.,131,.,5,.,.,5,.,2,.,.,2,.,5,.,.,5,.,.,.,.,.,.
2017,12268,"Medina Electric Coop, Inc",TX,ERCO,.,.,789,.,789,.,.,761,.,761,.,.,79.2,.,79.2,.,.,25.6,.,25.6,.,.,.,.,.,.,.,49,.,49,.
2017,12301,Nodak Electric Coop Inc,ND,MISO,5587,.,296,.,5883,22272,.,649,.,22921,142.3,.,61.6,.,203.9,53.1,.,27.7,.,80.8,32,.,.,.,32,196,.,.,.,196,.
2017,12341,MidAmerican Energy Co,IA,MISO,63431,47,63,.,63541,364,85,480,.,929,39.7,39.7,222.3,.,301.7,39.7,39.2,222.3,.,301.2,1903,1803,10219,.,13925,811,74,417,.,1302,.
2017,12341,MidAmerican Energy Co,IL,MISO,3431,2,3,.,3436,24,7,7,.,37,2.7,3.4,19.5,.,25.6,2.7,3.4,19.5,.,25.6,100,158,896,.,1154,37,3,19,.,59,.
2017,12341,MidAmerican Energy Co,SD,MISO,239,0,0,.,239,2,0,0,.,2,0.2,.,.,.,0.2,0.2,.,.,.,0.2,7,.,.,.,7,7,.,.,.,7,.
2017,12390,Metropolitan Edison Co,PA,PJM,0,33,65,0,98,0,0,0,0,0,0,10.7,109.6,0,120.3,0,2.7,43.6,0,46.3,0,1,29,0,30,0,66,742,0,808,.
2017,12395,Menard Electric Coop,IL,MISO,1364,19,1221,.,2604,21,0,88,.,109,2,7.6,48.8,.,58.4,.,.,.,.,.,47,1,.,.,48,.,.,153,.,153,.
2017,12439,"Midstate Electric Coop, Inc",OR,BPAT,210,0,0,0,210,.,.,.,.,.,0.5,.,.,.,0.5,0.4,.,.,.,0.4,15,.,.,.,15,75,.,.,.,75,.
2017,12463,"Mid-Yellowstone Elec Coop, Inc",MT,WAUW,33,.,.,.,33,96,.,.,.,96,0.2,.,.,.,0.2,0.2,.,.,.,0.2,0,.,.,.,0,0,.,.,.,0,.
2017,12472,Middle Georgia El Member Corp,GA,SOCO,.,.,461,.,461,.,.,160,.,160,.,.,36,.,36,.,.,8,.,8,.,.,.,.,.,.,.,5,.,5,.
2017,12524,Midwest Energy Inc,KS,SWPP,0,12,668,0,680,0,0,0,0,0,0,4,30,0,34,0,3,20,0,23,.,213,834,.,1047,.,.,386,.,386,.
2017,12539,Midwest Electric Member Corp,NE,WACM,.,.,1489,.,1489,.,.,0,.,0,.,.,29.6,.,29.6,.,.,17.8,.,17.8,.,.,1885,.,1885,.,.,0,.,0,.
2017,12615,City of Milton-Freewater- (OR),OR,BPAT,690,63,81,.,834,146,12,18,.,176,4,.,.,.,4,3,.,.,.,3,40,3,5,.,48,.,.,.,.,.,.
2017,12647,"ALLETE, Inc.",MN,MISO,7479,553,11,.,8043,547,144,2,.,693,23,3,265,.,291,.,.,.,.,.,197,70,3821,.,4088,.,.,.,.,.,.
2017,12660,Village of Minster - (OH),OH,PJM,0,0,1,.,1,0,0,.,.,0,0,0,0.4,.,0.4,0,0,0.4,.,0.4,.,.,7,.,7,.,.,0,.,0,.
2017,12681,Mississippi County Electric Coop,AR,MISO,.,.,743,.,743,.,.,.,.,.,.,.,3,.,3,.,.,2,.,2,.,.,157,.,157,.,.,59,.,59,.
2017,12686,Mississippi Power Co,MS,SOCO,0,7,12,0,19,0,0,0,0,0,0,25,141.6,0,166.5,0,0,0,0,0,0,463,851,0,1314,0,0,0,0,0,.
2017,12698,KCP&L Greater Missouri Operations Co.,MO,SWPP,26566,429,0,0,26995,6311,136,0,0,6447,33.5,38.2,0,0,71.7,0,0,0,0,0,22,1226,0,0,1248,4025,782,0,0,4806,0
2017,12745,Modesto Irrigation District,CA,BANC,11119,66,9,0,11194,0,0,0,0,0,9,1,21.5,0,31.5,5.5,0.5,0,0,6,230,14,388,0,632,36,33,33,0,102,.
2017,12796,Monongahela Power Co,WV,PJM,.,.,1,.,1,.,.,.,.,.,.,.,50,.,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,12894,City of Moorhead - (MN),MN,SWPP,2444,58,.,.,2502,845,285,.,.,1130,11,8,.,.,19,9,4,.,.,13,47,224,.,.,271,60,0,.,.,60,.
2017,12900,City of Mora - (MN),MN,MISO,0,1,0,0,1,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0
2017,12915,Moreau-Grand Electric Coop Inc,SD,SWPP,518,.,.,.,518,.,.,.,.,.,5.6,.,.,.,5.6,5.6,.,.,.,5.6,4,.,.,.,4,.,.,.,.,.,.
2017,13337,Nebraska Public Power District,NE,SWPP,.,334,5,.,339,.,0,0,.,0,.,7,60,.,67,.,4,55,.,59,.,348,6000,.,6348,.,41,.,.,41,.
2017,13407,Nevada Power Co,NV,NEVP,75984,2096,.,.,78080,23414,8988,.,.,32402,204.5,22.4,.,.,226.9,195,19,.,.,214,1751,0,.,.,1751,11117,2426,.,.,13543,.
2017,13441,New Hampshire Elec Coop Inc,NH,ISNE,5500,.,.,.,5500,6,.,.,.,6,40,.,.,.,40,5.2,.,.,.,5.2,310,.,.,.,310,3,.,.,.,3,.
2017,13478,"Entergy New Orleans, LLC",LA,MISO,321,.,.,.,321,.,.,.,.,.,0.2,.,.,.,0.2,0.2,.,.,.,0.2,12,.,.,.,12,67,.,.,.,67,.
2017,13480,New Prague Utilities Comm,MN,MISO,880,2,0,0,882,8,0,0,0,8,0.3,0.2,0,0,0.5,0.1,0.2,0,0,0.3,18,9,0,0,27,22,1,0,0,23,0
2017,13485,New Smyrna Beach City of,FL,NSB,2957,.,.,.,2957,.,.,.,.,.,5,.,.,.,5,3,.,.,.,3,206,.,.,.,206,.,.,.,.,.,.
2017,13511,New York State Elec & Gas Corp,NY,NYIS,3449,80,26,0,3555,0,0,0,0,0,3.1,27.6,55.4,0,86.1,0,0,0,0,0,269,42,747,0,1058,988,1,1,0,989,.
2017,13573,Niagara Mohawk Power Corp.,NY,NYIS,1931,161,39,.,2131,9,19,170,.,197,1.3,19.8,169.9,.,191.1,0.7,18.7,169.9,.,189.3,91,244,2198,.,2534,262,118,1058,.,1437,.
2017,13630,North Carolina Mun Power Agny #1,NC,DUK,19,72,19,.,110,86,4486,4918,.,9490,1,74,74,.,149,1,58,70,.,129,.,.,.,.,.,.,.,.,.,.,.
2017,13640,Northern Virginia Elec Coop,VA,PJM,33814,3,8,0,33825,247,229,541,.,1017,7.7,9.7,14.8,0,32.2,7.7,7.6,10.9,0,26.2,0,745,21,0,766,17,0,0,0,17,.
2017,13664,Norris Public Power District,NE,SWPP,0,2,1513,0,1515,0,0,0,0,0,0,0.5,72,0,72.5,0,0.3,46,0,46.3,0,0,0,0,0,0,9,177,0,186,0
2017,13676,"North Arkansas Elec Coop, Inc",AR,MISO,8387,.,.,.,8387,.,.,.,.,.,4.5,.,.,.,4.5,4.5,.,.,.,4.5,190,.,.,.,190,.,.,.,.,.,.
2017,13683,North Carolina El Member Corp,NC,DUK,1300,.,2,.,1302,.,.,.,.,.,1.9,.,2.4,.,4.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100
2017,13687,North Carolina Eastern M P A,NC,CPLE,138831,186,253,0,139270,0,0,0,0,0,58,61,245,0,364,50,51,209,0,310,3275,613,309,0,4197,1191,69,139,0,1399,1050
2017,13690,North Central MO Elec Coop Inc,MO,AECI,2510,93,.,.,2603,1,.,.,.,1,3,.,.,.,3,2,.,.,.,2,69,.,.,.,69,52,.,.,.,52,5
2017,13698,North Central Public Pwr Dist,NE,SWPP,.,.,887,.,887,.,.,2100,.,2100,.,.,68.5,.,68.5,.,.,17,.,17,.,.,0,.,0,.,.,135,.,135,0
2017,13725,City of North Platte,NE,SWPP,1823,140,2,.,1965,3,1,2,.,6,1.8,0.9,4,.,6.7,0.9,0.6,3.2,.,4.7,1,70,5,.,76,.,.,.,.,.,.
2017,13762,"Northern Neck Elec Coop, Inc",VA,PJM,5020,.,.,.,5020,137,.,.,.,137,3.8,.,.,.,3.8,3.8,.,.,.,3.8,20,.,.,.,20,.,.,.,.,.,.
2017,13780,Northern States Power Co - Wisconsin,WI,MISO,17553,1070,6,.,18629,1,0,11,.,12,0.5,4.8,3,.,8.3,0,0,0,.,0,523,3201,2134,.,5858,282,238,10,.,530,.
2017,13781,Northern States Power Co - Minnesota,MN,MISO,394161,17606,182,.,411949,504,315,87,.,906,252,314.8,91.2,.,658,.,.,.,.,.,28196,24399,1046,.,53641,4642,1671,716,.,7029,.
2017,13781,Northern States Power Co - Minnesota,ND,MISO,12248,695,11,.,12954,14,15,0,.,29,7,15,46,.,68,.,.,.,.,.,861,1054,2458,.,4373,23,28,64,.,115,.
2017,13781,Northern States Power Co - Minnesota,SD,MISO,19420,675,4,.,20099,21,16,0,.,37,10.4,16,6,.,32.4,.,.,.,.,.,1473,897,385,.,2755,197,26,11,.,234,.
2017,13798,Northwest Iowa Power Coop,IA,SWPP,16949,759,0,0,17708,0,0,0,0,0,44.8,2.7,0,0,47.5,11.9,2.7,0,0,14.6,4066,126,0,0,4192,300,9,0,0,309,.
2017,13815,Northwestern Wisconsin Elec Co,WI,MISO,.,.,1,.,1,.,.,.,.,.,.,.,1,.,1,.,.,.,.,.,.,.,33,.,33,.,.,.,.,.,.
2017,13838,"Northfork Electric Coop, Inc",OK,SWPP,.,83,109,.,192,.,5,9,.,14,.,1.6,3,.,4.6,.,1.5,1,.,2.5,.,.,.,.,.,.,.,.,.,.,.
2017,13839,City of Norwood - (MA),MA,ISNE,554,0,0,0,554,0,0,0,0,0,2.5,0,0,0,2.5,0.4,0,0,0,0.4,5,0,0,0,5,6,0,0,0,6,0
2017,13936,Oakdale Electric Coop,WI,MISO,5634,138,1,.,5773,.,.,.,.,.,2.3,1.5,0.1,.,3.9,2.2,1.4,0.1,.,3.7,342,8,9,.,359,84,2,2,.,88,.
2017,13998,Ohio Edison Co,OH,PJM,12374,0,17,0,12391,0,0,0,0,0,7.9,0,217.4,0,225.3,0,0,0,0,0,0,0,11452,0,11452,153,0,0,0,153,.
2017,14063,Oklahoma Gas & Electric Co,AR,SWPP,.,8,.,.,8,.,0,.,.,0,.,50,.,.,50,.,.,.,.,.,.,3003,.,.,3003,.,.,.,.,.,.
2017,14063,Oklahoma Gas & Electric Co,OK,SWPP,106417,10311,.,.,116728,14514,12947,.,.,27461,145.7,123,.,.,268.7,145.7,18.2,.,.,163.9,2140,4430,.,.,6570,2563,247,.,.,2810,.
2017,14127,Omaha Public Power District,NE,SWPP,42243,27,1,.,42271,0,0,0,.,0,60,40.6,12,.,112.6,60,40.6,12,.,112.6,1002,1182,576,.,2760,713,124,0,.,837,.
2017,14132,City of Onawa - (IA),IA,MISO,490,0,0,0,490,3,0,0,0,3,0.3,0,0,0,0.3,0.3,0,0,0,0.3,96,0,0,0,96,0,0,0,0,0,.
2017,14154,Orange & Rockland Utils Inc,NY,NYIS,2091,32,5,0,2128,1,15,10,0,26,2,17.7,10.1,0,29.8,1.2,15,10.1,0,26.3,138,263,113,0,514,151,102,0,0,253,.
2017,14175,"Tri-County Electric Coop, Inc",SC,SC,17225,.,519,.,17744,1013,.,320,.,1333,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,14178,"P K M Electric Coop, Inc",MN,MISO,1767,110,.,.,1877,.,.,.,.,.,28,4.1,.,.,32.1,24,2,.,.,26,9,2,.,.,11,.,.,.,.,.,4
2017,14201,City of Osage - (IA),IA,MISO,569,65,.,.,634,7,2,.,.,8,0.7,0.2,.,.,0.8,0.7,0.2,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.
2017,14202,"Osceola Electric Coop, Inc",IA,SWPP,593,.,.,.,593,.,.,.,.,.,3.1,.,.,.,3.1,2.5,.,.,.,2.5,23,.,.,.,23,3,.,.,.,3,0
2017,14232,Otter Tail Power Co,MN,MISO,16747,2236,114,0,19097,0,0,0,0,0,20,25,11,0,56,20,25,11,0,56,49,46,2,0,97,21,20,1,0,42,.
2017,14246,City of Owatonna - (MN),MN,MISO,6716,279,4,.,6999,35,10,7,.,52,2.1,1.4,1.2,.,4.6,2.1,1.4,1.2,.,4.6,313,45,74,.,432,8,.,.,.,8,.
2017,14328,Pacific Gas & Electric Co.,CA,CISO,475497,757387,13766,.,1246650,2020,1812,3908,.,7740,97,155,501,.,753,38,29,51,.,118,191,25903,7169,.,33263,9967,17955,4969,.,32891,.
2017,14354,PacifiCorp,ID,PACE,0,0,196,0,196,0,0,0,0,0,0,0,247.1,0,247.1,0,0,150.4,0,150.4,0,0,0,0,0,0,0,3478,0,3478,0
2017,14354,PacifiCorp,OR,PACW,0,0,3,0,3,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.4,0,0.4,0,0,0,0,0,0,0,125,0,125,0
2017,14354,PacifiCorp,UT,PACE,108488,0,50,0,108538,0,0,0,0,0,217,0,39.9,0,256.9,102,0,19.3,0,121.3,2088,0,0,0,2088,1934,0,343,0,2277,0
