Utility Characteristics,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Water Heater
2017,14398,Palmetto Electric Coop Inc,SC,SC,37517,70,7,.,37594,173,.,.,.,173,33.9,6.8,3.7,.,44.4,23.6,5.9,2.9,.,32.4,76,.,.,.,76,868,18,2,.,888,320
2017,14426,Panhandle Rural El Member Assn,NE,WACM,.,.,381,.,381,.,.,9226,.,9226,.,.,110.7,.,110.7,.,.,26.5,.,26.5,.,.,402,.,402,.,.,136,.,136,.
2017,14468,People's Cooperative Services,MN,MISO,2206,66,5,.,2277,.,.,.,.,.,6.9,2.2,0.4,.,9.5,2.6,0.8,0.2,.,3.5,660,20,31,.,712,117,4,6,.,126,.
2017,14557,"Pee Dee Electric Coop, Inc",SC,SC,.,.,4,.,4,.,.,.,.,.,.,.,8.5,.,8.5,.,.,7.2,.,7.2,.,.,.,.,.,.,.,.,.,.,51
2017,14715,PPL Electric Utilities Corp,PA,PJM,.,70,23,.,93,.,.,.,.,.,.,5.9,133.9,.,139.8,.,5.4,121.3,.,126.7,.,24,956,.,980,.,243,696,.,939,.
2017,14716,Pennsylvania Power Co,PA,PJM,30000,3,6,0,30009,0,0,0,0,0,1.9,3.8,86,0,91.7,1.9,0.2,29.5,0,31.6,0,0,0,0,0,209,31,455,0,695,.
2017,14717,Pee Dee Electric Member Corp,NC,CPLE,.,114,.,.,114,.,.,.,.,.,.,6,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,14940,PECO Energy Co,PA,PJM,60530,1617,200,.,62347,162,3570,140,.,3872,40,2,140,.,182,40,2,110,.,152,3032,0,.,.,3032,1455,0,4200,.,5655,.
2017,15023,Piedmont Electric Member Corp,NC,DUK,6638,81,.,.,6719,.,.,.,.,.,7,.,.,.,7,7,.,.,.,7,130,8,.,.,138,440,3,.,.,443,.
2017,15028,Piedmont Municipal Power Agny,SC,DUK,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,865,.,.,.,865,.
2017,15034,Pierce-Pepin Coop Services,WI,MISO,6717,354,.,.,7071,.,.,.,.,.,16.7,3.3,.,.,20,3.5,0.7,.,.,4.2,.,.,.,.,.,92,2,.,.,94,.
2017,15188,Polk County Rural Pub Pwr Dist,NE,SWPP,.,.,1288,.,1288,.,.,.,.,.,.,.,24.7,.,24.7,.,.,12.8,.,12.8,.,.,1365,.,1365,.,.,28,.,28,.
2017,15248,Portland General Electric Co,OR,PGE,.,52,1,.,53,.,144,29,.,172,.,10.6,1.8,.,12.4,.,11.5,1.8,.,13.3,.,.,66,.,66,.,926,20,.,946,.
2017,15270,Potomac Electric Power Co,DC,PJM,25386,.,.,.,25386,2500,.,.,.,2500,20.8,.,.,.,20.8,20.8,.,.,.,20.8,888,.,.,.,888,847,.,.,.,847,.
2017,15270,Potomac Electric Power Co,MD,PJM,330876,3093,.,.,333969,28473,465,.,.,28938,336.4,9.7,.,.,346.1,336.4,9.7,.,.,346.1,13232,442,.,.,13674,8225,959,.,.,9184,.
2017,15344,Polk-Burnett Electric Coop,WI,MISO,7656,98,0,0,7754,0,0,0,0,0,25.4,0.9,0,0,26.3,5.8,0.2,0,0,6,0,0,0,0,0,22,1,0,0,23,40
2017,15356,Price Electric Coop Inc,WI,MISO,1709,17,.,.,1726,.,.,.,.,.,5.3,1.5,.,.,6.8,1.4,0.4,.,.,1.8,360,3,.,.,363,13,0,.,.,13,0
2017,15387,Princeton Public Utils Comm,MN,MISO,407,8,.,.,415,3,0,.,.,4,0.1,0,.,.,0.1,0,0,.,.,0,6,.,.,.,6,92,3,.,.,95,0
2017,15410,Prince George Electric Coop,VA,PJM,840,.,.,.,840,.,.,.,.,.,1,.,.,.,1,1,.,.,.,1,7,.,.,.,7,.,.,.,.,.,.
2017,15466,Public Service Co of Colorado,CO,PSCO,15786,103,.,.,15889,57,4,.,.,61,219,230,.,.,449,219,230,.,.,449,8366,24603,.,.,32969,4232,965,.,.,5197,.
2017,15470,"Duke Energy Indiana, LLC",IN,MISO,54547,23,68,.,54638,.,.,.,.,.,58.4,32.6,466.2,.,557.2,.,2.7,10.3,.,13,559,27,.,.,586,1463,.,.,.,1463,.
2017,15473,Public Service Co of NM,NM,PNM,35291,6940,110,.,42341,285,42,62,.,389,35.2,9.8,18.8,.,63.8,32.6,9.1,18.7,.,60.4,882,351,680,.,1913,1977,448,1614,.,4039,.
2017,15474,Public Service Co of Oklahoma,OK,SWPP,15143,1427,0,0,16570,46,1,0,0,47,2.4,54.3,0,0,56.7,2.4,45.7,0,0,48.1,0,0,0,0,0,0,0,0,0,0,0
2017,15477,Public Service Elec & Gas Co,NJ,PJM,97463,1121,0,0,98584,0,0,0,0,0,67.3,1.2,0,0,68.5,0,0,0,.,0,943,33,0,0,976,682,75,0,0,757,.
2017,15619,City of Radford - (VA),VA,PJM,.,.,1,.,1,.,.,.,.,.,.,.,3,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,15671,Randolph Electric Member Corp,NC,CPLE,.,222,.,.,222,.,.,.,.,.,.,13.8,.,.,13.8,.,8.8,.,.,8.8,.,450,.,.,450,.,.,.,.,.,.
2017,15700,Rayle Electric Membership Corp,GA,SOCO,.,.,3,.,3,.,.,.,.,.,.,.,3,.,3,.,.,1.6,.,1.6,.,.,.,.,.,.,.,.,.,.,.
2017,15746,Red River Valley Rrl Elec Assn,OK,SWPP,.,.,1,.,1,.,.,40,.,40,.,.,5,.,5,.,.,5,.,5,.,.,379,.,379,.,.,.,.,.,.
2017,16060,Riverland Energy Cooperative,WI,MISO,8336,374,0,0,8710,0,0,0,0,0,11,3.8,0,0,14.8,5.9,2,0,0,7.9,1069,48,0,0,1117,37,2,0,0,39,.
2017,16101,Roanoke Electric Member Corp,NC,PJM,147,.,.,.,147,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,3,.,.,.,3,3,.,.,.,3,17
2017,16181,Rochester Public Utilities,MN,MISO,7798,98,10,.,7906,41,1,312,.,354,2.7,0,6.6,.,9.3,.,.,.,.,.,141,12,531,.,684,.,.,.,.,.,.
2017,16183,Rochester Gas & Electric Corp,NY,NYIS,3921,16,2,.,3939,0,0,0,.,0,3.5,3.2,0.3,.,7,0,0,0,.,0,263,5,45,.,313,671,0,0,.,671,.
2017,16267,Rolling Hills Electric Coop,KS,SWPP,.,.,238,.,238,.,.,90,.,90,.,.,4.5,.,4.5,.,.,4.5,.,4.5,.,.,67,.,67,.,.,40,.,40,.
2017,16284,"Roseau Electric Coop, Inc",MN,MISO,3054,45,.,.,3099,38,.,.,.,38,69.6,7.3,.,.,76.9,69,7.3,.,.,76.3,43,0,.,.,43,288,0,.,.,288,24
2017,16295,City of Roseville - (CA),CA,BANC,3721,.,.,.,3721,.,.,.,.,.,2.6,.,.,.,2.6,.,.,.,.,.,38,.,.,.,38,72,.,.,.,72,.
2017,16496,Rutherford Elec Member Corp,NC,DUK,7678,.,.,.,7678,0,.,.,.,0,3,.,.,.,3,0,.,.,.,0,162,.,.,.,162,0,.,.,.,0,.
2017,16534,Sacramento Municipal Util Dist,CA,BANC,86098,23,1,0,86122,0,45,150,0,195,41.8,15.7,6.5,0,64,0,15.7,7.4,0,23.2,0,272,252,0,524,168,352,0,0,520,0
2017,16572,Salt River Project,AZ,SRP,4433,0,3,.,4436,21,0,14700,.,14721,7.7,0,78,.,85.7,2.3,0,49,.,51.3,160,0,.,.,160,238,0,.,.,238,.
2017,16604,City of San Antonio - (TX),TX,ERCO,120742,508,.,.,121250,4899,2775,.,.,7673,104.3,102.8,.,.,207.1,104.3,102.8,.,.,207.1,8270,5986,.,.,14256,374,220,.,.,593,.
2017,16606,"Santee Electric Coop, Inc",SC,SC,50,.,.,.,50,179,.,.,.,179,0.4,.,.,.,0.4,0.4,.,.,.,0.4,10,.,.,.,10,8,.,.,.,8,.
2017,16609,San Diego Gas & Electric Co,CA,CISO,105063,138130,6,0,243199,465,579,10,0,1055,29.2,31,1.5,0,61.7,24.4,31,0,0,55.4,1249,2495,506,0,4250,2640,5561,1477,0,9679,.
2017,16627,San Patricio Electric Coop Inc,TX,ERCO,.,.,18,.,18,.,.,0,.,0,.,.,24,.,24,.,.,16.4,.,16.4,.,.,2611,.,2611,.,.,0,.,0,.
2017,16674,Satilla Rural Elec Member Corporation,GA,SOCO,0,754,22,0,776,0,7,5,0,12,0,6.7,16,0,22.7,0,2.8,10,0,12.8,0,0,0,0,0,0,25,25,0,50,0
2017,16740,Scenic Rivers Energy Coop,WI,MISO,5490,6,640,.,6136,.,.,.,.,.,7.5,0.8,0.4,.,8.7,3.7,0.4,0.2,.,4.3,278,28,32,.,338,33,3,4,.,40,.
2017,16805,SEMO Electric Cooperative,MO,AECI,.,432,.,.,432,.,5972,.,.,5972,.,9.4,.,.,9.4,.,1.2,.,.,1.2,.,.,.,.,.,.,39,.,.,39,.
2017,16854,"Heartland Rural Elec Coop, Inc",KS,SWPP,1931,21,.,.,1952,.,.,.,.,.,5.8,0,.,.,5.8,1,0,.,.,1,40,.,.,.,40,21,.,.,.,21,.
2017,16865,Sawnee Electric Membership Corporation,GA,SOCO,2641,100,0,0,2741,0,0,0,0,0,6.3,0,0,0,6.3,2.2,0,0,0,2.2,1509,48,0,0,1558,810,0,0,0,810,.
2017,16920,Sedgwick County El Coop Assn Inc,KS,SWPP,.,.,50,.,50,.,.,10,.,10,.,.,1.8,.,1.8,.,.,1,.,1,.,.,46,.,46,.,.,2,.,2,.
2017,16932,City of Sergeant Bluff - (IA),IA,MISO,717,33,.,.,750,9,1,.,.,10,0.9,0.1,.,.,1,0.9,0.1,.,.,1,8,1,.,.,9,.,.,.,.,.,.
2017,16971,Shakopee Public Utilities Comm,MN,MISO,1924,.,.,.,1924,0,.,.,.,0,2,.,.,.,2,.,.,.,.,.,23,.,.,.,23,27,.,.,.,27,.
2017,17040,"Shelby Electric Coop, Inc",IL,MISO,1226,47,.,.,1273,.,.,.,.,.,6.5,7.5,.,.,14,3,4,.,.,7,4,1,.,.,5,.,.,.,.,.,.
2017,17066,Shenandoah Valley Elec Coop,VA,PJM,12444,.,.,.,12444,414,.,.,.,414,68.3,.,.,.,68.3,33,.,.,.,33,.,.,.,.,.,1202,.,.,.,1202,18
2017,17166,Sierra Pacific Power Co,NV,NEVP,6816,264,.,.,7080,1951,359,.,.,2310,13.9,6.3,.,.,20.2,11.2,4,.,.,15.2,17,0,.,.,17,2860,1153,.,.,4013,.
2017,17252,Singing River Elec Pwr Assn,MS,MISO,0,51,12,0,63,0,0,0,0,0,0,93,51,0,144,0,72,34,0,106,0,0,0,0,0,0,31,7,0,38,.
2017,17264,City of Sioux Center,IA,MISO,1837,.,.,.,1837,22,.,.,.,22,2.2,.,.,.,2.2,2.2,.,.,.,2.2,.,.,.,.,.,6,.,.,.,6,.
2017,17267,Sioux Valley SW Elec Coop,MN,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
2017,17267,Sioux Valley SW Elec Coop,SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
2017,17539,South Carolina Electric&Gas Company,SC,SCEG,0,12,26,0,38,0,0,0,0,0,0,32,135,0,167,0,0,0,0,0,0,299,6528,0,6827,0,0,0,0,0,0
2017,17543,South Carolina Public Service Authority,SC,SC,0,0,20,0,20,0,0,13474,0,13474,0,0,530.5,0,530.5,0,0,0,0,0,0,0,105500,0,105500,0,0,0,0,0,.
2017,17548,South Central Public Pwr Dist,NE,SWPP,0,0,942,0,942,0,0,0,0,0,0,0,56.5,0,56.5,0,0,40.5,0,40.5,0,0,2592,0,2592,0,0,125,0,125,0
2017,17561,South Plains Electric Coop Inc,TX,ERCO,.,.,1683,.,1683,.,.,82,.,82,.,.,42,.,42,.,.,0,.,0,.,.,663,.,663,.,.,297,.,297,.
2017,17572,South River Elec Member Corp,NC,CPLE,.,115,.,.,115,.,.,.,.,.,.,6.9,.,.,6.9,.,4,.,.,4,.,331,.,.,331,.,41,.,.,41,.
2017,17577,City of South Sioux City,NE,SWPP,.,1,.,.,1,.,10453,.,.,10453,.,11.7,.,.,11.7,.,5.2,.,.,5.2,.,213,.,.,213,.,.,.,.,.,.
2017,17599,Southeastern Indiana R E M C,IN,MISO,1181,.,.,.,1181,0,.,.,.,0,1.7,.,.,.,1.7,0,.,.,.,0,68,.,.,.,68,540,.,.,.,540,218
2017,17609,Southern California Edison Co,CA,CISO,292763,14742,3043,.,310548,.,.,.,.,.,225,373,590,.,1188,277,333,554,.,1164,41797,44094,64063,.,149954,4424,312,297,.,5033,.
2017,17633,Southern Indiana Gas & Elec Co,IN,MISO,22158,479,3,.,22640,0,0,0,.,0,22,1.1,37.3,.,60.4,13,0,0,.,13,580,20,10,.,610,413,15,7,.,435,.
2017,17637,Southern Maryland Elec Coop Inc,MD,PJM,46069,50,0,0,46119,0,0,0,0,0,38.9,17,0,0,55.8,38.9,17,0,0,55.8,11552,2005,0,0,13557,29705,9789,0,0,39494,0
2017,17671,Southwest Arkansas E C C,AR,MISO,0,0,4,0,4,0,0,0,0,0,0,0,35.5,0,35.5,0,0,19.2,0,19.2,0,0,197,0,197,0,0,0,0,0,.
2017,17684,Southwest Louisiana E M C,LA,MISO,.,6,.,.,6,.,10,.,.,10,.,0.3,.,.,0.3,.,0.3,.,.,0.3,.,2,.,.,2,.,.,.,.,.,.
2017,17692,Southwest Public Power Dist,NE,SWPP,.,.,1092,.,1092,.,.,.,.,.,.,.,25.4,.,25.4,.,.,18.6,.,18.6,.,.,122,.,122,.,.,.,.,.,.
2017,17698,Southwestern Electric Power Co,AR,SWPP,0,17,0,0,17,0,34,0,0,34,0,10,0,0,10,0,6.6,0,0,6.6,0,140,0,0,140,0,44,0,0,44,0
2017,17698,Southwestern Electric Power Co,TX,SWPP,0,9,0,0,9,0,8,0,0,8,0,7.6,0,0,7.6,0,7.2,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0
2017,17718,Southwestern Public Service Co,NM,SWPP,4360,.,.,.,4360,41,.,.,.,41,4.9,.,.,.,4.9,4.5,.,.,.,4.5,173,.,.,.,173,178,.,.,.,178,.
2017,17718,Southwestern Public Service Co,TX,SWPP,6924,260,.,.,7184,14,.,.,.,14,9.6,1.2,.,.,10.8,9.6,1.2,.,.,10.8,536,114,.,.,650,253,121,.,.,374,.
2017,17868,St Croix Electric Coop,WI,MISO,3571,357,60,0,3988,0,0,0,0,0,9.2,6.4,1.3,0,16.9,3.1,2.1,0.4,0,5.6,362,36,30,0,428,92,9,8,0,109,.
2017,17876,City of St James - (MN),MN,MISO,430,47,0,0,477,1,1,0,0,2,1,2,0,0,3,0,0,0,0,0,12,1,0,0,13,0,0,0,0,0,0
2017,17900,City of Saint Peter,MN,MISO,1755,90,0,0,1845,16,1,0,0,17,0.5,0,0,0,0.6,0.2,0,0,0,0.2,35,3,0,0,38,0,0,0,0,0,0
2017,17979,Stanton County Public Pwr Dist,NE,SWPP,129,0,178,0,307,0,0,0,0,0,0,0,5.8,0,5.8,0,0,4.6,0,4.6,3,0,0,0,3,0,0,33,0,33,.
2017,18087,Town of Sterling - (MA),MA,ISNE,220,3,.,.,223,5,32,.,.,37,0.2,1.9,.,.,2.1,0.2,1.6,.,.,1.8,11,26,.,.,37,.,.,.,.,.,.
2017,18125,Stillwater Utilities Authority,OK,SWPP,.,1,.,.,1,.,84,.,.,84,.,2,.,.,2,.,0,.,.,0,.,4,.,.,4,.,.,.,.,.,.
2017,18203,Tallapoosa River Elec Coop Inc,AL,AEC,.,.,1,.,1,.,.,0,.,0,.,.,3.2,.,3.2,.,.,0,.,0,.,.,0,.,0,.,.,0,.,0,.
2017,18280,Sulphur Springs Valley E C Inc,AZ,WALC,.,.,769,.,769,.,.,55,.,55,.,.,78,.,78,.,.,13.2,.,13.2,.,.,0,.,0,.,.,2,.,2,.
2017,18304,"Sumter Electric Coop, Inc",FL,SEC,.,19,.,.,19,.,117,.,.,117,.,14,.,.,14,.,14,.,.,14,.,.,.,.,.,.,182,.,.,182,.
2017,18383,Taylor Electric Coop - (WI),WI,MISO,1939,143,0,0,2082,0,0,0,0,0,3.9,2.3,0,0,6.2,1.2,0.7,0,0,1.9,323,24,0,0,347,32,2,0,0,34,.
2017,18445,City of Tallahassee - (FL),FL,TAL,.,12,.,.,12,.,.,.,.,.,.,44.9,.,.,44.9,.,.,.,.,.,.,6827,.,.,6827,.,.,.,.,.,0
2017,18454,Tampa Electric Co,FL,TEC,0,218,34,0,252,0,8265,26316,0,34582,0,82.7,110,0,192.7,0,.,.,0,0,0,5345,16811,0,22156,25,1358,159,0,1542,0
2017,18488,City of Taunton,MA,ISNE,.,11,.,.,11,.,29,.,.,29,.,10,.,.,10,.,7,.,.,7,.,10,.,.,10,.,.,.,.,.,.
2017,18642,Tennessee Valley Authority,AL,TVA,0,17,175,0,192,0,58,2200,0,2258,0,1.5,557,0,558.5,0,1.5,341,0,342.5,0,66,1327,0,1393,0,66,1303,0,1369,0
2017,18642,Tennessee Valley Authority,GA,TVA,0,8,6,0,14,0,0,197,0,197,0,0,34,0,34,0,0,17,0,17,0,0,13,0,13,0,0,12,0,12,0
2017,18642,Tennessee Valley Authority,KY,TVA,0,55,98,0,153,0,173,1312,0,1485,0,8.7,162,0,170.7,0,4.3,131,0,135.3,0,196,614,0,810,0,196,606,0,802,0
2017,18642,Tennessee Valley Authority,MS,TVA,0,38,26,0,64,0,119,510,0,629,0,4.1,550,0,554.1,0,3,64,0,67,0,135,178,0,313,0,135,156,0,291,0
2017,18642,Tennessee Valley Authority,TN,TVA,0,744,316,0,1060,0,3173,4329,0,7502,0,104.9,869,0,973.9,0,79.3,392,0,471.3,0,3602,1352,0,4954,0,3601,1328,0,4929,0
2017,18642,Tennessee Valley Authority,VA,TVA,0,1,1,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,2,0
2017,18820,City of Thief River Falls,MN,MISO,421,66,.,.,487,189,26,.,.,215,3,2,.,.,5,3,2,.,.,5,.,.,.,.,.,79,11,.,.,90,.
2017,18956,Tri-County Elec Member Corp,GA,SOCO,3413,0,.,.,3413,0,0,.,.,0,3.5,0,.,.,3.5,3,0,.,.,3,82,0,.,.,82,0,0,.,.,0,.
2017,18997,The Toledo Edison Co,OH,PJM,1735,0,4,0,1739,0,0,0,0,0,1.1,0,193.2,0,194.3,0,0,0,0,0,0,0,12,0,12,27,0,0,0,27,.
2017,19157,MiEnergy Cooperative,IA,MISO,7049,456,.,.,7505,.,.,.,.,.,3.4,8.7,.,.,12.2,2.4,6.3,.,.,8.7,517,34,.,.,550,259,17,.,.,275,.
2017,19157,MiEnergy Cooperative,MN,MISO,3036,196,.,.,3232,0,0,.,.,0,1.5,3.8,.,.,5.2,1.1,2.7,.,.,3.8,222,14,.,.,237,111,7,.,.,119,0
2017,19160,"Tri-County Electric Coop, Inc",OK,SWPP,.,.,13,.,13,.,.,232,.,232,.,.,0.7,.,0.7,.,.,0.5,.,0.5,.,.,6,.,6,.,.,2,.,2,.
2017,19189,Trico Electric Cooperative Inc,AZ,WALC,.,19,2,.,21,.,0,0,.,0,.,3,0.6,.,3.6,.,1.4,0.3,.,1.7,.,0,0,.,0,.,0,0,.,0,.
2017,19327,"TXU Energy Retail Co, LLC",TX,ERCO,2953,0,0,0,2953,18,0,0,0,18,40,0,0,0,40,3.9,0,0,0,3.9,0,0,0,0,0,200,0,0,0,200,0
2017,19396,Tri-County Electric Coop,MI,MISO,5982,.,.,.,5982,0,.,.,.,0,25.2,.,.,.,25.2,15,.,.,.,15,485,.,.,.,485,0,.,.,.,0,71
2017,19446,"Duke Energy Kentucky, Inc.",KY,PJM,12367,11,5,.,12383,.,.,.,.,.,13.3,8,10.1,.,31.4,.,.,.,.,.,227,510,.,.,737,444,166,.,.,610,.
2017,19490,United Electric Coop Service Inc - (TX),TX,ERCO,29020,5190,29,.,34239,54,23,25,.,102,2.2,0.8,0.8,.,3.8,2.2,0.8,0.8,.,3.7,27,.,.,.,27,.,.,.,.,.,.
2017,19499,"United Power, Inc",CO,WACM,6000,100,0,0,6100,1,1,0,0,2,6.5,0.5,0,0,7,6.5,0.5,0,0,7,180,25,0,0,205,100,10,0,0,110,.
2017,19547,Hawaiian Electric Co Inc,HI,HECO,33823,229,.,.,34052,298,491,.,.,789,14.2,18.2,.,.,32.4,.,.,.,.,.,1009,2323,.,.,3332,518,834,.,.,1352,0
2017,19687,City of Valley City,ND,SWPP,311,102,.,.,413,.,.,.,.,.,4,3,.,.,7,3,2,.,.,5,67,74,.,.,141,17,.,.,.,17,.
2017,19728,"UNS Electric, Inc",AZ,TEPC,.,31,.,.,31,.,3601,.,.,3601,.,7.4,.,.,7.4,.,7.4,.,.,7.4,.,0,.,.,0,.,1,.,.,1,.
2017,19788,City of Vermillion - (SD),SD,SWPP,3683,.,.,.,3683,12,.,.,.,12,18,.,.,.,18,4,.,.,.,4,2,.,.,.,2,.,.,.,.,.,.
2017,19790,Verendrye Electric Coop Inc,ND,MISO,3330,370,0,0,3700,0,0,0,0,0,15,1.7,0,0,16.7,5.8,0.6,0,0,6.4,103,11,0,0,114,48,5,0,0,53,.
2017,19798,City of Vernon,CA,CISO,.,.,1,.,1,.,.,0,.,0,.,.,12.7,.,12.7,.,.,0,.,0,.,.,1095,.,1095,.,.,.,.,.,.
2017,19813,Vernon Electric Coop,WI,MISO,3611,208,0,0,3819,0,0,0,0,0,5.3,2.3,0,0,7.6,2.2,1,0,0,3.2,287,17,0,0,304,29,2,0,0,31,0
2017,19820,Victory Electric Coop Assn Inc,KS,SWPP,.,.,114,.,114,.,.,5,.,5,.,.,5,.,5,.,.,5,.,5,.,.,243,.,243,.,.,14,.,14,.
2017,19876,Virginia Electric & Power Co,NC,PJM,3608,.,.,.,3608,.,.,.,.,.,4,.,.,.,4,3,.,.,.,3,140,.,.,.,140,99,.,.,.,99,.
2017,19876,Virginia Electric & Power Co,VA,PJM,89282,21,.,.,89303,.,.,.,.,.,104,6,.,.,110,62,6,.,.,68,3513,411,.,.,3924,2647,151,.,.,2798,.
2017,19896,City of Volga - (SD),SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
2017,19947,City of Wadena - (MN),MN,MISO,546,42,27,.,615,291,30,58,.,379,5.9,0.6,0.9,.,7.4,3.3,0.3,0.5,.,4.1,125,32,36,.,194,54,4,2,.,61,0
2017,19951,City of Wadsworth - (OH),OH,PJM,402,2,.,.,404,3,.,.,.,3,0.4,.,.,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,19968,City of Wahoo - (NE),NE,SWPP,1800,13,.,.,1813,2,1,.,.,3,2,1,.,.,3,2,1,.,.,3,.,.,.,.,.,7,.,.,.,7,.
2017,19981,Wake Electric Membership Corp,NC,CPLE,0,1,2,.,3,.,.,332,.,332,.,.,8.3,.,8.3,.,.,8.3,.,8.3,.,.,.,.,.,.,.,.,.,.,.
2017,20136,City of Waseca - (MN),MN,MISO,1482,113,.,.,1595,14,1,.,.,15,0.4,0.4,.,.,0.8,0.1,0,.,.,0.2,0,4,.,.,4,20,2,.,.,22,.
2017,20387,West Penn Power Co,PA,PJM,.,9,22,.,31,.,.,.,.,.,.,7.8,164.3,.,172.1,.,2.5,40.1,.,42.6,.,.,.,.,.,.,88,1535,.,1623,.
2017,20401,West River Electric Assn Inc,SD,SWPP,2634,.,.,.,2634,.,.,.,.,.,24.3,.,.,.,24.3,14.1,.,.,.,14.1,37,.,.,.,37,47,.,.,.,47,.
2017,20404,AEP Texas North Company,TX,ERCO,0,11,0,0,11,0,9,0,0,9,0,1.2,0,0,1.2,0,1.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,.
2017,20455,Western Massachusetts Electric Company,MA,ISNE,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,.,0,.,0,.,.,.,.,.,.
2017,20456,Twin Valleys Public Power Dist,NE,SWPP,.,.,692,.,692,.,.,454,.,454,.,.,26.7,.,26.7,.,.,17.1,.,17.1,.,.,454,.,454,.,.,.,.,.,.
2017,20472,"Wharton County Elec Coop, Inc",TX,ERCO,740,40,.,.,780,.,.,.,.,.,2.5,7,.,.,9.5,2.5,5.5,.,.,8,.,.,.,.,.,.,.,.,.,.,.
2017,20639,"Wild Rice Electric Coop, Inc",MN,MISO,4852,46,1,.,4899,1761,57,10,.,1828,118.8,2,1,.,121.8,34,1,0,.,35,3555,316,151,.,4022,254,28,1,.,283,.
2017,20737,Willmar Municipal Utilities,MN,MISO,2257,191,0,0,2448,764,91,.,.,855,7.1,2.2,.,.,9.3,2.1,0.8,.,.,2.9,8,39,.,.,47,40,20,.,.,60,.
2017,20823,Winner Municipal Utility,SD,SWPP,478,43,.,.,521,1,1,.,.,2,1,0,.,.,1,1,0,.,.,1,36,3,.,.,39,1,0,.,.,1,.
2017,20841,"Wiregrass Electric Coop, Inc",AL,AEC,3096,.,.,.,3096,.,.,.,.,.,5.9,.,.,.,5.9,5.9,.,.,.,5.9,.,.,.,.,.,127,.,.,.,127,262
2017,20847,Wisconsin Electric Power Co,WI,MISO,.,33,66,.,99,.,.,.,.,.,.,8.2,122.3,.,130.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,20856,Wisconsin Power & Light Co,WI,MISO,.,.,124,.,124,.,.,499,.,499,.,.,168.5,.,168.5,.,.,.,.,.,.,.,11896,.,11896,.,.,0,.,0,.
2017,20858,WPPI Energy,WI,MISO,0,0,10,0,10,0,0,0,0,0,0,0,47.3,0,47.3,0,0,0,0,0,0,0,2567,0,2567,0,0,0,0,0,.
2017,20860,Wisconsin Public Service Corp,WI,MISO,21856,302,28,.,22186,5,11,.,.,16,30.6,22.7,231.6,.,284.9,7.3,14.2,.,.,21.5,762,1091,11675,.,13528,215,.,.,.,215,.
2017,20963,Woodruff Electric Coop Corp,AR,MISO,.,.,3200,.,3200,.,.,3582,.,3582,.,.,60,.,60,.,.,59.7,.,59.7,.,.,2300,.,2300,.,.,50,.,50,.
2017,21002,York Electric Coop Inc,SC,DUK,4981,.,.,.,4981,.,.,.,.,.,21,.,.,.,21,5.2,.,.,.,5.2,117,.,.,.,117,1341,.,.,.,1341,.
2017,21013,City of Worthington - (MN),MN,MISO,2205,.,.,.,2205,.,.,.,.,.,6.6,.,.,.,6.6,2.2,.,.,.,2.2,.,.,.,.,.,7,.,.,.,7,.
2017,21244,"Southside Electric Coop, Inc",VA,PJM,1624,.,.,.,1624,10,.,.,.,10,1.6,.,.,.,1.6,0.8,.,.,.,0.8,3,.,.,.,3,120,.,.,.,120,.
2017,21632,EnergyUnited Elec Member Corp,NC,DUK,12218,174,5,.,12397,334,181,144,.,659,10.9,5.9,4.7,.,21.5,10.9,5.9,4.7,.,21.5,.,.,.,.,.,.,.,.,.,.,.
