Utility Characteristics,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2017,59631,Imclone Solar Electric Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,748,12474,1,0,0,0,0,0,0,748,12474,1
2017,59362,Indian Hill Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,246,1553,1,0,0,0,0,0,0,246,1553,1
2017,59834,Indy Grocers,59612,GES MegaOne LLC,IN,MISO,0,0,0,307,1513,1,0,0,0,0,0,0,307,1513,1
2017,58086,Intel Folsom,60947,Tesla Inc.,CA,BANC,0,0,0,115,1626,1,0,0,0,0,0,0,115,1626,1
2017,58954,Intel Folsom Phase 2,60947,Tesla Inc.,CA,BANC,0,0,0,153,1713,1,0,0,0,0,0,0,153,1713,1
2017,61152,Intel Folsom Phase 3,60947,Tesla Inc.,CA,CISO,0,0,0,688,8539,1,0,0,0,0,0,0,688,8539,1
2017,54637,JCO Oxides Olefins Plant,30052,Huntsman Corp,TX,MISO,0,0,0,0,0,0,3967,79585,1,0,0,0,3967,79585,1
2017,58793,JMB Mcguire-Dix-Lakehurst Solar Project,58682,WR-TGC Solar Generation IV LLC,NJ,PJM,0,0,0,929,13514,1,0,0,0,0,0,0,929,13514,1
2017,60113,Jackson Board of Education-Liberty HS,60947,Tesla Inc.,NJ,PJM,0,0,0,139,1753,1,0,0,0,0,0,0,139,1753,1
2017,60320,"Jeffco CSG, LLC",60970,SunShare Management,CO,PSCO,5,189,24,256,2196,3,0,0,0,0,0,0,261,2385,27
2017,60499,Jefferson Avenue,60268,Hartz Solar LLC,NJ,PJM,0,0,0,340,2096,1,0,0,0,0,0,0,340,2096,1
2017,58653,Jersey Gardens Phase 1,58590,SEDC Jersey Gardens Owner LLC,NJ,PJM,0,0,0,391,2189,1,0,0,0,0,0,0,391,2189,1
2017,58654,Jersey Gardens Phase 2,58591,CF Jersey Gardens Owner Two LLC,NJ,PJM,0,0,0,520,3090,1,0,0,0,0,0,0,520,3090,1
2017,56300,Jersey-Atlantic Wind Farm,50123,"Leeward Asset Management, LLC",NJ,PJM,0,0,0,0,0,0,772,9170,1,0,0,0,772,9170,1
2017,58292,Jewish Community Center PV,58863,Main Street Power,AZ,AZPS,0,0,0,371,2182,1,0,0,0,0,0,0,371,2182,1
2017,57723,"Johnson Matthey, Inc. Solar",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0,0,0,0,0,0,596,6334,1,0,0,0,596,6334,1
2017,60546,KIUC Kapaia PV and BA Storage Project,60947,Tesla Inc.,HI,NA,0,0,0,2175,13256,1,0,0,0,0,0,0,2175,13256,1
2017,59468,KS Solar Six LLC,59232,Kearsarge Solar LLC,MA,ISNE,0,0,0,275,2923,1,0,0,0,0,0,0,275,2923,1
2017,61373,Kearsarge Bellingham PV,61011,Kearsarge Bellingham LLC,MA,ISNE,0,0,0,676,4587,1,0,0,0,0,0,0,676,4587,1
2017,60867,Kearsarge Southwick LLC,59232,Kearsarge Solar LLC,MA,ISNE,0,0,0,554,5922,1,0,0,0,0,0,0,554,5922,1
2017,10805,Kenilworth Energy Facility,5530,E F Kenilworth LLC,NJ,PJM,0,0,0,0,0,0,4535,80257,1,0,0,0,4535,80257,1
2017,58243,Kent County - Worton Complex,57081,"WGL Energy Systems, Inc",MD,PJM,0,0,0,135,1528,1,0,0,0,0,0,0,135,1528,1
2017,58239,Kent County-Kennedyville,57081,"WGL Energy Systems, Inc",MD,PJM,0,0,0,155,1675,1,0,0,0,0,0,0,155,1675,1
2017,59098,Kettering Solar 1,60947,Tesla Inc.,CA,CISO,0,0,0,396,2015,1,0,0,0,0,0,0,396,2015,1
2017,59099,Kettering Solar 2,60947,Tesla Inc.,CA,CISO,0,0,0,395,1814,1,0,0,0,0,0,0,395,1814,1
2017,10872,Kings Falls Hydroelectric,56590,Silverstreet Hydro,NY,NYIS,0,0,0,132,2196,1,0,0,0,0,0,0,132,2196,1
2017,58240,Kit Carson,57081,"WGL Energy Systems, Inc",NM,PNM,0,0,0,428,2522,1,0,0,0,0,0,0,428,2522,1
2017,57119,Koda Biomass Plant,56413,Koda Energy LLC,MN,MISO,0,0,0,0,0,0,2825,39355,1,0,0,0,2825,39355,1
2017,60765,L'Oreal Franklin,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,197,1780,1,0,0,0,197,1780,1
2017,60766,L'Oreal Monmouth,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,416,2766,1,0,0,0,416,2766,1
2017,57868,L'Oreal Piscataway,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,279,2535,1,0,0,0,279,2535,1
2017,58539,Lake Pleasant WTP,58507,Solar Star Arizona III LLC,AZ,AZPS,0,0,0,1048,14949,1,0,0,0,0,0,0,1048,14949,1
2017,59369,Lakewood Seven Solar LLC,58258,SunRay Power LLC,NJ,PJM,0,0,0,72,1083,1,0,0,0,0,0,0,72,1083,1
2017,58634,Lancaster Baptist Church,60947,Tesla Inc.,CA,CISO,0,0,0,202,1832,1,0,0,0,0,0,0,202,1832,1
2017,58963,Las Virgenes Municipal Water District,60947,Tesla Inc.,CA,CISO,0,0,0,209,2010,1,0,0,0,0,0,0,209,2010,1
2017,58282,Leicester One MA Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,884,6563,1,0,0,0,0,0,0,884,6563,1
2017,58703,Lenape II,58638,"Lenape Solar II, LLC",IN,MISO,0,0,0,1268,6056,1,0,0,0,0,0,0,1268,6056,1
2017,58231,Lincoln Financial Field,58203,NRG Energy Center Eagles LLC,PA,PJM,0,0,0,531,3418,1,0,0,0,0,0,0,531,3418,1
2017,60966,Lind Solar CSG,57081,"WGL Energy Systems, Inc",MN,MISO,0,0,0,766,6973,1,0,0,0,0,0,0,766,6973,1
2017,60060,Lindberg FIeld Solar,59791,Lindberg Field Solar I LLC,CA,CISO,0,0,0,691,5186,1,0,0,0,0,0,0,691,5186,1
2017,60026,Little Rock Pham Solar,57081,"WGL Energy Systems, Inc",CA,LDWP,0,0,0,817,9130,1,0,0,0,0,0,0,817,9130,1
2017,57768,Longwood Gardens,57078,Ecogy Pennsylvania Systems LLC,PA,PJM,0,0,0,171,2063,1,0,0,0,0,0,0,171,2063,1
2017,55217,Los Medanos Energy Center,2843,Los Medanos Energy Center LLC,CA,CISO,0,0,0,0,0,0,17802,510828,2,0,0,0,17802,510828,2
2017,59873,Lowell Solar Landfill,59654,Lowell Solar Landfill LLC,MA,ISNE,0,0,0,180,1389,1,0,0,0,0,0,0,180,1389,1
2017,60769,Lower Cape May HS,56997,Marina Energy LLC,NJ,PJM,0,0,0,166,2497,1,0,0,0,0,0,0,166,2497,1
2017,58914,MCAGCC Cogen Plant,58789,DOD USMC Marine Air Ground Combat,CA,CISO,4785,32933,1565,0,0,0,0,0,0,0,0,0,4785,32933,1565
2017,61350,MDFA Devens-Saratoga,57081,"WGL Energy Systems, Inc",MA,ISNE,0,0,0,167,2315,1,0,0,0,0,0,0,167,2315,1
2017,60496,MEBA,60281,"Altus Power America Management, LLC",MD,PJM,0,0,0,206,2663,1,0,0,0,0,0,0,206,2663,1
2017,57005,Mariani Packing Vacaville Solar,56431,SunE U6 Holdings LLC,CA,CISO,0,0,0,275,1689,1,0,0,0,0,0,0,275,1689,1
2017,59875,Marshall Solar Energy Project,59973,Marshall Solar Energy Project,MN,MISO,0,0,0,0,0,0,59,112594,1,0,0,0,59,112594,1
2017,58410,Marshfield PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0,0,0,521,5212,1,0,0,0,0,0,0,521,5212,1
2017,58443,Martin Limestone Solar Array,58438,Sunstream Energy LLC,PA,PJM,0,0,0,0,0,0,91,1526,1,0,0,0,91,1526,1
2017,58412,Maynard PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0,0,0,100,1424,1,0,0,0,0,0,0,100,1424,1
2017,57646,McCormick & Co. Inc. at Belcamp,56975,"Constellation Solar Maryland, LLC",MD,PJM,0,0,0,0,0,0,248,2365,1,0,0,0,248,2365,1
2017,57662,McGraw Hill Solar,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0,0,0,0,17154,1,0,0,0,0,0,0,0,17154,1
2017,57863,McKee City Solar Phase 2,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,59,911,1,0,0,0,59,911,1
2017,59277,Medford WWTP,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0,0,0,178,1860,1,0,0,0,0,0,0,178,1860,1
2017,10883,Medical Area Total Energy Plant,12258,Medical Area Total Egy Plt Inc,MA,ISNE,0,0,0,39011,285638,7,0,0,0,0,0,0,39011,285638,7
2017,61137,Medtronic Solar,60761,HSEA PR ISLA SOLAR III LLC,PR,NA,0,0,0,0,0,0,612,5132,1,0,0,0,612,5132,1
2017,57982,Meridian Vineyards,57354,X-Elio North America Inc,CA,CISO,0,0,0,394,1759,1,0,0,0,0,0,0,394,1759,1
2017,10180,Metro Wastewater Reclamation District,19068,"Colorado Energy Nations Company, LLC",CO,PSCO,0,0,0,0,0,0,1379,28792,1,0,0,0,1379,28792,1
2017,58090,Middlesex Apple Orchard Solar,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,334,7426,1,0,0,0,0,0,0,334,7426,1
2017,10745,Midland Cogeneration Venture,12492,Midland Cogeneration Venture,MI,MISO,0,0,0,0,0,0,12087,402847,2,0,0,0,12087,402847,2
2017,52169,Midway Sunset Cogen,12687,Midway-Sunset Cogeneration Co,CA,CISO,0,0,0,0,0,0,4324,89909,1,0,0,0,4324,89909,1
2017,59789,Millbrook School,60947,Tesla Inc.,NY,NYIS,0,0,0,117,1651,1,0,0,0,0,0,0,117,1651,1
2017,58822,Millville City Sewer Auth WTP,56997,Marina Energy LLC,NJ,PJM,0,0,0,0,0,0,164,1919,1,0,0,0,164,1919,1
2017,61586,MontSun,61194,Generate Capital,MN,MISO,34,268,1014,0,0,0,0,0,0,0,0,0,34,268,1014
2017,58633,Monterey Regional Water Pollution Contro,60947,Tesla Inc.,CA,CISO,0,0,0,197,1388,1,0,0,0,0,0,0,197,1388,1
2017,59942,Morgan Lancaster 1,57081,"WGL Energy Systems, Inc",CA,CISO,0,0,0,351,3929,1,0,0,0,0,0,0,351,3929,1
2017,57362,Morgantown Solar Park,56701,The Hankin Group,PA,PJM,0,0,0,0,0,0,145,2269,1,0,0,0,145,2269,1
2017,55216,Morris Cogeneration LLC,54755,Morris Cogeneration LLC,IL,PJM,0,0,0,0,0,0,10539,438670,1,0,0,0,10539,438670,1
2017,59908,Mount Olive Solar,59668,Mount Olive Solar LLC,NC,CPLE,0,0,0,251,4044,1,0,0,0,0,0,0,251,4044,1
2017,61003,Musgrave East Solar Farm,60643,Artemis Solar LLC,NY,NYIS,0,0,0,285,2721,1,0,0,0,0,0,0,285,2721,1
2017,61015,Musgrave West Solar Farm,60643,Artemis Solar LLC,NY,NYIS,0,0,0,290,2770,1,0,0,0,0,0,0,290,2770,1
2017,60213,NA 1(Hagerstown),59997,Customized Energy Solutions,MD,PJM,0,0,0,36,520,1,0,0,0,0,0,0,36,520,1
2017,56169,NEO Freehold Gen LLC,49812,NEO Freehold Gen LLC,NJ,PJM,0,0,0,0,0,0,149,1771,1,0,0,0,149,1771,1
2017,60857,NES Rutgers Solar,60516,NES Rutgers LLC,NJ,PJM,0,0,0,0,0,0,108,1201,1,0,0,0,108,1201,1
2017,60350,"NRG Solar Las Vegas MB 2, LLC",60145,NRG Solar Las Vegas MB 2,NV,NEVP,0,0,0,234,3015,1,0,0,0,0,0,0,234,3015,1
2017,59430,NRG Solar Las Vegas MB-1,59208,NRG Solar Las Vegas MB-1,NV,NEVP,0,0,0,898,9797,1,0,0,0,0,0,0,898,9797,1
2017,57462,Napoleon Solar I,56780,Enfinity BNB Napoleon Solar LLC,OH,PJM,0,0,0,657,12700,1,0,0,0,0,0,0,657,12700,1
2017,57764,Naval Air Weapons Station China Lake,57073,"Solar Star California XV, LLC",CA,CISO,0,0,0,3661,28546,1,0,0,0,0,0,0,3661,28546,1
2017,56568,Nellis Air Force Base Solar Array,56203,Solar Star NAFB LLC,NV,NEVP,0,0,0,572,28213,1,0,0,0,0,0,0,572,28213,1
2017,10427,New-Indy Ontario Mill,22091,New-Indy Ontario LLC,CA,CISO,0,0,0,0,0,0,628,7697,2,0,0,0,628,7697,2
2017,58748,North Bay Solar 1,58661,"Sustainable Power Group, LLC",CA,CISO,0,0,0,271,2353,1,0,0,0,0,0,0,271,2353,1
2017,60806,North Bergen Solar,60268,Hartz Solar LLC,NJ,PJM,0,0,0,220,2446,1,0,0,0,0,0,0,220,2446,1
2017,10812,North Island Energy Facility,745,Applied Energy Inc,CA,CISO,0,0,0,0,0,0,1092,14591,1,0,0,0,1092,14591,1
2017,58358,North Jersey Media Group Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0,0,0,349,5819,1,0,0,0,0,0,0,349,5819,1
2017,60908,Northampton Landfill Solar PV,60541,Ameresco Glendale Road Solar PV LLC,MA,ISNE,0,0,0,23,226,1,0,0,0,0,0,0,23,226,1
2017,57798,OBP Cogen,57120,OBP Cogen LLC,NY,NYIS,0,0,0,8971,60707,1,0,0,0,0,0,0,8971,60707,1
2017,50850,OLS Energy Chino,14265,OLS Energy-Chino,CA,CISO,0,0,0,0,0,0,1513,10914,1,0,0,0,1513,10914,1
2017,58134,Oberlin Spear Point Solar One,58084,"Oberlin Spear Point Solar One, LLC",OH,PJM,0,0,0,206,3019,1,0,0,0,0,0,0,206,3019,1
2017,60913,Ohio Northern University Solar Site,60571,AEP Onsite Partners,OH,PJM,0,0,0,303,3066,1,0,0,0,0,0,0,303,3066,1
2017,61243,Old Wardour Solar,59254,NuGen Capital Management,MA,ISNE,0,0,0,403,7028,7,0,0,0,0,0,0,403,7028,7
2017,50413,Olmsted Waste Energy,21995,Olmsted County Public Works,MN,MISO,0,0,0,243,2113,1,0,0,0,0,0,0,243,2113,1
2017,60097,Onondaga County - Metro Water Board,60947,Tesla Inc.,NY,NYIS,0,0,0,60,1017,1,0,0,0,0,0,0,60,1017,1
2017,60462,Onondaga County- Clearwater,60947,Tesla Inc.,NY,ISNE,0,0,0,67,1118,1,0,0,0,0,0,0,67,1118,1
2017,61206,Onyx - Allen Harim,60584,Onyx Asset Services Group,DE,PJM,0,0,0,83,1198,1,0,0,0,0,0,0,83,1198,1
2017,61727,Onyx - Brockton Thatcher Landfill Solar,60584,Onyx Asset Services Group,MA,ISNE,0,0,0,161,1571,1,0,0,0,0,0,0,161,1571,1
2017,60967,Onyx - Lamphear Road,60584,Onyx Asset Services Group,NY,NYIS,0,0,0,264,2932,1,0,0,0,0,0,0,264,2932,1
2017,61726,Onyx - Pembroke Landfill Solar,60584,Onyx Asset Services Group,MA,ISNE,0,0,0,14,135,1,0,0,0,0,0,0,14,135,1
2017,61724,Onyx - Saratoga Springs Landfill Solar,60584,Onyx Asset Services Group,NY,ISNE,0,0,0,106,920,1,0,0,0,0,0,0,106,920,1
2017,60229,Orange County Solar Farm (NY),60947,Tesla Inc.,NY,ISNE,0,0,0,78,994,1,0,0,0,0,0,0,78,994,1
2017,58411,Orange PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0,0,0,261,2738,1,0,0,0,0,0,0,261,2738,1
2017,60112,Oregon Convention Center,60947,Tesla Inc.,OR,PACW,0,0,0,171,1855,1,0,0,0,0,0,0,171,1855,1
2017,58961,Oregon University System OIT Klamath Fal,60947,Tesla Inc.,OR,PACW,0,0,0,130,2947,1,0,0,0,0,0,0,130,2947,1
2017,59790,Oregon University System Rabbit Field,60947,Tesla Inc.,OR,PACW,0,0,0,135,1692,1,0,0,0,0,0,0,135,1692,1
2017,60038,Owens Corning Headquarters,58491,"Constellation Solar Holding, LLC",OH,PJM,0,0,0,0,0,0,308,1721,1,0,0,0,308,1721,1
2017,58550,Owens Corning at Bethlehem,58491,"Constellation Solar Holding, LLC",NY,NYIS,0,0,0,0,0,0,229,3325,1,0,0,0,229,3325,1
2017,59866,Palmer Solar LLC,59653,Palmer Solar LLC,MA,ISNE,0,0,0,327,2887,1,0,0,0,0,0,0,327,2887,1
2017,58293,Paradise Valley H.S. PV,58863,Main Street Power,AZ,AZPS,0,0,0,506,2616,1,0,0,0,0,0,0,506,2616,1
2017,59544,Parlin Solar LLC,59287,Laurel Capital Partners,NJ,PJM,0,0,0,0,0,0,62,1302,1,0,0,0,62,1302,1
2017,55047,Pasadena Cogeneration,11059,Pasadena Cogeneration LP,TX,ERCO,0,0,0,0,0,0,9901,449387,1,0,0,0,9901,449387,1
2017,57772,Perdue Bridgeville Photovoltaic,57081,"WGL Energy Systems, Inc",MA,,0,0,0,261,1840,1,0,0,0,0,0,0,261,1840,1
2017,57879,Perdue Salisbury Photovoltaic,57081,"WGL Energy Systems, Inc",MD,PJM,0,0,0,135,1647,1,0,0,0,0,0,0,135,1647,1
2017,61185,Pfeffers,57081,"WGL Energy Systems, Inc",MD,PJM,0,0,0,116,2108,1,0,0,0,0,0,0,116,2108,1
2017,60392,Pfizer Groton Fuel Cell,60195,"Groton Station Fuel Cell, LLC",CT,ISNE,0,0,0,3500,44273,1,0,0,0,0,0,0,3500,44273,1
2017,60762,Pfizer Peapack Solar,60449,KDC Solar PFI LLC,NJ,PJM,0,0,0,2425,10108,1,0,0,0,0,0,0,2425,10108,1
2017,58708,Phoenix Airport East Economy Lot,58649,Solar Star Arizona II LLC,AZ,AZPS,0,0,0,450,2016,1,0,0,0,0,0,0,450,2016,1
2017,58709,Phoenix Airport Rental Car Center,58649,Solar Star Arizona II LLC,AZ,AZPS,0,0,0,510,6421,1,0,0,0,0,0,0,510,6421,1
2017,61104,Pima Community College,60947,Tesla Inc.,AZ,TEPC,0,0,0,44,447,1,0,0,0,0,0,0,44,447,1
2017,59364,Plainfield One Solar LLC,58258,SunRay Power LLC,NJ,PJM,0,0,0,161,1326,1,0,0,0,0,0,0,161,1326,1
2017,60447,Presbyterian Senior Living Service,57081,"WGL Energy Systems, Inc",MD,PJM,0,0,0,135,1429,1,0,0,0,0,0,0,135,1429,1
2017,61354,Princeton Solar Project,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0,0,0,44,707,1,0,0,0,0,0,0,44,707,1
2017,58631,Queen Anne's County,60947,Tesla Inc.,MD,PJM,0,0,0,190,2788,1,0,0,0,0,0,0,190,2788,1
2017,60426,RCWD PV Project,60206,"Solar Star California XL, LLC",CA,CISO,0,0,0,717,9030,1,0,0,0,0,0,0,717,9030,1
2017,10025,"RED-Rochester, LLC",5624,"RED-Rochester, LLC",NY,NYIS,0,0,0,0,0,0,16885,264723,15,0,0,0,16885,264723,15
2017,57507,RV CSU Power II LLC,56828,RV CSU Power II LLC,CO,PSCO,0,0,0,456,4734,1,0,0,0,0,0,0,456,4734,1
2017,57141,RV CSU Power LLC,56493,RV CSU Power LLC,CO,PSCO,0,0,0,338,3350,1,0,0,0,0,0,0,338,3350,1
2017,60492,Rail Trail,60281,"Altus Power America Management, LLC",MA,ISNE,0,0,0,417,3113,3,0,0,0,0,0,0,417,3113,3
2017,10464,ReEnergy Black River,1746,Black River Generation LLC,NY,NYIS,0,0,0,10840,144584,2,0,0,0,0,0,0,10840,144584,2
2017,60796,Red Wing Solar,57081,"WGL Energy Systems, Inc",MN,MISO,0,0,0,808,7347,1,0,0,0,0,0,0,808,7347,1
2017,61901,Redstone Arsenal,61513,"Redstone Solar I, LLC",AL,TVA,0,0,0,23,876,1,0,0,0,0,0,0,23,876,1
2017,58589,Rio Rancho High School,57081,"WGL Energy Systems, Inc",NM,PNM,0,0,0,156,2162,1,0,0,0,0,0,0,156,2162,1
2017,60493,Rising Paper,60281,"Altus Power America Management, LLC",MA,ISNE,0,0,0,497,3712,3,0,0,0,0,0,0,497,3712,3
2017,59747,River Mountains Solar,59514,"River Mountains Solar, LLC",NV,NEVP,0,0,0,2514,35067,1,0,0,0,0,0,0,2514,35067,1
2017,59877,Riverside RWQCP Fuel Cell,59662,"Riverside Fuel Cell, LLC",CA,CISO,0,0,0,745,11222,1,0,0,0,0,0,0,745,11222,1
2017,58241,Rock Hall,57081,"WGL Energy Systems, Inc",MD,PJM,0,0,0,170,1829,1,0,0,0,0,0,0,170,1829,1
2017,57524,Roger Road WWTP,56857,SunE M5C Holdings LLC,AZ,TEPC,0,0,0,174,1817,1,0,0,0,0,0,0,174,1817,1
2017,58479,SEV NM Phase 2,58465,"Green States Energy, Inc.",NM,SWPP,0,0,0,158,4271,1,0,0,0,0,0,0,158,4271,1
2017,59658,SPI Anderson 2,17164,Sierra Pacific Industries Inc,CA,CISO,0,0,0,0,0,0,558,5582,1,0,0,0,558,5582,1
2017,59947,SR Camden,59710,"SR Camden, LLC",AR,SPA,0,0,0,0,0,0,848,14628,1,0,0,0,848,14628,1
2017,55104,Sabine Cogen,16668,Sabine Cogen LP,TX,MISO,0,0,0,0,0,0,16046,170931,1,0,0,0,16046,170931,1
2017,10789,Sabine River Works,57160,DuPont Sabine River Works,TX,MISO,0,0,0,0,0,0,14240,314969,1,0,0,0,14240,314969,1
2017,59323,Sacramento (SMUD),57081,"WGL Energy Systems, Inc",CA,BANC,0,0,0,393,2145,1,0,0,0,0,0,0,393,2145,1
2017,58636,Sacramento Fairbain Water Treatment Plan,60947,Tesla Inc.,CA,BANC,0,0,0,97,1304,1,0,0,0,0,0,0,97,1304,1
2017,58006,Salt Palace Solar Gen Plant,57383,Wasatch View Solar LLC,UT,PACE,0,0,0,211,2294,1,0,0,0,0,0,0,211,2294,1
2017,57904,San Antonio West Solar Rooftop,57273,SS San Antonio West LLC,CA,CISO,0,0,0,667,2862,1,0,0,0,0,0,0,667,2862,1
2017,61472,San Luis Solar Garden,61090,San Luis Solar Garden LLC,CO,PSCO,3,72,6,42,829,5,0,0,0,0,0,0,45,901,11
2017,57100,Santa Maria LFG Power Plant,56396,J&A-Santa Maria LLC,CA,CISO,0,0,0,1120,9212,1,0,0,0,0,0,0,1120,9212,1
2017,60385,Santa Rita Jail Fuel Cell,60182,"SRJFC, LLC",CA,CISO,0,0,0,692,11342,1,0,0,0,0,0,0,692,11342,1
2017,59724,Scituate Wind,59493,Scituate Wind LLC,MA,ISNE,0,0,0,461,3730,1,0,0,0,0,0,0,461,3730,1
2017,57667,Seabrook Solar Plant,56993,SBS Energy Partners LLC,NJ,PJM,0,0,0,0,0,0,336,10441,1,0,0,0,336,10441,1
2017,60747,Seabrook Village,60446,KDC Solar Bergen 1,NJ,PJM,0,0,0,336,4709,1,0,0,0,0,0,0,336,4709,1
2017,60514,Seminole,57081,"WGL Energy Systems, Inc",GA,SOCO,0,0,0,336,2966,1,0,0,0,0,0,0,336,2966,1
2017,60919,Shakopee Met Council WTP,60573,Oak Leaf Solar V LLC,MN,MISO,0,0,0,138,1960,1,0,0,0,0,0,0,138,1960,1
2017,60753,Shirley Landfill,60281,"Altus Power America Management, LLC",MA,ISNE,0,0,0,124,801,1,0,0,0,0,0,0,124,801,1
2017,60498,Shirley Water,60281,"Altus Power America Management, LLC",MA,ISNE,0,0,0,300,2869,8,0,0,0,0,0,0,300,2869,8
2017,61244,Shuman Solar,59254,NuGen Capital Management,MA,ISNE,0,0,0,228,2298,1,0,0,0,0,0,0,228,2298,1
2017,10849,Silver Bay Power,3807,Cleveland Cliffs Inc,MN,MISO,0,0,0,0,0,0,31856,639885,1,0,0,0,31856,639885,1
2017,60746,Silvi Gibraltar Rock,60447,KDC Solar GRQ LLC,NJ,PJM,0,0,0,235,3923,1,0,0,0,0,0,0,235,3923,1
2017,60425,Skidmore College,57081,"WGL Energy Systems, Inc",NY,NYIS,0,0,0,213,2500,1,0,0,0,0,0,0,213,2500,1
2017,61367,Smith & Wesson at Springfield MA PV,57319,Constellation Solar Massachusetts LLC,MA,ISNE,0,0,0,154,1341,1,0,0,0,0,0,0,154,1341,1
2017,60669,Sod Run WTP A,60396,Constellation New Energy Inc.,MD,PJM,0,0,0,0,0,0,256,3600,1,0,0,0,256,3600,1
2017,57933,Solar Star California II LLC,58101,Solar Star California II LLC,CA,BANC,0,0,0,264,4134,1,0,0,0,0,0,0,264,4134,1
2017,58402,Solar Star New Jersey NJ LLC,58387,Solar Star New Jersey VI LLC,NJ,PJM,0,0,0,118,2499,1,0,0,0,0,0,0,118,2499,1
2017,57770,South Bay Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0,0,0,832,7252,1,0,0,0,0,0,0,832,7252,1
2017,60823,South Sioux City Solar,60947,Tesla Inc.,NE,SWPP,0,0,0,201,2787,1,0,0,0,0,0,0,201,2787,1
2017,58423,Southbridge PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0,0,0,358,3864,1,0,0,0,0,0,0,358,3864,1
2017,60945,"Spartan PV 1, LLC",60595,"Spartan PV 1, LLC",MI,MISO,0,0,0,25,312,1,0,0,0,0,0,0,25,312,1
2017,59545,Springfield Solar LLC,59287,Laurel Capital Partners,OH,PJM,0,0,0,482,2132,1,0,0,0,0,0,0,482,2132,1
2017,57683,"Staples La Mirada, CA",57007,"SunE WF3-ST Holdings, LLC",CA,CISO,0,0,0,163,1099,1,0,0,0,0,0,0,163,1099,1
2017,59363,State Street Solar LLC,58258,SunRay Power LLC,MA,ISNE,0,0,0,250,1580,1,0,0,0,0,0,0,250,1580,1
2017,59705,Steel Sun,59474,BQ Energy LLC,NY,NYIS,0,0,0,133,4015,1,0,0,0,0,0,0,133,4015,1
2017,59765,Stetson Road Solar - Barre I,59232,Kearsarge Solar LLC,MA,ISNE,0,0,0,368,2983,1,0,0,0,0,0,0,368,2983,1
2017,57864,Stockton Athletic Center,56997,Marina Energy LLC,NJ,PJM,0,0,0,137,1340,1,0,0,0,0,0,0,137,1340,1
2017,60710,Stone Hill Solar,56997,Marina Energy LLC,MA,ISNE,0,0,0,324,3337,1,0,0,0,0,0,0,324,3337,1
2017,54149,Stony Brook Cogen Plant,13587,Nissequoque Cogen Partners,NY,NYIS,0,0,0,16311,232340,1,0,0,0,0,0,0,16311,232340,1
2017,58839,Sudbury Landfill,58721,Solar Sudbury One LF LLC,MA,ISNE,0,0,0,210,1915,1,0,0,0,0,0,0,210,1915,1
2017,58588,Sue Cleveland High School,57081,"WGL Energy Systems, Inc",NM,PNM,0,0,0,167,2315,1,0,0,0,0,0,0,167,2315,1
2017,60817,Sullivan County - Adult Care Solar,60947,Tesla Inc.,NY,NYIS,0,0,0,113,1591,1,0,0,0,0,0,0,113,1591,1
2017,60809,"Summit Water Nexus Mt. Holly, LLC Solar",60955,"Summit Water Nexus, Mount Holly, LLC",NJ,PJM,0,0,0,0,0,0,112,1444,1,0,0,0,112,1444,1
2017,57010,SunEdison Anheuser Busch Fairfield,56434,SunE M5 Holdings LLC,CA,CISO,0,0,0,117,1628,1,0,0,0,0,0,0,117,1628,1
2017,57007,SunEdison Ironwood State Prison,56297,SunE CPA CDC2 LLC,CA,CISO,0,0,0,138,1627,1,0,0,0,0,0,0,138,1627,1
2017,57008,SunEdison Procter & Gamble Oxnard,56431,SunE U6 Holdings LLC,CA,CISO,0,0,0,261,1653,1,0,0,0,0,0,0,261,1653,1
2017,57004,SunEdison Walgreens Moreno Valley,56294,SunE WG113 Moreno Valley LLC,CA,CISO,0,0,0,145,1191,1,0,0,0,0,0,0,145,1191,1
2017,57012,SunEdison Walmart Apple Valley DC,56434,SunE M5 Holdings LLC,CA,CISO,0,0,0,207,1628,1,0,0,0,0,0,0,207,1628,1
2017,55015,Sweeny Cogen Facility,22214,Sweeny Cogeneration LP,TX,ERCO,0,0,0,0,0,0,35668,1405265,1,0,0,0,35668,1405265,1
