|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2022,3408,City of Chattanooga - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,178.420,1.573,113.427,93.340,0.696,134.109,"193,387",N,F,12.0,Y
2022,3413,PUD No 1 of Chelan County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,49.960,0.468,106.752,.,.,.,"52,883",N,F,12.5,N
2022,3436,Cherryland Electric Coop Inc,MI,Cooperative,105.295,1.025,102.727,70.240,0.754,93.156,101.466,0.971,104.496,"38,094",15.0,Y,.,.,.,.,.,.,.,,,.,
2022,3461,Cheyenne Light Fuel & Power,WY,Investor Owned,49.424,1.053,46.936,42.014,0.993,42.310,47.151,0.958,49.218,"44,415",35.0,Y,.,.,.,.,.,.,.,,,.,
2022,3470,Cherokee County Elec Coop Assn,TX,Cooperative,"1,145.400",5.420,211.328,618.620,3.920,157.811,"1,135.990",5.380,211.151,"22,542",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,3477,City of Chicopee - (MA),MA,Municipal,12.920,0.257,50.272,.,.,.,.,.,.,"26,019",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,3478,Cimarron Electric Coop,OK,Cooperative,117.600,1.181,99.577,31.000,0.398,77.889,115.533,1.125,102.696,"18,838",24.9,N,.,.,.,.,.,.,.,,,.,
2022,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,73.210,0.836,87.572,61.793,0.715,86.424,64.878,0.736,88.149,"59,696",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,3503,"Choptank Electric Cooperative, Inc",MD,Cooperative,133.500,1.370,97.445,114.500,1.250,91.600,128.130,1.270,100.890,"56,142",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,3522,Chugach Electric Assn Inc,AK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,150.800,1.200,125.667,.,.,.,"113,250",N,L,34.5,Y
2022,3527,Choctaw Electric Coop Inc,OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"1,236.300",3.198,386.585,.,.,.,"20,934",N,F,14.4,N
2022,3542,Duke Energy Ohio Inc,OH,Investor Owned,541.220,1.475,366.929,113.250,0.911,124.314,495.050,1.235,400.850,"750,030",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,3597,Citizens Electric Co - (PA),PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,30.501,0.315,96.829,30.501,0.315,96.829,"7,116",N,F,12.5,N
2022,3600,Citizens Electric Corporation - (MO),MO,Cooperative,135.716,1.137,119.363,135.716,1.137,119.363,135.716,1.137,119.363,"27,360",13.2,Y,.,.,.,.,.,.,.,,,.,
2022,3644,PUD No 1 of Clallam County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,691.000,1.326,521.116,207.000,0.900,230.000,"33,685",N,L,34.0,Y
2022,3647,City of Claremore,OK,Municipal,231.730,2.037,113.760,143.678,1.670,86.035,.,.,.,"13,061",13.2,N,.,.,.,.,.,.,.,,,.,
2022,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,174.100,1.540,113.052,51.800,1.040,49.808,152.700,1.240,123.145,"221,260",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,3687,Clark Energy Coop Inc - (KY),KY,Cooperative,453.006,2.657,170.495,255.264,1.911,133.576,428.086,2.386,179.416,"27,428",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,3704,City of Clarksville - (TN),TN,Municipal,281.759,2.629,107.173,119.081,1.816,65.573,281.759,2.629,107.173,"80,251",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,3712,Clay County Electric Coop Corp,AR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,493.500,3.001,164.445,492.400,2.990,164.682,"12,933",N,L,14.4,Y
2022,3712,Clay County Electric Coop Corp,MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,793.480,6.347,125.017,793.480,6.347,125.017,46,N,L,14.4,Y
2022,3755,Cleveland Electric Illum Co,OH,Investor Owned,185.541,1.207,153.721,162.057,1.126,143.923,164.630,0.976,168.678,"735,859",36.0,Y,.,.,.,.,.,.,.,,,.,
2022,3757,"Clay Electric Cooperative, Inc",FL,Cooperative,668.280,4.200,159.114,227.110,2.330,97.472,571.540,3.440,166.145,"186,241",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,3758,City of Cleveland - (TN),TN,Municipal,264.832,2.717,97.472,43.444,0.811,53.568,264.832,2.717,97.472,"33,109",13.0,N,.,.,.,.,.,.,.,,,.,
2022,3762,City of Cleveland - (OH),OH,Municipal,123.677,1.164,106.252,123.677,1.164,106.252,.,.,.,"73,648",13.8,N,.,.,.,.,.,.,.,,,.,
2022,3812,City of Clinton - (TN),TN,Municipal,342.300,4.710,72.675,130.629,2.626,49.744,323.900,3.502,92.490,"30,717",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,3828,Cloverland Electric Co-op,MI,Cooperative,652.500,3.220,202.640,357.900,2.650,135.057,637.200,2.980,213.826,"43,864",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,3841,Coast Electric Power Assn,MS,Cooperative,105.320,1.600,65.825,97.350,1.570,62.006,104.610,1.570,66.631,"87,535",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,3843,Coastal Electric Member Corp,GA,Cooperative,160.100,1.920,83.385,160.100,1.920,83.385,160.100,1.920,83.385,"22,281",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,3855,Columbia Power System,TN,Municipal,478.836,4.849,98.749,331.014,2.358,140.379,478.836,4.849,98.749,"36,368",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,3892,City of Coffeyville - (KS),KS,Municipal,6.258,0.061,102.590,4.344,0.049,88.653,.,.,.,"5,772",69.0,N,.,.,.,.,.,.,.,,,.,
2022,3915,Coldwater Board of Public Util,MI,Municipal,74.531,0.630,118.303,74.531,0.630,118.303,74.531,0.630,118.303,"7,202",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,3916,Cobb Electric Membership Corp,GA,Cooperative,37.640,0.890,42.292,32.940,0.730,45.123,36.800,0.730,50.411,"213,804",20.0,Y,.,.,.,.,.,.,.,,,.,
2022,3940,City of College Station - (TX),TX,Municipal,39.100,0.670,58.358,18.000,0.340,52.941,39.100,0.670,58.358,"45,237",15.0,Y,.,.,.,.,.,.,.,,,.,
2022,3989,City of Colorado Springs - (CO),CO,Municipal,42.270,0.634,66.672,36.240,0.560,64.714,42.270,0.634,66.672,"261,957",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,4003,City of Colton - (CA),CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,0.286,0.002,143.000,0.020,0.001,20.000,"18,098",N,L,12.0,N
2022,4041,"Columbia Rural Elec Assn, Inc",WA,Cooperative,396.582,2.154,184.114,333.768,1.980,168.570,332.759,1.452,229.173,"6,028",24.9,N,.,.,.,.,.,.,.,,,.,
2022,4045,City of Columbia - (MO),MO,Municipal,59.382,0.847,70.109,40.208,0.677,59.391,59.382,0.847,70.109,"51,625",69.0,N,.,.,.,.,.,.,.,,,.,
2022,4063,Co-Mo Electric Coop Inc,MO,Cooperative,108.900,0.810,134.444,80.900,0.637,127.002,108.900,0.810,134.444,"32,948",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,4065,City of Columbus - (OH),OH,Municipal,186.670,1.570,118.898,186.670,1.570,118.898,186.670,1.570,118.898,"17,062",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,4068,City of Columbus - (MS),MS,Municipal,92.240,0.760,121.368,22.460,0.320,70.188,92.240,0.760,121.368,"12,698",13.0,N,.,.,.,.,.,.,.,,,.,
2022,4110,Commonwealth Edison Co,IL,Investor Owned,65.800,0.630,104.444,37.640,0.520,72.385,65.330,0.629,103.863,"4,194,257",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,4146,Concho Valley Elec Coop Inc,TX,Cooperative,334.300,2.813,118.841,334.300,2.813,118.841,294.200,2.321,126.756,"15,648",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,4150,City of Concord - (NC),NC,Municipal,186.280,1.685,110.552,89.710,1.413,63.489,.,.,.,"32,594",13.2,N,.,.,.,.,.,.,.,,,.,
2022,4176,Connecticut Light & Power Co,CT,Investor Owned,190.300,0.908,209.582,73.400,0.672,109.226,190.000,0.900,211.111,"1,293,731",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,22.810,0.144,158.403,18.180,0.133,136.692,"3,563,455",N,F,33.0,N
2022,4237,Consolidated Electric Coop,MO,Cooperative,158.960,1.267,125.462,136.545,0.956,142.830,143.190,1.213,118.046,"8,022",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,4254,Consumers Energy Co,MI,Investor Owned,466.550,1.287,362.510,181.990,0.961,189.376,466.550,1.287,362.510,"1,861,956",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,4262,Cooke County Elec Coop Assn,TX,Cooperative,319.700,1.630,196.135,0.040,.,.,.,.,.,"17,457",7.2,Y,.,.,.,.,.,.,.,,,.,
2022,4265,Continental Divide El Coop Inc,NM,Cooperative,289.660,2.190,132.265,191.010,1.410,135.468,289.660,2.190,132.265,"23,667",15.0,Y,.,.,.,.,.,.,.,,,.,
2022,4280,Conway Corporation,AR,Municipal,52.713,0.688,76.618,52.713,0.688,76.618,.,.,.,"33,263",13.8,N,.,.,.,.,.,.,.,,,.,
2022,4296,"Cookson Hills Elec Coop, Inc",OK,Cooperative,97.542,0.782,124.734,89.840,0.745,120.591,90.863,0.723,125.675,"18,661",13.2,Y,.,.,.,.,.,.,.,,,.,
2022,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,480.670,2.090,229.986,109.480,0.980,111.714,479.960,2.010,238.786,"18,881",24.9,N,.,.,.,.,.,.,.,,,.,
2022,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,266.500,1.838,144.995,145.650,1.433,101.640,264.440,1.736,152.327,"17,807",24.9,N,.,.,.,.,.,.,.,,,.,
2022,4362,Corn Belt Energy Corporation,IL,Cooperative,159.400,3.230,49.350,142.300,3.190,44.608,98.500,3.120,31.571,"36,807",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,4373,Cornhusker Public Power Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,118.600,.,.,118.600,.,.,"10,206",N,O,12.5,N
2022,4401,"Cotton Electric Coop, Inc",OK,Cooperative,240.710,2.190,109.913,240.710,2.190,109.913,204.270,1.692,120.727,"22,655",25.0,N,.,.,.,.,.,.,.,,,.,
2022,4430,"Covington Electric Coop, Inc",AL,Cooperative,108.484,1.211,89.582,90.312,1.144,78.944,108.484,1.211,89.582,"24,214",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,4432,Coweta-Fayette El Member Corp,GA,Cooperative,167.838,1.513,110.931,109.443,1.220,89.707,165.300,1.478,111.840,"86,886",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,408.396,1.690,241.654,96.669,0.724,133.521,408.396,1.690,241.654,"53,071",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,15.510,0.223,69.552,15.510,0.223,69.552,"10,128",N,F,13.8,N
2022,4509,Craighead Electric Coop Corp,AR,Cooperative,281.400,3.400,82.765,160.400,2.500,64.160,148.800,2.100,70.857,"32,830",34.5,N,.,.,.,.,.,.,.,,,.,
2022,4524,"Crawford Electric Coop, Inc",MO,Cooperative,304.500,1.587,191.871,212.200,1.369,155.004,304.500,1.587,191.871,"21,340",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,"1,196.200",2.062,580.116,76.725,0.698,109.921,"1,184.000",1.949,607.491,"46,662",15.0,Y,.,.,.,.,.,.,.,,,.,
2022,4618,"Cullman Electric Coop, Inc",AL,Cooperative,423.104,3.308,127.903,358.031,2.428,147.459,392.577,2.589,151.633,"45,959",46.0,Y,.,.,.,.,.,.,.,,,.,
2022,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,"1,050.100",4.399,238.713,286.300,2.699,106.076,"1,049.000",4.279,245.151,"24,190",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,4624,Cumberland Elec Member Corp,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,225.710,3.270,69.024,170.440,2.490,68.450,"108,735",N,F,25.0,N
2022,4675,Cuivre River Electric Coop Inc,MO,Cooperative,164.360,1.152,142.674,124.360,0.974,127.680,164.260,1.141,143.961,"69,942",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,4683,City of Cuyahoga Falls - (OH),OH,Municipal,178.820,1.040,171.942,178.820,1.040,171.942,178.820,1.040,171.942,"26,391",23.9,N,.,.,.,.,.,.,.,,,.,
2022,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,226.100,0.894,252.908,147.200,0.829,177.563,194.600,0.516,377.132,"6,817",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,4743,"Consumers Power, Inc",OR,Cooperative,"1,015.930",3.304,307.485,470.030,2.675,175.712,980.930,2.794,351.084,"23,372",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,4848,Daviess Martin County R E M C,IN,Cooperative,309.261,2.158,143.309,230.092,1.974,116.561,301.957,2.154,140.184,"8,458",12.5,N,.,.,.,.,.,.,.,,,.,
2022,4911,Dawson Power District,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,89.300,.,.,65.700,.,.,"23,955",Y,O,.,Y
2022,4922,Dayton Power & Light Co,OH,Investor Owned,182.020,1.050,173.352,108.850,0.860,126.570,171.570,0.970,176.876,"604,737",12.0,N,.,.,.,.,.,.,.,,,.,
2022,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,334.700,2.300,145.522,334.700,2.300,145.522,283.000,1.800,157.222,"15,189",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,4958,Decatur Utilities,AL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,76.000,0.933,81.458,.,.,.,"26,723",N,O,12.0,Y
2022,4960,Decatur County Rural E M C,IN,Cooperative,413.103,2.389,172.919,266.681,2.060,129.457,360.432,1.889,190.806,"8,200",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,987.050,.,.,831.210,.,.,980.090,.,.,"44,550",12.5,N,.,.,.,.,.,.,.,,,.,
2022,5027,Delmarva Power,DE,Investor Owned,78.000,0.710,109.859,65.000,0.650,100.000,78.000,0.710,109.859,"330,683",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,5027,Delmarva Power,MD,Investor Owned,144.000,0.890,161.798,70.000,0.800,87.500,143.000,0.870,164.368,"210,393",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,5063,City of Denton - (TX),TX,Municipal,51.300,0.556,92.266,33.771,0.483,69.919,51.300,0.556,92.266,"62,433",13.2,Y,.,.,.,.,.,.,.,,,.,
2022,5070,Delaware Electric Cooperative,DE,Cooperative,89.510,1.344,66.600,73.450,1.170,62.778,89.020,1.326,67.134,"110,540",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,5078,"Denton County Elec Coop, Inc",TX,Cooperative,36.948,0.557,66.334,36.948,0.557,66.334,36.948,0.557,66.334,"290,758",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,5109,DTE Electric Company,MI,Investor Owned,583.893,1.249,467.488,146.154,0.980,149.137,583.893,1.249,467.488,"2,240,565",13.2,Y,.,.,.,.,.,.,.,,,.,
2022,5148,City of Dickson,TN,Municipal,320.924,4.837,66.348,252.191,2.800,90.068,.,.,.,"37,693",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,5175,Dixie Electric Power Assn,MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,216.790,1.889,114.764,187.370,1.729,108.369,"40,469",N,F,24.9,Y
2022,5202,Dixie Electric Membership Corp,LA,Cooperative,212.746,3.081,69.051,212.746,3.081,69.051,212.112,3.077,68.935,"113,831",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,5204,Dixie Electric Coop,AL,Cooperative,177.447,1.302,136.288,177.447,1.302,136.288,136.751,0.902,151.609,"25,232",13.2,N,.,.,.,.,.,.,.,,,.,
2022,5336,City of Dover - (OH),OH,Municipal,68.147,0.279,244.254,19.867,0.132,150.508,19.867,0.132,150.508,"6,818",12.5,N,.,.,.,.,.,.,.,,,.,
2022,5394,Dubois Rural Electric Coop Inc,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,101.800,0.780,130.513,100.400,0.780,128.718,"14,272",N,L,12.5,Y
2022,5399,Duck River Elec Member Corp,TN,Cooperative,343.960,2.790,123.283,147.110,2.040,72.113,256.370,2.530,101.332,"81,199",26.0,N,.,.,.,.,.,.,.,,,.,
2022,5416,"Duke Energy Carolinas, LLC",NC,Investor Owned,474.380,1.910,248.366,181.670,1.290,140.829,453.590,1.759,257.868,"2,123,588",44.0,Y,.,.,.,.,.,.,.,,,.,
2022,5416,"Duke Energy Carolinas, LLC",SC,Investor Owned,371.750,1.955,190.153,187.810,1.406,133.578,348.870,1.705,204.616,"640,693",24.0,Y,.,.,.,.,.,.,.,,,.,
2022,5417,Dunn County Electric Coop,WI,Cooperative,213.770,1.161,184.126,146.640,0.816,179.706,210.300,1.122,187.433,"10,383",7.2,Y,.,.,.,.,.,.,.,,,.,
2022,5480,Town of Danvers,MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,38.700,0.400,96.750,38.700,0.400,96.750,"13,388",Y,F,22.9,N
2022,5487,Duquesne Light Co,PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,134.000,0.910,147.253,134.000,0.910,147.253,"607,609",N,F,23.0,N
2022,5509,City of Dyersburg,TN,Municipal,48.877,0.897,54.489,16.266,0.504,32.274,48.877,0.897,54.489,"11,985",13.0,N,.,.,.,.,.,.,.,,,.,
2022,5574,East Central Energy,MN,Cooperative,406.600,1.450,280.414,62.400,0.696,89.655,405.000,1.422,284.810,"64,234",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,5578,East Mississippi Elec Pwr Assn,MS,Cooperative,53.117,2.495,21.289,3.212,2.323,1.383,50.634,1.933,26.195,"13,075",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,5585,Eastern Illinois Elec Coop,IL,Cooperative,176.900,1.680,105.298,163.700,1.520,107.697,122.100,1.120,109.018,"13,506",7.2,Y,.,.,.,.,.,.,.,,,.,
2022,5588,East-Central Iowa Rural Elec Coop,IA,Cooperative,56.700,0.900,63.000,56.700,0.900,63.000,0.000,0.000,.,"9,040",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,5598,East Central Oklahoma Elec Coop Inc,OK,Cooperative,221.200,2.106,105.033,221.200,2.106,105.033,167.200,1.508,110.875,"36,632",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,5605,Eastern Iowa Light & Power Coop,IA,Cooperative,79.800,1.010,79.010,79.800,1.010,79.010,74.600,0.920,81.087,"24,005",7.2,Y,.,.,.,.,.,.,.,,,.,
2022,5609,Eastern Maine Electric Coop,ME,Cooperative,"1,969.570",10.498,187.614,953.460,7.516,126.857,"1,410.040",8.416,167.543,"13,012",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,5625,Easton Utilities Comm,MD,Municipal,.,.,.,.,.,.,.,.,.,.,.,,33.940,0.287,118.258,.,.,.,"10,986",Y,F,25.0,N
2022,5644,"Edisto Electric Coop, Inc",SC,Cooperative,838.979,.,.,295.215,.,.,825.475,.,.,"20,857",14.4,N,.,.,.,.,.,.,.,,,.,
2022,5656,Edgecombe-Martin County E M C,NC,Cooperative,130.197,1.639,79.437,130.197,1.639,79.437,130.197,1.639,79.437,"11,187",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,5661,City of Edmond - (OK),OK,Municipal,178.359,2.110,84.530,45.169,0.667,67.720,45.169,0.667,67.720,"42,791",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,5701,El Paso Electric Co,NM,Investor Owned,110.159,1.165,94.557,110.159,1.165,94.557,101.777,1.095,92.947,"105,964",23.9,Y,.,.,.,.,.,.,.,,,.,
2022,5701,El Paso Electric Co,TX,Investor Owned,55.691,0.716,77.781,55.691,0.716,77.781,54.490,0.664,82.063,"349,339",23.9,Y,.,.,.,.,.,.,.,,,.,
2022,5773,City of Elk River,MN,Municipal,13.289,0.147,90.401,13.289,0.147,90.401,13.289,0.147,90.401,"12,955",12.5,N,.,.,.,.,.,.,.,,,.,
2022,5780,Elkhorn Rural Public Pwr Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,237.190,1.100,215.627,147.230,0.420,350.548,"10,032",N,F,12.5,N
2022,5860,Empire District Electric Co,AR,Investor Owned,177.750,2.626,67.689,95.690,1.355,70.620,.,.,.,"5,816",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,5860,Empire District Electric Co,KS,Investor Owned,170.290,1.875,90.821,81.800,1.231,66.450,.,.,.,"11,668",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,5860,Empire District Electric Co,MO,Investor Owned,93.630,0.943,99.290,93.630,0.943,99.290,.,.,.,"177,119",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,5860,Empire District Electric Co,OK,Investor Owned,95.790,1.033,92.730,95.790,1.033,92.730,.,.,.,"6,641",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,5862,"Empire Electric Assn, Inc",CO,Cooperative,232.300,1.511,153.739,232.300,1.511,153.739,.,.,.,"16,915",44.0,Y,.,.,.,.,.,.,.,,,.,
2022,5905,Excelsior Electric Member Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,314.480,.,.,212.300,.,.,"24,328",N,O,24.9,Y
2022,5929,"Fairfield Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,364.690,3.500,104.197,129.370,1.400,92.407,"31,632",N,L,25.0,Y
2022,5930,Village of Fairport - (NY),NY,Municipal,26.043,0.287,90.742,17.690,0.259,68.301,.,.,.,"17,666",12.5,N,.,.,.,.,.,.,.,,,.,
2022,5961,Town of Erwin - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,117.000,1.900,61.579,101.000,0.840,120.238,"8,967",N,L,12.0,Y
2022,6022,City of Eugene - (OR),OR,Municipal,61.630,0.470,131.128,61.630,0.470,131.128,61.630,0.470,131.128,"98,641",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,6169,Fall River Rural Elec Coop Inc,ID,Cooperative,11.308,0.116,97.483,10.534,0.110,95.764,11.308,0.116,97.483,"16,848",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,6169,Fall River Rural Elec Coop Inc,MT,Cooperative,17.458,0.144,121.236,12.057,0.106,113.745,17.458,0.144,121.236,"2,041",.,Y,.,.,.,.,.,.,.,,,.,
2022,6169,Fall River Rural Elec Coop Inc,WY,Cooperative,16.798,0.117,143.573,16.798,0.117,143.573,16.798,0.117,143.573,376,12.0,Y,.,.,.,.,.,.,.,,,.,
2022,6181,"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,140.360,0.890,157.708,140.360,0.890,157.708,"13,439",N,O,13.2,N
2022,6182,"Farmers Electric Coop, Inc - (TX)",TX,Cooperative,131.073,1.526,85.893,73.104,1.217,60.069,119.863,1.395,85.923,"79,452",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,6194,Farmers Rural Electric Coop Corp - (KY),KY,Cooperative,223.530,2.145,104.210,115.710,1.469,78.768,220.150,1.849,119.064,"26,316",68.9,N,.,.,.,.,.,.,.,,,.,
2022,6198,"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,84.000,1.014,82.840,84.000,1.014,82.840,"13,581",N,F,.,N
2022,6204,City of Farmington - (NM),NM,Municipal,103.519,0.830,124.722,.,.,.,.,.,.,"45,153",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,6234,City of Fayetteville,TN,Municipal,256.640,2.114,121.400,104.091,1.243,83.742,256.640,2.114,121.400,"19,300",14.0,Y,.,.,.,.,.,.,.,,,.,
2022,6235,Fayetteville Public Works Commission,NC,Municipal,64.860,0.610,106.328,45.690,0.550,83.073,64.860,0.610,106.328,"86,390",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,6258,Federated Rural Electric Assn,MN,Cooperative,121.130,1.610,75.236,121.130,1.610,75.236,98.982,1.028,96.286,"6,881",7.2,Y,.,.,.,.,.,.,.,,,.,
2022,6342,First Electric Coop Corp,AR,Cooperative,298.024,2.763,107.862,178.131,2.109,84.462,265.210,1.969,134.693,"99,272",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,6374,Fitchburg Gas & Elec Light Co,MA,Investor Owned,71.440,1.096,65.182,71.440,1.096,65.182,71.440,1.096,65.182,"30,495",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,6395,Flathead Electric Coop Inc,MT,Cooperative,692.240,2.720,254.500,222.950,1.820,122.500,628.260,2.170,289.521,"71,693",24.9,N,.,.,.,.,.,.,.,,,.,
2022,6411,Flint Electric Membership Corp,GA,Cooperative,127.540,1.330,95.895,81.290,1.070,75.972,125.850,1.260,99.881,"90,846",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,6424,Florence Utility Comm,WI,Municipal,45.144,0.604,74.742,45.144,0.604,74.742,45.144,0.604,74.742,"1,489",12.4,N,.,.,.,.,.,.,.,,,.,
2022,6427,City of Floresville,TX,Municipal,307.950,2.230,138.094,81.000,1.240,65.323,307.950,2.230,138.094,"17,377",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,348.200,1.750,198.971,180.900,1.440,125.625,341.300,1.699,200.883,"25,734",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,45.563,0.736,61.906,32.345,0.685,47.219,45.563,0.736,61.906,"34,137",25.0,Y,.,.,.,.,.,.,.,,,.,
