|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2022,10454,Kootenai Electric Cooperative,ID,Cooperative,340.860,1.730,197.029,203.440,1.230,165.398,262.910,1.180,222.805,"32,157",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,10539,"La Plata Electric Assn, Inc",CO,Cooperative,146.900,1.484,98.989,83.630,1.219,68.605,146.900,1.484,98.989,"46,009",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,10579,City of LaFollette,TN,Municipal,607.000,6.000,101.167,384.000,5.000,76.800,607.000,6.000,101.167,"22,544",7.0,Y,.,.,.,.,.,.,.,,,.,
2022,10599,"Lake Region Electric Coop, Inc - (OK)",OK,Cooperative,152.034,0.996,152.645,120.020,0.900,133.356,142.970,0.976,146.486,"25,948",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,10603,"Laclede Electric Coop, Inc",MO,Cooperative,124.610,1.930,64.565,115.170,1.880,61.261,124.400,1.730,71.908,"38,385",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,10618,Lake Region Electric Cooperative - (MN),MN,Cooperative,637.680,2.460,259.220,112.620,1.010,111.505,475.670,1.110,428.532,"29,126",12.5,N,.,.,.,.,.,.,.,,,.,
2022,10620,City of Lake Worth Beach - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,96.140,3.000,32.047,63.380,2.070,30.618,"27,750",Y,L,26.4,N
2022,10623,City of Lakeland - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,88.210,1.800,49.006,73.360,1.190,61.647,"130,935",N,L,12.5,N
2022,10624,Southern Rivers Energy,GA,Cooperative,508.970,4.430,114.892,294.120,3.580,82.156,450.070,3.675,122.468,"20,521",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,10625,"Lamb County Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,33.500,.,.,33.500,.,.,"11,658",N,L,.,Y
2022,10649,Lamar County Elec Coop Assn,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,531.489,3.396,156.504,240.235,2.520,95.331,"12,928",N,F,69.0,Y
2022,10668,Licking Rural Electric Inc,OH,Cooperative,"1,386.780",2.370,585.139,97.440,0.940,103.660,"1,329.250",2.240,593.415,"27,254",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,10681,Lane Electric Coop Inc,OR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"2,541.290",3.439,738.962,824.050,2.281,361.267,"13,262",N,L,12.4,Y
2022,10697,Lake Country Power,MN,Cooperative,"1,606.700",3.330,482.492,176.450,1.428,123.564,"1,592.380",3.159,504.077,"50,786",24.9,Y,.,.,.,.,.,.,.,,,.,
2022,10704,City of Lansing - (MI),MI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,110.183,0.924,119.246,110.183,0.924,119.246,"97,790",N,F,13.2,Y
2022,10768,"Laurens Electric Coop, Inc",SC,Cooperative,257.480,1.870,137.690,96.290,1.070,89.991,226.310,1.510,149.874,"60,840",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,10817,"Lea County Electric Coop, Inc",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,2.850,2.562,1.112,2.850,2.561,1.113,"10,917",N,O,24.9,N
2022,10817,"Lea County Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,7.510,1.798,4.177,7.510,1.798,4.177,"5,374",N,O,24.9,N
2022,10857,"Lee County Electric Coop, Inc",FL,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"13,290.360",3.010,"4,415.402",71.430,1.034,69.081,"237,333",N,F,24.9,Y
2022,10868,City of Leesburg - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,111.260,1.357,81.990,"27,393",N,L,12.5,Y
2022,10879,Lehi City Corporation,UT,Municipal,202.009,0.641,315.147,43.068,0.410,105.044,43.068,0.410,105.044,"27,126",12.5,N,.,.,.,.,.,.,.,,,.,
2022,10944,PUD No 1 of Lewis County,WA,Political Subdivision,739.536,3.262,226.712,421.235,2.620,160.777,707.783,3.054,231.756,"34,587",25.0,N,.,.,.,.,.,.,.,,,.,
2022,10960,City of Lewisburg - (TN),TN,Municipal,43.883,0.635,69.107,5.558,0.135,41.170,43.883,0.635,69.107,"6,500",13.0,N,.,.,.,.,.,.,.,,,.,
2022,10966,City of Lexington - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,508.207,4.382,115.976,154.265,1.870,82.495,"19,616",Y,L,44.0,Y
2022,11011,Licking Valley Rural E C C,KY,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,382.750,2.660,143.891,153.460,1.596,96.153,"17,478",N,L,7.2,Y
2022,11018,Lincoln Electric System,NE,Municipal,16.540,0.220,75.182,13.760,0.180,76.444,16.540,0.220,75.182,"144,673",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,11053,Linn County REC,IA,Cooperative,114.000,1.594,71.518,114.000,1.594,71.518,0.000,0.000,.,"32,129",12.5,N,.,.,.,.,.,.,.,,,.,
2022,11124,City of Lodi - (CA),CA,Municipal,19.960,0.152,131.316,9.440,0.150,62.933,19.960,0.152,131.316,"25,418",12.0,Y,.,.,.,.,.,.,.,,,.,
2022,11135,City of Logan - (UT),UT,Municipal,30.106,0.491,61.316,20.683,0.359,57.613,30.106,0.491,61.316,"19,153",46.0,N,.,.,.,.,.,.,.,,,.,
2022,11171,Long Island Power Authority,NY,State,.,.,.,.,.,.,.,.,.,.,.,,62.420,0.723,86.335,55.990,0.681,82.217,"1,151,521",N,O,13.2,Y
2022,11187,City of Longmont,CO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,25.324,0.322,78.646,25.324,0.322,78.646,"46,547",N,F,12.5,N
2022,11200,"Lorain-Medina R E C, Inc",OH,Cooperative,261.382,.,.,261.382,.,.,195.525,.,.,"16,693",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,11204,Los Alamos County,NM,Municipal,128.545,1.153,111.487,79.265,0.777,102.014,79.265,0.777,102.014,"9,045",13.2,N,.,.,.,.,.,.,.,,,.,
2022,11208,Los Angeles Department of Water & Power,CA,Municipal,108.860,0.740,147.108,108.860,0.740,147.108,.,.,.,"1,557,281",34.5,N,.,.,.,.,.,.,.,,,.,
2022,11241,Entergy Louisiana LLC,LA,Investor Owned,271.200,1.752,154.795,233.800,1.658,141.013,261.400,1.667,156.809,"1,118,558",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,11249,Louisville Gas & Electric Co,KY,Investor Owned,171.000,1.228,139.251,78.000,0.964,80.913,167.000,1.152,144.965,"438,857",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,11251,Loup River Public Power Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,22.600,0.200,113.000,17.700,0.200,88.500,"21,301",Y,L,12.5,N
2022,11256,City of Loveland - (CO),CO,Municipal,25.471,0.279,91.294,25.471,0.279,91.294,25.471,0.279,91.294,"39,198",12.5,N,.,.,.,.,.,.,.,,,.,
2022,11272,"Lower Yellowstone R E A, Inc",MT,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,541.600,0.394,"1,374.619",214.200,0.240,892.500,"5,185",N,F,25.0,Y
2022,11272,"Lower Yellowstone R E A, Inc",ND,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,112.000,1.920,58.333,45.000,1.150,39.130,"1,062",N,F,.,Y
2022,11291,Lumbee River Elec Member Corp,NC,Cooperative,417.882,2.566,162.853,102.331,1.276,80.197,417.882,2.566,162.853,"64,176",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,11318,City of Lumberton - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,11.658,0.099,117.758,.,.,.,"11,510",N,L,23.0,N
2022,11355,"Lynches River Elec Coop, Inc",SC,Cooperative,"1,374.700",3.300,416.576,166.800,1.600,104.250,"1,359.700",3.100,438.613,"21,719",25.0,N,.,.,.,.,.,.,.,,,.,
2022,11364,"Lyntegar Electric Coop, Inc",TX,Cooperative,131.180,.,.,129.100,.,.,97.670,.,.,"23,344",14.4,Y,.,.,.,.,.,.,.,,,.,
2022,11463,Macon Electric Coop,MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,104.000,.,.,104.000,.,.,"11,482",N,F,12.5,Y
2022,11479,Madison Gas & Electric Co,WI,Investor Owned,110.270,0.390,282.744,22.270,0.200,111.350,110.270,0.390,282.744,"160,997",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,11501,Magic Valley Electric Coop Inc,TX,Cooperative,178.710,.,.,139.250,.,.,162.820,.,.,"133,394",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,11519,Magnolia Electric Power Assn,MS,Cooperative,370.470,.,.,.,.,.,370.470,.,.,"32,914",.,Y,.,.,.,.,.,.,.,,,.,
2022,11560,City of Manassas - (VA),VA,Municipal,49.533,0.807,61.379,49.533,0.807,61.379,49.533,0.807,61.379,"16,435",13.2,Y,.,.,.,.,.,.,.,,,.,
2022,11571,Manitowoc Public Utilities,WI,Municipal,28.000,0.430,65.116,5.000,0.090,55.556,28.000,0.430,65.116,"18,236",13.2,Y,.,.,.,.,.,.,.,,,.,
2022,11586,Town of Mansfield - (MA),MA,Municipal,33.878,0.391,86.645,5.343,0.059,90.559,33.878,0.391,86.645,"10,400",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,11646,City of Marietta - (GA),GA,Municipal,113.179,1.809,62.564,104.809,1.722,60.865,104.809,1.722,60.865,"42,901",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,11693,"Marlboro Electric Coop, Inc",SC,Cooperative,220.470,1.097,200.975,44.160,0.436,101.284,220.470,1.097,200.975,"6,645",.,Y,.,.,.,.,.,.,.,,,.,
2022,11701,City of Marquette - (MI),MI,Municipal,64.900,0.600,108.167,19.570,0.270,72.481,.,.,.,"17,076",12.5,N,.,.,.,.,.,.,.,,,.,
2022,11731,City of Marshall - (MN),MN,Municipal,0.080,0.001,80.000,0.080,0.001,80.000,.,.,.,"6,871",13.8,N,.,.,.,.,.,.,.,,,.,
2022,11740,City of Marshfield - (WI),WI,Municipal,50.425,0.223,226.121,10.842,0.112,96.804,50.425,0.223,226.121,"13,908",13.2,Y,.,.,.,.,.,.,.,,,.,
2022,11788,Consumers Energy,IA,Cooperative,64.460,0.708,91.045,64.460,0.708,91.045,58.010,0.627,92.520,"7,259",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,11789,Maryville Utilities,TN,Municipal,186.450,2.880,64.740,79.760,1.160,68.759,.,.,.,"22,423",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,11804,Massachusetts Electric Co,MA,Investor Owned,142.970,1.160,123.250,106.430,1.047,101.652,.,.,.,"1,326,212",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,11811,Town of Massena - (NY),NY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,38.710,1.420,27.261,29.680,0.750,39.573,"9,362",Y,F,24.7,N
2022,11824,Matanuska Electric Assn Inc,AK,Cooperative,"1,154.340",5.438,212.273,380.700,3.274,116.280,"1,134.456",4.804,236.148,"68,359",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,11843,Maui Electric Co Ltd,HI,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,490.260,2.796,175.343,134.850,1.293,104.292,"73,897",N,F,12.0,N
2022,12087,McKenzie Electric Coop Inc,ND,Cooperative,"2,222.900",2.252,987.078,185.570,1.110,167.180,"2,222.900",2.252,987.078,"13,219",25.0,N,.,.,.,.,.,.,.,,,.,
2022,12186,McMinnville Electric System,TN,Municipal,17.000,0.538,31.599,8.180,0.148,55.270,8.180,0.148,55.270,"8,136",13.0,N,.,.,.,.,.,.,.,,,.,
2022,12187,City of McMinnville - (OR),OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,26.089,0.231,112.939,0.000,0.000,.,"17,222",N,L,12.5,N
2022,12199,Montana-Dakota Utilities Co,MT,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,120.680,1.204,100.233,.,.,.,"27,906",N,F,22.0,N
2022,12199,Montana-Dakota Utilities Co,ND,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,319.540,1.051,304.034,.,.,.,"100,890",N,F,22.0,N
2022,12199,Montana-Dakota Utilities Co,SD,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,386.570,2.348,164.638,.,.,.,"9,554",N,F,22.0,N
2022,12199,Montana-Dakota Utilities Co,WY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,285.630,1.872,152.580,.,.,.,"18,831",N,F,22.0,N
2022,12208,City of McPherson - (KS),KS,Municipal,8.210,0.091,90.220,8.210,0.091,90.220,8.210,0.091,90.220,"8,903",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,12227,Meeker Coop Light & Power Assn,MN,Cooperative,127.160,1.920,66.229,127.160,1.920,66.229,76.180,0.940,81.043,"9,314",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,12243,Meade County Rural E C C,KY,Cooperative,142.306,1.170,121.629,98.138,1.040,94.363,142.303,1.169,121.731,"30,975",.,N,.,.,.,.,.,.,.,,,.,
2022,12260,Mecklenburg Electric Cooperative,VA,Cooperative,354.968,2.384,148.896,189.535,1.770,107.082,354.968,2.384,148.896,"30,545",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,12268,"Medina Electric Coop, Inc",TX,Cooperative,274.490,2.110,130.090,193.810,2.060,94.083,.,.,.,"34,710",24.9,N,.,.,.,.,.,.,.,,,.,
2022,12293,City of Memphis - (TN),TN,Municipal,866.800,2.920,296.849,411.600,2.270,181.322,866.800,2.920,296.849,"420,172",23.0,Y,.,.,.,.,.,.,.,,,.,
2022,12298,City of Menasha - (WI),WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,27.617,0.362,76.290,27.617,0.362,76.290,"9,333",N,L,34.5,N
2022,12301,Nodak Electric Coop Inc,ND,Cooperative,208.800,1.420,147.042,208.800,1.420,147.042,133.200,1.050,126.857,"20,958",35.0,Y,.,.,.,.,.,.,.,,,.,
2022,12330,Meriwether Lewis Electric Coop,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,5.834,2.692,2.167,4.310,2.467,1.747,"35,388",N,O,25.0,N
2022,12341,MidAmerican Energy Co,IA,Investor Owned,99.000,0.950,104.211,81.000,0.830,97.590,88.000,0.790,111.392,"724,323",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,12341,MidAmerican Energy Co,IL,Investor Owned,111.000,1.080,102.778,111.000,1.080,102.778,109.000,1.010,107.921,"85,352",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,12341,MidAmerican Energy Co,SD,Investor Owned,108.000,1.060,101.887,70.000,0.720,97.222,57.000,0.570,100.000,"5,237",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,12351,City of Mesa - (AZ),AZ,Municipal,52.133,1.873,27.834,20.180,0.689,29.289,37.097,0.871,42.591,"17,326",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,12377,Midwest Energy Cooperative,MI,Cooperative,768.900,2.800,274.607,301.500,2.000,150.750,699.000,2.240,312.054,"36,024",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,12377,Midwest Energy Cooperative,OH,Cooperative,181.100,0.700,258.714,163.600,0.600,272.667,129.100,0.110,"1,173.636","1,067",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,12390,Metropolitan Edison Co,PA,Investor Owned,271.206,1.504,180.323,170.468,1.241,137.363,265.590,1.368,194.145,"575,899",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,12395,Menard Electric Coop,IL,Cooperative,121.690,1.394,87.296,121.690,1.394,87.296,92.482,0.996,92.853,"11,180",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,12439,"Midstate Electric Coop, Inc",OR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,69.800,.,.,60.960,.,.,"20,855",N,F,24.9,N
2022,12450,Midland Power Coop,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,150.370,1.240,121.266,146.250,1.220,119.877,"12,314",N,L,12.5,Y
2022,12452,Mid-South Electric Coop Assn,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,184.000,2.100,87.619,107.000,1.140,93.860,"37,207",N,F,24.9,Y
2022,12462,Mid-Carolina Electric Coop Inc,SC,Cooperative,178.348,2.498,71.396,121.945,2.092,58.291,157.235,1.929,81.511,"59,114",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,12470,Middle Tennessee E M C,TN,Cooperative,88.500,1.829,48.387,61.230,1.150,53.243,73.600,1.251,58.833,"327,587",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,12473,Town of Middleborough - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.160,0.350,9.029,3.150,0.330,9.545,"16,703",N,L,13.8,N
2022,12515,"Midwest Electric, Inc",OH,Cooperative,130.100,1.343,96.873,81.900,1.082,75.693,113.400,0.960,118.125,"11,093",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,12524,Midwest Energy Inc,KS,Cooperative,648.000,2.140,302.804,179.400,1.580,113.544,648.000,2.140,302.804,"51,918",13.5,Y,.,.,.,.,.,.,.,,,.,
2022,12532,City of Milan,TN,Municipal,70.913,0.789,89.877,.,.,.,.,.,.,"8,500",12.5,N,.,.,.,.,.,.,.,,,.,
2022,12539,Midwest Electric Member Corp,NE,Cooperative,310.550,0.930,333.925,57.150,0.490,116.633,310.550,0.930,333.925,"6,722",34.5,N,.,.,.,.,.,.,.,,,.,
2022,12546,Mille Lacs Energy Cooperative,MN,Cooperative,"1,324.560",3.760,352.277,143.800,1.860,77.312,"1,290.500",3.150,409.683,"15,807",7.2,Y,.,.,.,.,.,.,.,,,.,
2022,12642,Maquoketa Valley Rrl Elec Coop,IA,Cooperative,65.582,0.960,68.315,65.582,0.960,68.315,57.393,0.703,81.640,"16,852",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,12647,"ALLETE, Inc.",MN,Investor Owned,496.570,2.050,242.229,112.700,1.120,100.625,489.550,1.950,251.051,"143,473",69.0,N,.,.,.,.,.,.,.,,,.,
2022,12651,Minnesota Valley Electric Coop,MN,Cooperative,91.400,1.007,90.765,45.200,0.615,73.496,86.400,0.853,101.290,"45,896",13.8,Y,.,.,.,.,.,.,.,,,.,
2022,12685,Entergy Mississippi LLC,MS,Investor Owned,734.800,2.380,308.740,331.200,1.784,185.650,721.900,2.337,308.900,"465,591",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,12686,Mississippi Power Co,MS,Investor Owned,100.110,1.080,92.694,78.080,0.967,80.745,.,.,.,"191,082",22.8,Y,.,.,.,.,.,.,.,,,.,
2022,12692,"Missoula Electric Coop, Inc",MT,Cooperative,257.100,1.444,178.047,257.100,1.444,178.047,206.700,0.946,218.499,"16,510",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,12698,Evergy Missouri West,MO,Investor Owned,171.090,1.385,123.531,124.370,1.277,97.392,152.660,1.121,136.182,"338,863",34.0,Y,.,.,.,.,.,.,.,,,.,
2022,12706,Mitchell Electric Member Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"9,054.700",3.000,"3,018.233",376.600,2.600,144.846,"25,181",N,L,24.9,N
2022,12745,Modesto Irrigation District,CA,Political Subdivision,49.450,0.510,96.961,49.450,0.510,96.961,42.630,0.430,99.140,"120,443",21.0,Y,.,.,.,.,.,.,.,,,.,
2022,12782,City of Monett - (MO),MO,Municipal,49.370,0.870,56.747,22.190,0.420,52.833,22.190,0.420,52.833,"4,793",12.5,N,.,.,.,.,.,.,.,,,.,
2022,12796,Monongahela Power Co,WV,Investor Owned,710.043,2.553,278.121,407.657,2.053,198.566,583.750,2.132,273.804,"392,425",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,12801,City of Monroe - (NC),NC,Municipal,49.664,0.607,81.819,20.447,0.189,108.185,49.664,0.607,81.819,"11,391",34.5,N,.,.,.,.,.,.,.,,,.,
2022,12825,NorthWestern Energy LLC - (MT),MT,Investor Owned,132.080,1.142,115.657,118.554,1.090,108.765,100.756,0.850,118.536,"362,953",34.5,N,.,.,.,.,.,.,.,,,.,
2022,12860,Morgan County Rural Elec Assn,CO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,186.100,.,.,183.300,.,.,"9,254",N,O,69.0,Y
2022,12866,Moon Lake Electric Assn Inc,CO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,152.540,1.890,80.709,152.540,1.890,80.709,"2,258",N,L,34.5,Y
2022,12866,Moon Lake Electric Assn Inc,UT,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,344.710,2.970,116.064,344.710,2.970,116.064,"18,059",N,L,34.5,Y
2022,12894,City of Moorhead - (MN),MN,Municipal,18.726,0.417,44.906,.,.,.,.,.,.,"19,855",12.5,N,.,.,.,.,.,.,.,,,.,
2022,12929,South Central Indiana REMC,IN,Cooperative,547.400,3.880,141.082,326.200,3.330,97.958,511.100,3.170,161.230,"34,916",12.5,N,.,.,.,.,.,.,.,,,.,
2022,12944,City of Morganton - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,84.800,0.929,91.281,72.000,0.813,88.561,"8,682",N,F,12.4,N
2022,12988,City of Morristown - (TN),TN,Municipal,146.290,1.480,98.845,69.620,1.020,68.255,146.290,1.480,98.845,"15,387",13.0,Y,.,.,.,.,.,.,.,,,.,
2022,12990,Consolidated Cooperative,OH,Cooperative,"1,539.000",3.200,480.938,81.000,1.170,69.231,"1,528.000",1.160,"1,317.241","18,668",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13027,"Mountain Electric Coop, Inc",NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,214.596,2.312,92.818,214.596,2.312,92.818,"19,823",N,L,12.0,N
2022,13027,"Mountain Electric Coop, Inc",TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,449.760,3.084,145.837,449.760,3.084,145.837,"16,028",N,L,12.0,N
2022,13032,Mt Carmel Public Utility Co,IL,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,291.630,3.430,85.023,107.136,1.430,74.920,"5,307",N,L,69.0,Y
2022,13050,"Mountain Parks Electric, Inc",CO,Cooperative,89.900,0.867,103.691,82.600,0.667,123.838,82.100,0.865,94.913,"22,391",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,13058,"Mountain View Elec Assn, Inc",CO,Cooperative,64.854,0.778,83.360,47.150,0.678,69.543,62.659,0.575,108.972,"60,310",25.0,Y,.,.,.,.,.,.,.,,,.,
2022,13137,City of Murray - (UT),UT,Municipal,.,.,.,.,.,.,.,.,.,.,.,,29.000,0.500,58.000,.,.,.,"19,622",Y,O,12.5,N
2022,13143,Board of Water Electric & Communications,IA,Municipal,5.114,0.160,31.963,5.114,0.160,31.963,5.114,0.160,31.963,"11,715",13.8,N,.,.,.,.,.,.,.,,,.,
2022,13145,Village of Muscoda - (WI),WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,52.940,0.220,240.636,52.940,0.220,240.636,"1,097",N,L,12.5,N
2022,13196,Northern Plains Electric Coop,ND,Cooperative,347.783,2.272,153.074,309.560,2.183,141.805,145.470,0.923,157.606,"12,040",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13206,Nantucket Electric Co,MA,Investor Owned,601.800,2.142,280.952,105.450,1.114,94.659,.,.,.,"13,747",23.0,Y,.,.,.,.,.,.,.,,,.,
2022,13208,City of Naperville - (IL),IL,Municipal,16.580,0.300,55.267,.,.,.,.,.,.,"62,212",12.4,Y,.,.,.,.,.,.,.,,,.,
2022,13214,The Narragansett Electric Co,RI,Investor Owned,81.940,0.959,85.443,63.200,0.808,78.218,81.060,0.932,86.974,"500,974",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,13216,Nashville Electric Service,TN,Municipal,476.460,4.790,99.470,109.970,1.510,72.828,476.460,4.790,99.470,"426,477",23.0,Y,.,.,.,.,.,.,.,,,.,
2022,13227,Natchez Trace Elec Power Assn,MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,390.000,4.810,81.081,160.800,1.640,98.049,"16,084",N,L,24.0,N
2022,13314,Navajo Tribal Utility Authority,AZ,State,.,.,.,.,.,.,.,.,.,.,.,,438.480,4.040,108.535,358.210,3.220,111.245,"30,582",Y,F,24.9,Y
2022,13314,Navajo Tribal Utility Authority,NM,State,.,.,.,.,.,.,.,.,.,.,.,,262.820,2.050,128.205,197.100,1.630,120.920,"11,101",Y,F,24.9,Y
2022,13314,Navajo Tribal Utility Authority,UT,State,.,.,.,.,.,.,.,.,.,.,.,,334.060,1.790,186.626,124.260,0.960,129.438,"2,182",Y,F,24.9,Y
2022,13337,Nebraska Public Power District,NE,Political Subdivision,132.530,1.040,127.433,77.950,0.810,96.235,128.630,0.990,129.929,"93,064",69.0,Y,.,.,.,.,.,.,.,,,.,
2022,13407,Nevada Power Co,NV,Investor Owned,62.090,0.570,108.930,52.150,0.510,102.255,.,.,.,"1,059,071",60.0,Y,.,.,.,.,.,.,.,,,.,
2022,13416,City of New Bern - (NC),NC,Municipal,117.404,1.819,64.543,54.943,0.920,59.721,99.006,1.603,61.763,"23,906",23.0,Y,.,.,.,.,.,.,.,,,.,
2022,13418,City of New Braunfels - (TX),TX,Municipal,50.659,0.640,79.155,50.659,0.640,79.155,50.659,0.640,79.155,"50,294",12.5,Y,.,.,.,.,.,.,.,,,.,
2022,13441,New Hampshire Elec Coop Inc,NH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"1,583.100",4.700,336.830,341.180,2.770,123.170,"83,822",N,F,13.0,Y
2022,13448,City of New Holstein - (WI),WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,5.400,0.030,180.000,0.000,0.000,.,"2,674",N,L,12.5,N
2022,13478,"Entergy New Orleans, LLC",LA,Investor Owned,190.200,1.469,129.476,173.200,1.446,119.779,190.200,1.469,129.476,"212,183",34.5,Y,.,.,.,.,.,.,.,,,.,
2022,13481,City of New Richmond,WI,Municipal,15.922,0.187,85.144,15.922,0.187,85.144,15.922,0.187,85.144,"5,408",12.5,N,.,.,.,.,.,.,.,,,.,
2022,13482,New River Light & Power Co,NC,State,29.600,0.390,75.897,29.600,0.390,75.897,.,.,.,"8,944",.,Y,.,.,.,.,.,.,.,,,.,
