Data Year,Utility Number,Utility Name,Ownership,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2022,2810,City of Caledonia - (MN),Municipal,Y,MN,MISO,"1,353",231,85,.,"1,669",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,353",231,85,0,"1,669",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,2812,City of Calhoun - (GA),Municipal,,GA,SOCO,.,.,.,.,.,"4,406","1,219",19,0,"5,644",.,.,.,.,.,.,.,.,.,.,"4,406","1,219",19,0,"5,644","47,653","72,135","255,869",.,"375,657",.,.,.,.,.,.,.,.,.,.
2022,2849,Central Electric Power Assn - (MS),Cooperative,,MS,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,520","7,743",8,0,"38,271","30,520","7,743",8,0,"38,271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2851,City of California - (MO),Municipal,Y,MO,MISO,"2,058",312,72,.,"2,442",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,058",312,72,0,"2,442",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,2890,City of Camden,Municipal,Y,SC,CPLE,"10,117","1,407",.,.,"11,524",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,117","1,407",0,0,"11,524",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,2900,City of Cameron,Municipal,Y,MO,AECI,.,.,.,.,.,"2,929",505,6,.,"3,440",.,.,.,.,.,.,.,.,.,.,"2,929",505,6,0,"3,440","33,034","27,154","14,409",.,"74,597",.,.,.,.,.,.,.,.,.,.
2022,2903,Canoochee Electric Member Corp,Cooperative,,GA,SOCO,"11,122",410,815,.,"12,347","11,128",.,.,.,"11,128",.,.,.,.,.,11,.,.,.,11,"22,261",410,815,0,"23,486","16,692",.,.,.,"16,692","22,664",410,815,.,"23,889",.,.,.,.,.
2022,2911,"Canadian Valley Elec Coop, Inc",Cooperative,,OK,SWPP,.,.,.,.,0,"23,658","2,917",13,.,"26,588",.,.,.,.,.,.,.,.,.,.,"23,658","2,917",13,0,"26,588","390,468","225,544","216,975",.,"832,987",.,.,.,.,.,.,.,.,.,.
2022,2955,Canby Utility Board,Municipal,Y,OR,PGE,"5,329",645,11,.,"5,985","1,952",163,2,.,"2,117",.,.,.,.,.,.,.,.,.,.,"7,281",808,13,0,"8,102","84,099","65,345","36,997",.,"186,441",.,.,.,.,.,.,.,.,.,.
2022,2960,"Caney Fork Electric Coop, Inc",Cooperative,,TN,TVA,0,0,0,0,0,"28,584","5,957",4,0,"34,545",0,0,0,0,0,0,0,0,0,0,"28,584","5,957",4,0,"34,545","407,481","130,068","66,584",0,"604,133","28,584","5,957",4,0,"34,545",0,0,0,0,0
2022,2961,"Caney Valley El Coop Assn, Inc",Cooperative,Y,KS,SWPP,.,.,.,.,0,"3,577","1,676",.,.,"5,253",.,.,.,.,.,.,.,.,.,.,"3,577","1,676",0,0,"5,253","33,847","27,536",.,.,"61,383",.,.,.,.,.,.,.,.,.,.
2022,2974,Canton Municipal Utilities,Municipal,Y,MS,MISO,.,.,.,.,.,"3,908",740,.,.,"4,648",.,.,.,.,.,.,.,.,.,.,"3,908",740,0,0,"4,648","50,385","14,535",.,.,"64,920",.,.,.,.,.,.,.,.,.,.
2022,2982,Cape Hatteras Elec Member Corp,Cooperative,Y,NC,PJM,.,.,.,.,0,"6,929","1,100",.,.,"8,029",.,.,.,.,.,.,.,.,.,.,"6,929","1,100",0,0,"8,029","97,564","37,677",.,.,"135,241",.,.,.,.,.,.,.,.,.,.
2022,2985,"Capital Electric Coop, Inc",Cooperative,,ND,SWPP,.,.,.,.,.,"18,921","2,811",59,.,"21,791",.,.,.,.,.,.,.,.,.,.,"18,921","2,811",59,0,"21,791","244,286","145,972","1,663",.,"391,921","18,921","2,811",59,.,"21,791","1,052",11,17,.,"1,080"
2022,2986,"Cam Wal Electric Coop, Inc",Cooperative,Y,SD,SWPP,"2,224",205,116,.,"2,545",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,224",205,116,0,"2,545",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,2998,"Carbon Power & Light, Inc",Cooperative,Y,WY,WACM,.,.,.,.,.,"5,427","1,119",55,.,"6,601",.,.,.,.,.,.,.,.,.,.,"5,427","1,119",55,0,"6,601","46,167","49,774","19,685",.,"115,626",.,.,.,.,.,.,.,.,.,.
2022,3008,Village of Carey - (OH),Municipal,Y,OH,PJM,.,.,.,.,.,"1,758",181,8,.,"1,947",.,.,.,.,.,.,.,.,.,.,"1,758",181,8,0,"1,947","18,688","10,646","66,096",.,"95,430",.,.,.,.,.,.,.,.,.,.
2022,3029,City of Carlisle- (IA),Municipal,Y,IA,MISO,"1,318",185,59,.,"1,562",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,"1,318",185,59,0,"1,562",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2022,3037,City of Carlyle - (IL),Municipal,Y,IL,MISO,.,.,.,.,0,"1,702",299,.,.,"2,001",.,.,.,.,.,.,.,.,.,.,"1,702",299,0,0,"2,001","15,349","16,027",.,.,"31,376",.,.,.,.,.,.,.,.,.,.
2022,3046,Duke Energy Progress - (NC),Investor Owned,,NC,CPLE,"3,382",653,5,.,"4,040","1,302,200","215,048","3,009",.,"1,520,257",.,.,.,.,.,"2,371","1,553",48,.,"3,972","1,307,953","217,254","3,062",0,"1,528,269","16,267,643","12,870,424","8,015,119",.,"37,153,186","1,292,259","217,684","2,879",.,"1,512,822",.,.,.,.,.
2022,3046,Duke Energy Progress - (NC),Investor Owned,,SC,CPLE,278,113,.,.,391,"144,504","33,080",512,.,"178,096",.,.,.,.,.,62,163,22,.,247,"144,844","33,356",534,0,"178,734","2,036,225","1,640,534","2,441,152",.,"6,117,911","142,492","32,829",446,.,"175,767",.,.,.,.,.
2022,3075,Carroll County - (TN),Municipal,,TN,TVA,0,0,0,0,0,"12,250","3,695",2,0,"15,947",0,0,0,0,0,0,0,0,0,0,"12,250","3,695",2,0,"15,947","179,426","105,122","193,057",0,"477,605","12,250","3,695",2,0,"15,947",0,0,0,0,0
2022,3076,"Carroll Electric Coop, Inc - (OH)",Cooperative,Y,OH,PJM,.,.,.,.,.,"10,874","1,116",6,.,"11,996",.,.,.,.,.,.,.,.,.,.,"10,874","1,116",6,0,"11,996","127,355","15,139","15,176",.,"157,670",.,.,.,.,.,.,.,.,.,.
2022,3081,Carroll Electric Member Corp - (GA),Cooperative,,GA,SOCO,.,.,.,.,.,"51,513","2,998",36,.,"54,547",.,.,.,.,.,.,.,.,.,.,"51,513","2,998",36,0,"54,547","729,989","135,474","274,266",.,"1,139,729","51,513","2,998",36,.,"54,547",.,.,.,.,.
2022,3082,Carrollton Board of Public Wks,Municipal,Y,MO,SWPP,540,185,10,.,735,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,540,185,10,0,735,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3093,Carroll Electric Coop Corp - (AR),Cooperative,,AR,SWPP,.,.,.,.,.,"94,425","6,595",47,.,"101,067",.,.,.,.,.,.,.,3,.,3,"94,425","6,595",50,0,"101,070","1,343,474","408,165","194,321",.,"1,945,960","59,434","4,437",42,.,"63,913",.,.,.,.,.
2022,3093,Carroll Electric Coop Corp - (AR),Cooperative,,MO,SWPP,.,.,.,.,.,"11,797",948,.,.,"12,745",.,.,.,.,.,.,.,.,.,.,"11,797",948,0,0,"12,745","134,521","24,212",.,.,"158,733","6,482",628,.,.,"7,110",.,.,.,.,.
2022,3107,Carteret-Craven El Member Corp,Cooperative,,NC,CPLE,.,.,.,.,.,"37,956","4,185",.,.,"42,141",.,.,.,.,.,.,.,.,.,.,"37,956","4,185",0,0,"42,141","468,116","139,815",.,.,"607,931",.,.,.,.,.,"37,956","4,185",.,.,"42,141"
2022,3108,City of Cartersville - (GA),Municipal,,GA,SOCO,.,.,.,.,0,153,0,0,.,153,.,.,.,.,.,"6,379","1,457",5,.,"7,841","6,532","1,457",5,0,"7,994","1,945",0,0,.,"1,945",.,.,.,.,.,.,.,.,.,.
2022,3113,City of Carthage - (MO),Municipal,,MO,SWPP,.,.,.,.,.,"6,917","1,107",30,.,"8,054",.,.,.,.,.,.,.,.,.,.,"6,917","1,107",30,0,"8,054","82,493","62,680","135,969",.,"281,142","6,917","1,107",30,.,"8,054",0,0,0,.,0
2022,3136,City of Cascade Locks - (OR),Municipal,Y,OR,BPAT,676,217,.,.,893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,676,217,0,0,893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3138,"Cavalier Rural Elec Coop, Inc",Cooperative,Y,ND,MISO,"1,587",492,.,.,"2,079",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,587",492,0,0,"2,079",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3153,City of Casey - (IL),Municipal,Y,IL,MISO,"1,529",292,0,.,"1,821",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,"1,529",292,0,0,"1,821",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2022,3156,Village of Cashton - (WI),Municipal,Y,WI,MISO,512,92,3,.,607,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,512,92,3,0,607,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3164,Village of Castile - (NY),Municipal,Y,NY,NYIS,536,73,14,.,623,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,536,73,14,0,623,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3186,City of Cavalier - (ND),Municipal,Y,ND,MISO,694,172,.,.,866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,694,172,0,0,866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3203,Cedar Falls Utilities,Municipal,,IA,MISO,0,0,0,0,0,"7,055","1,275",39,0,"8,369",0,0,0,0,0,"10,380","1,084",213,0,"11,677","17,435","2,359",252,0,"20,046","67,607","162,214","47,487",0,"277,308",0,0,0,0,0,0,0,0,0,0
2022,3205,Cedar-Knox Public Power Dist,Political Subdivision,,NE,SWPP,.,.,.,.,.,"5,531",759,"1,306",.,"7,596",.,.,.,.,.,.,2,.,.,2,"5,531",761,"1,306",0,"7,598","99,420","134,402","59,007",.,"292,829",.,.,.,.,.,.,.,.,.,.
2022,3208,Cedarburg Light & Water Comm,Municipal,,WI,MISO,0,0,0,0,0,"5,847",946,1,0,"6,794",0,0,0,0,0,7,0,0,0,7,"5,854",946,1,0,"6,801","46,152","48,513","12,176",0,"106,841","5,817",945,1,0,"6,763",0,0,0,0,0
2022,3216,City of Celina - (OH),Municipal,,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,110",891,14,.,"8,015","7,110",891,14,0,"8,015",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3222,Central Alabama Electric Coop,Cooperative,,AL,SOCO,.,.,.,.,.,"44,255","2,036",2,.,"46,293",.,.,.,.,.,.,.,.,.,.,"44,255","2,036",2,0,"46,293","613,337","88,072","15,426",.,"716,835","5,326",.,.,.,"5,326","6,379",.,.,.,"6,379"
2022,3226,"Central Rural Electric Cooperative, Inc",Cooperative,,OK,AECI,"1,428",.,.,.,"1,428","17,342","4,751",5,.,"22,098",.,.,.,.,.,.,.,.,.,.,"18,770","4,751",5,0,"23,526","341,116","241,161","25,079",.,"607,356","18,770","4,751",5,.,"23,526",.,.,.,.,.
2022,3227,City of Center - (CO),Municipal,Y,CO,PSCO,828,61,14,.,903,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,828,61,14,0,903,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.
2022,3236,"Central Electric Coop, Inc - (SD)",Cooperative,,SD,WACM,"6,428",670,174,0,"7,272",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,428",670,174,0,"7,272",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3240,Central Electric Coop Inc - (OR),Cooperative,,OR,BPAT,.,.,.,.,.,"33,025","3,083","1,108",.,"37,216",.,.,.,.,.,.,.,1,.,1,"33,025","3,083","1,109",0,"37,217","567,055","137,007","100,319",.,"804,381",.,.,.,.,.,"33,025","3,083","1,109",.,"37,217"
2022,3245,"Central Florida Elec Coop, Inc",Cooperative,,FL,SEC,.,.,.,.,.,"31,769","3,205",792,0,"35,766",.,.,.,.,.,15,.,.,.,15,"31,784","3,205",792,0,"35,781","393,696","94,799","68,253",.,"556,748","31,769","3,205",792,.,"35,766",.,.,.,.,.
2022,3248,Central Georgia El Member Corp,Cooperative,,GA,SOCO,.,.,.,.,0,"58,255","5,382",98,.,"63,735",.,.,.,.,.,.,399,.,.,399,"58,255","5,781",98,0,"64,134","895,626","192,950","302,664",.,"1,391,240","58,255","5,382",98,.,"63,735",.,.,.,.,.
2022,3249,Central Hudson Gas & Elec Corp,Investor Owned,,NY,NYIS,"154,879",117,.,.,"154,996","1,127",167,.,.,"1,294",.,.,.,.,.,"133,270","23,388","1,012",.,"157,670","289,276","23,672","1,012",0,"313,960","9,588","13,517",.,.,"23,105",.,246,.,.,246,"2,822",94,.,.,"2,916"
2022,3250,Central Electric Membership Corp. - (NC),Cooperative,,NC,CPLE,"21,493","2,458",14,.,"23,965",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"21,493","2,458",14,0,"23,965",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3264,Central Lincoln People's Ut Dt,Political Subdivision,,OR,BPAT,.,.,.,.,.,"35,233","5,389",206,.,"40,828",.,.,.,.,.,17,.,.,.,17,"35,250","5,389",206,0,"40,845","447,398","185,753","625,256",.,"1,258,407",.,.,.,.,.,.,.,.,.,.
2022,3265,Cleco Power LLC,Investor Owned,,LA,MISO,0,0,0,0,0,"249,860","42,371",539,0,"292,770",0,0,0,0,0,65,0,0,0,65,"249,925","42,371",539,0,"292,835","3,787,677","2,815,295","2,280,848",0,"8,883,820","249,860","42,371",539,0,"292,770",0,0,0,0,0
2022,3266,Central Maine Power Co,Investor Owned,,ME,ISNE,0,0,0,0,0,"575,758","75,674","1,802",0,"653,234",.,.,.,.,.,"4,035",360,88,0,"4,483","579,793","76,034","1,890",0,"657,717","3,989,719","3,056,312","1,303,665",0,"8,349,696",.,.,.,.,.,.,.,.,.,.
2022,3268,Central Missouri Elec Coop Inc,Cooperative,,MO,AECI,.,.,.,.,.,"10,909",344,.,.,"11,253",.,.,.,.,.,.,.,2,.,2,"10,909",344,2,0,"11,255","192,543","27,178",.,.,"219,721","8,636",116,.,.,"8,752",.,.,.,.,.
2022,3273,"Central New Mexico El Coop, Inc",Cooperative,,NM,PNM,.,.,.,.,0,"16,960","1,857",275,.,"19,092",.,.,.,.,.,.,.,.,.,.,"16,960","1,857",275,0,"19,092","125,470","36,822","70,575",.,"232,867","16,895","1,518",11,.,"18,424",.,.,.,.,.
2022,3278,AEP Texas Central Company,Investor Owned,,TX,ERCO,18,1,0,0,19,"790,889","128,485","7,449",0,"926,823",0,0,0,0,0,63,109,197,0,369,"790,970","128,595","7,646",0,"927,211","10,934,546","8,794,215","8,423,768",0,"28,152,529","760,716","123,888","7,214",0,"891,818",0,0,0,0,0
2022,3282,"Central Texas Elec Coop, Inc",Cooperative,,TX,ERCO,"4,383",389,"1,076",.,"5,848","33,135","3,278","2,680",.,"39,093",.,.,.,.,.,.,2,1,.,3,"37,518","3,669","3,757",0,"44,944","463,377","69,816","112,952",.,"646,145","33,135","3,278","2,680",.,"39,093",.,.,.,.,.
2022,3287,"Central Valley Elec Coop, Inc",Cooperative,,NM,SWPP,.,.,.,.,.,"5,884","4,769","4,281",0,"14,934",.,.,.,.,0,0,0,1,0,1,"5,884","4,769","4,282",0,"14,935","86,950","51,386","699,982",0,"838,318","5,884","4,769","4,282",.,"14,935",.,.,.,.,.
2022,3291,Central Virginia Electric Coop,Cooperative,,VA,PJM,"34,060","4,380",28,.,"38,468",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"34,060","4,380",28,0,"38,468",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3293,Central Wisconsin Elec Coop,Cooperative,Y,WI,MISO,.,.,.,.,0,"7,997",706,7,.,"8,710",.,.,.,.,.,.,.,.,.,.,"7,997",706,7,0,"8,710","61,370","27,229","14,252",.,"102,851",.,.,.,.,.,.,.,.,.,.
2022,3295,City of Centralia - (WA),Municipal,,WA,BPAT,"8,964","1,549",140,.,"10,653",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,964","1,549",140,0,"10,653",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3296,City of Centralia - (MO),Municipal,Y,MO,MISO,0,115,.,.,115,"2,299",120,.,.,"2,419",.,.,.,.,.,.,.,.,.,.,"2,299",235,0,0,"2,534","25,393","3,635",.,.,"29,028",.,.,.,.,.,.,.,.,.,.
2022,3314,"Chariton Valley Elec Coop, Inc",Cooperative,Y,IA,AECI,.,.,.,.,0,"5,001","1,211",6,.,"6,218",.,.,.,.,.,.,.,.,.,.,"5,001","1,211",6,0,"6,218","60,534","30,302","11,446",.,"102,282",.,.,.,.,.,.,.,.,.,.
2022,3315,"Charles Mix Electric Assn, Inc",Cooperative,Y,SD,SWPP,"2,271",356,0,.,"2,627",0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,"2,271",356,0,0,"2,627",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3323,Town of Chalmers - (IN),Municipal,Y,IN,MISO,.,.,.,.,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,0,0,1,0,1,.,.,2,.,2,.,.,.,.,.,.,.,.,.,.
2022,3329,Borough of Chambersburg,Municipal,,PA,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,681","1,765",20,.,"11,466","9,681","1,765",20,0,"11,466",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3355,City of Chanute,Municipal,,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,583",935,90,.,"5,608","4,583",935,90,0,"5,608",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3356,City of Ceylon - (MN),Municipal,Y,MN,MISO,.,.,.,.,.,187,42,.,.,229,.,.,.,.,.,.,.,.,.,.,187,42,0,0,229,"1,829",609,.,.,"2,438",.,.,.,.,.,.,.,.,.,.
2022,3366,City of Chapman - (KS),Municipal,Y,KS,SWPP,580,93,.,.,673,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,580,93,0,0,673,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3400,City of Chaska - (MN),Municipal,,MN,MISO,.,.,.,.,0,"9,905",978,108,.,"10,991",.,.,.,.,.,2,7,.,.,9,"9,907",985,108,0,"11,000","84,478","190,279","133,002",.,"407,759",.,.,.,.,.,.,.,.,.,.
2022,3405,Village of Chatham - (IL),Municipal,Y,IL,MISO,"6,311",264,7,.,"6,582",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,311",264,7,0,"6,582",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3408,City of Chattanooga - (TN),Municipal,,GA,TVA,0,0,0,0,0,"9,815","1,188",2,0,"11,005",0,0,0,0,0,0,0,0,0,0,"9,815","1,188",2,0,"11,005","141,918","45,717","24,907",0,"212,542",0,0,0,0,0,0,0,0,0,0
2022,3408,City of Chattanooga - (TN),Municipal,,TN,TVA,0,0,0,0,0,"157,845","25,205",66,0,"183,116",0,0,0,0,0,0,0,0,0,0,"157,845","25,205",66,0,"183,116","2,132,922","2,107,229","1,197,125",0,"5,437,276",0,0,0,0,0,0,0,0,0,0
2022,3413,PUD No 1 of Chelan County,Political Subdivision,,WA,CHPD,"20,009","1,874",176,.,"22,059",239,100,33,.,372,.,.,.,.,.,"20,651","4,532","1,247",.,"26,430","40,899","6,506","1,456",0,"48,861","1,914","65,191","272,158",.,"339,263",.,10,31,.,41,.,.,.,.,.
2022,3420,City of Cheney - (WA),Municipal,Y,WA,AVA,"4,681",467,8,.,"5,156",825,.,.,.,825,.,.,.,.,.,.,.,.,.,.,"5,506",467,8,0,"5,981","3,350",.,.,.,"3,350",.,.,.,.,.,.,.,.,.,.
2022,3426,Cherokee Electric Coop,Cooperative,,AL,TVA,0,0,0,0,0,"18,319","7,254",3,0,"25,576",0,0,0,0,0,0,0,0,0,0,"18,319","7,254",3,0,"25,576","247,723","111,254","129,791",0,"488,768",0,0,0,0,0,0,0,0,0,0
2022,3435,"Cherry-Todd Electric Coop, Inc",Cooperative,Y,NE,SWPP,.,.,.,.,.,849,19,232,.,"1,100",.,.,.,.,.,.,.,.,.,.,849,19,232,0,"1,100","8,756","2,711","23,211",.,"34,678",.,.,.,.,.,.,.,.,.,.
2022,3435,"Cherry-Todd Electric Coop, Inc",Cooperative,Y,SD,SWPP,.,.,.,.,.,"3,600",380,123,.,"4,103",.,.,.,.,.,.,.,.,.,.,"3,600",380,123,0,"4,103","61,167","37,251","9,441",.,"107,859",.,.,.,.,.,.,.,.,.,.
2022,3436,Cherryland Electric Coop Inc,Cooperative,,MI,MISO,.,.,.,.,.,"35,587","3,170",169,.,"38,926",.,.,.,.,.,.,.,.,.,.,"35,587","3,170",169,0,"38,926","291,472","123,029","1,486",.,"415,987","21,246","1,739",14,.,"22,999",.,.,.,.,.
2022,3437,City of Cherryville - (NC),Municipal,Y,NC,DUK,.,.,.,.,.,"2,156",363,6,.,"2,525",.,.,.,.,.,.,.,.,.,.,"2,156",363,6,0,"2,525","23,413","21,525","6,522",.,"51,460",.,.,.,.,.,.,.,.,.,.
2022,3447,Town of Chester,Municipal,Y,MA,ISNE,644,75,23,.,742,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,644,75,23,0,742,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3459,City of Chewelah,Municipal,Y,WA,AVA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3461,Cheyenne Light Fuel & Power,Investor Owned,,WY,WACM,.,.,.,.,.,"39,137","5,274",4,0,"44,415",.,.,.,.,.,.,.,.,.,.,"39,137","5,274",4,0,"44,415","284,205","564,243","1,055,297",0,"1,903,745",.,.,.,.,.,.,.,.,.,.
2022,3470,Cherokee County Elec Coop Assn,Cooperative,,TX,ERCO,"4,048",622,2,.,"4,672","16,838","1,153",.,.,"17,991",0,0,.,.,0,2,0,.,.,2,"20,888","1,775",2,0,"22,665","255,891","43,706",0,.,"299,597",.,.,.,.,.,.,.,.,.,.
2022,3475,City of Chickamauga,Municipal,,GA,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,148,0,0,982,834,148,0,0,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,3477,City of Chicopee - (MA),Municipal,,MA,ISNE,.,.,.,.,0,"22,341","2,655",24,.,"25,020",.,.,.,.,.,866,117,11,.,994,"23,207","2,772",35,0,"26,014","194,168","122,628","77,035",.,"393,831",.,.,.,.,.,.,.,.,.,.
2022,3478,Cimarron Electric Coop,Cooperative,,OK,SWPP,.,.,.,.,.,"14,653","4,172",13,.,"18,838",.,.,.,.,.,.,.,.,.,.,"14,653","4,172",13,0,"18,838","179,737","371,436","189,229",.,"740,402","14,653","4,172",13,.,"18,838",.,.,.,.,.
2022,3486,Chillicothe Municipal Utils,Municipal,Y,MO,SWPP,.,.,.,.,0,"3,737",796,27,.,"4,560",.,.,.,.,.,.,.,.,.,.,"3,737",796,27,0,"4,560","42,688","44,352","7,799",.,"94,839",.,.,.,.,.,.,.,.,.,.
2022,3495,Chimney Rock Public Power Dist,Political Subdivision,Y,NE,WACM,"1,964",996,327,.,"3,287",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,964",996,327,0,"3,287",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3498,Chippewa Valley Electric Coop,Cooperative,Y,WI,MISO,.,.,.,.,.,"7,206",570,29,.,"7,805",.,.,.,.,.,.,.,.,.,.,"7,206",570,29,0,"7,805","87,512","20,031",802,.,"108,345",.,.,.,.,.,.,.,.,.,.
2022,3502,"Choctawhatche Elec Coop, Inc",Cooperative,,FL,,0,0,0,0,0,"55,040","7,736",4,.,"62,780",0,0,0,.,0,24,0,0,.,24,"55,064","7,736",4,0,"62,804","707,089","215,504","15,644",.,"938,237","52,816","7,595",2,.,"60,413","1,260",0,0,.,"1,260"
2022,3503,"Choptank Electric Cooperative, Inc",Cooperative,,MD,PJM,.,.,.,.,.,"49,978","5,911",161,.,"56,050",.,.,.,.,.,91,1,.,.,92,"50,069","5,912",161,0,"56,142","692,110","227,594","126,698",.,"1,046,402","49,978","5,822",30,.,"55,830",.,.,.,.,.
2022,3522,Chugach Electric Assn Inc,Cooperative,,AK,CEA,3,68,.,.,71,"98,948","16,275",7,.,"115,230",.,.,.,.,.,.,27,.,.,27,"98,951","16,370",7,0,"115,328","592,543","972,881","63,281",.,"1,628,705","96,750","16,275",7,.,"113,032",.,.,.,.,.
2022,3525,Village of Churchville - (NY),Municipal,Y,NY,NYIS,"1,016",103,.,.,"1,119",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,016",103,0,0,"1,119",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3527,Choctaw Electric Coop Inc,Cooperative,,OK,SWPP,.,.,.,.,.,"20,623",309,.,.,"20,932",.,.,.,.,.,.,.,2,.,2,"20,623",309,2,0,"20,934","298,265","102,140",.,.,"400,405","20,623",309,0,.,"20,932",.,.,.,.,.
2022,3535,City of Cimarron - (KS),Municipal,Y,KS,SWPP,932,162,8,.,"1,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,932,162,8,0,"1,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3542,Duke Energy Ohio Inc,Investor Owned,,OH,PJM,"4,716","1,717",169,.,"6,602","692,123","91,559","4,388",.,"788,070",.,.,.,.,.,"4,583","5,976",169,.,"10,728","701,422","99,252","4,726",0,"805,400","5,614,507","5,438,521","3,273,133",.,"14,326,161","1,628,369","125,760","6,626",.,"1,760,755",.,.,.,.,.
2022,3597,Citizens Electric Co - (PA),Investor Owned,,PA,PJM,.,.,.,.,.,"5,905","1,166",41,.,"7,112",.,.,.,.,.,.,.,.,.,.,"5,905","1,166",41,0,"7,112","89,686","28,671","45,554",.,"163,911","5,905","1,166",41,.,"7,112",.,.,.,.,.
2022,3600,Citizens Electric Corporation - (MO),Cooperative,,MO,MISO,0,0,0,0,0,"25,027","2,785",103,0,"27,915",.,.,.,.,.,.,.,7,.,7,"25,027","2,785",110,0,"27,922","311,918","105,278","107,151",0,"524,347",.,.,.,.,.,.,.,.,.,.
2022,3634,City of Nixa - (MO),Municipal,Y,MO,SWPP,"7,396",419,39,.,"7,854",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,396",419,39,0,"7,854",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,3641,"Claiborne Electric Coop, Inc",Cooperative,,LA,MISO,.,.,.,.,.,"21,625","2,512",96,.,"24,233",.,.,.,.,.,1,0,2,.,3,"21,626","2,512",98,0,"24,236","313,735","78,766","222,733",.,"615,234",.,.,.,.,.,.,.,.,.,.
