|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Installations.Residential|,|Photovoltaic.Installations.Commercial|,|Photovoltaic.Installations.Industrial|,|Photovoltaic.Installations.Transportation|,|Photovoltaic.Installations.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Installations.Residential|,|Photovoltaic.Storage Installations.Commercial|,|Photovoltaic.Storage Installations.Industrial|,|Photovoltaic.Storage Installations.Transportation|,|Photovoltaic.Storage Installations.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Installations.Residential|,|Wind.Installations.Commercial|,|Wind.Installations.Industrial|,|Wind.Installations.Transportation|,|Wind.Installations.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Installations.Residential|,|Other.Installations.Commercial|,|Other.Installations.Industrial|,|Other.Installations.Transportation|,|Other.Installations.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Installations.Residential|,|All Technologies.Installations.Commercial|,|All Technologies.Installations.Industrial|,|All Technologies.Installations.Transportation|,|All Technologies.Installations.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2022,GA,3248,Central Georgia El Member Corp,SOCO,AC,1.238,0.064,.,.,1.302,196,2,.,.,198,0.327,.,.,.,0.327,27,.,.,.,27,0.559,.,.,.,0.559,273,.,.,.,273,249.500,.,.,.,249.500,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.797,0.064,0.000,0.000,1.861,469,2,0,0,471,249.500,0.000,0.000,0.000,249.500
2022,GA,3843,Coastal Electric Member Corp,SOCO,DC,1.600,.,.,.,1.600,190,.,.,.,190,.,.,.,.,0.000,.,.,.,.,0,1.700,0.160,2.000,.,3.860,441,2,1,.,444,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.300,0.160,2.000,0.000,5.460,631,2,1,0,634,0.000,0.000,0.000,0.000,0.000
2022,GA,3916,Cobb Electric Membership Corp,SOCO,AC,2.899,3.329,.,.,6.228,454,41,.,.,495,.,1.100,.,.,1.100,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0,155.656,86.352,.,.,242.008,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.899,3.329,0.000,0.000,6.228,454,41,0,0,495,155.656,86.352,0.000,0.000,242.008
2022,GA,4432,Coweta-Fayette El Member Corp,SOCO,AC,1.336,0.629,.,.,1.965,192,3,.,.,195,0.673,.,.,.,0.673,59,.,.,.,59,.,.,.,.,0.000,.,.,.,.,0,593.000,337.000,.,.,930.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.336,0.629,0.000,0.000,1.965,192,3,0,0,195,593.000,337.000,0.000,0.000,930.000
2022,GA,4433,City of Covington - (GA),SOCO,AC,0.100,.,.,.,0.100,12,.,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.100,0.000,0.000,0.000,0.100,12,0,0,0,12,0.000,0.000,0.000,0.000,0.000
2022,GA,4538,Crisp County Power Comm,SOCO,AC,0.016,0.030,.,.,0.046,2,1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.632,1.782,.,.,19.414,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.030,0.000,0.000,0.046,2,1,0,0,3,17.632,1.782,0.000,0.000,19.414
2022,GA,5905,Excelsior Electric Member Corp,SOCO,AC,0.651,0.070,0.000,0.000,0.721,59,2,0,0,61,0.193,0.000,0.000,0.000,0.193,29,0,0,0,29,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,249.200,8.200,0.000,0.000,257.400,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.651,0.070,0.000,0.000,0.721,59,2,0,0,61,249.200,8.200,0.000,0.000,257.400
2022,GA,6411,Flint Electric Membership Corp,SOCO,AC,3.043,0.479,.,.,3.522,421,18,.,.,439,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,395.199",.,.,.,"1,395.199",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.043,0.479,0.000,0.000,3.522,421,18,0,0,439,"1,395.199",0.000,0.000,0.000,"1,395.199"
2022,GA,7090,GreyStone Power Corporation,SOCO,DC,1.449,0.044,.,.,1.493,231,3,.,.,234,0.228,.,.,.,0.228,19,.,.,.,19,2.000,.,.,.,2.000,652,.,.,.,652,"2,430.100",.,.,.,"2,430.100",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.449,0.044,0.000,0.000,3.493,883,3,0,0,886,"2,430.100",0.000,0.000,0.000,"2,430.100"
2022,GA,7450,Grady Electric Membership Corp,SOCO,AC,0.520,0.020,.,.,0.540,52,1,.,.,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,.,.,0.000,0.520,0.020,0.000,0.000,0.540,52,1,0,0,53,0.000,0.000,0.000,0.000,0.000
2022,GA,7887,Habersham Electric Membership Corp,SOCO,AC,0.970,0.280,.,.,1.250,113,4,.,.,117,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.970,0.280,0.000,0.000,1.250,113,4,0,0,117,0.000,0.000,0.000,0.000,0.000
2022,GA,8210,Hart Electric Member Corp,SOCO,AC,1.196,.,.,.,1.196,116,.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.565,.,.,.,0.565,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.196,0.000,0.000,0.000,1.196,116,0,0,0,116,0.565,0.000,0.000,0.000,0.565
2022,GA,9431,Irwin Electric Membership Corp,SOCO,AC,0.232,0.150,.,.,0.382,29,3,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.232,0.150,0.000,0.000,0.382,29,3,0,0,32,0.000,0.000,0.000,0.000,0.000
2022,GA,9601,Jackson Electric Member Corp - (GA),SOCO,DC,6.435,3.508,.,.,9.943,836,26,.,.,862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,171.952,48.557,.,.,220.509,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.435,3.508,0.000,0.000,9.943,836,26,0,0,862,171.952,48.557,0.000,0.000,220.509
2022,GA,9689,Jefferson Electric Member Corp,SOCO,AC,1.050,0.110,.,.,1.160,154,7,0,0,161,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0.000,0,0,0,0,0,.,.,.,.,0.000,.,.,.,.,0.000,0,0,0,0,0,.,.,.,.,0.000,1.050,0.110,0.000,0.000,1.160,154,7,0,0,161,0.000,0.000,0.000,0.000,0.000
2022,GA,10624,Southern Rivers Energy,SOCO,AC,1.012,0.288,.,.,1.300,104,4,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.011,.,.,.,0.011,2,.,.,.,2,.,.,.,.,0.000,1.023,0.288,0.000,0.000,1.311,106,4,0,0,110,0.000,0.000,0.000,0.000,0.000
2022,GA,10800,City of Lawrenceville - (GA),SOCO,AC,0.051,.,.,.,0.051,19,.,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46.280,.,.,.,46.280,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.051,0.000,0.000,0.000,0.051,19,0,0,0,19,46.280,0.000,0.000,0.000,46.280
2022,GA,11646,City of Marietta - (GA),SOCO,AC,0.145,0.095,.,.,0.240,26,2,.,.,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65.149,85.105,.,.,150.254,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.145,0.095,0.000,0.000,0.240,26,2,0,0,28,65.149,85.105,0.000,0.000,150.254
2022,GA,12706,Mitchell Electric Member Corp,SOCO,AC,0.314,0.396,.,.,0.710,76,11,.,.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.314,0.396,0.000,0.000,0.710,76,11,0,0,87,0.000,0.000,0.000,0.000,0.000
2022,GA,13962,Oconee Electric Member Corp,SOCO,AC,0.233,.,.,.,0.233,31,.,.,.,31,0.047,.,.,.,0.047,9,.,.,.,9,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.233,0.000,0.000,0.000,0.233,31,0,0,0,31,0.000,0.000,0.000,0.000,0.000
2022,GA,15700,Rayle Electric Membership Corp,SOCO,AC,0.546,.,.,.,0.546,65,.,.,.,65,0.012,.,.,.,0.012,1,.,.,.,1,0.000,.,.,.,0.000,0,.,.,.,0,202.100,.,.,.,202.100,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.546,0.000,0.000,0.000,0.546,65,0,0,0,65,202.100,0.000,0.000,0.000,202.100
2022,GA,16674,Satilla Rural Elec Member Corporation,SOCO,AC,0.810,1.350,.,.,2.160,85,20,.,.,105,.,.,.,.,0.000,.,.,.,.,0,1.000,.,.,.,1.000,195,.,.,.,195,352.000,745.000,.,.,"1,097.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.810,1.350,0.000,0.000,3.160,280,20,0,0,300,352.000,745.000,0.000,0.000,"1,097.000"
2022,GA,16865,Sawnee Electric Membership Corporation,SOCO,AC,2.519,0.767,0.899,0.000,4.185,422,24,4,0,450,.,.,.,.,0.000,.,.,.,.,0,2.750,0.193,.,.,2.943,261,10,.,.,271,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.269,0.960,0.899,0.000,7.128,683,34,4,0,721,0.000,0.000,0.000,0.000,0.000
2022,GA,18305,Sumter Electric Member Corp,SOCO,AC,0.392,0.525,.,.,0.917,53,6,.,.,59,0.243,.,.,.,0.243,18,.,.,.,18,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.392,0.525,0.000,0.000,0.917,53,6,0,0,59,0.000,0.000,0.000,0.000,0.000
2022,GA,18397,City of Sylvania - (GA),SOCO,AC,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.003,0.000,0.000,0.000,0.003,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2022,GA,18499,Three Notch Elec Member Corp,SEPA,AC,0.358,0.250,.,.,0.608,44,4,.,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.358,0.250,0.000,0.000,0.608,44,4,0,0,48,0.000,0.000,0.000,0.000,0.000
2022,GA,18848,City of Thomasville - (GA),SOCO,AC,0.099,0.035,.,.,0.134,6,1,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.099,0.035,0.000,0.000,0.134,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000
2022,GA,18956,Tri-County Elec Member Corp (GA),SOCO,AC,0.304,.,.,.,0.304,46,.,.,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150.906,.,.,.,150.906,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.304,0.000,0.000,0.000,0.304,46,0,0,0,46,150.906,0.000,0.000,0.000,150.906
2022,GA,19219,Diverse Power Incorporated,SOCO,AC,0.499,.,.,.,0.499,64,.,.,.,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,306.995,.,.,.,306.995,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.499,0.000,0.000,0.000,0.499,64,0,0,0,64,306.995,0.000,0.000,0.000,306.995
2022,GA,20065,Walton Electric Member Corp,SOCO,AC,1.509,0.359,.,.,1.868,524,5,.,.,529,.,.,.,.,0.000,.,.,.,.,0,6.500,.,.,.,6.500,"1,941",.,.,.,"1,941",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.009,0.359,0.000,0.000,8.368,"2,465",5,0,0,"2,470",0.000,0.000,0.000,0.000,0.000
2022,GA,20146,Washington Elec Member Corp,SOCO,DC,0.220,.,.,.,0.220,22,.,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90.139,.,.,.,90.139,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.075,.,.,0.075,.,1,.,.,1,.,0.000,.,.,0.000,0.220,0.075,0.000,0.000,0.295,22,1,0,0,23,90.139,0.000,0.000,0.000,90.139
2022,GA,31833,Okefenoke Rural El Member Corp,SOCO,AC,0.640,0.056,.,.,0.696,79,2,.,.,81,.,.,.,.,0.000,.,.,.,.,0,1.968,.,.,.,1.968,164,.,.,.,164,0.289,.,.,.,0.289,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.608,0.056,0.000,0.000,2.664,243,2,0,0,245,0.289,0.000,0.000,0.000,0.289
2022,GA,40212,Colquitt Electric Membership Corp,SOCO,AC,1.244,0.270,.,.,1.514,156,2,.,.,158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,589.329,16.120,.,.,605.449,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.244,0.270,0.000,0.000,1.514,156,2,0,0,158,589.329,16.120,0.000,0.000,605.449
2022,GA,99999,Adjustment 2022,SOCO,,-1.913,-0.659,.,.,-2.572,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.645,-0.028,-0.349,.,-1.022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-2.558,-0.686,-0.349,.,-3.594,.,.,.,.,.,.,.,.,.,.
2022,HI,8287,Hawaii Electric Light Co Inc,NA,AC,70.596,21.285,1.431,.,93.312,"12,902",729,31,.,"13,662",9.413,1.098,0.003,.,10.514,"1,300",25,1,.,"1,326",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,.,0.167,.,0.217,15,.,3,.,18,.,.,.,.,0.000,.,.,0.049,.,0.049,.,.,1,.,1,.,.,.,.,0.000,70.646,21.285,1.647,0.000,93.578,"12,917",729,35,0,"13,681",0.000,0.000,0.000,0.000,0.000
2022,HI,10071,Kauai Island Utility Cooperative,NA,AC,22.575,10.457,0.000,0.000,33.032,"5,163",394,0,0,"5,557",10.726,0.000,0.000,0.000,10.726,"1,445",0,0,0,"1,445",0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"17,603.743","5,718.199",0.000,0.000,"23,321.942",0.010,0.001,0.000,0.000,0.011,6,1,0,0,7,3.519,0.000,0.000,0.000,3.519,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,22.585,10.458,0.000,0.000,33.043,"5,169",395,0,0,"5,564","17,607.262","5,718.199",0.000,0.000,"23,325.461"
2022,HI,11843,Maui Electric Co Ltd,NA,AC,68.073,29.054,.,.,97.127,"12,625","1,025",.,.,"13,650",11.298,1.064,.,.,12.362,"1,426",35,.,.,"1,461",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.021,0.057,.,.,0.078,7,5,.,.,12,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,68.094,29.111,0.000,0.000,97.205,"12,632","1,030",0,0,"13,662",0.000,0.000,0.000,0.000,0.000
2022,HI,19547,Hawaiian Electric Co Inc,HECO,AC,297.334,64.535,.,.,361.869,"58,890","1,733",.,.,"60,623",54.169,0.406,.,.,54.575,"7,205",25,.,.,"7,230",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.024,.,.,0.025,1,3,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,297.335,64.559,0.000,0.000,361.894,"58,891","1,736",0,0,"60,627",0.000,0.000,0.000,0.000,0.000
2022,IA,554,City of Ames - (IA),MISO,AC,0.540,0.750,.,.,1.290,153,19,.,.,172,0.033,.,.,.,0.033,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.540,0.750,0.000,0.000,1.290,153,19,0,0,172,0.000,0.000,0.000,0.000,0.000
2022,IA,2652,Butler County Rural Elec Coop - (IA),SWPP,AC,0.014,.,.,.,0.014,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.014,.,.,.,0.014,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.000,0.000,0.000,0.028,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2022,IA,3203,Cedar Falls Utilities,MISO,AC,0.387,0.043,0.000,0.000,0.430,45,4,0,0,49,0.019,0.000,0.000,0.000,0.019,2,0,0,0,2,.,.,.,.,0.000,.,.,.,.,0,108.822,84.467,.,.,193.289,0.004,.,.,.,0.004,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.391,0.043,0.000,0.000,0.434,47,4,0,0,51,108.822,84.467,0.000,0.000,193.289
2022,IA,5588,East-Central Iowa Rural Elec Coop,MISO,AC,0.072,0.118,.,.,0.190,6,3,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.200,0.000,.,.,3.200,0.062,.,.,.,0.062,5,.,.,.,5,20.737,.,.,.,20.737,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.134,0.118,0.000,0.000,0.252,11,3,0,0,14,23.937,0.000,0.000,0.000,23.937
2022,IA,5605,Eastern Iowa Light & Power Coop,MISO,AC,2.540,1.408,.,.,3.948,243,65,.,.,308,0.183,.,.,.,0.183,20,.,.,.,20,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.047,0.010,.,.,0.057,5,2,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.587,1.418,0.000,0.000,4.005,248,67,0,0,315,0.000,0.000,0.000,0.000,0.000
2022,IA,8319,Heartland Power Coop,MISO,AC,0.036,.,.,.,0.036,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0,0.852,.,.,.,0.852,147,.,.,.,147,223.676,.,.,.,223.676,0.062,.,.,.,0.062,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.950,0.000,0.000,0.000,0.950,155,0,0,0,155,223.676,0.000,0.000,0.000,223.676
2022,IA,9230,City of Independence - (IA),MISO,DC,0.022,0.017,0.000,0.000,0.039,5,3,0,0,8,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.022,0.017,0.000,0.000,0.039,5,3,0,0,8,0.000,0.000,0.000,0.000,0.000
2022,IA,9417,Interstate Power and Light Co,MISO,AC,51.348,81.977,1.693,.,135.018,"6,129","2,433",14,.,"8,576",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.291,4.218,0.010,.,4.519,39,67,1,.,107,.,.,.,.,0.000,.,0.400,.,.,0.400,.,1,.,.,1,.,.,.,.,0.000,51.639,86.595,1.703,0.000,139.937,"6,168","2,501",15,0,"8,684",0.000,0.000,0.000,0.000,0.000
2022,IA,9425,Iowa Lakes Electric Coop,SWPP,AC,0.375,3.212,.,.,3.587,30,86,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.049,0.089,.,.,0.138,4,3,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.424,3.301,0.000,0.000,3.725,34,89,0,0,123,0.000,0.000,0.000,0.000,0.000
2022,IA,11053,Linn County REC,MISO,AC,4.420,1.040,0.004,.,5.464,538,46,6,.,590,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,427.880,90.500,0.000,.,518.380,0.030,.,0.003,.,0.033,2,.,1,.,3,0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.450,1.040,0.007,0.000,5.497,540,46,7,0,593,427.880,90.500,0.000,0.000,518.380
2022,IA,11611,City of Maquoketa - (IA),MISO,DC,0.024,0.182,0.000,0.000,0.206,4,3,0,0,7,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.024,0.182,0.000,0.000,0.206,4,3,0,0,7,0.000,0.000,0.000,0.000,0.000
2022,IA,11788,Consumers Energy,MISO,AC,0.188,.,.,.,0.188,17,.,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,132.515,.,.,.,132.515,0.063,.,.,.,0.063,8,.,.,.,8,19.484,.,.,.,19.484,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.251,0.000,0.000,0.000,0.251,25,0,0,0,25,151.999,0.000,0.000,0.000,151.999
2022,IA,12341,MidAmerican Energy Co,MISO,AC,20.539,17.227,5.222,.,42.988,"2,513",419,18,.,"2,950",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,589.261","3,641.177",442.337,.,"11,672.775",0.389,0.959,0.006,.,1.354,42,25,1,.,68,30.272,106.272,.,.,136.544,.,.,2.000,.,2.000,.,.,1,.,1,.,.,.,.,0.000,20.928,18.186,7.228,0.000,46.342,"2,555",444,20,0,"3,019","7,619.533","3,747.449",442.337,0.000,"11,809.319"
