|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Installations.Residential|,|Photovoltaic.Installations.Commercial|,|Photovoltaic.Installations.Industrial|,|Photovoltaic.Installations.Transportation|,|Photovoltaic.Installations.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Installations.Residential|,|Photovoltaic.Storage Installations.Commercial|,|Photovoltaic.Storage Installations.Industrial|,|Photovoltaic.Storage Installations.Transportation|,|Photovoltaic.Storage Installations.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Installations.Residential|,|Wind.Installations.Commercial|,|Wind.Installations.Industrial|,|Wind.Installations.Transportation|,|Wind.Installations.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Installations.Residential|,|Other.Installations.Commercial|,|Other.Installations.Industrial|,|Other.Installations.Transportation|,|Other.Installations.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Installations.Residential|,|All Technologies.Installations.Commercial|,|All Technologies.Installations.Industrial|,|All Technologies.Installations.Transportation|,|All Technologies.Installations.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2022,TX,5063,City of Denton - (TX),ERCO,AC,6.150,2.051,0.450,.,8.651,959,27,3,.,989,0.220,0.000,0.000,.,0.220,38,.,.,.,38,.,.,.,.,0.000,.,.,.,.,0,16.580,.,.,.,16.580,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.150,2.051,0.450,0.000,8.651,959,27,3,0,989,16.580,0.000,0.000,0.000,16.580
2022,TX,5078,"Denton County Elec Coop, Inc",ERCO,DC,53.619,1.366,.,.,54.985,"5,727",23,.,.,"5,750",3.720,.,.,.,3.720,655,.,.,.,655,.,.,.,.,0.000,.,.,.,.,0,"38,701.730",310.126,.,.,"39,011.856",0.076,0.004,.,.,0.080,26,4,.,.,30,18.000,0.014,.,.,18.014,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,53.695,1.370,0.000,0.000,55.065,"5,753",27,0,0,"5,780","38,719.730",310.140,0.000,0.000,"39,029.870"
2022,TX,5701,El Paso Electric Co,EPE,AC,106.595,3.664,0.000,0.000,110.259,"20,922",128,0,0,"21,050",1.083,0.008,0.000,0.000,1.091,123,1,0,0,124,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"21,358.288",331.860,0.000,0.000,"21,690.148",0.025,0.048,0.000,0.000,0.073,5,4,0,0,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,106.620,3.712,0.000,0.000,110.332,"20,927",132,0,0,"21,059","21,358.288",331.860,0.000,0.000,"21,690.148"
2022,TX,6182,"Farmers Electric Coop, Inc - (TX)",ERCO,AC,14.917,.,.,.,14.917,"1,922",.,.,.,"1,922",0.785,.,.,.,0.785,77,.,.,.,77,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.112,.,.,.,0.112,42,.,.,.,42,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.029,0.000,0.000,0.000,15.029,"1,964",0,0,0,"1,964",0.000,0.000,0.000,0.000,0.000
2022,TX,6183,"Fayette Electric Coop, Inc",ERCO,DC,1.171,0.046,.,.,1.217,110,2,.,.,112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.171,0.046,0.000,0.000,1.217,110,2,0,0,112,0.000,0.000,0.000,0.000,0.000
2022,TX,6427,City of Floresville,ERCO,AC,2.282,0.367,.,.,2.649,216,14,.,.,230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.282,0.367,0.000,0.000,2.649,216,14,0,0,230,0.000,0.000,0.000,0.000,0.000
2022,TX,7129,City of Georgetown - (TX),ERCO,AC,4.700,0.280,.,.,4.980,598,26,.,.,624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.700,0.280,0.000,0.000,4.980,598,26,0,0,624,0.000,0.000,0.000,0.000,0.000
2022,TX,7559,"Grayson-Collin Elec Coop, Inc",ERCO,AC,21.299,.,.,.,21.299,"2,035",.,.,.,"2,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.088,.,.,.,0.088,21,.,.,.,21,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,21.387,0.000,0.000,0.000,21.387,"2,056",0,0,0,"2,056",0.000,0.000,0.000,0.000,0.000
2022,TX,7752,Guadalupe Valley Elec Coop Inc,ERCO,AC,24.819,0.658,.,.,25.477,"3,313",47,.,.,"3,360",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,640.363",165.278,.,.,"11,805.641",0.108,0.002,.,.,0.110,25,1,.,.,26,12.051,0.476,.,.,12.527,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,24.927,0.660,0.000,0.000,25.587,"3,338",48,0,0,"3,386","11,652.414",165.754,0.000,0.000,"11,818.168"
2022,TX,7979,Hamilton County Elec Coop Assn,ERCO,DC,3.661,0.248,.,.,3.909,354,5,.,.,359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.051,.,.,.,0.051,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.712,0.248,0.000,0.000,3.960,365,5,0,0,370,0.000,0.000,0.000,0.000,0.000
2022,TX,8620,"HILCO Electric Cooperative, Inc.",ERCO,AC,7.067,.,.,.,7.067,726,.,.,.,726,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.036,.,.,.,0.036,21,.,.,.,21,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.103,0.000,0.000,0.000,7.103,747,0,0,0,747,0.000,0.000,0.000,0.000,0.000
2022,TX,8898,Houston County Elec Coop Inc,ERCO,AC,0.900,.,.,.,0.900,83,.,.,.,83,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.900,0.000,0.000,0.000,0.900,83,0,0,0,83,0.000,0.000,0.000,0.000,0.000
2022,TX,9590,"Jackson Electric Coop, Inc - (TX)",ERCO,AC,0.471,.,.,.,0.471,41,.,.,.,41,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.471,0.000,0.000,0.000,0.471,41,0,0,0,41,0.000,0.000,0.000,0.000,0.000
2022,TX,9668,"Jasper-Newton Elec Coop, Inc",MISO,AC,0.473,0.018,0.000,0.000,0.491,54,1,0,0,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.473,0.018,0.000,0.000,0.491,54,1,0,0,55,0.000,0.000,0.000,0.000,0.000
2022,TX,10009,Karnes Electric Coop Inc,ERCO,AC,1.080,0.267,.,.,1.347,101,4,.,.,105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.022,0.002,.,.,0.024,6,1,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.102,0.269,0.000,0.000,1.371,107,5,0,0,112,0.000,0.000,0.000,0.000,0.000
2022,TX,11014,"Lighthouse Electric Coop, Inc",ERCO,AC,0.260,.,.,.,0.260,15,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77.405,.,.,.,77.405,0.022,.,.,.,0.022,3,.,.,.,3,6.674,.,.,.,6.674,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.282,0.000,0.000,0.000,0.282,18,0,0,0,18,84.079,0.000,0.000,0.000,84.079
2022,TX,11292,City of Lubbock - (TX),ERCO,AC,8.260,.,.,.,8.260,"1,085",.,.,.,"1,085",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.260,0.000,0.000,0.000,8.260,"1,085",0,0,0,"1,085",0.000,0.000,0.000,0.000,0.000
2022,TX,11501,Magic Valley Electric Coop Inc,ERCO,AC,15.126,0.831,.,.,15.957,"1,563",20,.,.,"1,583",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.011,0.033,.,.,0.044,4,6,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.137,0.864,0.000,0.000,16.001,"1,567",26,0,0,"1,593",0.000,0.000,0.000,0.000,0.000
2022,TX,12268,"Medina Electric Coop, Inc",ERCO,AC,2.800,.,.,.,2.800,250,.,.,.,250,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.084,.,.,.,0.084,27,.,.,.,27,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.884,0.000,0.000,0.000,2.884,277,0,0,0,277,0.000,0.000,0.000,0.000,0.000
2022,TX,12452,Mid-South Electric Coop Assn,ERCO,AC,2.970,0.020,.,.,2.990,271,1,.,.,272,.,.,.,.,0.000,.,.,.,.,0,1.944,.,.,.,1.944,392,.,.,.,392,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.914,0.020,0.000,0.000,4.934,663,1,0,0,664,0.000,0.000,0.000,0.000,0.000
2022,TX,13332,"Navarro County Elec Coop, Inc",ERCO,AC,2.477,0.002,.,.,2.479,206,1,.,.,207,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.027,.,.,.,0.027,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.504,0.002,0.000,0.000,2.506,212,1,0,0,213,0.000,0.000,0.000,0.000,0.000
2022,TX,13418,City of New Braunfels - (TX),ERCO,AC,3.501,1.583,.,.,5.084,559,11,.,.,570,0.091,0.000,.,.,0.091,18,0,.,.,18,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.503,1.583,0.000,0.000,5.086,560,11,0,0,571,0.000,0.000,0.000,0.000,0.000
2022,TX,13757,North Plains Electric Coop Inc,SWPP,AC,0.070,.,.,.,0.070,8,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.070,0.000,0.000,0.000,0.070,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000
2022,TX,14626,"Pedernales Electric Coop, Inc",ERCO,DC,69.840,2.115,.,.,71.955,"8,280",75,.,.,"8,355",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,69.850,2.115,0.000,0.000,71.965,"8,284",75,0,0,"8,359",0.000,0.000,0.000,0.000,0.000
2022,TX,16057,"Rio Grande Electric Coop, Inc",ERCO,DC,1.287,0.122,0.025,.,1.434,66,3,2,.,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,732.401",226.334,0.003,.,"1,958.738",0.008,.,.,.,0.008,3,.,.,.,3,1.401,.,.,.,1.401,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.295,0.122,0.025,0.000,1.442,69,3,2,0,74,"1,733.802",226.334,0.003,0.000,"1,960.139"
2022,TX,16063,"Rita Blanca Electric Coop, Inc",SWPP,AC,0.072,.,.,.,0.072,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.072,0.000,0.000,0.000,0.072,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000
2022,TX,16146,"Navasota Valley Elec Coop, Inc",ERCO,DC,1.664,0.300,.,.,1.964,163,4,.,.,167,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.013,.,.,.,0.013,6,.,.,.,6,.,.,.,.,0.000,0.338,0.073,.,.,0.411,60,2,.,.,62,.,.,.,.,0.000,2.015,0.373,0.000,0.000,2.388,229,6,0,0,235,0.000,0.000,0.000,0.000,0.000
2022,TX,16461,"Rusk County Electric Coop, Inc",SWPP,AC,1.096,.,.,.,1.096,99,.,.,.,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,600.102,.,.,.,600.102,0.016,.,.,.,0.016,1,.,.,.,1,5.462,.,.,.,5.462,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.112,0.000,0.000,0.000,1.112,100,0,0,0,100,605.564,0.000,0.000,0.000,605.564
2022,TX,16604,City of San Antonio - (TX),ERCO,DC,288.353,84.245,.,.,372.598,"35,309",772,.,.,"36,081",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,288.353,84.245,0.000,0.000,372.598,"35,309",772,0,0,"36,081",0.000,0.000,0.000,0.000,0.000
2022,TX,16627,San Patricio Electric Coop Inc,ERCO,AC,0.603,.,.,.,0.603,58,.,.,.,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.011,.,.,.,0.011,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.614,0.000,0.000,0.000,0.614,60,0,0,0,60,0.000,0.000,0.000,0.000,0.000
2022,TX,16638,"San Bernard Electric Coop, Inc",ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,3.191,.,.,.,3.191,264,.,.,.,264,.,.,.,.,0.000,0.007,.,.,.,0.007,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.198,0.000,0.000,0.000,3.198,266,0,0,0,266,0.000,0.000,0.000,0.000,0.000
2022,TX,17561,South Plains Electric Coop Inc,ERCO,DC,0.150,.,.,.,0.150,15,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.150,0.000,0.000,0.000,0.150,15,0,0,0,15,0.000,0.000,0.000,0.000,0.000
2022,TX,17561,South Plains Electric Coop Inc,SWPP,DC,0.794,0.032,.,.,0.826,832,3,.,.,835,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.794,0.032,0.000,0.000,0.826,832,3,0,0,835,0.000,0.000,0.000,0.000,0.000
2022,TX,17671,Southwest Arkansas E C C,MISO,AC,0.028,.,.,.,0.028,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.028,0.000,0.000,0.000,0.028,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2022,TX,18976,Trinity Valley Elec Coop Inc,ERCO,AC,11.498,0.132,.,.,11.630,"1,191",13,.,.,"1,204",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,415.266",1.567,.,.,"6,416.833",0.062,0.010,.,.,0.072,24,1,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.560,0.142,0.000,0.000,11.702,"1,215",14,0,0,"1,229","6,415.266",1.567,0.000,0.000,"6,416.833"
2022,TX,19159,"Tri-County Electric Coop, Inc (TX)",ERCO,AC,12.948,.,.,.,12.948,"1,935",.,.,.,"1,935",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.033,.,.,.,0.033,32,.,.,.,32,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,12.981,0.000,0.000,0.000,12.981,"1,967",0,0,0,"1,967",0.000,0.000,0.000,0.000,0.000
2022,TX,19160,"Tri-County Electric Coop, Inc (OK)",SWPP,DC,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,0.011,.,.,.,0.011,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.000,0.000,0.000,0.016,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000
2022,TX,19490,United Electric Coop Service Inc - (TX),ERCO,DC,15.076,0.581,.,.,15.657,"1,290",29,.,.,"1,319",0.820,.,.,.,0.820,69,.,.,.,69,.,.,.,.,0.000,.,.,.,.,0,"5,871.953",219.720,.,.,"6,091.673",0.124,0.017,.,.,0.141,32,4,.,.,36,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.200,0.598,0.000,0.000,15.798,"1,322",33,0,0,"1,355","5,871.953",219.720,0.000,0.000,"6,091.673"
2022,TX,19579,Upshur Rural Elec Coop Corp,SWPP,AC,2.960,.,.,.,2.960,267,.,.,.,267,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,317.168",.,.,.,"1,317.168",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.960,0.000,0.000,0.000,2.960,267,0,0,0,267,"1,317.168",0.000,0.000,0.000,"1,317.168"
2022,TX,19806,"Victoria Electric Coop, Inc",ERCO,DC,1.070,0.010,0.000,0.000,1.080,94,1,0,0,95,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,548.829,1.460,0.000,0.000,550.289,0.025,0.006,0.000,0.000,0.031,4,1,0,0,5,3.961,0.000,0.000,0.000,3.961,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.095,0.016,0.000,0.000,1.111,98,2,0,0,100,552.790,1.460,0.000,0.000,554.250
2022,TX,20230,Weatherford Mun Utility System,ERCO,AC,1.215,0.180,.,.,1.395,139,5,.,.,144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.217,0.180,0.000,0.000,1.397,140,5,0,0,145,0.000,0.000,0.000,0.000,0.000
2022,TX,20948,Wise Electric Coop Inc,ERCO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,4.873,0.530,.,.,5.403,367,47,.,.,414,.,.,.,.,0.000,0.054,.,.,.,0.054,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.927,0.530,0.000,0.000,5.457,373,47,0,0,420,0.000,0.000,0.000,0.000,0.000
2022,TX,28604,Kerrville Public Utility Board,ERCO,DC,1.039,5.230,.,.,6.269,129,21,.,.,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.039,5.230,0.000,0.000,6.269,129,21,0,0,150,0.000,0.000,0.000,0.000,0.000
2022,TX,28978,City of San Marcos - (TX),ERCO,DC,0.603,4.081,.,.,4.684,103,13,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,304.943,117.730,.,.,422.673,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.603,4.081,0.000,0.000,4.684,103,13,0,0,116,304.943,117.730,0.000,0.000,422.673
2022,TX,55937,Entergy Texas Inc.,MISO,DC,25.181,0.871,0.076,.,26.128,"2,653",34,9,.,"2,696",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.008,.,.,.,0.008,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,25.189,0.871,0.076,0.000,26.136,"2,656",34,9,0,"2,699",0.000,0.000,0.000,0.000,0.000
2022,TX,55982,Heart of Texas Electric Coop,ERCO,AC,2.330,.,.,.,2.330,234,.,.,.,234,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.027,.,.,.,0.027,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.357,0.000,0.000,0.000,2.357,241,0,0,0,241,0.000,0.000,0.000,0.000,0.000
2022,TX,99999,Adjustment 2022,ERCO,,-77.187,-17.167,-0.029,0.000,-94.384,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.173,0.000,0.000,0.000,-0.173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-77.360,-17.167,-0.029,0.000,-94.556,.,.,.,.,.,.,.,.,.,.
2022,TX,99999,Adjustment 2022,MISO,,-4.392,-0.152,-0.013,.,-4.557,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-4.392,-0.152,-0.013,.,-4.557,.,.,.,.,.,.,.,.,.,.
2022,TX,99999,Adjustment 2022,SWPP,,-0.139,-0.006,.,.,-0.145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.002,.,.,.,-0.002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.141,-0.006,.,.,-0.147,.,.,.,.,.,.,.,.,.,.
2022,UT,2010,City of Bountiful,PACE,DC,1.554,0.086,.,.,1.640,224,6,.,.,230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.554,0.086,0.000,0.000,1.640,224,6,0,0,230,0.000,0.000,0.000,0.000,0.000
2022,UT,5862,"Empire Electric Assn, Inc",WACM,AC,0.107,0.012,0.000,0.000,0.119,20,2,0,0,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.107,0.012,0.000,0.000,0.119,20,2,0,0,22,0.000,0.000,0.000,0.000,0.000
