|Data Year|,|Utility Number|,|Utility Name|,|Ownership|,|State|,|BA Code|,|Total Revenue (Thousand Dollars)|,|Total Sales (MWh)|,|Total Customers|,|w_heater|,|Net Metering|,|Demand Side Management|,|Time Based Programs|
2022,7864,Grundy County Rural Elec Coop,Cooperative,IA,MISO,"9,292.9","110,500","2,279",.,N,Y,N
2022,8122,Harlan Municipal Utilities - (IA),Municipal,IA,MISO,"6,515.0","59,100","2,900",.,Y,N,Y
2022,8214,City of Hartley - (IA),Municipal,IA,SWPP,"1,683.0","14,276",944,.,N,Y,N
2022,8283,Harrison County Rrl Elec Coop,Cooperative,IA,SWPP,"14,118.0","143,169","3,835",.,Y,N,N
2022,8288,City of Hawarden - (IA),Municipal,IA,MISO,"2,270.0","26,323","1,314",.,N,Y,N
2022,8610,City of Hinton,Municipal,IA,MISO,"1,119.5","10,246",403,.,N,N,N
2022,8847,City of Hopkinton - (IA),Municipal,IA,MISO,743.0,"5,514",387,.,N,N,N
2022,9275,Indianola Municipal Utilities,Municipal,IA,MISO,"15,312.0","122,846","6,287",.,N,Y,Y
2022,10172,City of Marathon - (IA),Municipal,IA,MISO,262.0,"1,666",187,.,N,N,N
2022,10181,Keosauqua Municipal Light & Pwr,Municipal,IA,SWPP,"1,482.0","13,157",638,.,N,N,N
2022,10265,City of Kimballton - (IA),Municipal,IA,SWPP,199.7,"2,122",208,.,N,N,N
2022,10542,La Porte City Utilities,Municipal,IA,MISO,"2,142.0","15,427","1,206",.,N,N,N
2022,10606,City of Lake Mills,Municipal,IA,MISO,"2,294.0","21,463","1,249",.,N,N,N
2022,10608,City of Lake Park - (IA),Municipal,IA,MISO,"1,408.5","12,827",660,.,N,N,N
2022,10617,City of Lake View - (IA),Municipal,IA,MISO,"2,043.8","22,753","1,384",.,N,N,N
2022,10650,City of Lamoni - (IA),Municipal,IA,MISO,"2,347.0","23,069","1,113",.,N,N,N
2022,10706,City of Larchwood - (IA),Municipal,IA,MISO,853.3,"8,911",522,.,N,N,N
2022,10769,City of Laurens - (IA),Municipal,IA,SWPP,"2,093.0","25,675",829,.,N,Y,N
2022,10784,City of Lawler - (IA),Municipal,IA,MISO,331.0,"2,947",322,.,N,N,N
2022,10881,City of Lehigh - (IA),Municipal,IA,MISO,175.0,"2,099",267,.,N,N,N
2022,10908,City of Lenox - (IA),Municipal,IA,MISO,"1,830.0","16,557",738,.,N,N,N
2022,11093,City of Livermore- (IA),Municipal,IA,MISO,412.9,"2,623",218,.,N,N,N
2022,11141,City of Long Grove - (IA),Municipal,IA,MISO,404.2,"3,055",228,.,Y,N,N
2022,11298,Lyon Rural Electric Coop,Cooperative,IA,SWPP,"11,467.0","117,831","2,297",.,Y,Y,N
2022,11568,Town of Manilla - (IA),Municipal,IA,MISO,523.0,"6,239",485,.,N,Y,N
2022,11581,City of Manning,Municipal,IA,SWPP,"3,071.0","36,773",798,.,N,N,N
2022,11609,City of Mapleton- (IA),Municipal,IA,MISO,"1,401.0","12,118",760,.,N,Y,N
2022,12114,City of McGregor- (IA),Municipal,IA,MISO,881.3,"6,350",619,.,Y,Y,N
2022,12541,City of Milford - (IA),Municipal,IA,SWPP,"3,436.0","33,402","1,598",.,Y,Y,N
2022,12839,City of Montezuma - (IA),Municipal,IA,MISO,"2,256.7","21,440",912,.,N,N,N
2022,13038,City of Mt Pleasant - (IA),Municipal,IA,MISO,"8,936.3","72,218","4,068",.,Y,N,N
2022,13382,City of Neola - (IA),Municipal,IA,MISO,951.0,"4,824",460,.,N,N,N
2022,13444,City of New Hampton - (IA),Municipal,IA,MISO,"5,646.0","61,212","2,519",.,N,N,N
2022,13468,New London Municipal Utilities,Municipal,IA,MISO,"1,815.5","14,451","1,253",.,N,N,N
2022,13675,Nishnabotna Valley R E C,Cooperative,IA,SWPP,"18,122.6","175,386","3,710",.,Y,N,N
2022,13684,Nobles Cooperative Electric,Cooperative,IA,MISO,23.8,186,11,.,Y,N,Y
2022,13990,City of Ogden - (IA),Municipal,IA,MISO,"2,085.1","12,871","1,160",.,Y,N,N
2022,14132,City of Onawa - (IA),Municipal,IA,MISO,"3,342.0","31,080","3,342",.,N,N,N
2022,14159,City of Orange City - (IA),Municipal,IA,MISO,"7,676.0","86,167","2,356",.,N,N,N
2022,14166,City of Orient - (IA),Municipal,IA,MISO,312.0,"2,613",221,.,N,N,N
2022,14201,City of Osage - (IA),Municipal,IA,MISO,"5,996.9","54,162","2,405",.,N,Y,N
2022,14202,"Osceola Electric Coop, Inc",Cooperative,IA,SWPP,"6,290.6","62,414","1,252",.,Y,Y,N
2022,14433,City of Panora - (IA),Municipal,IA,MISO,"1,564.0","13,923",762,.,Y,N,N
2022,14473,City of Paton - (IA),Municipal,IA,MISO,127.0,"1,720",142,.,N,N,N
2022,14577,City of Paullina - (IA),Municipal,IA,MISO,892.0,"9,503",660,.,N,N,N
2022,14645,City of Pella - (IA),Municipal,IA,MISO,"17,673.8","195,335","5,197",.,Y,Y,N
2022,15180,City of Pocahontas - (IA),Municipal,IA,MISO,"2,054.0","20,656","1,162",.,N,N,N
2022,15377,City of Primghar - (IA),Municipal,IA,MISO,936.8,"8,749",572,.,N,N,N
2022,15751,City of Readlyn - (IA),Municipal,IA,MISO,712.8,"5,289",376,.,N,Y,N
2022,15846,City of Remsen - (IA),Municipal,IA,MISO,"1,517.0","14,691",876,.,N,N,N
2022,15862,City of Renwick - (IA),Municipal,IA,MISO,606.0,"5,310",174,.,N,N,N
2022,16206,Rock Rapids Municipal Utility,Municipal,IA,SWPP,"2,429.0","28,327","1,422",.,N,N,N
2022,16211,City of Rockford- (IA),Municipal,IA,MISO,957.0,"5,933",453,.,Y,N,N
2022,16528,City of Sabula - (IA),Municipal,IA,MISO,594.0,"3,220",392,.,Y,N,N
2022,16628,City of Sanborn - (IA),Municipal,IA,SWPP,"2,730.6","29,514",776,.,Y,Y,N
2022,16932,City of Sergeant Bluff - (IA),Municipal,IA,MISO,"3,314.7","32,620","2,066",.,N,Y,N
2022,16992,City of Stanton - (IA),Municipal,IA,MISO,672.0,"7,937",366,.,N,N,N
2022,17046,City of Shelby - (IA),Municipal,IA,SWPP,619.0,"6,112",341,.,N,N,N
2022,17141,City of Sibley - (IA),Municipal,IA,MISO,"3,249.0","35,385","1,648",.,N,N,N
2022,17264,City of Sioux Center,Municipal,IA,MISO,"10,664.5","128,698","2,905",.,N,Y,N
2022,17643,"Southern Iowa Elec Coop, Inc",Cooperative,IA,AECI,"11,294.4","78,778","4,774",.,N,N,Y
2022,17783,City of Spencer - (IA),Municipal,IA,MISO,"13,550.0","165,895","6,480",.,N,N,N
2022,18014,City of State Center - (IA),Municipal,IA,MISO,"1,947.0","16,808","1,017",.,Y,Y,N
2022,18177,City of Story City - (IA),Municipal,IA,MISO,"6,902.2","60,920","1,960",.,Y,N,N
2022,18201,City of Stratford - (IA),Municipal,IA,MISO,609.9,"5,009",401,.,Y,N,N
2022,18204,City of Strawberry Point,Municipal,IA,MISO,"1,137.0","8,140",718,.,N,N,N
2022,18231,City of Stuart - (IA),Municipal,IA,MISO,"2,123.5","14,786",978,.,N,N,N
2022,18301,City of Sumner - (IA),Municipal,IA,MISO,"2,289.0","15,889","1,131",.,Y,N,N
2022,18446,T I P Rural Electric Coop,Cooperative,IA,MISO,"16,403.3","148,490","6,553",.,Y,N,N
2022,18947,City of Tipton - (IA),Municipal,IA,MISO,"3,628.5","33,784","1,815",.,N,N,N
2022,19062,City of Traer - (IA),Municipal,IA,MISO,"1,604.0","14,415","1,106",.,Y,N,N
2022,19437,Western Iowa Power Coop,Cooperative,IA,SWPP,"14,332.4","105,263","5,578",.,Y,N,N
2022,19843,City of Villisca - (IA),Municipal,IA,MISO,"1,170.0","11,230",725,.,N,Y,N
2022,19865,City of Vinton - (IA),Municipal,IA,MISO,"4,846.0","39,023","2,565",.,N,N,N
2022,20025,City of Wall Lake - (IA),Municipal,IA,MISO,884.1,"8,851",528,.,N,N,N
2022,20214,Waverly Municipal Elec Utility,Municipal,IA,MISO,"14,540.0","142,696","5,118",.,Y,N,Y
2022,20259,City of Webster City - (IA),Municipal,IA,MISO,"11,042.0","96,913","4,468",.,Y,N,N
2022,20364,City of West Bend,Municipal,IA,MISO,"1,999.0","18,788",611,.,N,N,N
2022,20379,Town of Westfield - (IA),Municipal,IA,SWPP,92.7,834,76,.,N,N,N
2022,20380,City of West Liberty - (IA),Municipal,IA,MISO,"5,259.0","48,816","1,595",.,N,N,N
2022,20396,West Point Utility System,Municipal,IA,MISO,"1,469.0","13,481",782,.,N,N,N
2022,20604,City of Whittemore - (IA),Municipal,IA,MISO,664.9,"5,735",323,.,N,N,N
2022,20789,City of Wilton,Municipal,IA,MISO,"2,599.0","24,040","1,559",.,N,N,N
2022,20835,City of Winterset - (IA),Municipal,IA,MISO,"5,708.0","46,738","2,729",.,N,N,N
2022,20846,City of Woolstock - (IA),Municipal,IA,MISO,200.0,"1,448",126,.,N,N,N
2022,20949,City of Woodbine - (IA),Municipal,IA,SWPP,"1,551.5","15,132",907,.,N,Y,N
2022,20951,Woodbury County Rural E C A,Cooperative,IA,SWPP,"10,432.4","77,377","3,420",.,Y,N,N
2022,22646,"United Electric Coop, Inc - (MO)",Cooperative,IA,AECI,"1,133.6","7,478",533,.,Y,N,N
2022,26765,Pella Cooperative Elec Assn,Cooperative,IA,MISO,"7,958.9","61,085","3,167",.,N,N,Y
2022,27269,City of Stanhope - (IA),Municipal,IA,MISO,473.9,"3,271",239,.,N,N,N
2022,40390,City of Buffalo - (IA),Municipal,IA,MISO,629.0,"4,096",533,.,N,N,N
2022,49986,Southwest Iowa Rural Elec Coop,Cooperative,IA,MISO,"12,461.0","105,028","6,027",.,N,Y,N
2022,60080,Pleasant Hill Community Line,Cooperative,IA,MISO,577.7,"5,317",140,.,N,N,N
2022,244,City of Albion - (ID),Municipal,ID,BPAT,360.0,"4,154",197,.,Y,N,N
2022,1956,City of Bonners Ferry,Municipal,ID,BPAT,"5,451.0","80,111","2,763",.,N,N,N
2022,2545,City of Burley - (ID),Municipal,ID,BPAT,"9,767.0","125,863","4,857",.,Y,N,N
2022,3739,Clearwater Power Company,Cooperative,ID,AVA,"20,721.3","192,018","10,201",.,Y,N,N
2022,5584,East End Mutual Elec Co Ltd,Cooperative,ID,BPAT,"2,180.0","26,946",803,.,N,N,N
2022,6155,"Farmers Electric Company, Ltd - (ID)",Cooperative,ID,BPAT,265.0,"4,126",142,.,N,N,N
2022,7084,City of Declo - (ID),Municipal,ID,BPAT,33.0,360,134,.,N,N,N
2022,8532,City of Heyburn - (ID),Municipal,ID,BPAT,"3,970.7","61,825","1,561",.,N,N,N
2022,9186,"Idaho County L&P Coop Assn, Inc",Cooperative,ID,AVA,"6,903.3","63,946","4,350",.,Y,N,N
2022,11211,Lost River Electric Coop Inc,Cooperative,ID,PACE,"7,054.3","89,858","2,886",.,N,Y,N
2022,12609,City of Minidoka - (ID),Municipal,ID,BPAT,70.0,773,47,.,N,N,N
2022,15297,City of Plummer - (ID),Municipal,ID,AVA,"2,559.0","34,820","1,000",.,N,N,Y
2022,16416,City of Rupert - (ID),Municipal,ID,BPAT,"6,100.0","93,624","3,147",.,N,N,N
2022,17493,City of Soda Springs - (ID),Municipal,ID,PACE,"2,562.0","26,112","1,882",.,N,Y,N
2022,17576,"South Side Electric, Inc",Cooperative,ID,BPAT,"3,929.1","57,946","1,058",.,N,N,N
2022,20297,City of Weiser - (ID),Municipal,ID,BPAT,"3,429.0","53,260","3,293",.,N,N,N
2022,23586,"Vigilante Electric Coop, Inc",Cooperative,ID,NWMT,19.6,162,27,.,Y,N,N
2022,56536,Riverside Electric Cooperative,Cooperative,ID,IPCO,"1,668.0","23,422",616,.,N,N,N
2022,97,Adams Electric Coop,Cooperative,IL,MISO,"25,120.0","176,762","9,062",.,Y,Y,Y
2022,229,City of Albany - (IL),Municipal,IL,MISO,687.0,"4,782",486,.,N,N,N
2022,366,City of Allendale- (IL),Municipal,IL,MISO,400.0,"2,694",250,.,N,N,N
2022,406,City of Altamont - (IL),Municipal,IL,MISO,"2,251.0","21,807","1,532",.,Y,N,N
2022,1648,Village of Bethany - (IL),Municipal,IL,MISO,"1,246.0","7,800",680,.,Y,N,N
2022,2188,City of Breese - (IL),Municipal,IL,MISO,"6,322.0","50,401","2,402",.,Y,N,N
2022,2634,City of Bushnell - (IL),Municipal,IL,MISO,"3,532.0","31,777","1,579",.,N,N,N
2022,2776,Cairo Public Utility Company,Municipal,IL,MISO,"6,733.6","58,634","1,165",.,N,N,N
2022,3037,City of Carlyle - (IL),Municipal,IL,MISO,"3,848.0","31,376","2,001",.,N,N,N
2022,3040,City of Carmi - (IL),Municipal,IL,MISO,"7,198.0","46,227","3,112",.,Y,N,N
2022,3153,City of Casey - (IL),Municipal,IL,MISO,"2,860.0","26,434","1,858",.,N,N,N
2022,3405,Village of Chatham - (IL),Municipal,IL,MISO,"8,858.0","81,951","6,582",.,N,N,N
2022,3726,Clay Electric Coop Inc,Cooperative,IL,MISO,"7,571.5","52,760","3,278",.,N,N,N
2022,3806,"Clinton County Elec Coop, Inc",Cooperative,IL,MISO,"17,376.0","143,946","6,201",.,Y,N,N
2022,5531,Enerstar Power Corp,Cooperative,IL,MISO,"13,329.8","90,627","5,289",.,Y,N,N
2022,6141,City of Fairfield- (IL),Municipal,IL,MISO,"8,481.1","59,891","3,257",.,Y,N,N
2022,6192,City of Farmer City - (IL),Municipal,IL,MISO,"2,274.0","16,741","1,334",.,N,N,N
2022,6417,City of Flora - (IL),Municipal,IL,MISO,"12,790.0","104,327","2,776",.,Y,N,N
2022,6764,Village of Freeburg - (IL),Municipal,IL,MISO,"5,002.0","37,925","2,269",.,Y,N,N
2022,7095,City of Geneseo - (IL),Municipal,IL,MISO,"8,102.5","65,772","3,852",.,Y,N,N
2022,7633,Village of Greenup - (IL),Municipal,IL,MISO,"2,286.0","17,976",917,.,N,N,N
2022,8573,City of Highland,Municipal,IL,MISO,"14,826.9","119,140","6,878",.,Y,N,N
2022,8824,M J M Electric Cooperative Inc,Cooperative,IL,MISO,"21,838.3","139,722","9,503",.,Y,N,N
2022,9209,Illinois Rural Electric Coop,Cooperative,IL,MISO,"35,306.0","199,770","10,306",.,N,N,Y
2022,11736,City of Marshall - (IL),Municipal,IL,MISO,"7,464.0","63,125","2,837",.,Y,N,N
2022,11790,City of Mascoutah - (IL),Municipal,IL,MISO,"8,646.0","57,471","3,840",.,Y,N,N
2022,12070,McDonough Power Coop,Cooperative,IL,MISO,"11,560.4","74,152","5,062",.,Y,N,N
2022,12167,City of McLeansboro - (IL),Municipal,IL,MISO,"3,373.0","22,212","1,520",.,N,N,N
2022,12388,City of Metropolis - (IL),Municipal,IL,MISO,"8,988.0","73,456","3,850",.,Y,N,N
2022,12803,"Monroe County Elec Coop, Inc",Cooperative,IL,MISO,"17,437.0","117,420","7,517",.,Y,Y,N
2022,13560,City of Newton - (IL),Municipal,IL,MISO,"3,071.0","24,679","1,649",.,Y,N,N
2022,13993,City of Oglesby - (IL),Municipal,IL,MISO,"5,529.0","56,497","2,358",.,Y,N,N
2022,15388,City of Princeton - (IL),Municipal,IL,MISO,"11,900.0","93,360","4,552",.,N,N,N
2022,15686,Village of Rantoul - (IL),Municipal,IL,MISO,"16,618.0","170,661","6,128",.,Y,N,N
2022,15772,City of Red Bud - (IL),Municipal,IL,MISO,"5,534.0","44,933","2,102",.,Y,N,N
2022,16092,Village of Riverton - (IL),Municipal,IL,MISO,"3,439.5","26,134","1,668",.,Y,N,N
2022,16198,City of Rock Falls - (IL),Municipal,IL,MISO,"11,715.0","67,549","5,326",.,Y,N,N
2022,16269,City of Roodhouse - (IL),Municipal,IL,MISO,"1,460.0","10,438",954,.,Y,N,N
2022,16420,Rural Electric Conven Coop,Cooperative,IL,MISO,"14,547.0","114,724","5,904",.,Y,N,N
2022,17631,Southern Illinois Elec Coop,Cooperative,IL,MISO,"28,191.0","187,622","11,212",.,Y,N,N
2022,17838,"Spoon River Electric Coop, Inc",Cooperative,IL,MISO,"10,595.0","58,837","4,955",.,Y,N,N
2022,18277,City of Sullivan - (IL),Municipal,IL,MISO,"6,998.0","65,967","3,154",.,Y,N,N
2022,20180,City of Waterloo - (IL),Municipal,IL,MISO,"10,331.0","83,610","5,059",.,Y,N,N
2022,20824,Village of Winnetka - (IL),Municipal,IL,PJM,"15,848.6","121,274","5,044",.,Y,N,Y
2022,29296,Western Illinois Elec Coop,Cooperative,IL,MISO,"9,943.0","73,588","3,637",.,Y,N,N
2022,40367,Village of Ladd - (IL),Municipal,IL,MISO,"1,429.0","10,549",682,.,Y,N,N
2022,157,Town of Advance - (IN),Municipal,IN,MISO,530.7,"4,127",275,.,N,N,N
2022,789,Town of Argos,Municipal,IN,MISO,"3,724.0","33,666",870,.,N,N,N
2022,1028,Town of Avilla - (IN),Municipal,IN,PJM,"3,596.0","36,807","1,198",.,N,N,N
2022,1119,Town of Bainbridge - (IN),Municipal,IN,MISO,707.3,"5,820",400,.,N,N,N
2022,1208,Town of Bargersville - (IN),Municipal,IN,MISO,"7,435.0","62,136","3,745",.,Y,N,N
2022,2192,Bremen Electric Light & Power Co,Municipal,IN,MISO,"12,824.0","152,227","2,409",.,Y,Y,Y
2022,2289,Town of Brooklyn,Municipal,IN,MISO,"1,004.7","7,516",560,.,Y,N,N
2022,2304,Town of Brookston - (IN),Municipal,IN,MISO,"1,430.5","10,646",830,.,N,N,N
2022,2964,Cannelton Utilities,Municipal,IN,MISO,"1,458.0","14,115",920,.,Y,N,N
2022,3230,Town of Centerville - (IN),Municipal,IN,MISO,"2,661.9","24,337","1,417",.,N,N,N
2022,3323,Town of Chalmers - (IN),Municipal,IN,MISO,526.3,"4,470",344,.,N,N,N
2022,3815,Town of Coatesville - (IN),Municipal,IN,MISO,634.0,"4,708",323,.,N,N,N
2022,4007,City of Columbia City - (IN),Municipal,IN,PJM,"12,311.0","90,585","4,898",.,N,N,N
2022,4429,City of Covington - (IN),Municipal,IN,MISO,"2,762.0","24,801","1,651",.,N,N,N
2022,4486,Town of Crane - (IN),Municipal,IN,MISO,104.9,924,104,.,N,N,N
2022,4799,Darlington Light & Power Co,Municipal,IN,MISO,"2,161.0","17,948",681,.,N,N,N
2022,5071,Town of Dunreith - (IN),Municipal,IN,MISO,177.0,"1,370",150,.,N,N,N
2022,5392,Dublin Municipal Electric Util,Municipal,IN,MISO,658.0,"4,055",501,.,N,N,N
2022,5655,Edinburgh Municipal Utilities,Municipal,IN,MISO,"9,670.0","87,903","2,813",.,N,N,N
2022,5928,Town of Etna Green,Municipal,IN,MISO,989.9,"7,513",364,.,N,N,N
2022,6276,Town of Ferdinand - (IN),Municipal,IN,MISO,"3,768.3","47,715",892,.,N,N,N
2022,6425,Flora Utilities,Municipal,IN,PJM,"2,050.0","20,077","1,348",.,N,N,N
2022,6735,Town of Frankton - (IN),Municipal,IN,PJM,"1,959.0","16,342","1,120",.,N,N,N
2022,6848,Fulton County Rural E M C,Cooperative,IN,MISO,"16,694.0","150,074","6,133",.,N,N,N
2022,6907,City of Greendale,Municipal,IN,MISO,"11,537.0","121,596","2,318",.,Y,N,N
2022,6970,City of Garrett,Municipal,IN,PJM,"8,760.0","82,885","3,412",.,N,N,N
2022,6993,City of Gas City - (IN),Municipal,IN,PJM,"6,073.8","60,544","3,268",.,N,N,N
2022,7907,City of Hagerstown - (IN),Municipal,IN,MISO,"2,088.0","21,721","1,173",.,N,N,N
2022,8466,Henry County Rural E M C,Cooperative,IN,MISO,"26,218.0","207,453","9,658",.,Y,N,N
2022,9088,City of Huntingburg - (IN),Municipal,IN,MISO,"8,333.0","76,516","3,675",.,Y,N,N
2022,9646,Town of Jamestown - (IN),Municipal,IN,MISO,"2,414.5","17,773",551,.,N,N,N
2022,9666,Jay County Rural E M C,Cooperative,IN,PJM,"26,541.0","183,805","5,460",.,Y,N,N
2022,10330,Town of Kingsford Heights,Municipal,IN,MISO,594.8,"7,381",580,.,N,N,N
2022,10407,Town of Knightstown - (IN),Municipal,IN,PJM,"2,572.1","21,872","1,719",.,N,N,N
2022,10562,Lagrange County Rural E M C,Cooperative,IN,MISO,"13,189.0","99,206","7,253",.,Y,Y,N
2022,10568,Town of Ladoga - (IN),Municipal,IN,MISO,973.0,"7,798",622,.,N,N,N
2022,10798,Lawrenceburg Municipal Utils,Municipal,IN,MISO,"16,105.8","146,169","3,732",.,Y,N,N
2022,10961,City of Lewisville - (IN),Municipal,IN,MISO,325.0,"2,407",230,.,N,N,N
2022,11055,City of Linton - (IN),Municipal,IN,MISO,"7,408.6","59,885","3,540",.,Y,N,N
2022,11767,Marshall County Rural E M C,Cooperative,IN,MISO,"17,298.1","103,315","7,414",.,Y,N,N
2022,12406,Miami-Cass County Rural E M C,Cooperative,IN,MISO,"17,444.0","144,253","6,127",.,Y,N,N
2022,12476,Town of Middletown - (IN),Municipal,IN,MISO,"2,183.0","17,742","1,454",.,N,N,N
2022,12840,Town of Montezuma - (IN),Municipal,IN,MISO,"1,759.1","15,402",598,.,N,N,N
2022,13423,Town of New Carlisle- (IN),Municipal,IN,PJM,"1,724.7","12,482",980,.,N,N,N
2022,13566,Newton County Rural E M C,Cooperative,IN,MISO,"6,971.3","61,072","1,405",.,Y,N,N
2022,13782,City of New Ross - (IN),Municipal,IN,MISO,328.8,"2,543",221,.,N,N,N
2022,14160,Orange County Rural E M C,Cooperative,IN,MISO,"16,433.9","117,977","8,160",.,Y,Y,Y
2022,14435,Town of Paoli,Municipal,IN,MISO,"3,756.0","35,114","1,854",.,N,N,N
2022,14471,Parke County Rural E M C,Cooperative,IN,MISO,"27,928.7","188,411","12,497",.,Y,N,Y
2022,14659,Town of Pendleton - (IN),Municipal,IN,MISO,"8,238.0","70,577","3,336",.,Y,N,N
2022,15116,Town of Pittsboro - (IN),Municipal,IN,MISO,"1,265.9","10,618",791,.,N,N,N
2022,15860,City of Rensselaer - (IN),Municipal,IN,MISO,"11,306.4","102,120","3,305",.,N,N,N
2022,16068,City of Rising Sun - (IN),Municipal,IN,MISO,"4,164.0","40,836","1,747",.,N,N,N
2022,16219,Town of Rockville - (IN),Municipal,IN,MISO,"3,319.0","18,190","1,941",.,Y,N,N
2022,16830,City of Scottsburg - (IN),Municipal,IN,MISO,"13,552.0","133,328","3,803",.,N,N,N
2022,17589,Town of South Whitley - (IN),Municipal,IN,PJM,"1,739.3","17,330",935,.,N,N,N
2022,17790,Town of Spiceland - (IN),Municipal,IN,PJM,"1,441.0","14,554",603,.,N,N,N
2022,18100,Steuben County Rural E M C,Cooperative,IN,MISO,"23,542.5","203,639","9,722",.,N,N,N
2022,18250,Town of Straughn - (IN),Municipal,IN,MISO,169.4,"1,479",159,.,N,N,N
2022,18538,City of Tell City - (IN),Municipal,IN,MISO,"17,899.2","183,742","4,276",.,Y,N,N
2022,18887,City of Thorntown - (IN),Municipal,IN,MISO,"1,468.0","14,348",904,.,N,N,N
2022,18942,Tipton Municipal Electric Util,Municipal,IN,MISO,"13,037.0","119,500","4,267",.,Y,N,N
2022,19227,City of Troy - (IN),Municipal,IN,MISO,"1,530.0","13,458",309,.,Y,N,N
2022,19771,Town of Veedersburg - (IN),Municipal,IN,MISO,"4,717.1","42,765","1,377",.,N,N,N
2022,20021,Town of Walkerton - (IN),Municipal,IN,MISO,"3,812.0","35,277","1,560",.,N,N,N
2022,20111,Warren County Rural E M C,Cooperative,IN,MISO,"15,192.5","110,829","4,944",.,Y,N,Y
2022,20122,Town of Warren - (IN),Municipal,IN,PJM,"1,849.0","17,568",869,.,N,N,N
2022,20139,City of Washington - (IN),Municipal,IN,PJM,"18,696.5","178,471","7,646",.,N,N,N
2022,20226,City of Waynetown - (IN),Municipal,IN,PJM,647.2,"5,399",525,.,Y,N,N
2022,20730,City of Williamsport - (IN),Municipal,IN,MISO,"2,732.0","22,210",997,.,N,N,N
2022,20792,Town of Winamac - (IN),Municipal,IN,MISO,"6,950.6","54,370","2,068",.,Y,N,N
2022,385,City of Alma - (KS),Municipal,KS,SWPP,"1,676.4","13,696",484,.,N,N,N
2022,408,City of Altamont - (KS),Municipal,KS,SWPP,948.1,"7,914",563,.,Y,N,N
2022,701,City of Anthony - (KS),Municipal,KS,SWPP,"3,982.0","28,492","1,877",.,N,N,N
2022,764,City of Arcadia - (KS),Municipal,KS,SWPP,218.0,"1,374",173,.,N,N,N
2022,832,City of Arma - (KS),Municipal,KS,SWPP,"1,667.0","7,840",820,.,N,N,N
2022,911,City of Ashland - (KS),Municipal,KS,SWPP,"1,124.0","12,413",700,.,N,N,N
2022,989,City of Attica - (KS),Municipal,KS,SWPP,670.7,"5,315",448,.,N,N,N
2022,998,City of Augusta - (KS),Municipal,KS,SWPP,"9,288.0","66,356","4,392",.,N,N,N
2022,1033,City of Axtell - (KS),Municipal,KS,SWPP,381.0,"2,797",229,.,N,N,N
2022,1148,City of Baldwin City- (KS),Municipal,KS,SWPP,"4,938.0","33,936","2,052",.,Y,N,N
2022,1512,City of Belleville - (KS),Municipal,KS,SWPP,"2,871.0","24,370","1,433",.,N,N,N
2022,1525,City of Beloit - (KS),Municipal,KS,SWPP,"5,167.7","43,193","2,303",.,N,N,N
2022,1726,City of Blue Mound - (KS),Municipal,KS,SWPP,214.8,"1,619",147,.,N,N,N
2022,2270,City of Bronson,Municipal,KS,SWPP,245.0,"1,713",136,.,N,N,N
2022,2354,Brown-Atchison E C A Inc,Cooperative,KS,SWPP,"7,747.3","50,149","3,298",.,Y,N,N
2022,2547,City of Burlingame - (KS),Municipal,KS,SWPP,770.0,"8,814",679,.,N,N,N
2022,2551,City of Burlington - (KS),Municipal,KS,SWPP,"3,829.1","31,872","1,691",.,Y,N,N
2022,2641,"Butler Rural El Coop Assn, Inc - (KS)",Cooperative,KS,SWPP,"21,613.0","162,048","7,745",.,Y,N,Y
2022,2961,"Caney Valley El Coop Assn, Inc",Cooperative,KS,SWPP,"10,261.5","61,383","5,253",.,Y,N,N
2022,3191,City of Cawker City - (KS),Municipal,KS,SWPP,510.4,"4,904",405,.,N,N,N
2022,3294,City of Centralia - (KS),Municipal,KS,SWPP,437.5,"3,854",262,.,N,N,N
2022,3366,City of Chapman - (KS),Municipal,KS,SWPP,"1,324.8","11,146",673,.,Y,N,N
2022,3454,City of Chetopa - (KS),Municipal,KS,SWPP,"1,386.0","8,283",636,.,N,N,N
2022,3535,City of Cimarron - (KS),Municipal,KS,SWPP,"2,007.0","15,173","1,102",.,N,N,N
2022,3710,City of Clay Center - (KS),Municipal,KS,SWPP,"6,903.0","45,391","2,764",.,Y,N,N
2022,3913,City of Colby - (KS),Municipal,KS,SWPP,"6,472.5","58,061","3,116",.,Y,N,N
2022,4704,"DS&O Electric Cooperative, Inc.",Cooperative,KS,SWPP,"22,908.9","138,092","8,430",.,Y,Y,Y
2022,5154,City of Dighton - (KS),Municipal,KS,SWPP,"1,465.6","9,822",801,.,N,N,N
2022,5334,"Doniphan Elec Coop Assn, Inc",Cooperative,KS,SWPP,"3,473.0","18,935","1,592",.,N,N,N
2022,5795,City of Elsmore - (KS),Municipal,KS,SWPP,65.0,415,47,.,N,N,N
2022,5802,City of Ellinwood - (KS),Municipal,KS,SWPP,"2,570.4","15,118","1,267",.,Y,N,N
2022,5839,City of Elwood - (KS),Municipal,KS,SWPP,993.5,"7,770",580,.,N,N,N
2022,5919,City of Enterprise - (KS),Municipal,KS,SWPP,554.0,"4,305",371,.,N,N,N
2022,5957,City of Erie - (KS),Municipal,KS,SWPP,"1,731.0","9,648",577,.,N,N,N
2022,6019,City of Eudora - (KS),Municipal,KS,SWPP,"6,041.0","40,146","2,646",.,Y,N,N
