|Data Year|,|Utility Number|,|Utility Name|,|Ownership|,|State|,|BA Code|,|Total Revenue (Thousand Dollars)|,|Total Sales (MWh)|,|Total Customers|,|w_heater|,|Net Metering|,|Demand Side Management|,|Time Based Programs|
2022,10491,Kwig Power Company,Political Subdivision,AK,NA,705.3,"1,377",126,.,N,N,N
2022,10716,City of Larsen Bay - (AK),Municipal,AK,AMPL,289.0,897,64,.,N,N,N
2022,12119,McGrath Light & Power Co,Investor Owned,AK,NA,"1,418.0","1,994",290,.,N,N,N
2022,12385,Metlakatla Power & Light,Municipal,AK,NA,"2,696.9","18,807",980,.,N,N,N
2022,12485,Middle Kuskokwim Elec Coop Inc,Cooperative,AK,NA,"1,177.0",924,193,.,N,N,N
2022,13201,"Naknek Electric Assn, Inc",Cooperative,AK,NA,"12,386.0","21,643","1,128",.,N,N,N
2022,13211,Napakiak Ircinraq Power Co,Investor Owned,AK,NA,582.0,705,131,.,N,N,N
2022,13477,Nelson Lagoon Elec Coop Inc,Cooperative,AK,NA,131.4,230,59,.,N,N,N
2022,13642,Nome Joint Utility Systems,Municipal,AK,NA,"10,185.0","31,196","2,236",.,N,N,N
2022,13870,"Nushagak Electric Coop, Inc",Cooperative,AK,NA,"9,717.0","18,043","1,482",.,Y,N,N
2022,14234,City of Ouzinkie - (AK),Municipal,AK,NA,237.0,720,105,.,N,N,N
2022,14633,Pedro Bay Village Council - (AK),Municipal,AK,NA,153.0,225,42,.,N,N,N
2022,14832,Native Village of Perryville - (AK),Municipal,AK,NA,.,.,.,.,,,
2022,14856,Petersburg Borough - (AK),Municipal,AK,NA,"6,730.0","55,247","2,290",.,N,N,N
2022,16955,City of Seward - (AK),Municipal,AK,NA,"13,510.9","53,328","2,933",.,Y,N,N
2022,17271,City & Borough of Sitka - (AK),Municipal,AK,NA,"19,576.0","115,712","5,590",.,N,N,N
2022,17898,City of Saint Paul,Municipal,AK,NA,"1,619.0","2,892",205,.,N,N,N
2022,18474,Tanana Power Co Inc,Investor Owned,AK,NA,800.0,"1,137",152,.,N,N,N
2022,18480,Tatitlek Electric Utility,Municipal,AK,NA,246.0,321,64,.,N,N,N
2022,18541,City of Tenakee Springs - (AK),Municipal,AK,NA,275.6,380,172,.,N,N,N
2022,18963,"Inside Passage Elec Coop, Inc",Cooperative,AK,NA,"6,584.0","10,426","1,392",.,N,N,N
2022,19267,Tuntutuliak Comm Services Assn,Cooperative,AK,NA,578.0,"1,035",135,.,N,N,N
2022,19454,City of Unalaska - (AK),Municipal,AK,NA,"19,271.7","41,623","1,040",.,N,N,N
2022,20535,City of White Mountain - (AK),Municipal,AK,NA,464.6,622,103,.,N,N,N
2022,21015,City of Wrangell - (AK),Municipal,AK,NA,"4,429.0","38,503","2,017",.,N,N,N
2022,24486,City of Akutan - (AK),Municipal,AK,NA,391.4,664,90,.,N,N,N
2022,26317,Manokotak Power Company,Municipal,AK,NA,706.9,"1,140",167,.,N,N,N
2022,26616,North Slope Borough Power & Light,Municipal,AK,NA,"8,746.0","31,519","1,248",.,N,N,N
2022,29297,Pelican Utility,Municipal,AK,NA,227.0,958,107,.,N,N,N
2022,40215,"Cordova Electric Coop, Inc",Cooperative,AK,NA,"8,180.8","23,534","1,689",.,Y,N,N
2022,40548,Unalakleet Valley Elec Coop,Cooperative,AK,NA,"1,760.0","3,704",386,.,Y,N,N
2022,56256,City of Atka - (AK),Municipal,AK,NA,144.9,336,64,.,N,N,N
2022,56503,TDX Manley Generating LLC,Investor Owned,AK,NA,658.2,510,113,.,N,N,N
2022,56739,Gold Country Energy,Investor Owned,AK,NA,308.0,321,134,.,N,N,N
2022,57351,City of Egegik - (AK),Municipal,AK,NA,429.6,636,131,.,N,N,N
2022,289,City of Alexander City,Municipal,AL,SOCO,"14,203.0","131,346","5,686",.,N,N,N
2022,2423,City of Brundidge - (AL),Municipal,AL,SOCO,"5,770.2","49,048","1,257",.,N,N,N
2022,5728,City of Elba - (AL),Municipal,AL,SOCO,"4,529.0","39,143","3,039",.,N,N,N
2022,6052,City of Evergreen - (AL),Municipal,AL,SOCO,"3,853.0","48,432","1,815",.,N,N,N
2022,6145,City of Fairhope - (AL),Municipal,AL,SOCO,"20,117.0","176,064","6,965",.,N,N,N
2022,8209,City of Hartford - (AL),Municipal,AL,SOCO,"3,037.0","26,534","1,407",.,N,N,N
2022,10570,City of Lafayette - (AL),Municipal,AL,SOCO,"3,113.0","24,569","1,457",.,N,N,N
2022,10687,City of Lanett - (AL),Municipal,AL,SOCO,"6,861.0","57,533","3,383",.,N,N,N
2022,11333,City of Luverne - (AL),Municipal,AL,SOCO,"3,069.3","41,458","1,820",.,N,N,N
2022,14151,City of Opp - (AL),Municipal,AL,SOCO,"5,919.0","63,390","3,181",.,N,N,N
2022,15022,City of Piedmont - (AL),Municipal,AL,SOCO,"5,043.8","39,010","2,120",.,N,N,N
2022,16140,City of Robertsdale,Municipal,AL,SOCO,"8,826.0","80,428","3,462",.,N,N,N
2022,18395,Sylacauga Utilities Board,Municipal,AL,SOCO,"22,543.1","199,053","6,258",.,N,N,N
2022,19027,"Tombigbee Electric Coop, Inc",Cooperative,AL,SOCO,"16,905.0","117,427","9,552",.,N,N,N
2022,19308,City of Tuskegee,Municipal,AL,SOCO,"17,452.0","147,050","6,604",.,N,N,N
2022,30517,"Pioneer Electric Coop, Inc - (AL)",Cooperative,AL,SOCO,"30,681.0","176,079","12,911",.,Y,N,N
2022,925,"Ashley Chicot Elec Coop, Inc",Cooperative,AR,MISO,"12,566.0","81,113","5,091",.,Y,N,N
2022,1000,City of Augusta - (AR),Municipal,AR,MISO,"2,061.5","11,705",912,.,N,N,N
2022,6206,Farmers Electric Coop Corp - (AR),Cooperative,AR,MISO,"11,839.5","85,026","5,134",.,Y,Y,N
2022,14216,City of Osceola - (AR),Municipal,AR,MISO,"13,495.0","125,068","3,431",.,Y,N,N
2022,14460,City of Paris - (AR),Municipal,AR,SWPP,"3,917.0","36,046","1,885",.,N,N,N
2022,15043,City of Piggott - (AR),Municipal,AR,SPA,"3,673.0","34,152","2,249",.,Y,N,N
2022,15337,City of Prescott - (AR),Municipal,AR,MISO,"10,062.0","82,993","1,649",.,Y,N,N
2022,15811,"Rich Mountain Elec Coop, Inc",Cooperative,AR,MISO,"21,182.0","188,554","8,847",.,Y,N,N
2022,737,Aguila Irrigation District,Political Subdivision,AZ,AZPS,"3,657.0","36,918",60,.,N,N,N
2022,2469,Buckeye Water C&D District,Political Subdivision,AZ,AZPS,912.0,"7,297",98,.,N,N,N
2022,3990,Colorado River Indian Irr Proj,Federal,AZ,WALC,"4,737.9","58,325","1,885",.,N,N,N
2022,4071,"Columbus Electric Coop, Inc",Cooperative,AZ,PNM,706.7,"4,690",506,.,Y,N,N
2022,5438,"Duncan Valley Elec Coop, Inc",Cooperative,AZ,WALC,"3,742.0","24,639","2,222",.,Y,N,Y
2022,6753,City of Fredonia - (AZ),Municipal,AZ,WALC,"1,023.8","10,981",819,.,N,N,N
2022,7456,Graham County Electric Coop Inc,Cooperative,AZ,WALC,"16,833.8","128,504","8,186",.,Y,Y,N
2022,8139,Harquahala Valley Pwr District,Political Subdivision,AZ,AZPS,"9,052.0","102,488",115,.,N,N,N
2022,8700,Hohokam Irr & Drain Dist,Political Subdivision,AZ,WALC,"5,237.7","40,913","2,026",.,N,N,N
2022,12191,McMullen Valley Water C&D Dist,Political Subdivision,AZ,AZPS,"12,221.0","145,734",211,.,N,N,N
2022,13961,Ocotillo Water Conserv. Dist.,Political Subdivision,AZ,SRP,"1,342.0","12,392",168,.,N,N,N
2022,14373,Page Utility Enterprises,Municipal,AZ,WALC,"9,130.0","123,000","4,451",.,Y,N,N
2022,14543,Tohono O'Odham Utility Authority,Political Subdivision,AZ,AZPS,"13,389.0","88,082","4,129",.,N,N,N
2022,15049,Electrical Dist No4 Pinal County,Political Subdivision,AZ,WALC,"15,063.0","203,668","3,021",.,N,Y,N
2022,16273,Roosevelt Irrigation District,Political Subdivision,AZ,SRP,"3,540.0","39,406",193,.,N,N,N
2022,16538,City of Safford - (AZ),Municipal,AZ,WALC,"9,769.0","88,474","5,730",.,N,Y,N
2022,18805,Town of Thatcher- (AZ),Municipal,AZ,WALC,"4,913.0","44,409","2,862",.,N,Y,N
2022,19016,Tonopah Irrigation District,Political Subdivision,AZ,AZPS,"3,437.0","35,633",54,.,N,N,N
2022,20618,Town of Wickenburg,Municipal,AZ,AZPS,"2,592.0","27,193","1,497",.,N,Y,N
2022,21239,Electrical Dist No7 Maricopa,Political Subdivision,AZ,AZPS,"3,567.0","38,989",95,.,N,N,N
2022,25060,Wellton-Mohawk Irr & Drain Dist,Political Subdivision,AZ,WALC,"9,931.0","77,575","4,211",.,N,N,N
2022,40355,Maricopa County M W C Dist #1,Political Subdivision,AZ,AZPS,"3,622.0","36,041",109,.,N,N,N
2022,40357,Electrical Dist No6 Pinal County,Political Subdivision,AZ,SRP,"3,201.0","41,052",134,.,N,N,N
2022,56535,City of Williams - AZ,Municipal,AZ,AZPS,"5,148.0","52,660","2,219",.,N,Y,N
2022,58123,Aha Macav Power Service,Political Subdivision,AZ,WALC,"1,845.4","22,437",681,.,N,N,N
2022,694,Anza Electric Coop Inc,Cooperative,CA,WALC,"14,612.1","72,722","4,928",.,Y,N,N
2022,1192,City of Banning - (CA),Municipal,CA,CISO,"26,938.9","151,548","13,224",.,Y,N,N
2022,1702,City of Biggs - (CA),Municipal,CA,CISO,"2,142.3","15,858",752,.,Y,N,N
2022,3990,Colorado River Indian Irr Proj,Federal,CA,WALC,"1,990.0","23,077","1,862",.,N,N,N
2022,7677,City of Gridley - (CA),Municipal,CA,CISO,"6,375.7","36,990","2,940",.,N,N,N
2022,8348,City of Healdsburg - (CA),Municipal,CA,CISO,"12,150.0","73,932","6,052",.,Y,Y,Y
2022,10724,Lassen Municipal Utility District,Municipal,CA,CISO,"23,154.0","130,841","10,715",.,Y,N,N
2022,11148,City of Lompoc - (CA),Municipal,CA,CISO,"21,848.7","128,482","15,181",.,Y,Y,N
2022,13149,City of Needles - (CA),Municipal,CA,WALC,"10,431.0","82,412","2,958",.,Y,N,N
2022,15308,Plumas-Sierra Rural Elec Coop,Cooperative,CA,CISO,"26,064.0","148,370","7,736",.,Y,Y,N
2022,17896,City of Shasta Lake - (CA),Municipal,CA,BANC,"29,869.7","215,692","4,627",.,Y,N,Y
2022,19131,Trinity Public Utilities Dist,Political Subdivision,CA,BANC,"12,084.0","124,077","7,320",.,Y,N,N
2022,19174,Tuolumne County Pub Power Agny,Political Subdivision,CA,CISO,"5,362.8","38,609",36,.,N,N,N
2022,19229,Truckee Donner P U D,Political Subdivision,CA,NEVP,"31,136.2","167,155","14,602",.,Y,Y,N
2022,19397,City of Ukiah - (CA),Municipal,CA,CISO,"17,047.0","106,166","8,353",.,Y,Y,N
2022,55962,City of Victorville - (CA),Municipal,CA,CISO,"18,517.9","109,116",92,.,N,N,Y
2022,56224,Rancho Cucamonga Municipal Utility,Municipal,CA,CISO,"14,419.0","101,664","2,847",.,Y,Y,Y
2022,58123,Aha Macav Power Service,Political Subdivision,CA,WALC,470.0,"4,398",122,.,N,N,N
2022,58126,Pittsburg Power Company,Municipal,CA,CISO,"6,541.4","26,489",596,.,Y,N,N
2022,60502,Port of Stockton - (CA),Municipal,CA,CISO,"2,951.0","15,030",110,.,Y,N,Y
2022,60715,Port of Oakland,Municipal,CA,CISO,"28,044.8","154,599",225,.,Y,N,Y
2022,62107,City of Industry,Municipal,CA,CISO,"4,980.4","40,315",119,.,N,Y,Y
2022,62779,Lathrop Irrigation District,Political Subdivision,CA,CISO,"5,132.0","26,954","3,460",.,Y,N,N
2022,918,City of Aspen- (CO),Municipal,CO,PSCO,"10,437.0","70,799","3,194",.,Y,N,N
2022,2550,City of Burlington - (CO),Municipal,CO,WACM,"3,903.0","31,148","2,038",.,Y,N,N
2022,3227,City of Center - (CO),Municipal,CO,PSCO,"2,180.0","10,927",903,.,N,N,N
2022,5036,City of Delta - (CO),Municipal,CO,WACM,"6,861.0","57,418","3,575",.,Y,N,N
2022,5997,Town of Estes Park,Municipal,CO,PSCO,"19,458.0","134,369","10,982",.,Y,Y,Y
2022,6418,Town of Fleming - (CO),Municipal,CO,WACM,337.0,"2,321",221,.,N,N,N
2022,7300,City of Glenwood Springs - (CO),Municipal,CO,PSCO,"14,749.0","126,083","6,674",.,Y,Y,N
2022,7478,Town of Granada - (CO),Municipal,CO,WACM,475.0,"3,361",281,.,N,N,N
2022,7787,Gunnison County Elec Assn.,Cooperative,CO,WACM,"20,460.0","128,607","11,496",.,Y,Y,Y
2022,7826,City of Gunnison - (CO),Municipal,CO,WACM,"7,523.1","76,908","4,553",.,Y,N,Y
2022,8311,Town of Haxtun - (CO),Municipal,CO,WACM,"1,042.5","8,180",599,.,N,N,N
2022,8751,Town of Holly - (CO),Municipal,CO,WACM,"1,245.0","7,769",578,.,N,N,N
2022,8777,City of Holyoke - (CO),Municipal,CO,WACM,"2,844.0","22,126","1,222",.,Y,N,N
2022,9928,City of Julesburg - (CO),Municipal,CO,WACM,"1,207.7","11,017",931,.,N,N,N
2022,10536,City of La Junta - (CO),Municipal,CO,PSCO,"11,551.0","81,727","3,801",.,Y,N,N
2022,10633,City of Lamar - (CO),Municipal,CO,PSCO,"14,128.0","87,064","4,071",.,N,N,N
2022,10730,City of Las Animas - (CO),Municipal,CO,WACM,"4,359.0","25,106","2,095",.,Y,N,N
2022,11376,Town of Lyons - (CO),Municipal,CO,PSCO,"1,635.0","12,609","1,074",.,Y,N,N
2022,14054,Town of Oak Creek - (CO),Municipal,CO,WACM,"1,090.0","10,076",655,.,N,N,N
2022,16649,Sangre De Cristo Elec Assn Inc,Cooperative,CO,WACM,"22,249.9","129,252","14,042",.,Y,N,Y
2022,17834,City of Springfield - (CO),Municipal,CO,WACM,"1,697.0","10,797",926,.,N,N,N
2022,19204,City of Trinidad - (CO),Municipal,CO,WACM,"7,823.0","48,803","4,671",.,N,N,N
2022,21021,City of Wray,Municipal,CO,WACM,"2,827.0","23,711","1,305",.,N,N,N
2022,21143,City of Yuma - (CO),Municipal,CO,WACM,"2,315.0","26,899","1,605",.,N,N,N
2022,40230,Deseret Generation & Tran Coop,Cooperative,CO,PACE,"4,707.3","40,818",1,.,N,N,N
2022,9734,City of Jewett City - (CT),Municipal,CT,ISNE,"4,131.6","23,523","2,287",.,N,Y,N
2022,13825,Norwalk Third Taxing District,Municipal,CT,ISNE,"11,238.0","63,038","4,001",.,Y,N,N
2022,17569,City of South Norwalk - (CT),Municipal,CT,ISNE,"16,923.6","102,369","7,193",.,Y,N,N
2022,49826,Mohegan Tribal Utility Authority,Political Subdivision,CT,ISNE,"16,413.9","125,683",78,.,N,N,N
2022,3732,Town of Clayton,Municipal,DE,PJM,"3,293.0","22,265","1,678",.,Y,N,N
2022,10935,City of Lewes - (DE),Municipal,DE,PJM,"9,307.0","83,497","3,879",.,Y,N,N
2022,13424,New Castle Municipal Serv Comm,Municipal,DE,PJM,"8,969.0","76,713","2,880",.,Y,N,N
2022,16852,City of Seaford- (DE),Municipal,DE,PJM,"14,317.0","110,532","4,234",.,Y,N,N
2022,17457,Town of Smyrna - (DE),Municipal,DE,PJM,"15,787.2","112,047","6,335",.,Y,Y,N
2022,201,City of Alachua - (FL),Municipal,FL,FPC,"16,160.0","143,237","4,793",.,Y,N,N
2022,1876,City of Blountstown - (FL),Municipal,FL,SOCO,"4,062.0","31,548","1,310",.,Y,N,N
2022,2633,City of Bushnell - (FL),Municipal,FL,FPC,"7,977.0","56,617","1,669",.,Y,N,N
2022,3406,City of Chattahoochee - (FL),Municipal,FL,FPC,"4,139.0","36,331","1,123",.,N,N,N
2022,3774,City of Clewiston,Municipal,FL,FPC,"14,518.4","98,742","4,189",.,Y,N,N
2022,5964,"Escambia River Elec Coop, Inc",Cooperative,FL,SOCO,"29,992.0","208,801","12,385",.,Y,Y,Y
2022,6609,City of Fort Meade - (FL),Municipal,FL,FPC,"6,824.0","42,075","2,829",.,Y,N,N
2022,7593,City of Green Cove Springs,Municipal,FL,FMPP,"15,155.0","107,940","4,620",.,Y,N,N
2022,8276,Havana Power & Light Company,Municipal,FL,FPC,"3,097.0","23,926","1,497",.,Y,N,N
2022,12876,City of Moore Haven - (FL),Municipal,FL,FPL,"2,310.3","16,419",998,.,Y,N,N
2022,13033,City of Mount Dora - (FL),Municipal,FL,FPC,"13,301.5","95,627","6,124",.,Y,N,N
2022,13521,City of Newberry - (FL),Municipal,FL,FPC,"6,176.8","42,691","2,466",.,Y,N,N
2022,15566,City of Quincy - (FL),Municipal,FL,FPC,"17,191.0","134,628","4,700",.,Y,N,N
2022,18004,City of Starke - (FL),Municipal,FL,FPL,"10,083.2","63,769","2,975",.,Y,N,N
2022,20209,City of Wauchula - (FL),Municipal,FL,FPC,"8,306.1","60,823","2,875",.,Y,N,N
2022,20735,City of Williston - (FL),Municipal,FL,FPC,"4,621.0","36,584","1,595",.,N,N,N
2022,123,City of Adel- (GA),Municipal,GA,SOCO,"52,481.1","545,617","2,853",.,N,N,N
2022,308,City of Acworth - (GA),Municipal,GA,SOCO,"14,943.2","98,979","8,221",.,N,N,N
2022,1232,City of Barnesville - (GA),Municipal,GA,SOCO,"13,597.0","142,592","2,845",.,N,N,N
2022,1826,City of Blakely - (GA),Municipal,GA,SOCO,"8,523.0","71,522","2,832",.,Y,N,N
2022,2236,Town of Brinson - (GA),Municipal,GA,SOCO,199.0,"1,459",126,.,N,N,N
2022,2773,City of Cairo - (GA),Municipal,GA,SOCO,"14,389.8","129,140","4,113",.,N,N,N
2022,2910,City of Camilla,Municipal,GA,SOCO,"10,752.3","132,120","1,873",.,N,N,N
2022,4091,City of Commerce - (GA),Municipal,GA,SOCO,"7,063.8","54,402","3,060",.,N,N,N
2022,5236,City of Doerun - (GA),Municipal,GA,SOCO,905.2,"5,369",416,.,Y,N,N
2022,5730,City of Elberton,Municipal,GA,SOCO,"14,187.4","127,035","4,516",.,Y,N,N
2022,5796,City of Ellaville,Municipal,GA,SOCO,"3,671.3","25,406",824,.,N,N,N
2022,6130,City of Fairburn - (GA),Municipal,GA,SOCO,"9,539.3","140,504","3,471",.,N,N,N
2022,6380,Fitzgerald Wtr Lgt & Bond Comm,Municipal,GA,SOCO,"24,989.9","236,691","6,042",.,Y,N,N
2022,6598,City of Forsyth - (GA),Municipal,GA,SOCO,"15,308.8","119,268","3,106",.,N,N,N
2022,6617,Fort Valley Utility Comm,Municipal,GA,SEPA,"13,065.0","137,214","4,862",.,Y,N,N
2022,7515,City of Grantville - (GA),Municipal,GA,SOCO,"1,680.0","11,339","1,002",.,N,N,N
2022,8022,City of Hampton - (GA),Municipal,GA,SOCO,"3,892.1","38,242","2,665",.,N,N,N
2022,8698,City of Hogansville - (GA),Municipal,GA,SOCO,"3,532.4","25,599","1,883",.,N,N,N
2022,9573,City of Jackson - (GA),Municipal,GA,SOCO,"5,199.0","72,517","1,672",.,N,N,N
2022,10571,City of LaFayette - (GA),Municipal,GA,SOCO,"12,803.7","130,615","4,284",.,N,N,N
2022,11587,City of Mansfield - (GA),Municipal,GA,SOCO,833.6,"7,072",286,.,N,N,N
2022,12472,Middle Georgia El Member Corp,Cooperative,GA,SOCO,"23,923.0","164,983","8,389",.,Y,N,N
2022,12800,City of Monroe - (GA),Municipal,GA,SOCO,"19,037.0","154,659","6,856",.,N,N,N
2022,12851,City of Monticello - (GA),Municipal,GA,SOCO,"2,710.2","22,912","1,398",.,N,N,N
2022,13026,City of Moultrie - (GA),Municipal,GA,SOCO,"20,472.4","186,685","6,921",.,N,N,N
2022,13646,City of Norcross- (GA),Municipal,GA,SOCO,"14,256.0","123,128","5,192",.,N,N,N
2022,13934,Ocmulgee Electric Member Corp,Cooperative,GA,SOCO,"25,139.0","184,428","12,798",.,Y,N,N
2022,14396,City of Palmetto - (GA),Municipal,GA,SOCO,"3,962.0","37,428","1,956",.,N,N,N
2022,15573,City of Quitman,Municipal,GA,SOCO,"5,376.2","41,545","2,357",.,Y,N,N
2022,16637,City of Sandersville - (GA),Municipal,GA,SOCO,"36,574.9","468,938","2,749",.,N,N,N
2022,17290,Slash Pine Elec Member Corp,Cooperative,GA,SOCO,"22,807.4","185,651","9,432",.,Y,N,N
2022,18403,City of Sylvester - (GA),Municipal,GA,SOCO,"6,984.0","54,843","2,797",.,N,N,N
2022,18847,City of Thomaston - (GA),Municipal,GA,SOCO,"13,456.2","146,471","4,768",.,N,N,N
2022,19581,Upson Elec Member Corp,Cooperative,GA,SOCO,"16,907.0","128,674","9,477",.,N,N,N
2022,20140,City of Washington - (GA),Municipal,GA,SOCO,"22,398.5","259,391","2,245",.,N,N,N
2022,20393,City of West Point - (GA),Municipal,GA,SOCO,"10,107.0","94,080","1,390",.,N,N,N
2022,20534,City of Whigham - (GA),Municipal,GA,SOCO,950.0,"5,611",316,.,N,N,N
2022,26218,Little Ocmulgee El Member Corp,Cooperative,GA,SOCO,"25,099.0","187,181","11,812",.,Y,N,N
2022,40369,City of Oxford - (GA),Municipal,GA,SOCO,"2,408.1","18,146",700,.,N,N,N
2022,149,City of Afton- (IA),Municipal,IA,MISO,819.0,"6,221",510,.,N,N,N
2022,182,City of Akron - (IA),Municipal,IA,MISO,"1,871.0","17,619",857,.,N,N,N
2022,198,City of Alton,Municipal,IA,MISO,967.0,"11,431",579,.,N,Y,N
2022,309,City of Algona - (IA),Municipal,IA,SWPP,"12,019.0","112,623","3,837",.,N,Y,N
2022,329,"Allamakee-Clayton El Coop, Inc",Cooperative,IA,MISO,"20,693.9","139,222","9,948",.,Y,Y,N
2022,405,City of Alta - (IA),Municipal,IA,MISO,"1,831.0","18,149","1,010",.,Y,N,N
2022,432,City of Alta Vista- (IA),Municipal,IA,MISO,195.9,"1,386",172,.,N,N,N
2022,682,City of Anita - (IA),Municipal,IA,MISO,847.7,"9,161",624,.,N,N,N
2022,700,City of Anthon - (IA),Municipal,IA,SWPP,538.0,"5,241",353,.,N,Y,N
2022,723,City of Aplington,Municipal,IA,MISO,900.0,"6,799",556,.,N,N,N
2022,942,Atchison-Holt Electric Coop,Cooperative,IA,AECI,"2,170.0","17,325","1,192",.,Y,N,N
2022,965,Atlantic Municipal Utilities,Municipal,IA,MISO,"13,110.9","185,738","4,667",.,Y,N,N
2022,995,City of Auburn - (IA),Municipal,IA,MISO,224.9,"2,075",165,.,N,N,N
2022,1002,City of Aurelia - (IA),Municipal,IA,MISO,819.0,"7,603",520,.,N,Y,N
2022,1172,Bancroft Municipal Utilities,Municipal,IA,MISO,"1,336.0","11,262",623,.,Y,N,N
2022,1515,City of Bellevue - (IA),Municipal,IA,MISO,"2,191.0","24,476","1,741",.,Y,N,N
2022,1824,City of Bigelow - (MN),Municipal,IA,MISO,27.1,232,18,.,N,N,N
2022,1869,City of Bloomfield - (IA),Municipal,IA,AECI,"2,537.5","21,045","1,406",.,N,N,N
2022,1968,Boone Valley Electric Coop,Cooperative,IA,MISO,903.8,"9,925",96,.,N,N,N
2022,2183,City of Breda - (IA),Municipal,IA,MISO,679.0,"4,825",306,.,Y,N,N
2022,2287,City of Brooklyn - (IA),Municipal,IA,MISO,"1,340.1","12,764",818,.,Y,N,N
2022,2600,City of Burt,Municipal,IA,MISO,532.3,"2,897",281,.,N,N,N
2022,2809,City of Callender - (IA),Municipal,IA,MISO,283.4,"2,055",200,.,N,N,N
2022,3029,City of Carlisle- (IA),Municipal,IA,MISO,"2,656.5","19,490","1,562",.,Y,Y,N
2022,3111,Cass Electric Coop,Cooperative,IA,MISO,138.9,"1,255",88,.,N,N,N
2022,3137,Cascade Municipal Utilities,Municipal,IA,MISO,"1,851.0","18,525","1,171",.,Y,N,N
2022,3314,"Chariton Valley Elec Coop, Inc",Cooperative,IA,AECI,"12,683.0","102,282","6,218",.,Y,Y,N
2022,3722,Clarke Electric Coop Inc - (IA),Cooperative,IA,MISO,"14,157.2","114,593","5,678",.,N,N,Y
2022,3900,City of Coggon - (IA),Municipal,IA,MISO,477.6,"3,984",361,.,N,N,N
2022,4040,Calhoun County Elec Coop Assn,Cooperative,IA,MISO,"5,235.9","38,416","1,692",.,Y,N,N
2022,4304,City of Corwith - (IA),Municipal,IA,MISO,425.0,"2,505",188,.,N,N,N
2022,4305,City of Coon Rapids,Municipal,IA,SWPP,"1,506.9","14,678",808,.,N,Y,N
2022,4375,City of Corning - (IA),Municipal,IA,MISO,"1,933.0","19,140","1,142",.,N,N,N
2022,4791,City of Danville - (IA),Municipal,IA,MISO,610.8,"5,296",438,.,N,N,N
2022,4919,City of Dayton - (IA),Municipal,IA,MISO,652.0,"5,805",467,.,N,N,N
2022,5056,City of Denison - (IA),Municipal,IA,SWPP,"9,878.8","148,545","3,301",.,N,Y,N
2022,5076,City of Denver - (IA),Municipal,IA,MISO,"1,767.0","13,689",945,.,Y,N,N
2022,5155,City of Dike,Municipal,IA,MISO,809.9,"5,755",482,.,Y,N,N
2022,5518,City of Dysart - (IA),Municipal,IA,MISO,"1,162.7","8,693",712,.,N,N,N
2022,5529,City of Durant - (IA),Municipal,IA,MISO,"1,602.0","14,432",957,.,N,Y,N
2022,5563,City of Earlville - (IA),Municipal,IA,MISO,564.4,"4,663",427,.,N,N,N
2022,5742,Eldridge City Utilities,Municipal,IA,MISO,"4,120.0","38,581","2,797",.,Y,N,N
2022,5827,City of Ellsworth - (IA),Municipal,IA,MISO,"1,022.0","8,845",293,.,N,N,N
2022,5998,City of Estherville - (IA),Municipal,IA,SWPP,"7,311.0","54,832","3,207",.,N,N,N
2022,6112,"Farmers Electric Coop, Inc - (IA)",Cooperative,IA,MISO,"14,750.0","126,038","5,045",.,N,N,Y
2022,6127,City of Fairbank - (IA),Municipal,IA,MISO,908.0,"7,759",579,.,N,Y,N
2022,6168,Farmers Electric Coop - (IA),Cooperative,IA,MISO,"2,491.2","19,067",636,.,N,N,N
2022,6210,City of Farnhamville - (IA),Municipal,IA,MISO,482.3,"3,779",297,.,N,N,N
2022,6496,City of Fonda - (IA),Municipal,IA,MISO,572.6,"4,931",360,.,N,N,N
2022,6501,City of Fontanelle - (IA),Municipal,IA,MISO,637.0,"5,862",460,.,N,N,N
2022,6579,City of Forest City- (IA),Municipal,IA,MISO,"5,703.8","56,607","2,165",.,Y,N,N
2022,6722,Franklin Rural Electric Coop - (IA),Cooperative,IA,MISO,"7,451.0","63,347","1,950",.,Y,N,N
2022,6759,City of Fredericksburg - (IA),Municipal,IA,MISO,"1,476.0","11,862",557,.,N,N,N
2022,7295,City of Glidden - (IA),Municipal,IA,MISO,980.0,"9,050",689,.,N,N,N
2022,7303,Raccoon Valley Electric Cooperative,Cooperative,IA,MISO,"14,629.8","131,707","2,767",.,Y,Y,N
2022,7424,Gowrie Municipal Utilities,Municipal,IA,MISO,"1,009.8","7,467",602,.,N,N,N
2022,7442,Grafton Electric - (IA),Municipal,IA,MISO,223.1,"1,820",160,.,N,Y,N
2022,7443,City of Graettinger - (IA),Municipal,IA,MISO,986.4,"9,410",504,.,N,N,N
2022,7486,City of Grand Junction - (IA),Municipal,IA,MISO,662.0,"4,632",446,.,N,N,N
2022,7626,City of Greenfield - (IA),Municipal,IA,MISO,"4,966.0","49,868","1,244",.,N,N,N
2022,7720,"Grundy Electric Coop, Inc",Cooperative,IA,AECI,412.7,"3,250",224,.,Y,Y,N
2022,7743,Grundy Center Mun Light & Power,Municipal,IA,MISO,"2,429.0","25,106","1,590",.,N,N,N
2022,7750,Guthrie County Rural E C A,Cooperative,IA,MISO,"14,903.0","165,678","4,866",.,Y,N,N
2022,7837,City of Guttenberg,Municipal,IA,MISO,"2,724.0","18,600","1,407",.,Y,N,N
