,Year,Month,Event date,Event time,Restoration date,Restoration time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected
0,2017,7,07/23/2017,4:00 AM,,".. Hours,",. Minutes,Ameren Missouri,SERC,"Loss of electric service to more than 50,000 customers for 1 Missouri: Illinois",hour or more-Severe Weather,Unknown,82000
